year,voulait_VERB aider_VERB,voulait_VERB céder_VERB
1912,1.614920641657136e-08,2.1879568379290504e-08
1913,1.96210621083992e-08,2.6514948459066545e-08
1914,8.705766774141921e-09,2.343860217024485e-08
1915,2.1205371680821372e-08,2.238344798399794e-08
1916,1.4283700444650549e-08,3.29623865980011e-08
1917,4.0575770299255964e-08,5.15421945124217e-08
1918,2.067547733020092e-08,1.8378202071289707e-08
1919,9.207848705727883e-09,3.867296172188617e-08
1920,1.0601124422748853e-08,4.391894492528081e-08
1921,1.6660044011018726e-08,2.2718241510233383e-08
1922,2.87739485571592e-08,1.623145884366295e-08
1923,1.2739137744688378e-08,2.0170300985000722e-08
1924,9.02413699321869e-09,2.1915761649893284e-08
1925,5.499089184013428e-09,3.629398648286042e-08
1926,2.1177662290483568e-08,3.566764306128789e-08
1927,7.804457524684949e-09,3.3447673075670536e-08
1928,2.9707706517001498e-08,2.2852082892654835e-08
1929,2.4508894469477127e-08,3.676334259239411e-08
1930,1.575540586884472e-08,2.6259009189288918e-08
1931,2.737285598186645e-08,2.0529641986399838e-08
1932,2.7398842306070037e-08,2.7398842306070037e-08
1933,1.9500125958415992e-08,1.261772819560747e-08
1934,1.5576054224197833e-08,2.036868629318178e-08
1935,1.795242710045386e-08,1.196828414151696e-08
1936,2.9099314957647948e-08,2.9099314957647948e-08
1937,3.903246792447135e-08,1.2591118370153254e-08
1938,2.463390735840676e-08,2.5930429359277696e-08
1939,2.7529290846928234e-08,2.7529290846928234e-08
1940,5.0715658339584024e-09,1.2678914806940611e-08
1941,3.5418032950929046e-08,2.3612020783048138e-08
1942,2.730790527039062e-08,2.1239483061208375e-08
1943,1.4516175816936538e-08,5.2258233296242906e-08
1944,2.2492303131116387e-08,1.2852744646352221e-08
1945,2.6142048525912287e-08,2.178504132643866e-08
1946,2.645009899993056e-08,2.227376683094917e-08
1947,1.907339353124371e-08,1.3112957830685446e-08
1948,3.152847583010043e-08,1.9569398546082084e-08
1949,1.3743811422273211e-08,2.0615717133409817e-08
1950,2.4461330738745346e-08,8.508289184305795e-09
1951,1.5992101864981123e-08,1.9190522948520083e-08
1952,1.4762725264461096e-08,1.7926167217297007e-08
1953,3.663101466599983e-08,2.3702419582605216e-08
1954,2.052232517257835e-08,1.5636057781875934e-08
1955,2.7218263198847126e-08,9.385607846468247e-09
1956,2.8779767902165077e-08,1.3953826538681824e-08
1957,2.8272120644601273e-08,9.718541527092839e-09
1958,2.7298403537656668e-08,1.2408365002158916e-08
1959,2.0927018340444192e-08,1.6276571201956358e-08
1960,1.5225833038812198e-08,1.1765417085030094e-08
1961,2.36237411854745e-08,1.389631876236308e-08
1962,2.2831043722248978e-08,1.77574772664002e-08
1963,2.7157422977097667e-08,9.69907976156037e-09
1964,2.494427064902993e-08,1.520992043424485e-08
1965,2.0793764932136583e-08,1.4227312661319047e-08
1966,2.6033651678858405e-08,1.606331601067268e-08
1967,2.267954357648705e-08,1.7256175155466735e-08
1968,2.5601069708613977e-08,2.380450325745187e-08
1969,2.180043701116574e-08,1.9983733778872192e-08
1970,2.207388050123882e-08,2.0234390163409444e-08
1971,2.4150468291850302e-08,1.284599360218408e-08
1972,2.0520587895589415e-08,1.7442499000708267e-08
1973,3.197658315912122e-08,1.2129047988196362e-08
1974,2.925297337696975e-08,2.0814615808717463e-08
1975,2.5701661243715535e-08,9.138368284311582e-09
1976,2.3425460682346966e-08,1.5997875024709174e-08
1977,2.52701610747863e-08,1.057820764316375e-08
1978,2.1386128423728223e-08,1.0693064211864112e-08
1979,2.57486831856113e-08,7.022368020415115e-09
1980,2.5014662341504845e-08,1.3644362084619388e-08
1981,2.5934753011824796e-08,8.855769451088236e-09
1982,3.1037512115972277e-08,1.5518756057986138e-08
1983,3.2839643893112225e-08,1.0736036948344463e-08
1984,3.073474630355122e-08,8.118611560803402e-09
1985,2.8273122509858695e-08,1.2031115659283387e-08
1986,2.45773907892044e-08,1.8582904104391673e-08
1987,2.5054349706010726e-08,2.13878585952898e-08
1988,2.4585871116755698e-08,7.795519785247507e-09
1989,2.0854864501984594e-08,1.4269117443177493e-08
1990,3.7595690116631886e-08,1.0897301727652575e-08
1991,3.165191131415668e-08,3.5168792322792797e-09
1992,3.195767561692264e-08,8.815910668147353e-09
1993,3.212740296021366e-08,7.754890063438324e-09
1994,2.3737170451454404e-08,1.6879765141197822e-08
1995,2.8196744494835002e-08,1.4640617607142303e-08
1996,2.5089033073300016e-08,1.2811421257197253e-08
1997,2.205651483677684e-08,1.3905194329311144e-08
1998,3.003921378308405e-08,1.2873949017944142e-08
1999,3.0163327835452947e-08,1.553868322901053e-08
2000,3.578605500820231e-08,1.6346715980830595e-08
2001,3.461157405126869e-08,1.270551397425379e-08
2002,3.023042793870445e-08,9.63868718173444e-09
2003,3.2501997537792704e-08,1.12506919336397e-08
2004,3.347641452933203e-08,1.1452457648886138e-08
2005,3.648037250059133e-08,1.216012357474483e-08
2006,3.3354908168803377e-08,9.471146533712727e-09
2007,4.154258803623634e-08,1.5578470069499417e-08
2008,4.8109068728763305e-08,1.3198063086861112e-08
2009,4.6251468432956244e-08,1.6211854969583328e-08
2010,6.802262220162447e-08,2.0784689525044087e-08
2011,6.156594878348187e-08,1.8355065023456518e-08
2012,7.761695997032803e-08,2.6212745751763578e-08
2013,7.502746512955127e-08,3.0122549787847674e-08
2014,8.640126480941035e-08,3.2265134564113396e-08
2015,9.220953955946243e-08,3.457857644661999e-08
2016,1.0480980705551701e-07,3.624845135163923e-08
2017,9.584478988244882e-08,1.7860839918171223e-08
2018,1.2003820870631898e-07,2.5040227669137494e-08
2019,9.107026244237204e-08,2.627517403652746e-08
