year,sortant_VERB en_ADP
1800,6.60274537267469e-08
1801,2.8574191901498125e-08
1802,5.370816325012129e-08
1803,4.8758479920252285e-08
1804,4.449331636457998e-08
1805,3.4114531644036106e-08
1806,3.1698359492793315e-08
1807,7.686778502602465e-08
1808,1.3596443970698147e-08
1809,5.421673421324158e-08
1810,1.1700633528732851e-07
1811,1.1281845502253418e-07
1812,9.068507722531649e-08
1813,4.026038169513413e-08
1814,2.2026739543434815e-08
1815,1.6183340889597275e-08
1816,1.622322720606917e-08
1817,2.3353100786493997e-08
1818,6.675859509641668e-08
1819,4.45095160728215e-08
1820,3.2039500830194356e-08
1821,7.59334568556369e-08
1822,9.223566621585633e-08
1823,1.1958050549765176e-07
1824,1.1115868403521745e-07
1825,6.251864581585664e-08
1826,5.19671061738336e-08
1827,4.792982072343577e-08
1828,4.769596628761974e-08
1829,6.344150449422159e-08
1830,4.592207658582481e-08
1831,2.6505050598757407e-08
1832,9.065079176195923e-08
1833,3.3592521320180424e-08
1834,4.853955903882934e-08
1835,6.42862474364847e-08
1836,7.796070344845418e-08
1837,5.357576071673975e-08
1838,7.069621688060579e-08
1839,3.0762491332048114e-08
1840,3.6944195591637197e-08
1841,5.906904476660202e-08
1842,4.293289723733551e-08
1843,3.9576303123567413e-08
1844,4.335963543766752e-08
1845,4.966402722406116e-08
1846,6.615586300995346e-08
1847,3.1820020396367e-08
1848,4.505324113779352e-08
1849,3.016589289472904e-08
1850,3.2587180953669304e-08
1851,5.224045551699419e-08
1852,5.4688582773465555e-08
1853,3.941475013036211e-08
1854,3.896748168585873e-08
1855,4.404757802944914e-08
1856,4.245295315286057e-08
1857,2.6360149729676152e-08
1858,4.404308290295589e-08
1859,7.179964445214182e-08
1860,3.707519011242333e-08
1861,4.904602440847228e-08
1862,5.421583537668084e-08
1863,4.04564275413577e-08
1864,3.404256854189214e-08
1865,3.012380389577629e-08
1866,3.989802443982171e-08
1867,2.9602150064533816e-08
1868,3.7049055823246135e-08
1869,2.3929243475606654e-08
1870,3.899153355746421e-08
1871,4.354682658913589e-08
1872,2.7817760095416588e-08
1873,4.728943653331541e-08
1874,4.4809568278125766e-08
1875,4.9777286292851386e-08
1876,3.990369834561136e-08
1877,4.0201303175280145e-08
1878,7.669642920760111e-08
1879,5.498392852132383e-08
1880,6.546202957480318e-08
1881,5.856906426515707e-08
1882,2.9283695024417966e-08
1883,3.728409847525427e-08
1884,5.0172896060018957e-08
1885,3.867381437316908e-08
1886,5.162771188338411e-08
1887,4.7661148805389075e-08
1888,2.9166828063864614e-08
1889,3.0072656143076415e-08
1890,3.867087983167039e-08
1891,3.6970476458009216e-08
1892,4.638699024894777e-08
1893,2.9560398795425158e-08
1894,3.906954404442331e-08
1895,2.407445731655855e-08
1896,4.835563927052533e-08
1897,4.8944393427063915e-08
1898,6.054439705138748e-08
1899,5.30647525920358e-08
1900,4.516216134398121e-08
1901,4.4709910662632524e-08
1902,5.794135021774949e-08
1903,2.6461079549733313e-08
1904,4.3534464033712084e-08
1905,2.1159112462143526e-08
1906,3.806696469155213e-08
1907,3.857132524487383e-08
1908,4.862275382322423e-08
1909,8.416504826413984e-08
1910,1.1008950551172347e-07
1911,4.8947441211311116e-08
1912,8.595544809253397e-08
1913,6.893886972392238e-08
1914,4.218948657097599e-08
1915,1.2487608103128878e-07
1916,1.39540770494051e-07
1917,6.141197916864627e-08
1918,2.5270027848023346e-08
1919,1.0589025656315698e-07
1920,5.073395126231617e-08
1921,6.588290579756517e-08
1922,4.648099505288883e-08
1923,7.218844721990081e-08
1924,4.8988171741370934e-08
1925,2.7495444809844116e-08
1926,5.3501465480110255e-08
1927,3.5677520937582585e-08
1928,5.141718428802733e-08
1929,5.7930111374560056e-08
1930,2.941009036305786e-08
1931,4.334035708097872e-08
1932,3.616647159532249e-08
1933,4.129438391231588e-08
1934,4.7926320689839486e-08
1935,3.351119381989065e-08
1936,3.8799086166108054e-08
1937,4.280980281379243e-08
1938,3.1116513810047763e-08
1939,5.352917753498332e-08
1940,2.028626333583361e-08
1941,5.017554416397729e-08
1942,2.4273694831933312e-08
1943,2.3225881884414434e-08
1944,1.6065930807940276e-08
1945,4.357008043243127e-08
1946,3.619487021211398e-08
1947,6.198852764427443e-08
1948,4.566192846056083e-08
1949,2.4542520016268554e-08
1950,2.3397794812751727e-08
1951,5.117472845483917e-08
1952,2.7416489856157966e-08
1953,2.477980309834038e-08
1954,3.0294862618518437e-08
1955,2.1586898490966178e-08
1956,2.180285396669035e-08
1957,2.208759364297208e-08
1958,3.39161982942926e-08
1959,2.0927018340444192e-08
1960,1.730208309957959e-08
1961,2.91822690456911e-08
1962,3.6783347034941016e-08
1963,1.5518528240221485e-08
1964,2.1902285762820384e-08
1965,2.8454625877749606e-08
1966,3.489617084184715e-08
1967,2.9088979891511713e-08
1968,3.593132680279609e-08
1969,3.088395295058888e-08
1970,2.20738796130604e-08
1971,2.6205827285963323e-08
1972,2.7702792060324555e-08
1973,2.3155456219114967e-08
1974,9.000914735768362e-09
1975,2.341706872854843e-08
1976,2.628222439682304e-08
1977,3.290997829807907e-08
1978,2.5544542925359792e-08
1979,1.814111783016159e-08
1980,2.274060340035078e-08
1981,3.3525412002077815e-08
1982,1.6139506286982908e-08
1983,1.894594836571173e-08
1984,2.145633182237816e-08
1985,1.8046674599148105e-08
1986,2.2779044428489215e-08
1987,2.3832186446526293e-08
1988,1.7989661094119924e-08
1989,2.0854864946073803e-08
1990,2.0160009439607052e-08
1991,2.227356699080474e-08
1992,1.818281503140895e-08
1993,1.550978068198816e-08
1994,2.2154691858844444e-08
1995,1.9520823180130265e-08
1996,2.135236965017384e-08
1997,2.3015493733069547e-08
1998,1.811889094316399e-08
1999,2.5136106529544122e-08
2000,1.9439337695104086e-08
2001,2.4534785758589805e-08
2002,1.9277375029602695e-08
2003,1.7917769490338742e-08
2004,1.7619165015858584e-08
2005,1.8014998826032524e-08
2006,1.8530504242164625e-08
2007,2.71624605030496e-08
2008,3.2356542334355254e-08
2009,2.3364143508786128e-08
2010,3.259417252765573e-08
2011,3.709252682781994e-08
2012,4.4595711123918136e-08
2013,4.713621404306423e-08
2014,5.4136129357118534e-08
2015,4.80996864560268e-08
2016,6.317587253334978e-08
2017,7.094024256915077e-08
2018,5.369450839509682e-08
2019,5.306054706721852e-08
