year,voyant_VERB en_ADP,voyant_VERB cent_DET
1867,4.663551855799142e-07,0.0
1868,4.989272888167307e-07,0.0
1869,4.947005010080829e-07,0.0
1870,4.805132860496997e-07,0.0
1871,4.652075684674628e-07,0.0
1872,4.940676063824867e-07,0.0
1873,5.052187823650911e-07,0.0
1874,4.445109116346657e-07,0.0
1875,4.4227404316643515e-07,0.0
1876,4.0326919670263806e-07,0.0
1877,5.349865848103263e-07,0.0
1878,4.4387302366999393e-07,0.0
1879,5.082958596247522e-07,0.0
1880,3.587576085095634e-07,0.0
1881,3.576896272505792e-07,0.0
1882,4.306034142587123e-07,0.0
1883,4.1960410968044926e-07,0.0
1884,3.762967386577998e-07,0.0
1885,3.5966647349283676e-07,0.0
1886,3.542951585444598e-07,0.0
1887,3.362396157058356e-07,0.0
1888,3.76632513621189e-07,0.0
1889,3.345583037273059e-07,4.385595886446936e-09
1890,3.408281017414083e-07,0.0
1891,3.55681491370774e-07,0.0
1892,3.6043945783603704e-07,0.0
1893,3.448713252751645e-07,4.310891643655168e-09
1894,3.6359880617453655e-07,0.0
1895,2.816711694997309e-07,0.0
1896,3.6148788495893314e-07,5.89702897624278e-10
1897,2.6161942656699466e-07,0.0
1898,3.6835889893893636e-07,0.0
1899,3.5100123341180733e-07,0.0
1900,2.8187418354974625e-07,0.0
1901,2.4869888370915305e-07,0.0
1902,2.2931025345229727e-07,0.0
1903,2.8081144609615194e-07,0.0
1904,2.8216782066436963e-07,0.0
1905,2.446199816041883e-07,0.0
1906,3.0556456032115875e-07,0.0
1907,2.9211349961144606e-07,1.5428529565042481e-09
1908,2.6865297453326775e-07,4.911389073214423e-10
1909,3.0200399248059284e-07,0.0
1910,2.468997508664472e-07,0.0
1911,3.144341036431797e-07,5.320374141248863e-10
1912,2.849553393247106e-07,0.0
1913,2.9537653833955346e-07,0.0
1914,3.080502208874236e-07,0.0
1915,2.6742328840256846e-07,0.0
1916,2.669953271805525e-07,0.0
1917,2.2590833825830714e-07,0.0
1918,3.2276718542334493e-07,0.0
1919,2.5597818176237297e-07,0.0
1920,3.1121872723360866e-07,0.0
1921,2.74133444833069e-07,7.572747429129834e-10
1922,3.069221197193883e-07,0.0
1923,3.598806284088596e-07,0.0
1924,3.5709800449978957e-07,0.0
1925,4.124316710374387e-07,0.0
1926,3.38842619740376e-07,0.0
1927,3.210976711187641e-07,0.0
1928,3.5306468060269935e-07,0.0
1929,3.353262219008002e-07,0.0
1930,2.709929685096313e-07,1.0503603542488804e-09
1931,2.4863677428044184e-07,3.4216069977333063e-09
1932,2.794681890350148e-07,0.0
1933,3.028254731418656e-07,0.0
1934,2.827652991754803e-07,0.0
1935,2.69286383414169e-07,0.0
1936,2.667437168923925e-07,0.0
1937,2.341947995532223e-07,0.0
1938,3.04682538754264e-07,0.0
1939,2.951751723045959e-07,0.0
1940,2.3075625055213322e-07,0.0
1941,3.0105327741836163e-07,0.0
1942,3.367975178747429e-07,0.0
1943,3.1064616123899214e-07,0.0
1944,2.3777577418115925e-07,0.0
1945,3.0934757155876014e-07,0.0
1946,2.9512742472093123e-07,0.0
1947,3.8385203637858467e-07,0.0
1948,2.7397158319786286e-07,0.0
1949,2.5818732307669734e-07,0.0
1950,3.211879224807035e-07,0.0
1951,2.558736351687685e-07,0.0
1952,2.8998210588326856e-07,0.0
1953,3.3183387415647303e-07,0.0
1954,2.8144904717919417e-07,0.0
1955,2.6561271049274637e-07,0.0
1956,2.2238910979410775e-07,0.0
1957,2.394295279817271e-07,0.0
1958,3.0193689770641186e-07,1.6544486891589827e-09
1959,2.813521557953891e-07,0.0
1960,2.7337291452766976e-07,0.0
1961,2.918226940096247e-07,0.0
1962,3.2470815902740924e-07,0.0
1963,2.74160665725276e-07,0.0
1964,3.254923104378804e-07,0.0
1965,2.9494313569244923e-07,5.472043373977442e-10
1966,3.3289839329597726e-07,0.0
1967,3.436444018234397e-07,0.0
1968,3.220345039522954e-07,4.4914158503495116e-10
1969,3.3972349022803883e-07,0.0
1970,3.476636045718351e-07,1.3796175313274261e-09
1971,3.20122156338698e-07,0.0
1972,2.934444118807278e-07,0.0
1973,2.9219980568484516e-07,0.0
1974,2.6327675684001406e-07,0.0
1975,2.564454533171556e-07,0.0
1976,2.5368060008190696e-07,0.0
1977,2.2743145144943355e-07,0.0
1978,2.477226628272433e-07,0.0
1979,2.7562795246183214e-07,0.0
1980,2.4559850597682953e-07,0.0
1981,2.473289848481386e-07,0.0
1982,2.9920160926621975e-07,0.0
1983,2.387189441677151e-07,0.0
1984,2.68494089183946e-07,0.0
1985,2.322005450139386e-07,0.0
1986,2.7754467080143286e-07,0.0
1987,2.4993241609649886e-07,0.0
1988,2.692452749641916e-07,0.0
1989,2.420261839830573e-07,0.0
1990,2.767914786261372e-07,1.089730194969718e-09
1991,2.520430015806596e-07,0.0
1992,2.7439521854688564e-07,0.0
1993,2.9856326655419707e-07,0.0
1994,2.626913575554113e-07,0.0
1995,3.0528398387019706e-07,0.0
1996,3.0533888217831873e-07,0.0
1997,2.7282948344975466e-07,0.0
1998,2.8131963425437334e-07,4.768129224785866e-10
1999,2.86551614436803e-07,0.0
2000,2.7921959322441126e-07,0.0
2001,2.856549983221157e-07,0.0
2002,3.207054106724172e-07,0.0
2003,3.0376869197823453e-07,0.0
2004,3.162640016540763e-07,0.0
2005,2.949955906217383e-07,0.0
2006,3.0801817629821926e-07,0.0
2007,3.2475118061370267e-07,0.0
2008,3.3548625300028334e-07,0.0
2009,2.9372067178456973e-07,0.0
2010,2.82010438112934e-07,0.0
2011,3.296263795249388e-07,0.0
2012,2.968508248102353e-07,0.0
2013,3.3246370723105656e-07,0.0
2014,3.391087073367771e-07,0.0
2015,3.6063681374542966e-07,0.0
2016,3.9314033806192583e-07,0.0
2017,3.2375916791949066e-07,0.0
2018,3.3868844440121393e-07,0.0
2019,3.2907742308907473e-07,0.0
