year,marchant_VERB en_ADP,marchant_VERB sans_ADP
1909,1.1001967115120692e-09,3.685659066832159e-08
1910,4.809735609789811e-09,5.130384816975919e-08
1911,8.512598403953575e-09,4.841540379718623e-08
1912,6.251305251225858e-09,4.167537132060417e-08
1913,3.181793939432964e-09,3.0227042202568555e-08
1914,2.678697486047099e-09,4.28591603318651e-08
1915,1.1780762143587253e-08,6.361611282201807e-08
1916,1.7579939282086343e-08,5.8233549538044826e-08
1917,6.57985488317081e-09,5.373547939946377e-08
1918,6.89182577673364e-09,4.824277954895706e-08
1919,4.603924352863942e-09,4.880159698572584e-08
1920,8.329454459499175e-09,4.0890050012620804e-08
1921,3.0290989716519334e-09,4.1650110915725236e-08
1922,7.377935595798135e-09,4.205423154157728e-08
1923,8.492758496458919e-09,4.883336046646036e-08
1924,3.867487219366694e-09,4.769901051915326e-08
1925,1.0998177923937646e-09,2.859526260223788e-08
1926,1.1146138456652466e-09,2.11776637337735e-08
1927,1.1149225098705529e-08,4.9056587680951225e-08
1928,5.713020501119104e-09,2.51372912485337e-08
1929,3.342121912552898e-09,4.344758353092004e-08
1930,6.302162347537887e-09,4.621585425468311e-08
1931,3.4216069977333063e-09,3.193499775733244e-08
1932,3.287861094491973e-09,2.4110980323399644e-08
1933,1.1470662197865522e-09,2.8676655494663805e-08
1934,5.990790086229936e-09,4.073737258636356e-08
1935,3.590485242455088e-09,2.992071124197082e-08
1936,2.424942913137329e-09,2.182448666232517e-08
1937,6.295558963032022e-09,1.510934133364117e-08
1938,2.5930428915188486e-09,4.408173026604345e-08
1939,9.176430282309411e-09,3.211750509990452e-08
1940,1.0143131667916805e-08,3.0429394115571995e-08
1941,0.0,2.9515025534720962e-08
1942,1.2136846860855144e-08,1.8205270180260413e-08
1943,5.806470415592457e-09,2.322588166236983e-08
1944,1.6065930807940276e-08,3.855823393905666e-08
1945,8.714016175304096e-09,2.832055301382752e-08
1946,2.7842208538686464e-09,3.3410650246423756e-08
1947,3.5762612871081956e-09,3.8146785952264395e-08
1948,2.174377566888097e-09,2.5005341797168512e-08
1949,0.0,2.1597417965146803e-08
1950,3.190608444114673e-09,2.8715476663165873e-08
1951,7.462981344019681e-09,2.771964546788297e-08
1952,8.435843135146115e-09,2.319856839960721e-08
1953,8.619061908632375e-09,2.9089334940834988e-08
1954,4.886268278880834e-09,3.322662234239715e-08
1955,5.631364707880948e-09,1.407841132561316e-08
1956,6.104799332717903e-09,3.226822409274632e-08
1957,1.7670075402875796e-09,2.120408987282829e-08
1958,3.3088974338291166e-09,3.639787071740841e-08
1959,5.425523585955716e-09,1.860179499324488e-08
1960,2.7683333958528067e-09,2.076250027460702e-08
1961,6.94815938118154e-09,1.9454845179289748e-08
1962,6.341956404476434e-09,2.156265105357491e-08
1963,1.2932106829843804e-08,2.9743845608720676e-08
1964,4.867174663303331e-09,3.589541280879516e-08
1965,4.377634699181954e-09,2.5718604135249734e-08
1966,3.8773522170743036e-09,3.2126632354412266e-08
1967,5.423369198176431e-09,3.5991450264560854e-08
1968,2.245707841908029e-09,2.8745062274904143e-08
1969,6.358460868938209e-09,3.088395358896712e-08
1970,5.058597374318907e-09,2.3453497283165703e-08
1971,3.083038491169532e-09,2.569198809254658e-08
1972,7.182205719047374e-09,2.359867534718063e-08
1973,2.7566018911961976e-09,1.2129047988196362e-08
1974,2.250228725575454e-09,1.856438669456395e-08
1975,2.2845920710778955e-09,1.2565256835017635e-08
1976,9.141642887122714e-09,2.7424929660568864e-08
1977,1.7630346071939584e-09,1.527963250369524e-08
1978,1.1881182704343018e-09,1.9603951684210585e-08
1979,4.096381456264453e-09,2.6333880187578984e-08
1980,5.116635559687666e-09,1.9898027447950994e-08
1981,9.488323904349727e-09,1.8344093466460265e-08
1982,6.828252296919857e-09,2.2347008243883693e-08
1983,3.78918940668882e-09,2.336666926616715e-08
1984,5.219107812592938e-09,1.739702515379804e-08
1985,5.4140022465176685e-09,2.1054453180902044e-08
1986,7.193382389747427e-09,2.3378494251602433e-08
1987,5.49973533381376e-09,1.6499205224285163e-08
1988,3.597932174415064e-09,2.098793838722912e-08
1989,3.2928733073589456e-09,1.9757239400064464e-08
1990,3.814055737905164e-09,2.34291996914493e-08
1991,4.68917216167597e-09,2.285971467674841e-08
1992,6.611933001110515e-09,2.4794748920697884e-08
1993,4.985286850001103e-09,2.3264671966671813e-08
1994,2.637463358823311e-09,2.479215543971236e-08
1995,7.0491861237087505e-09,1.680959671457316e-08
1996,1.014237493990322e-08,2.2953796863234288e-08
1997,5.753873488778538e-09,1.9659067485022774e-08
1998,3.814503490850996e-09,1.8595703199508762e-08
1999,8.226361813967742e-09,1.3253583674988079e-08
2000,6.627047466345459e-09,1.8997534656506332e-08
2001,6.571817756650944e-09,2.1029817165452158e-08
2002,7.00995456126563e-09,1.7086764003693133e-08
2003,7.083768960303161e-09,2.250138431136861e-08
2004,5.285749615779878e-09,2.334539442316874e-08
2005,5.404499514582994e-09,2.7472872976552765e-08
2006,6.588624035241963e-09,2.9237018139838256e-08
2007,9.586750948642475e-09,2.4765772377310924e-08
2008,3.8316958494988285e-09,2.7247614275971443e-08
2009,1.0013204487790972e-08,3.051643115981051e-08
2010,8.502827775203059e-09,3.542844728698924e-08
2011,1.1471915833949353e-08,5.3153212054013466e-08
2012,1.0212757750593937e-08,5.719144580140778e-08
2013,1.6734750085678485e-08,6.219748804880965e-08
2014,1.2126493101338731e-08,5.565194038936738e-08
2015,1.4407740070443431e-08,5.4971071250520254e-08
2016,1.3049442554313728e-08,6.338300462260804e-08
2017,1.4590545660553289e-08,3.949509874701107e-08
2018,1.2907333535316923e-08,6.040632039017169e-08
2019,1.4285531590996214e-08,5.2550348295099525e-08
