year,volant_VERB en_ADP,volant_VERB sans_ADP
1877,1.793596560162314e-08,6.184815992682502e-10
1878,1.9325083755461492e-08,6.64299765196219e-09
1879,2.7491964260661916e-08,1.832797580370027e-09
1880,3.3372799634889816e-08,5.134277003548959e-09
1881,1.9523021921319383e-08,6.2752567586699115e-09
1882,4.4591080827771634e-08,1.9966155395678697e-09
1883,1.8958017378167824e-08,6.319338941018771e-10
1884,2.3766109080725073e-08,5.941527270181268e-09
1885,2.3204288490674685e-08,1.2891271383708158e-09
1886,2.6459201052375647e-08,6.4534639854230136e-09
1887,2.611569827060123e-08,7.1818169189441505e-09
1888,3.106901047544852e-08,1.268122939990235e-09
1889,3.57112810434046e-08,3.132568426877924e-09
1890,2.294035211791723e-08,1.3108772956016423e-09
1891,3.187109842706093e-08,2.549687905251119e-09
1892,2.3193495124473884e-08,1.2537024751679837e-09
1893,2.278614108508492e-08,3.695050043717174e-09
1894,2.646646568571498e-08,1.8904617871129403e-09
1895,2.527818021569317e-08,4.814891596538473e-09
1896,1.4152869320938066e-08,2.358811590497112e-09
1897,2.6802882802101635e-08,3.4960281336537946e-09
1898,4.0174320758978865e-08,1.13167097914868e-09
1899,2.819064981451902e-08,8.291367592505594e-09
1900,1.9726001498909795e-08,2.595526460424935e-09
1901,1.4530720848782153e-08,5.58873880507349e-09
1902,2.8970674526007656e-08,6.38336894454028e-09
1903,1.5660639007819555e-08,1.6200660812870638e-09
1904,1.666133808697623e-08,1.6123875568041512e-09
1905,2.9932401890420124e-08,2.580379465655369e-09
1906,3.39516170733134e-08,6.173021205313489e-09
1907,1.8514235478050978e-08,2.0571372938427146e-09
1908,2.9959473124563374e-08,7.367083831866239e-09
1909,3.0255410066182264e-08,1.0451868703853506e-08
1910,2.8323999035073655e-08,1.068830179917768e-08
1911,2.7665944757337968e-08,1.4897047595496815e-08
1912,3.80287765722187e-08,3.125652625612929e-09
1913,1.5908969031031006e-08,6.363587878865928e-09
1914,2.4108277596468497e-08,1.0045115850232378e-08
1915,2.709575319670421e-08,1.1780761921542648e-09
1916,2.5271163162088328e-08,1.0987461607214755e-08
1917,1.6449636319748606e-08,1.864292187292449e-08
1918,9.189101035644853e-09,0.0
1919,3.038590001835928e-08,1.012863304339362e-08
1920,1.2872793941909322e-08,7.572231730534895e-09
1921,1.7417319808643583e-08,1.1359120755116692e-08
1922,2.5822774751826927e-08,1.3280284150152255e-08
1923,3.715581931018619e-08,1.1677542488541803e-08
1924,3.351822286390416e-08,1.4180787211159895e-08
1925,2.859526304632709e-08,1.3197813952814386e-08
1926,3.455302854948883e-08,3.343841648018042e-09
1927,2.7873062080630007e-08,1.2264147031260109e-08
1928,3.1992914983902665e-08,1.5996457491951332e-08
1929,3.119313873867213e-08,5.570202965543558e-09
1930,2.4158287814657342e-08,5.2518016602221e-09
1931,1.1405356659111021e-08,1.9389105432310316e-08
1932,2.4110979879310435e-08,6.575722188983946e-09
1933,2.638252394326912e-08,9.176529758292418e-09
1934,2.7557634396657704e-08,3.5944740517379614e-09
1935,2.2739740757060645e-08,0.0
1936,2.0612015205756506e-08,4.849885826274658e-09
1937,5.162358496235697e-08,0.0
1938,4.66747731575623e-08,9.075650453382877e-09
1939,1.8352860564618823e-08,1.070583532936098e-08
1940,8.621661695684679e-08,1.5214697723919812e-08
1941,3.836953510472085e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,9.102635090130207e-09
1943,3.774205858952939e-08,1.7419411690866582e-08
1944,5.462416474699694e-08,6.4263723231761105e-09
1945,6.099811189486104e-08,1.3071024707045353e-08
1946,1.9489545977080525e-08,0.0
1947,4.8875570479722796e-08,1.1920871401116528e-08
1948,4.6749117910138693e-08,5.435943917220243e-09
1949,3.534122838821929e-08,7.853606653895895e-09
1950,2.2334258886758107e-08,6.381216666184741e-09
1951,4.691016686209082e-08,8.529121409139861e-09
1952,3.690681316115274e-08,5.272401848444019e-09
1953,2.2625038065271497e-08,9.69644453618912e-09
1954,4.983993417972954e-08,6.840775057526116e-09
1955,3.0972504561077585e-08,3.754243138587299e-09
1956,4.7966279836941794e-08,4.360570571293465e-09
1957,3.8874166108371355e-08,0.0
1958,3.3916197683669935e-08,1.2408365446248126e-08
1959,2.6352543258667538e-08,6.975672928177801e-09
1960,3.2527916582481e-08,3.4604166754270693e-09
1961,3.752005850454765e-08,3.47407969059077e-09
1962,3.7417542841922113e-08,5.7077609305622445e-09
1963,3.362347777979835e-08,6.466053470433053e-09
1964,3.0419842422801935e-08,4.258777885901566e-09
1965,2.0793764932136583e-08,3.2832260243864653e-09
1966,4.375869111505892e-08,8.308612131635584e-09
1967,5.078245646217283e-08,6.409436092980059e-09
1968,3.09907690621003e-08,4.940557296606585e-09
1969,3.678823767838679e-08,2.7250546263957176e-09
1970,2.8052222988961262e-08,3.219107425067591e-09
1971,4.00794997190701e-08,5.652237344833111e-09
1972,2.4624704497711036e-08,7.182205497002769e-09
1973,4.961883270926393e-08,8.269805285010534e-09
1974,2.2502287588821446e-08,5.063014507644681e-09
1975,2.341706828445922e-08,3.4268881066168433e-09
1976,2.913898788925451e-08,9.141642998145016e-09
1977,2.7620874476497193e-08,3.526069047854463e-09
1978,2.7326719553855128e-08,8.31682822610702e-09
1979,3.5111840546164785e-08,4.096381456264453e-09
1980,3.4679419391725474e-08,5.6851505725319385e-09
1981,2.846497215713839e-08,6.325549528618524e-10
1982,2.6071508729685888e-08,4.966001831974154e-09
1983,3.031351791804582e-08,4.4207211225000265e-09
1984,2.8995041922996734e-08,4.059305780401701e-09
1985,2.947623389815135e-08,1.0226449020933615e-08
1986,2.697518408645294e-08,1.0790073723399018e-08
1987,3.299841022652572e-08,1.2221633705067347e-09
1988,2.7584148076797987e-08,2.99827696004229e-09
1989,2.5245361356951435e-08,3.2928733073589456e-09
1990,3.5961096434000694e-08,4.358920779878872e-09
1991,1.4653663449326615e-08,5.2753188484189195e-09
1992,2.4243754170871767e-08,4.958949695321735e-09
1993,3.046564123199147e-08,5.539207315052863e-09
1994,3.745197907356612e-08,4.747434001473039e-09
1995,2.6027763500025003e-08,2.7112254663563817e-09
1996,2.615665173344439e-08,2.6690460952494277e-09
1997,2.5892429533769246e-08,2.3974471297094624e-09
1998,2.336383253531693e-08,7.152193948201102e-09
1999,2.7878226394051353e-08,5.484241505371301e-09
2000,2.0322945548656435e-08,7.068850393920911e-09
2001,2.45347855365452e-08,3.066848330846028e-09
2002,2.2344229355653056e-08,3.943099347036849e-09
2003,1.7917769268294137e-08,3.333538334260311e-09
2004,2.7309704941913537e-08,2.642874724623212e-09
2005,1.756462331137243e-08,3.602999676388663e-09
2006,2.717807379148951e-08,7.000413027036245e-09
2007,2.3167981311189578e-08,4.793375391054511e-09
2008,3.1505054731706394e-08,5.5346713878634546e-09
2009,3.099325018851573e-08,3.814554005998616e-09
2010,3.4011310212633816e-08,4.251413721068076e-09
2011,4.321088353798075e-08,6.118355155848576e-09
2012,5.2425490615348735e-08,7.829781267787439e-09
2013,5.1319900329360735e-08,8.088462566391286e-09
2014,5.2620318324869686e-08,1.1260314861094578e-08
2015,5.58576995768334e-08,9.531274616780827e-09
2016,5.77903862541973e-08,1.0978102538139467e-08
2017,5.006066494672723e-08,7.295272663743191e-09
2018,5.059674723639773e-08,6.711813327342497e-09
2019,4.3876990929447857e-08,6.122370499461738e-09
