year,disant_VERB en_ADP,disant_VERB sans_ADP
1800,1.1004575384276905e-07,3.144164395507687e-08
1801,2.0716288418043405e-07,1.4287095950749062e-08
1802,2.64065135979763e-07,1.1189200677108602e-08
1803,1.7162984988772223e-07,1.755305234496518e-08
1804,1.5572661093976592e-07,4.943701892301533e-09
1805,2.388017246168772e-07,5.685755422035754e-09
1806,1.181484350354367e-07,1.152667650217154e-08
1807,1.395007984683616e-07,1.1387820464392462e-08
1808,1.948823609154715e-07,1.3596443970698147e-08
1809,2.0557178004310117e-07,9.036122072814123e-09
1810,1.8955026348521642e-07,2.3401266702194334e-08
1811,2.3065106802278024e-07,3.760615285841595e-08
1812,1.0668833283489221e-07,2.1337665856435706e-08
1813,1.1502966401621961e-07,4.601186631703058e-08
1814,1.0069366851439554e-07,4.090680150170556e-08
1815,1.1328339155625144e-07,8.091670444798638e-09
1816,2.0394914201915526e-07,2.7811246638975717e-08
1817,2.226328996712823e-07,6.538868291272593e-08
1818,1.287487094714379e-07,2.2650237241350624e-08
1819,2.722326026827204e-07,2.070209959015301e-08
1820,2.2190319270976033e-07,2.966620371580575e-08
1821,2.0511895426622573e-07,1.3806083387635226e-08
1822,3.0778640791595535e-07,4.210758675071702e-08
1823,2.2137219313211887e-07,2.3718449426723964e-08
1824,3.4105507396020585e-07,5.136878655775945e-08
1825,2.817741744376434e-07,2.993850500843109e-08
1826,4.3071044331099984e-07,2.906634755106552e-08
1827,2.0370173814399095e-07,4.424290978022327e-08
1828,1.733564971573287e-07,3.66892045633449e-08
1829,2.3061843990035413e-07,4.2865881511033876e-08
1830,1.6803305413759517e-07,5.322786122974321e-08
1831,3.0091027269918413e-07,1.7150327380477393e-08
1832,1.6371262312464552e-07,2.4353944638733083e-08
1833,2.1545548856138907e-07,1.853380560135065e-08
1834,2.837697354873825e-07,1.8669062740173104e-08
1835,3.1008659107101266e-07,3.2521278114927554e-08
1836,3.864431203370877e-07,4.5029025841358816e-08
1837,3.5137349563285625e-07,4.5226290268374214e-08
1838,3.187641859359047e-07,3.3454458758797045e-08
1839,2.1673572447866718e-07,2.7965899818127582e-08
1840,1.8089915554408975e-07,3.567025785855549e-08
1841,1.9004824025614653e-07,6.292137300079048e-08
1842,1.891730772030087e-07,4.8299508392801727e-08
1843,1.9965359854268172e-07,3.4260082770742883e-08
1844,2.4204555870710465e-07,3.512679214168202e-08
1845,2.2320911341466854e-07,4.0177642546268544e-08
1846,2.8160150122857885e-07,4.27378594736183e-08
1847,2.604926940819041e-07,4.1527822958187244e-08
1848,1.850400965230925e-07,2.976732105253177e-08
1849,1.8015742697663484e-07,3.9383248662261394e-08
1850,1.8669738643950495e-07,5.0917471128286707e-08
1851,2.2186069759122518e-07,2.4507867735223954e-08
1852,1.738315615895658e-07,5.338647213193326e-08
1853,2.08420426472955e-07,2.149895550473957e-08
1854,2.7952674752640405e-07,2.5978321716024766e-08
1855,2.3775078972221309e-07,3.1841622671890946e-08
1856,2.3711527052938663e-07,4.245295315286057e-08
1857,2.9630760001175815e-07,2.4407546206361985e-08
1858,2.8285447006837217e-07,4.5511185930990905e-08
1859,1.996131966386372e-07,3.666364989385329e-08
1860,2.2290885323683618e-07,2.3801355553132453e-08
1861,2.475880975794098e-07,3.819930682880113e-08
1862,1.7213528047399507e-07,3.3884898442693157e-08
1863,2.2875362892804674e-07,3.096664968893492e-08
1864,2.670663583614896e-07,3.787835112234461e-08
1865,2.729969842407698e-07,3.6242703060906933e-08
1866,2.510656362808561e-07,4.038458811805867e-08
1867,1.921713366215272e-07,4.464586567110018e-08
1868,3.033082798253872e-07,5.186867824136243e-08
1869,2.759188335588192e-07,4.3463320054115684e-08
1870,1.8119594358267932e-07,5.2753250656678574e-08
1871,1.7949789810067784e-07,2.549082545044712e-08
1872,2.3342729082997948e-07,3.688877114882416e-08
1873,1.8377033050853697e-07,2.9331422624068182e-08
1874,2.2524275822277673e-07,4.062734149101743e-08
1875,2.1570157571204618e-07,2.1169650921137873e-08
1876,1.8198504458943887e-07,3.3857681103199866e-08
1877,2.0471740747041167e-07,4.886004489890183e-08
1878,2.0472511153002415e-07,2.5968081018845623e-08
1879,2.7125403612160426e-07,4.581993806596074e-08
1880,2.3489317491076633e-07,2.759673911612026e-08
1881,1.6873468644540424e-07,3.9046042843438045e-08
1882,1.956683171044915e-07,1.9300616216355593e-08
1883,1.819969575045377e-07,2.401348808689363e-08
1884,1.92109381735861e-07,5.0833065756705764e-08
1885,1.7596585349943794e-07,4.3185760745245716e-08
1886,1.9489461178245904e-07,2.6459201052375647e-08
1887,1.3188427305799166e-07,1.697520346510828e-08
1888,2.035337267614068e-07,4.9456794215529953e-08
1889,1.9797832173651386e-07,3.947036120166558e-08
1890,2.0842949410848632e-07,3.998175657216052e-08
1891,1.7847816202731792e-07,3.378336543846672e-08
1892,1.7739889801582365e-07,2.3193495124473884e-08
1893,1.976851680129954e-07,3.818218274886931e-08
1894,1.4745601628618488e-07,2.3945849747519787e-08
1895,1.8778077381931269e-07,2.4074457982692365e-08
1896,1.3091404449383504e-07,4.65865284127176e-08
1897,1.0546351703055734e-07,2.7385553380554484e-08
1898,1.833307038401344e-07,1.6975064909274806e-08
1899,1.7467147372940417e-07,5.472302433418008e-08
1900,1.640372744304841e-07,3.426094963288051e-08
1901,1.693387869927676e-07,2.0119459875900247e-08
1902,1.6400348457068503e-07,3.1425816615637814e-08
1903,1.3554553390804358e-07,2.754112315983548e-08
1904,1.2630369283783693e-07,4.1384613069794796e-08
1905,1.439851735618447e-07,3.148063143498803e-08
1906,1.8621948016939172e-07,4.1153477070565714e-08
1907,1.7537095287067928e-07,3.651418722938615e-08
1908,1.7337203406242452e-07,3.8799974788616964e-08
1909,1.804322588006002e-07,2.7504917454734823e-08
1910,1.4589530938913242e-07,3.099607326362275e-08
1911,1.6546363834635258e-07,2.979409430281521e-08
1912,1.448219115185445e-07,3.4903123946605774e-08
1913,1.7181687073097862e-07,3.606033160963307e-08
1914,1.4799804315401843e-07,2.5447626228469744e-08
1915,1.4843760709482012e-07,2.0027295377644805e-08
1916,1.6810817271561973e-07,2.5271162940043723e-08
1917,1.3159709144616727e-07,2.4126133979507358e-08
1918,2.2513297892601258e-07,4.020231614276781e-08
1919,1.5285028986955496e-07,4.051453217357448e-08
1920,1.6053130780235847e-07,1.741613253614105e-08
1921,1.5145494636215062e-07,3.862101038976107e-08
1922,1.910885260580919e-07,2.1396012073182646e-08
1923,1.5393124197515817e-07,3.1847843473542525e-08
1924,1.4825368654936e-07,3.738571052736006e-08
1925,1.440761365767429e-07,1.8696901804560184e-08
1926,1.7610898339626146e-07,3.1209186346359274e-08
1927,1.5831899391471893e-07,4.2367055641534535e-08
1928,1.5882197934580233e-07,2.0566874425753667e-08
1929,1.604218522466283e-07,1.2254447234738564e-08
1930,1.691080200316719e-07,3.151081173768944e-08
1931,1.8248571098666844e-07,1.1405356659111021e-08
1932,1.4904969536377877e-07,3.9454331357546835e-08
1933,1.3879501947755557e-07,2.6382522833046096e-08
1934,1.3898633710596187e-07,2.156684431042777e-08
1935,1.4960355443349727e-07,2.992070946561398e-08
1936,1.4185916086262296e-07,1.6974599503782883e-08
1937,1.1080184236789137e-07,1.7627565185307503e-08
1938,1.1409388411820487e-07,1.9447821131279852e-08
1939,1.2235240376412548e-07,3.211750509990452e-08
1940,2.992223906428393e-07,1.7750480196809804e-08
1941,1.5642964434903206e-07,3.246652724442356e-08
1942,2.0025797198286455e-07,1.2136847082899749e-08
1943,1.451617634984359e-07,2.9032351633873077e-08
1944,1.3495381878669832e-07,4.177142187700156e-08
1945,1.6556631399211597e-07,2.6142048525912287e-08
1946,1.7122957718385123e-07,2.3665876369705074e-08
1947,1.5139506603922825e-07,2.5033829231801974e-08
1948,1.1632919849624557e-07,2.5005341797168512e-08
1949,1.3940151122326938e-07,1.9634017078828947e-08
1950,1.4251384783392496e-07,3.084254984742074e-08
1951,1.3753208349953638e-07,2.7719645245838365e-08
1952,1.2337420685071265e-07,1.8980646387944944e-08
1953,1.4329189923500962e-07,1.508335856215126e-08
1954,1.348609970364123e-07,3.127211556375187e-08
1955,1.1825866197412438e-07,1.407841132561316e-08
1956,1.4389883884469157e-07,1.831439710997529e-08
1957,1.0955446472227237e-07,1.8553580005686854e-08
1958,1.1581140535454892e-07,1.9026160202884057e-08
1959,1.2246181535502387e-07,2.9452841943111707e-08
1960,1.4256916602839453e-07,2.906750040665429e-08
1961,1.4243726764728848e-07,2.501337270643944e-08
1962,1.7059862644774881e-07,3.4880759613997725e-08
1963,9.828400671096915e-08,2.5864213881732212e-08
1964,1.4479844323567193e-07,2.798625509115027e-08
1965,1.5814205411857074e-07,2.8454625322638094e-08
1966,1.4124641078971933e-07,2.658755882123387e-08
1967,1.6072893593843673e-07,2.5144711202074177e-08
1968,1.7202122681858611e-07,2.0211372131484495e-08
1969,1.4987800356358605e-07,2.9067249940339934e-08
1970,1.4669932540956054e-07,2.4373242979436327e-08
1971,1.407920970919463e-07,1.849823050292798e-08
1972,1.5493043004077833e-07,1.2825367434743384e-08
1973,1.4279198190525477e-07,1.8193572870472963e-08
1974,1.0519818804954895e-07,2.418995848074701e-08
1975,1.21654521567649e-07,2.4559364319998167e-08
1976,1.131278306032435e-07,2.1140049710766107e-08
1977,1.2693849316125494e-07,2.6445517775641747e-08
1978,1.3425736533623223e-07,2.613860239364385e-08
1979,1.369361828373883e-07,2.984506508596496e-08
1980,1.2621034906068473e-07,2.5014662341504845e-08
1981,1.4928296243610362e-07,1.3916208629893845e-08
1982,1.3408204913023525e-07,2.5450759721934446e-08
1983,1.2820091299658998e-07,2.3998200759933752e-08
1984,1.1540026889633737e-07,2.8995042811175153e-08
1985,1.4256872560292067e-07,1.9851341903631692e-08
1986,1.4027095407431744e-07,2.3378493807513223e-08
1987,1.3077148697249186e-07,2.261002229886344e-08
1988,1.1453418119478087e-07,2.0388283061834045e-08
1989,1.3226373773989053e-07,2.57941739079115e-08
1990,1.3567141288195472e-07,2.2884334427430986e-08
1991,1.6412102166185605e-07,3.04796188288492e-08
1992,1.3278965838026124e-07,2.4794749364787094e-08
1993,1.4346546645116476e-07,2.4926434250005514e-08
1994,1.3187316461049647e-07,2.0572214154412904e-08
1995,1.1332921934226192e-07,2.2232049090575856e-08
1996,1.6921752798992884e-07,1.4946657245218375e-08
1997,1.4384683710844115e-07,2.6851409984374186e-08
1998,1.377989374828914e-07,2.4794271524797296e-08
1999,1.3573497925634115e-07,2.0108885223635298e-08
2000,1.3254095088122142e-07,2.87172046142814e-08
2001,1.493993277423833e-07,2.1029816110740285e-08
2002,1.2355045286849275e-07,2.4534839937473407e-08
2003,1.5125930019621592e-07,2.6668306674082487e-08
2004,1.6341775221917487e-07,3.0833540165531304e-08
2005,1.6889060816538404e-07,2.657212228029948e-08
2006,1.482440431521681e-07,3.664921877089e-08
2007,1.4779574408763096e-07,1.8774054311165855e-08
2008,1.3964401643362656e-07,2.7673358715674112e-08
2009,1.1109888742311114e-07,3.003961168701608e-08
2010,1.469099649153982e-07,3.3538931631937885e-08
2011,1.6175401984508397e-07,2.9444583660165335e-08
2012,1.7531901896905566e-07,3.710635354536862e-08
2013,1.7041553473928772e-07,4.713621493124265e-08
2014,1.7236943716802955e-07,4.460817137896811e-08
2015,2.1921931310509013e-07,3.8568412463746427e-08
2016,1.9739870538160176e-07,4.515521467851613e-08
2017,1.796146461008341e-07,4.3771638758016707e-08
2018,1.703768077732093e-07,4.6208253223767315e-08
2019,2.147931741358633e-07,4.438718548271936e-08
