year,regardant_VERB en_ADP,regardant_VERB sans_ADP
1928,2.1709478392750725e-07,4.2276352973935616e-08
1929,1.9272903539757635e-07,4.56756643618661e-08
1930,1.8906486776160136e-07,2.625900974440043e-08
1931,2.1898284163768267e-07,4.1059284860978096e-08
1932,2.027514316438328e-07,3.1782654730250215e-08
1933,1.8926593270407466e-07,2.523545639121494e-08
1934,1.8331817308592235e-07,3.9539212792760736e-08
1935,1.735401236047096e-07,4.188899538348778e-08
1936,1.3700926748683173e-07,5.334874364493203e-08
1937,1.6872098029807603e-07,3.5255132035949543e-08
1938,2.0096082309351004e-07,4.7971293382076396e-08
1939,1.8046979377572825e-07,1.6823456405745674e-08
1940,1.8257636980045788e-07,3.550096039361961e-08
1941,1.947991652428982e-07,2.6563522936839945e-08
1942,2.5790801316816214e-07,3.3376331032286544e-08
1943,2.3516204894491466e-07,3.4838822493554744e-08
1944,1.4138019110987443e-07,5.462416474699694e-08
1945,1.742803275028848e-07,4.357008265287732e-08
1946,1.7679802866155114e-07,5.0115976257814054e-08
1947,1.573554966327606e-07,3.099426493236024e-08
1948,2.315712084310917e-07,3.9138795093762724e-08
1949,1.5020022514633524e-07,2.650592179076483e-08
1950,1.6591163243262486e-07,4.679558940345885e-08
1951,2.2388944032059044e-07,6.716683031982029e-08
1952,1.4551829163877983e-07,2.319856839960721e-08
1953,1.60530024384542e-07,3.5553629373907825e-08
1954,1.7786015860110638e-07,5.179444229064245e-08
1955,1.8301934856523872e-07,3.848099350278744e-08
1956,1.56108429294477e-07,3.0523995775411095e-08
1957,1.493121359885663e-07,3.622365413180617e-08
1958,1.4476425375109514e-07,4.6324561964183886e-08
1959,2.325224413013416e-07,4.5729411368711226e-08
1960,1.6056333862479732e-07,6.159541499073384e-08
1961,1.618921166013365e-07,4.655266605535502e-08
1962,1.959664590600596e-07,6.278537023618469e-08
1963,1.3966674483611996e-07,4.978861012361335e-08
1964,1.6548393544368878e-07,3.5895414529640846e-08
1965,1.6799173341297546e-07,3.885150806626214e-08
1966,1.7614257696862978e-07,4.985167156856818e-08
1967,1.927761195119615e-07,3.2540213412701746e-08
1968,1.7516522365923493e-07,3.278733573530701e-08
1969,1.7077009806243382e-07,2.8613074021244245e-08
1970,1.5681651843735267e-07,4.046877966068507e-08
1971,1.7984391753600448e-07,3.33995838763812e-08
1972,1.226105066365335e-07,3.8476100083784104e-08
1973,1.3838141388333725e-07,3.8041106931174795e-08
1974,1.0801097616308653e-07,2.250228647859842e-08
1975,1.3193519210474847e-07,2.969969781219106e-08
1976,9.48445437742862e-08,3.428116102099921e-08
1977,1.3634133644302437e-07,2.5857840757481654e-08
1978,1.2891083756016997e-07,4.693067190419953e-08
1979,1.2874341770441333e-07,3.686743288433547e-08
1980,1.694174862620912e-07,3.126832859301487e-08
1981,1.0943200390300944e-07,3.036263751532431e-08
1982,1.3408205346010504e-07,2.4209259152918605e-08
1983,1.3956848743390537e-07,3.599730180603444e-08
1984,1.4033599882168346e-07,4.5812168281145205e-08
1985,1.347485012459515e-07,3.007779025843149e-08
1986,1.2528474213624463e-07,3.0571876807883314e-08
1987,1.4299311335008724e-07,3.483165472717431e-08
1988,1.445169450775552e-07,3.1182079085478875e-08
1989,1.520209904626313e-07,3.12822973080884e-08
1990,1.1169734248639429e-07,4.2499477270752095e-08
1991,1.5884571169522133e-07,3.458264635769481e-08
1992,1.4436053330513232e-07,3.2508670533282213e-08
1993,1.4678899606934692e-07,3.655876845698458e-08
1994,1.3187316438845187e-07,3.586950092504537e-08
1995,1.3556127242964067e-07,4.337960657352369e-08
1996,1.2758039780180752e-07,3.3629979689919764e-08
1997,1.4864172470652193e-07,3.068732568056731e-08
1998,1.0966697316927565e-07,3.8621845277475586e-08
1999,1.348209297535874e-07,2.5136105558098976e-08
2000,1.400516054239631e-07,2.474097593463398e-08
2001,1.49837442897649e-07,3.373533075112789e-08
2002,1.6780078970768386e-07,2.5849206108929934e-08
2003,1.5792637864109338e-07,3.208530491294326e-08
2004,1.4183428298508716e-07,2.9952581082071106e-08
2005,1.5312748491425054e-07,3.648036994707837e-08
2006,1.6965706262084268e-07,4.0355320862772714e-08
2007,1.9493059522091016e-07,5.033044137014997e-08
2008,1.7200056134925035e-07,4.385162943876253e-08
2009,1.9072770296446606e-07,6.81851546335821e-08
2010,2.3288299644264043e-07,8.880730684168725e-08
2011,2.768555589227617e-07,9.904087217016411e-08
2012,3.2272315309000987e-07,1.1778714092969267e-07
2013,3.7904208483041657e-07,1.464290591002282e-07
2014,3.8739814911536996e-07,1.290605300408032e-07
2015,3.9366378423721926e-07,1.1371031916063146e-07
2016,4.1716789667134435e-07,1.3981544655372602e-07
2017,3.675308040129721e-07,1.1370562913448623e-07
2018,4.122602312861545e-07,1.3191295566983285e-07
2019,4.285659471747749e-07,1.270391838392726e-07
