year,dansant_VERB en_ADP,dansant_VERB sans_ADP
1935,2.5133395809007197e-08,0.0
1936,1.576212937948185e-08,2.424942913137329e-09
1937,1.888667711114067e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,4.064529335323641e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,1.7395020535104777e-08,0.0
1949,9.817008539414473e-09,0.0
1950,1.3825969702452312e-08,0.0
1951,1.8124383771578323e-08,3.1984206394497505e-09
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,1.9545073115523337e-08,9.772536113672459e-10
1955,8.447047505910632e-09,9.385607846468247e-10
1956,1.831439710997529e-08,8.72114158667614e-10
1957,8.835037590415595e-09,1.7670075402875796e-09
1958,1.3235589513271862e-08,2.4816730892496253e-09
1959,1.6276571201956358e-08,2.325224457422337e-09
1960,9.689166802218097e-09,3.460416619915918e-09
1961,1.528595028332802e-08,1.3896318540318475e-09
1962,1.8391673961559718e-08,6.341956404476434e-10
1963,2.198458126656533e-08,3.879631726988464e-09
1964,1.3384730657151067e-08,1.2167936658258327e-09
1965,1.586892572902343e-08,0.0
1966,1.0524241922382771e-08,3.8773522170743036e-09
1967,1.429797347185513e-08,2.465167847631733e-09
1968,1.2126823101255013e-08,8.982831700699023e-10
1969,1.2716921737876419e-08,4.087581828571274e-09
1970,1.5175793066646293e-08,2.2993624781975086e-09
1971,1.849823050292798e-08,5.652237344833111e-09
1972,1.7442499000708267e-08,4.6171320100540925e-09
1973,1.1026407342740185e-08,1.102640756478479e-09
1974,1.0688586016271984e-08,1.6876715580593782e-09
1975,1.3707552426467373e-08,0.0
1976,1.085570122683066e-08,0.0
1977,2.291944944943225e-08,0.0
1978,1.3663360221016774e-08,2.970295565063452e-09
1979,7.607565244427406e-09,1.1703946700691858e-09
1980,1.3075846183596695e-08,1.1370301367108482e-09
1981,1.8976647808699454e-08,3.1627747087981106e-09
1982,9.311253101884631e-09,1.2415004579935385e-09
1983,1.5788289786655696e-08,0.0
1984,1.275781880138993e-08,1.739702604197646e-09
1985,1.3835783185811579e-08,0.0
1986,1.8582904104391673e-08,2.997242676272549e-09
1987,1.2832715334809564e-08,1.8332451112712533e-09
1988,2.0388283061834045e-08,2.99827696004229e-09
1989,6.585746614717891e-09,5.488122178931576e-10
1990,1.5256222951620657e-08,5.44865097484859e-10
1991,1.817054240405014e-08,2.344586080837985e-09
1992,1.0468894195980738e-08,1.65298330578878e-09
1993,8.308811416668505e-09,2.2156829704300662e-09
1994,7.384897138251745e-09,4.2199412852994556e-09
1995,1.2471637056421514e-08,1.0844901643380922e-09
1996,1.975094043871195e-08,3.736664311304594e-09
1997,1.6782131240233866e-08,4.79489448146353e-10
1998,1.0966696883940585e-08,1.9072516899143466e-09
1999,1.3710603319339043e-08,2.7421207526856506e-09
2000,1.4579503826439577e-08,8.836062992401139e-10
2001,1.3143635513301888e-08,0.0
2002,2.1906107150471144e-08,1.3143663935011318e-09
2003,1.5000923170305214e-08,1.6667691671301554e-09
2004,1.0571499231559756e-08,4.404791253964646e-10
2005,1.5763124139311913e-08,2.702249757291497e-09
2006,2.0589450144825605e-08,6.1768350434476815e-09
2007,1.8774054311165855e-08,3.994479413904628e-09
2008,1.0217855006544596e-08,1.7029758714315335e-09
2009,2.1933685090402832e-08,3.337734755248789e-09
2010,1.5116137674908714e-08,3.7790344187271785e-09
2011,1.911985947344874e-08,3.4415748029203996e-09
2012,1.9404239992582006e-08,3.4042526575461807e-09
2013,2.342865101923053e-08,3.904775169871755e-09
2014,2.1221362445089653e-08,5.846701789380404e-09
2015,2.21657536769726e-08,2.21657536769726e-09
2016,2.4856079861024227e-08,4.971216327476213e-09
2017,2.4149869659595424e-08,4.528100561174142e-09
2018,2.1942467398616827e-08,3.872199894061623e-09
2019,2.219359274135968e-08,3.5713827450933877e-09
