year,dansant_VERB en_ADP,dansant_VERB sans_ADP
1800,2.2009151834367913e-08,0.0
1801,3.095537337571841e-08,2.3811825844433088e-09
1802,2.4616241489638924e-08,0.0
1803,1.755305234496518e-08,0.0
1804,1.2359254952798437e-08,0.0
1805,2.842877711017877e-09,0.0
1806,5.76333825108577e-09,0.0
1807,1.7081731584767113e-08,0.0
1808,2.2660739951163578e-09,6.798221985349073e-09
1809,2.4849335034105025e-08,0.0
1810,4.680253518074551e-09,0.0
1811,1.0028307073639553e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,4.601186631703058e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,9.270415546325239e-09,0.0
1817,1.401186100480345e-08,0.0
1818,5.960588467246453e-09,0.0
1819,2.4842520929269085e-08,0.0
1820,3.559944161679596e-08,0.0
1821,1.972297702934611e-08,0.0
1822,2.105379337535851e-08,0.0
1823,3.063632902922109e-08,0.0
1824,2.863178316658832e-08,8.421112696055388e-10
1825,2.4655239627691117e-08,0.0
1826,2.290075862276808e-08,0.0
1827,9.217273166939322e-09,0.0
1828,3.118582370120748e-08,0.0
1829,1.2002446148073886e-08,0.0
1830,4.174734336004349e-09,0.0
1831,4.677361609140007e-09,0.0
1832,2.705993829010822e-08,8.117981842303834e-09
1833,3.70676112027013e-08,0.0
1834,2.0535967593104942e-08,0.0
1835,2.7983425354705105e-08,7.563087933704082e-10
1836,4.166864897570122e-08,2.688300027031687e-09
1837,2.7831564608504777e-08,0.0
1838,7.574594285131298e-09,4.418513555037862e-09
1839,2.3771015378315496e-08,5.5931801412612e-09
1840,1.592422194107712e-08,3.1848443882154243e-09
1841,1.3483152372373297e-08,5.778493683550323e-09
1842,1.8783142152756227e-08,6.708265054555795e-10
1843,2.5990408047960045e-08,1.1813822142769936e-09
1844,1.2074834465636286e-08,0.0
1845,1.0602432709561072e-08,5.580227946389016e-10
1846,3.7468808500307205e-08,1.1709002656346001e-09
1847,1.240441438454809e-08,5.393223645455691e-10
1848,1.206783295515379e-08,0.0
1849,1.5920887719289567e-08,8.379414939696517e-10
1850,1.5614691761811628e-08,9.504594444820214e-09
1851,2.0638204034639784e-08,0.0
1852,1.6927417689771573e-08,2.6042181744401205e-09
1853,1.4929829816878737e-08,5.971931837933653e-10
1854,1.7145692865483397e-08,0.0
1855,2.5473298137512757e-08,3.1841622671890946e-09
1856,1.0872097000458325e-08,5.177189232874468e-10
1857,1.4644527368545823e-08,2.9289055625270066e-09
1858,2.5936483183386372e-08,4.893676019968041e-10
1859,2.8516170758052795e-08,1.018434669930457e-09
1860,2.4716793944890014e-08,9.154367819341758e-10
1861,1.650587222457034e-08,4.2443675241088386e-09
1862,2.0330938710344526e-08,0.0
1863,1.3485475847119233e-08,6.99246927027275e-09
1864,1.4863656971897399e-08,4.794727948009836e-10
1865,5.177528628053096e-09,0.0
1866,1.3137154475373336e-08,2.432806400776144e-09
1867,3.542552207136396e-08,0.0
1868,2.222943251695142e-08,0.0
1869,1.2697149998075474e-08,9.767038289254515e-10
1870,1.7202147262196377e-08,0.0
1871,2.973929724703339e-08,0.0
1872,9.071008832961525e-09,2.4189357183956872e-09
1873,5.387403856360606e-09,1.1972008939764578e-09
1874,1.4339061493728877e-08,1.1949218281515073e-09
1875,1.602027666081085e-08,5.721527140956084e-10
1876,2.418405919968336e-08,1.813804439976252e-09
1877,2.1646856751544874e-08,6.184815992682502e-10
1878,1.69094480639842e-08,1.2078177347163432e-09
1879,2.932476128592043e-08,0.0
1880,2.1178893305773272e-08,6.417846254436199e-10
1881,2.5798277292210514e-08,1.3945015142624584e-09
1882,1.3976308999019693e-08,6.655385131892899e-10
1883,4.107570461542309e-08,0.0
1884,2.706695667598069e-08,4.621187876807653e-09
1885,3.0939052209078e-08,0.0
1886,2.3232470169887165e-08,1.2906927748801422e-09
1887,1.7628096316002484e-08,0.0
1888,1.014498351992188e-08,0.0
1889,3.257871128425904e-08,0.0
1890,1.1142456735058204e-08,1.3108772956016423e-09
1891,1.2748440525456317e-08,6.374220040683554e-10
1892,1.9432388143059143e-08,2.5074049503359674e-09
1893,2.4017824173938607e-08,2.463366621796581e-09
1894,1.5123694296903523e-08,4.411077725308132e-09
1895,1.8657704714541978e-08,1.2037228991346183e-09
1896,2.299841384001411e-08,0.0
1897,2.3889525024856084e-08,0.0
1898,3.1120951149432585e-08,5.6583548957434e-10
1899,1.2713430308508578e-08,5.527578395003729e-10
1900,2.076421168339948e-08,0.0
1901,1.2854099118442264e-08,1.1177477832191585e-09
1902,2.1605249145295602e-08,5.4013122863239005e-09
1903,2.4841012802312434e-08,5.400220270956879e-10
1904,2.956043942958786e-08,1.6123875568041512e-09
1905,1.5482276793932215e-08,1.0321518084666081e-09
1906,1.4403716441790948e-08,0.0
1907,2.468564730406797e-08,0.0
1908,2.4065807124884486e-08,2.4556945366072114e-09
1909,1.265226234892225e-08,5.500983557560346e-10
1910,1.7101282168141552e-08,5.344150677544235e-10
1911,1.4365010514438836e-08,3.1922244847493175e-09
1912,1.719108944087111e-08,0.0
1913,8.484783542428431e-09,5.30298971401777e-10
1914,1.6741859454327823e-08,5.357394972094198e-09
1915,2.1205371680821372e-08,0.0
1916,1.538244731591476e-08,0.0
1917,2.1932848426331475e-08,3.289927441585405e-09
1918,3.44591288836682e-09,0.0
1919,7.366278698128781e-09,3.6831393490643904e-09
1920,1.665890891899835e-08,7.572231730534895e-10
1921,1.1359120755116692e-08,0.0
1922,1.9920426197472807e-08,0.0
1923,1.6985516992917837e-08,4.246379248229459e-09
1924,2.1915761649893284e-08,0.0
1925,7.698724324711748e-09,0.0
1926,1.114613823460786e-08,1.1146138456652466e-09
1927,3.7907366134959375e-08,0.0
1928,1.1426041446327417e-08,2.2852082448565625e-09
1929,1.893869061575515e-08,5.570202965543558e-09
1930,7.352522590764465e-09,3.1510811737689437e-09
1931,1.3686427990933225e-08,3.4216069977333063e-09
1932,1.4247397928102146e-08,0.0
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,1.1981580172459871e-08,0.0
