year,avaient_VERB ôté_VERB,avaient_VERB oté_VERB,avaient_VERB sauté_VERB
1843,7.856191786004274e-08,1.1813822142769936e-09,1.5357969118667825e-08
1844,1.0153838303494922e-07,5.488561272137815e-10,1.701453911095996e-08
1845,1.1272060618239266e-07,1.1160455892778032e-09,3.961961780873935e-08
1846,8.957387365171599e-08,0.0,2.0490753982471688e-08
1847,1.0786447290911383e-07,1.0786447290911383e-09,4.1527822958187244e-08
1848,8.447482713336285e-08,1.6090443422100975e-09,2.333114323960217e-08
1849,7.709061833338637e-08,8.379414939696517e-10,2.513824526317876e-08
1850,7.060555873295016e-08,6.788996032014438e-10,1.5614691761811628e-08
1851,3.8696633453128015e-08,6.449438760824933e-10,1.6123596680017727e-08
1852,7.356916142953196e-08,1.3021090872200602e-09,2.408901877970493e-08
1853,9.137055911878633e-08,1.7915795513800958e-09,2.7470886010405593e-08
1854,6.442623856628416e-08,1.0391328908454511e-09,3.636965217879151e-08
1855,8.331890910540096e-08,5.306937111981824e-10,3.449509122788186e-08
1856,1.0716781417841048e-07,0.0,1.7602443946884705e-08
1857,8.005675056210748e-08,9.763018171682347e-10,1.3668225662399891e-08
1858,7.09583005686909e-08,1.468102750479261e-09,2.7893953813418193e-08
1859,9.114990007219603e-08,1.5276520048956854e-09,4.124660435422811e-08
1860,6.682688535875059e-08,4.577183909670879e-10,4.622955884769908e-08
1861,6.272231445336729e-08,0.0,2.0750240636857598e-08
1862,6.776979688538631e-08,1.8071945051545413e-09,3.8402884428023754e-08
1863,7.342092800399769e-08,9.989241656072068e-10,3.0467187883687075e-08
1864,6.041356925834407e-08,9.589455896019672e-10,2.2535221688713136e-08
1865,6.165966226490127e-08,1.882737743486018e-09,3.3418594114209554e-08
1866,5.498142741089396e-08,4.865612912574591e-10,3.0166798836717135e-08
1867,5.483676801532056e-08,4.85281148598915e-10,2.4749338578544666e-08
1868,3.951899429921468e-08,4.93987406535723e-10,3.1615194018286275e-08
1869,5.9578933786497146e-08,4.883519144627257e-10,2.0510780629479086e-08
1870,5.3326655091723296e-08,0.0,2.121598008386627e-08
1871,3.611200227737754e-08,1.0621177271019633e-09,6.372706451429622e-08
1872,7.438227100919903e-08,6.047339295989218e-10,4.535504416480762e-08
1873,3.292302608315367e-08,5.986004469882289e-10,4.1303430009520525e-08
1874,2.8080663128093875e-08,5.974609140757536e-10,2.7483201492373155e-08
1875,3.833423178889461e-08,5.721527140956084e-10,3.432916173551348e-08
1876,5.3204928462946555e-08,0.0,1.874264654588842e-08
1877,5.690030846494665e-08,0.0,1.7317484335421796e-08
1878,3.5026715750063886e-08,0.0,3.01954443671093e-08
1879,7.758843167948726e-08,1.221865053580018e-09,3.176849006081284e-08
1880,5.711883233061599e-08,0.0,2.0537108014195837e-08
1881,2.8587281875047665e-08,0.0,4.113779539238749e-08
1882,4.592215674392719e-08,0.0,3.0614771162618126e-08
1883,3.5388296737437486e-08,6.319338941018771e-10,3.4124429504345244e-08
1884,2.442627788923346e-08,1.3203393933736152e-09,3.036780782394999e-08
1885,4.18966337178972e-08,1.2891271383708158e-09,3.480643329112354e-08
1886,4.7755634113855194e-08,6.453463874400711e-10,3.87207848007165e-08
1887,3.4603299781110763e-08,0.0,3.9173546184656516e-08
1888,2.6630582183884144e-08,6.340614699951175e-10,2.7264643875923866e-08
1889,3.57112810434046e-08,6.265136742733546e-10,3.3831739187917265e-08
1890,2.6217545467943637e-08,0.0,2.7528423984790606e-08
1891,2.995883363610119e-08,1.2748440081367107e-09,2.8046567734918426e-08
1892,2.6954603882245465e-08,6.268512375839919e-10,2.382034658410248e-08
1893,2.894455697344256e-08,0.0,2.8328715373504565e-08
1894,2.3945849747519787e-08,1.8904617871129403e-09,1.449354058991048e-08
1895,2.046328972937772e-08,3.0093072478365457e-09,2.347259631108045e-08
1896,2.8305738197786923e-08,5.89702897624278e-10,3.125425251937486e-08
1897,2.5637540090883704e-08,0.0,2.155884004650943e-08
1898,2.2633418694795182e-08,1.13167097914868e-09,3.1120951149432585e-08
1899,1.9346524382513053e-08,0.0,3.4823742112166656e-08
1900,2.3359739032002835e-08,5.191053142894475e-10,3.6856476981483866e-08
1901,1.900171220370339e-08,5.588738916095792e-10,3.073806453812722e-08
1902,1.8659077838378835e-08,4.910283846193408e-10,2.6024505217492333e-08
1903,2.5381035939631147e-08,5.400220270956879e-10,2.1600881083827517e-08
1904,2.364835083312755e-08,5.374625189347171e-10,2.741058935384899e-08
1905,5.676835002077496e-09,0.0,2.7352022868853965e-08
1906,1.5432553013283723e-08,0.0,2.1091157265118454e-08
1907,2.1599941391059474e-08,0.0,2.108565766434367e-08
1908,2.2592390180875555e-08,2.4556945366072114e-09,3.192402786567072e-08
1909,2.3654228797909127e-08,1.1001967115120692e-09,3.080550925460557e-08
1910,2.0842188419578633e-08,5.344150677544235e-10,4.0615546481603815e-08
1911,2.8197982615552064e-08,5.320374141248863e-10,3.298632123005518e-08
1912,2.8651816919023076e-08,1.5628263128064646e-09,2.2921453179947093e-08
1913,3.340883480973389e-08,1.060597942803554e-09,2.704524781904638e-08
1914,2.0090231700464756e-08,0.0,2.0759905794420774e-08
1915,3.180805663305364e-08,1.1780761921542648e-09,5.0657277483878715e-08
1916,1.4283700444650549e-08,0.0,7.031975712834537e-08
1917,2.1932848426331475e-08,1.0966424435210342e-09,7.457168749169796e-08
1918,3.44591288836682e-09,0.0,7.121553124989077e-08
1919,1.8415697411455767e-08,9.207848372660976e-10,4.603924352863942e-08
1920,9.086678076641874e-09,2.2716695191604686e-09,4.619061400035207e-08
1921,2.574734203619755e-08,1.5145494858259667e-09,3.559191341651058e-08
1922,2.5084981203349344e-08,0.0,2.3609393551282665e-08
1923,1.8047112249064412e-08,1.0615948120573648e-09,4.0340601970001444e-08
1924,3.0939897754933554e-08,1.289162443462999e-09,2.836157442231979e-08
1925,2.0896537833436923e-08,0.0,3.519416935660047e-08
1926,1.4489979882625903e-08,2.229227691330493e-09,3.343841470382358e-08
1927,2.6758140592164636e-08,0.0,6.243566019747959e-08
1928,2.0566874425753667e-08,0.0,4.4561559775502246e-08
1929,3.119313873867213e-08,0.0,2.6736975300423182e-08
1930,2.4158287814657342e-08,1.0503603542488804e-09,3.571225093423891e-08
1931,3.763767608688795e-08,0.0,4.790249619190945e-08
1932,2.4110979879310435e-08,0.0,3.507051715700982e-08
1933,1.1470662641954732e-08,0.0,4.7029715233293246e-08
1934,1.7972370258689807e-08,0.0,2.156684431042777e-08
1935,2.154291145473053e-08,0.0,3.949533677882755e-08
1936,1.576212937948185e-08,0.0,4.607391446143083e-08
1937,8.813782592653752e-09,0.0,3.651424407280501e-08
1938,6.482607339819424e-09,1.2965214457594243e-09,3.630260181353151e-08
1939,1.3764645423464117e-08,0.0,3.6705721129237645e-08
1940,6.339457314652464e-08,0.0,3.550096039361961e-08
1941,4.427253941230447e-08,0.0,5.017554371988808e-08
1942,1.8205270180260413e-08,0.0,6.978687139280737e-08
1943,2.6129116648121453e-08,0.0,9.290352664947932e-08
1944,6.4263723231761105e-09,0.0,1.0924833304670756e-07
1945,2.178504132643866e-08,0.0,1.0674669681520754e-07
1946,2.227376683094917e-08,0.0,8.631084824628488e-08
1947,2.26496545963073e-08,0.0,1.1920870690573793e-07
1948,3.696441908118686e-08,0.0,4.1313175103141475e-08
1949,2.1597418964347526e-08,0.0,5.3993545634511975e-08
1950,2.1270722072586068e-08,0.0,7.338399399259288e-08
1951,4.797630737130021e-08,0.0,8.848963517493758e-08
1952,2.6362009464264702e-08,0.0,6.959570697517847e-08
1953,2.8011951869189033e-08,0.0,5.386913670690774e-08
1954,2.443134050622575e-08,0.0,4.88626810124515e-08
1955,2.1586897602787758e-08,9.385607846468247e-10,4.598947711542678e-08
1956,1.744228228517386e-08,8.72114158667614e-10,4.360570926564833e-08
1957,1.0602045463770082e-08,0.0,6.537928243233182e-08
1958,2.0680609225109947e-08,0.0,5.9560154141991006e-08
1959,2.015194411342236e-08,7.750747821333448e-10,4.2629114460623896e-08
1960,2.2838749558218296e-08,0.0,5.813500081330858e-08
1961,1.737039845295385e-08,0.0,6.739714564218957e-08
1962,3.0441391629665304e-08,0.0,6.215117309693596e-08
1963,2.7157422977097667e-08,0.0,5.1728427763464424e-08
1964,2.798625509115027e-08,0.0,7.848318972492052e-08
1965,3.283226135408768e-08,0.0,5.7456453816939757e-08
1966,1.8278946356531378e-08,0.0,6.092982118843793e-08
1967,2.3172576746333107e-08,9.860671168482327e-10,5.521975765532261e-08
1968,3.2787337289619245e-08,4.4914158503495116e-10,5.344784881344822e-08
1969,2.2708789515490935e-08,0.0,6.131372742856911e-08
1970,2.4373242979436327e-08,0.0,4.5067505283213904e-08
1971,1.9012070140433934e-08,1.0276794970565106e-09,5.446701223377204e-08
1972,2.8728821988011077e-08,0.0,5.3866543225922214e-08
1973,2.260413545229767e-08,0.0,4.9618833486420044e-08
1974,1.7439271360331077e-08,0.0,4.612968851347432e-08
1975,2.2845920710778955e-08,5.711480177694739e-10,4.569184142155791e-08
1976,2.171140245366132e-08,1.7140580066410394e-09,4.57082158789035e-08
1977,1.469195431980097e-08,1.1753563677885381e-09,4.0549796409550254e-08
1978,2.198018833610149e-08,0.0,4.277225684745645e-08
1979,2.2822696621460636e-08,1.7555920051037788e-09,3.803782533395861e-08
1980,1.819248218737357e-08,0.0,5.457744833847755e-08
1981,2.340453342242199e-08,6.325549528618524e-10,6.199038438126081e-08
1982,2.483000827169235e-08,1.2415004579935385e-09,5.152226734139731e-08
1983,2.9681984869966982e-08,6.315316047889041e-10,6.315315914662278e-08
1984,2.4935737030773453e-08,0.0,6.900820181954259e-08
1985,2.1054452403745927e-08,0.0,4.3913573222198465e-08
1986,3.7165808208783346e-08,0.0,4.975423095743281e-08
1987,2.5054349706010726e-08,6.110816852533674e-10,5.071978037562985e-08
1988,2.6384837426007834e-08,0.0,5.037105310634615e-08
1989,2.9635859988275115e-08,1.6464366536794728e-09,5.2137160366783064e-08
1990,1.5801088437683575e-08,5.44865097484859e-10,4.086488303300939e-08
1991,1.641210189973208e-08,0.0,4.3374843272658836e-08
1992,1.4876849085965205e-08,5.509944167592096e-10,4.4079552452558346e-08
1993,2.049506697687775e-08,5.539207426075166e-10,4.708326173386013e-08
1994,1.8989736005892155e-08,5.274926606624319e-10,5.327675722810454e-08
1995,2.277429267394382e-08,1.0844901643380922e-09,4.5006341764519675e-08
1996,2.1886178203089912e-08,0.0,3.95018808774239e-08
1997,2.205651483677684e-08,0.0,5.082588216964723e-08
1998,2.3840646790063147e-08,0.0,5.531029856342684e-08
1999,2.5136106529544122e-08,0.0,4.25028723327614e-08
2000,2.3415566374751506e-08,0.0,4.7272937564457607e-08
2001,2.891599848453552e-08,0.0,4.162151157061089e-08
2002,2.8039817578928705e-08,0.0,4.5126579806265e-08
2003,2.0001230893740285e-08,0.0,5.083645859826902e-08
2004,2.9071621554521698e-08,0.0,4.845270495934528e-08
2005,3.1526248278623825e-08,0.0,5.044199724579812e-08
2006,2.84134404893166e-08,0.0,5.929761570655501e-08
2007,3.5550868915379397e-08,0.0,6.511001515718817e-08
2008,3.448526086913262e-08,0.0,6.428734167229777e-08
2009,4.291373301157364e-08,0.0,7.056924999915282e-08
2010,5.71578944175144e-08,0.0,1.1100913610562202e-07
2011,6.538991925708615e-08,0.0,1.2045511255109886e-07
2012,7.080845421114645e-08,0.0,1.603403063654696e-07
2013,8.478939861333856e-08,5.578250084070646e-10,1.8966049708524224e-07
2014,8.66178098135606e-08,0.0,1.901260873182764e-07
2015,8.267826245855758e-08,0.0,1.797642710243963e-07
2016,9.818151625040628e-08,0.0,1.6860707319210633e-07
2017,7.395897227979731e-08,0.0,1.5445853307483048e-07
2018,7.821844150157631e-08,0.0,1.9438444098796026e-07
2019,6.683588082978531e-08,0.0,1.7117127981691738e-07
