year,roulant_VERB en_ADP,roulant_VERB sans_ADP
1868,4.544684228946494e-08,3.9025004006099095e-08
1869,4.39516714134669e-08,2.9301114423674335e-08
1870,2.9243648391741317e-08,2.9243647947652107e-08
1871,4.5671061599250606e-08,1.5931766128574054e-08
1872,3.507456636242523e-08,1.814201766592305e-08
1873,1.9155214636690232e-08,1.855661402316855e-08
1874,4.899179373296647e-08,1.9716210886144836e-08
1875,3.20405533216217e-08,2.6319025181464895e-08
1876,2.9020871705753848e-08,1.874264654588842e-08
1877,5.3807897693047835e-08,9.895705588292003e-09
1878,2.657199060784876e-08,1.69094480639842e-08
1879,5.376206224649849e-08,1.4051448005147904e-08
1880,4.2357786611546544e-08,2.888030792291829e-08
1881,5.0899306103247e-08,1.1853263259808955e-08
1882,4.459108193799466e-08,7.986462158271479e-09
1883,3.349249522166531e-08,1.0110942305630033e-08
1884,4.7532218161450146e-08,2.442627788923346e-08
1885,4.705314010644557e-08,1.5469526104539e-08
1886,2.9040588100937015e-08,3.743009102663564e-08
1887,4.1785117199655275e-08,2.7421483750345033e-08
1888,3.043495011567643e-08,1.6485598663962264e-08
1889,3.508476531521865e-08,1.566284169030041e-08
1890,3.408280796479701e-08,3.4082809463598096e-08
1891,3.442078744253507e-08,1.8485238229004608e-08
1892,4.2625883711622237e-08,2.193979398157353e-08
1893,6.096832216861969e-08,2.894455697344256e-08
1894,7.246770117319556e-08,3.0877544077156927e-08
1895,4.875077741495204e-08,2.166701307260155e-08
1896,3.18439561386441e-08,1.4152869098893461e-08
1897,6.817254849522669e-08,8.740070001067579e-09
1898,3.5647636842384145e-08,1.867257104493092e-08
1899,3.205995469102163e-08,1.1055156790007459e-08
1900,5.191053087383324e-08,2.5436160400182928e-08
1901,3.073806464914952e-08,1.5089595351014395e-08
1902,4.959386856739911e-08,2.9461702411026636e-08
1903,2.970121215639665e-08,9.720396931811592e-09
1904,4.407192477628996e-08,2.1498500757388683e-08
1905,2.786809877308727e-08,1.4450125540577119e-08
1906,3.755254540660502e-08,2.36632491379396e-08
1907,4.165703071379312e-08,3.034277540336916e-08
1908,5.0587306565930135e-08,3.192402786567072e-08
1909,3.355600108889689e-08,1.9803541362328758e-08
1910,3.4736981069372064e-08,2.404867771588215e-08
1911,3.2454281040372734e-08,1.755723522123276e-08
1912,4.3759137979826335e-08,1.6670147928721235e-08
1913,2.7575546790448158e-08,2.1742257771961704e-08
1914,4.3528835647066444e-08,1.875088173619588e-08
1915,2.1205371680821372e-08,3.534228554258334e-08
1916,4.2851102222130066e-08,3.625862632361532e-08
1917,3.5092558192673096e-08,1.4256352098840352e-08
1918,3.2161853624756986e-08,2.1824115847834946e-08
1919,4.696002764426055e-08,1.4732557007679503e-08
1920,2.5745588327907853e-08,1.9687802943479937e-08
1921,2.877644039722682e-08,1.9689142760626055e-08
1922,3.984085128472259e-08,1.9920426197472807e-08
1923,4.24637929263838e-08,2.1231895797058087e-08
1924,3.480738541838946e-08,1.4180787211159895e-08
1925,4.179307566687385e-08,1.429763174520815e-08
1926,3.901148559748435e-08,2.452150482668003e-08
1927,3.1217830098739796e-08,2.6758140592164636e-08
1928,3.5420729460611255e-08,1.8281665847830197e-08
1929,5.013182757807044e-08,2.5622934884950155e-08
1930,2.7309368988426286e-08,2.4158287814657342e-08
1931,4.676196141417677e-08,3.079446386777818e-08
1932,3.9454333244925976e-08,1.2055489939655217e-08
1933,3.211785326584504e-08,2.523545639121494e-08
1934,2.875579241390369e-08,1.5576054224197833e-08
1935,3.11175387679441e-08,1.555876849579363e-08
1936,2.424942868728408e-08,1.2124714565686645e-08
1937,2.7700460591972842e-08,3.021868266728234e-08
1938,3.3709559033034964e-08,3.370955670156661e-08
1939,3.058810182920979e-08,9.176430282309411e-09
1940,3.296517903095264e-08,7.607348528892999e-09
1941,4.132103725851266e-08,2.6563523825018365e-08
1942,3.3376331032286544e-08,4.5513175450651033e-08
1943,6.677441222180391e-08,5.8064703267746154e-08
1944,6.105053707017305e-08,5.1410978585408884e-08
1945,5.2284098384092204e-08,1.9606536838523425e-08
1946,4.315542501132086e-08,2.0881657292193267e-08
1947,5.9604353452868963e-08,4.4107220986688844e-08
1948,5.0010683594337024e-08,5.0010683594337024e-08
1949,4.024973498939488e-08,2.2579119018928395e-08
1950,3.403315673722318e-08,2.3397795700930146e-08
1951,3.091806555222121e-08,1.8124383771578323e-08
1952,2.6362010130398517e-08,4.956057908511724e-08
1953,5.602390329428886e-08,1.8315507332999914e-08
1954,4.0067397844012476e-08,1.8567819282111486e-08
1955,4.598947844769441e-08,8.447047061821422e-09
1956,4.796627783854035e-08,2.0930739808022736e-08
1957,4.152467597551279e-08,1.236905244894615e-08
1958,4.1361218450219894e-08,8.272243334772611e-09
1959,3.332821663093455e-08,2.2477167904710882e-08
1960,3.460416764244911e-08,2.4222917505145602e-08
1961,4.6552668164778765e-08,1.250668635321972e-08
1962,4.9467259843893885e-08,2.4099434003943543e-08
1963,5.3668242183668724e-08,2.32777911390869e-08
1964,4.015419108327478e-08,1.52099203787337e-08
1965,4.158753103000734e-08,2.2982581726616047e-08
1966,6.646889527672784e-08,2.9357096309468034e-08
1967,5.6205824883193145e-08,2.4651678420806178e-08
1968,3.593132669177379e-08,2.3804503673785504e-08
1969,5.132186209344525e-08,1.3171097934527864e-08
1970,3.17312032205308e-08,2.29936254481089e-08
1971,3.648262181243922e-08,1.849823083599489e-08
1972,3.847610086094022e-08,2.0007572487656944e-08
1973,4.1900348302092993e-08,1.102640756478479e-08
1974,5.2880374301622624e-08,1.7439271360331077e-08
1975,2.5701661243715535e-08,8.567219822452898e-09
1976,3.8280629999221105e-08,1.199840671262109e-08
1977,3.055926500739048e-08,1.23412418062685e-08
1978,3.1485134055486697e-08,1.1881182371276111e-08
1979,2.8674669083628146e-08,8.192762912528906e-09
1980,3.9227540327146926e-08,9.096241093686785e-09
1981,4.4911403263014904e-08,1.012087885721158e-08
1982,4.8418519416060235e-08,1.8622506203769262e-08
1983,5.3680187406257573e-08,1.0736036948344463e-08
1984,4.4072463289968056e-08,1.2177918229383522e-08
1985,4.0304239612432013e-08,1.564045071233977e-08
1986,5.4549816441706866e-08,1.7384007122700496e-08
1987,3.666490044906823e-08,9.777306797520424e-09
1988,5.516829637564058e-08,1.2592763276586538e-08
1989,3.45751683950013e-08,1.481792966107065e-08
1990,4.467893943704837e-08,1.1442167324737795e-08
1991,3.047961993907222e-08,2.4032006884500134e-08
1992,3.140668236589761e-08,1.652983222522053e-08
1993,4.4867579873653085e-08,2.1602909683338112e-08
1994,4.325439895147554e-08,1.2659823411809157e-08
1995,4.9344302865961254e-08,2.0063068872921974e-08
1996,4.16371204181587e-08,1.601427590536275e-08
1997,4.075660386959612e-08,2.109753616252874e-08
1998,3.051602637249573e-08,1.2873949017944142e-08
1999,4.387393071070278e-08,1.5081663834459746e-08
2000,5.522539314739561e-08,1.1045078629479121e-08
2001,3.8554663683854073e-08,1.3581756691527502e-08
2002,4.1183480625761604e-08,2.1906107150471144e-08
2003,4.8752998527135105e-08,1.0833999475323708e-08
2004,4.4047911762490344e-08,1.3654852581979071e-08
2005,4.053374569323864e-08,1.306087415997581e-08
2006,4.653215479599737e-08,1.8530505130343045e-08
2007,4.753430582482565e-08,2.276853267035861e-08
2008,5.662394708672025e-08,1.5752526616452656e-08
2009,5.8171947259211265e-08,1.907276958590387e-08
2010,6.896738025119475e-08,2.0784689525044087e-08
2011,7.227306730861471e-08,2.0267051981104345e-08
2012,1.0314885789952655e-07,2.382976976855744e-08
2013,9.678263523937858e-08,2.9564725556596727e-08
2014,1.0567372132896935e-07,2.9666599357658363e-08
2015,9.154456703797109e-08,2.637724760834459e-08
2016,9.96314568624257e-08,2.713455415914723e-08
2017,1.0590723587000639e-07,1.7860839918171223e-08
2018,9.887017249354813e-08,2.839613333360802e-08
2019,1.0714148324098005e-07,2.0407902090457952e-08
