year,dont_PRON en_PRON,dont_PRON cent_DET
1854,2.6342019365799274e-07,1.0391328908454511e-09
1855,1.4487937960439012e-07,1.539011762474729e-08
1856,1.7447127298453324e-07,2.5885945831305435e-08
1857,2.0551152912773318e-07,1.3180074809326925e-08
1858,1.5512952478147213e-07,3.425573102955326e-09
1859,1.8942885282591249e-07,1.8331824058748225e-08
1860,1.4921619229113503e-07,9.612086238064421e-09
1861,1.7260427714882454e-07,7.545541969022906e-09
1862,1.5858132412782666e-07,6.325180823552046e-09
1863,1.3585368030533118e-07,4.994620828036034e-10
1864,2.0761172647709714e-07,1.4384183844029508e-09
1865,1.6238612410290898e-07,2.3534221238463715e-09
1866,1.7759486503621247e-07,5.352174259343201e-09
1867,1.7906874738571332e-07,1.2132028714972876e-08
1868,1.5511205053719834e-07,3.951899141263482e-09
1869,1.123209395492708e-07,1.4162205408396744e-08
1870,1.9037041720793013e-07,4.013834153937523e-09
1871,1.6569036476177246e-07,2.6552942955504477e-08
1872,1.693254954027168e-07,1.2094679036067646e-08
1873,2.3704577278849115e-07,1.6760813348337678e-08
1874,2.2464529736421213e-07,2.987304514867617e-09
1875,2.0654712318268764e-07,4.577221601742565e-09
1876,1.76543625718395e-07,9.06902175579205e-09
1877,2.0780981668799825e-07,2.040989244278535e-08
1878,1.715101215493675e-07,1.2078177347163432e-09
1879,1.9855307353822127e-07,1.832797580370027e-09
1880,1.9638609005667718e-07,9.626769603698904e-09
1881,2.0708347192588406e-07,1.3945015364669189e-08
1882,2.0698248093253824e-07,3.9932310791357395e-09
1883,1.933717768132226e-07,3.159669414998234e-09
1884,1.5778055129089807e-07,7.922036360241691e-09
1885,1.733876058285233e-07,1.2891271383708158e-09
1886,1.3423204797691213e-07,9.680196200179125e-09
1887,1.4624791178086127e-07,3.264462256069578e-09
1888,1.578812993674461e-07,5.706553452000662e-09
1889,1.6352006626529914e-07,1.002421912144058e-08
1890,1.5992702895317734e-07,1.3108772956016423e-09
1891,1.765658934615999e-07,4.461953806433883e-09
1892,1.5922021079362025e-07,1.002961980134387e-08
1893,1.4595447472842693e-07,8.621783342821487e-09
1894,1.5564802624545848e-07,6.301539290376468e-09
1895,1.44446748562288e-07,6.018614495673091e-10
1896,1.4860513430914324e-07,9.435246361988447e-09
1897,1.3343173399515962e-07,4.661370844871726e-09
1898,1.1429876656254834e-07,5.092519295146758e-09
1899,1.5366667938110368e-07,3.3165470370022376e-09
1900,1.2718080266704845e-07,7.26747462209687e-09
1901,1.346886019382154e-07,4.470991132876634e-09
1902,1.07044187735994e-07,2.9461704187383475e-09
1903,1.31765371724768e-07,2.7001101354784396e-09
1904,1.2200399091000236e-07,6.987012746151322e-09
1905,1.063116388255736e-07,6.708986699521802e-09
1906,1.5946971759772666e-07,5.144184633820714e-09
1907,1.3885676997116292e-07,9.771402353919711e-09
1908,1.4537711390261165e-07,2.4556945366072114e-09
1909,1.3477409915862992e-07,3.300590023513905e-09
1910,1.1596806948066529e-07,8.550641084070776e-09
1911,1.1385600451330191e-07,5.852411444351446e-09
1912,1.0262559646534442e-07,2.6047106693738442e-09
1913,1.2674145388746894e-07,6.893886794756554e-09
1914,1.5000705810841453e-07,1.2723813114234872e-08
1915,1.1545146350044888e-07,1.1780761921542648e-09
1916,1.2525706227783928e-07,4.394984820521586e-09
1917,1.0308438980199952e-07,4.386569774084137e-09
1918,1.2175558694593747e-07,0.0
1919,1.1878124289710357e-07,1.8415696745321952e-09
1920,1.2721349307298624e-07,6.057785384427916e-09
1921,9.768843872715038e-08,3.786373714564917e-09
1922,9.222419572463281e-08,2.951174193910333e-09
1923,1.1040586045396594e-07,5.307974060286824e-09
1924,1.1086797202519705e-07,5.156649773851996e-09
1925,1.2757885770042776e-07,5.499089184013428e-09
1926,1.0811754425077424e-07,4.458455382660986e-09
1927,8.919380134475574e-08,1.1149224876660924e-09
1928,9.826395641621133e-08,1.0283437212876834e-08
1929,8.800921369456205e-08,1.67106100068537e-08
1930,9.663315481134305e-08,8.402882833991043e-09
1931,1.1177249525928801e-07,1.1405356659111021e-08
1932,1.0630750368889608e-07,3.287861094491973e-09
1933,8.947116381108344e-08,3.4411986593596566e-09
1934,1.2460842846451214e-07,1.3179738189705859e-08
1935,1.2806064031423148e-07,1.4361940969820353e-08
1936,1.151847914826476e-07,2.424942913137329e-09
1937,1.2213384736892152e-07,8.813782592653752e-09
1938,9.334954143014329e-08,1.2965214457594243e-09
1939,1.1011716516406977e-07,6.117620188206274e-09
1940,1.1157444901321867e-07,1.0143131667916805e-08
1941,1.3576912216706205e-07,8.854508237732261e-09
1942,1.4260795921927638e-07,3.034211770724937e-09
1943,1.0451646659248581e-07,2.322588166236983e-08
1944,1.2852744468716537e-07,1.6065930807940276e-08
1945,1.2635323365373097e-07,1.9606536394434215e-08
1946,1.1276094635803702e-07,3.201854070766785e-08
1947,9.298279257663467e-08,1.0728784083369192e-08
1948,1.3481140426208071e-07,1.848220954059343e-08
1949,1.1878579808666245e-07,9.817008317369869e-10
1950,1.3613261984346536e-07,4.2541445921528975e-09
1951,1.0768015901163608e-07,5.330700769690111e-09
1952,1.0017563845110544e-07,7.381362632230548e-09
1953,9.373230058784543e-08,1.1851209791302608e-08
1954,1.0554338869539492e-07,5.863521668203475e-09
1955,9.761032160326977e-08,1.8771215692936494e-09
1956,6.802490237767245e-08,1.3953826538681824e-08
1957,1.0513694526093076e-07,1.325255621908994e-08
1958,7.693186077073477e-08,7.445019267748876e-09
1959,9.9209574999648e-08,1.5501495198577686e-08
1960,9.619958057927036e-08,1.9378333604436193e-08
1961,8.824162234244426e-08,8.33779090214648e-09
1962,1.312785045115561e-07,1.3952304200870458e-08
1963,1.0022382523899864e-07,5.819447923549603e-09
1964,1.095114323668156e-07,1.4601524211954597e-08
1965,1.3625388578519804e-07,1.3680108601477059e-08
1966,1.3016824995659704e-07,8.308612464702492e-09
1967,1.5530557628817832e-07,5.423369253687582e-09
1968,1.3384418928730213e-07,4.042274071025531e-09
1969,1.0400625205519987e-07,6.358460868938209e-09
1970,1.0852990905974025e-07,1.0577067222072856e-08
1971,1.176692995263906e-07,8.73527572498034e-09
1972,1.1183719950125237e-07,1.2312352026810913e-08
1973,1.5216441795473656e-07,3.859242703185828e-09
1974,1.0407307593496284e-07,1.1251143350321513e-09
1975,1.1422960355389478e-07,4.569184142155791e-09
1976,1.0855700938172674e-07,5.713526984862938e-09
1977,9.637922238070473e-08,4.11374712072643e-09
1978,1.0336629063800729e-07,6.534650598410963e-09
1979,1.211358509056737e-07,7.022368020415115e-09
1980,1.1256598275721785e-07,3.411090521154847e-09
1981,9.931112532335362e-08,6.958104314946922e-09
1982,1.2290854645158333e-07,3.7245013739806154e-09
1983,8.651983218754822e-08,3.789189628733425e-09
1984,1.1424046597596771e-07,6.378909400694965e-09
1985,9.564737457612438e-08,7.2186697730458604e-09
1986,7.732885998201766e-08,1.7983456390702202e-09
1987,9.349550034176701e-08,3.666490056009053e-09
1988,1.061390045853372e-07,5.996553698039975e-09
1989,8.671232742951673e-08,6.036934507847036e-09
1990,8.663355277604978e-08,3.8140557934163155e-09
1991,8.792197780937983e-08,8.7921980806982e-09
1992,7.934319312674631e-08,1.1019888335184191e-09
1993,7.699498205671063e-08,2.2156830259412175e-09
1994,8.492631992096378e-08,5.802419433820205e-09
1995,8.621696767630027e-08,7.0491861237087505e-09
1996,9.021375779738605e-08,2.6690460952494277e-09
1997,8.774656823362648e-08,5.753873377756236e-09
1998,8.487269864687619e-08,4.768129113763564e-09
1999,7.769341792140949e-08,6.855301937225278e-09
2000,7.466472951023206e-08,3.976228346580513e-09
2001,8.455738709223226e-08,7.88618120806106e-09
2002,1.0339682876558953e-07,3.504977197366088e-09
2003,7.250445821505025e-08,5.000307723435071e-09
2004,7.664336520996073e-08,5.285749615779878e-09
2005,7.881562003042575e-08,8.106749160852189e-09
2006,8.359316772121872e-08,4.941467846020231e-09
2007,8.348461988383349e-08,3.5950315224742013e-09
2008,6.513882611081101e-08,3.83169571072095e-09
2009,7.533744494914174e-08,3.337734755248789e-09
2010,5.857503176942558e-08,3.3066552274085836e-09
2011,4.9711635918825436e-08,1.1471915639660324e-09
2012,4.2893584795145046e-08,3.0638274695071743e-09
2013,4.9367512577891404e-08,3.346950105953539e-09
2014,4.244272618081357e-08,2.3819896333154844e-09
2015,5.319781060109108e-08,3.989835642426165e-09
2016,4.619088184165676e-08,4.764082295327654e-09
2017,5.0815348817678796e-08,7.546833991067814e-10
2018,4.543381354471521e-08,3.3559066636712487e-09
2019,4.158110000762605e-08,2.040790147983529e-09
