year,tout_DET avant_NOUN,tout_DET savant_ADJ
1885,1.933690763067375e-09,0.0
1886,3.872078213618124e-09,0.0
1887,6.528924623161458e-10,1.9586774424595887e-09
1888,3.804368819970705e-09,0.0
1889,3.759081934617825e-09,0.0
1890,1.3108772733971819e-08,1.9663159989136147e-09
1891,5.099376032546843e-09,6.374220040683554e-10
1892,6.268512375839919e-09,0.0
1893,2.463366621796581e-09,0.0
1894,6.301539290376468e-09,0.0
1895,6.018614495673091e-09,0.0
1896,8.255840455717589e-09,0.0
1897,6.409385022720926e-09,1.1653427112179315e-09
1898,1.0185038590293516e-08,0.0
1899,4.9748205555033564e-09,3.8693048765026106e-09
1900,5.710158568206225e-09,6.748368974740515e-09
1901,7.824234593556412e-09,9.500856101851696e-09
1902,7.365425880312415e-09,4.910283846193408e-10
1903,5.400220493001484e-09,0.0
1904,0.0,0.0
1905,1.341797323251015e-08,0.0
1906,1.5432553568395235e-09,5.144184522798412e-10
1907,1.0285686691258178e-08,0.0
1908,7.367083387777029e-09,9.822778146428846e-10
1909,6.0510818578052294e-09,0.0
1910,8.550640973048473e-09,0.0
1911,2.6601871816467337e-09,0.0
1912,3.646594803896619e-09,0.0
1913,5.833288518886093e-09,0.0
1914,6.696743715117748e-10,2.678697486047099e-09
1915,2.3561523843085297e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,8.287063535394878e-09,0.0
1920,5.300562211374427e-09,3.028892692213958e-09
1921,6.81547268621685e-09,4.543648568500203e-09
1922,8.115729144275718e-09,0.0
1923,2.1231896241147297e-09,0.0
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,8.798542117105512e-09,2.1996355847875293e-09
1926,8.916910765321973e-09,0.0
1927,8.919379901328739e-09,0.0
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,0.0
1930,2.100720708497761e-09,0.0
1931,0.0,2.2810713318222042e-09
1932,5.479768305782784e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,7.180970484910176e-09,3.590485242455088e-09
1936,2.424942913137329e-09,0.0
1937,1.5109342110797286e-08,0.0
1938,7.779128452511941e-09,0.0
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,1.570721330779179e-08,1.9634016634739737e-09
1950,1.4889506516624351e-08,2.1270722960764488e-09
1951,1.4925962688039363e-08,0.0
1952,3.1634410646574906e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,0.0
1954,1.6613311615287785e-08,0.0
1955,8.447047505910632e-09,0.0
1956,2.616342476002842e-09,0.0
1957,8.835037701437898e-10,0.0
1958,5.790570245522986e-09,0.0
1959,4.650448581777766e-09,0.0
1960,7.612916519406099e-09,0.0
1961,5.55852741612739e-09,0.0
1962,1.0147129914095387e-08,6.341956404476434e-10
1963,9.052474325699222e-09,0.0
1964,4.8671746077921796e-09,1.2167936658258327e-09
1965,1.1491291473930687e-08,1.0944086747954884e-09
1966,8.862519607077957e-09,3.8773522170743036e-09
1967,9.860671390526932e-09,2.465167847631733e-09
1968,9.431973424511852e-09,0.0
1969,6.358460813427058e-09,1.3625273131978588e-09
1970,5.9783426265003214e-09,4.5987250119061684e-10
1971,6.6799168418896215e-09,0.0
1972,1.7442499000708267e-08,5.130146862875051e-10
1973,1.2129048487796723e-08,2.7566018356850464e-09
1974,6.188128898187983e-09,0.0
1975,6.282628195464213e-09,2.2845920710778955e-09
1976,2.856763492431469e-09,5.713526873840635e-10
1977,9.402850942308305e-09,0.0
1978,4.158414057542359e-09,5.940591352171509e-10
1979,1.2289143924704149e-08,0.0
1980,6.822181042309694e-09,0.0
1981,5.692994575756671e-09,0.0
1982,4.966001831974154e-09,0.0
1983,5.052252727288931e-09,0.0
1984,1.3337719928507852e-08,5.799008495621649e-10
1985,9.02333674446254e-09,0.0
1986,1.1988970760601347e-08,0.0
1987,1.0388388815840699e-08,0.0
1988,1.3792074149421296e-08,0.0
1989,1.0976244468885454e-08,5.488122178931576e-10
1990,9.80757164370516e-09,1.089730194969718e-09
1991,6.447611611282156e-09,1.7584396161396398e-09
1992,7.713921945651236e-09,5.509944167592096e-10
1993,1.3294098266669607e-08,5.539207426075166e-10
1994,1.8462243067673967e-08,0.0
1995,8.675921647771645e-09,0.0
1996,9.60856594289794e-09,1.6014276571496566e-09
1997,1.0069278078006505e-08,9.58978896292706e-10
1998,1.1920322950942364e-08,0.0
1999,1.0511462811280126e-08,4.570201161957499e-10
2000,9.71966962470816e-09,0.0
2001,1.3581756164171566e-08,0.0
2002,9.63868718173444e-09,0.0
2003,1.1667384391955693e-08,4.1669229178253886e-10
2004,1.7178685363106183e-08,0.0
2005,9.457873817453333e-09,9.007499190971657e-10
2006,1.4412614546266411e-08,0.0
2007,1.5179021817246507e-08,0.0
2008,9.792111288486893e-09,0.0
2009,1.525821580194986e-08,9.53638501499654e-10
2010,1.7005654662227698e-08,0.0
2011,1.6060682533902693e-08,3.82397197240536e-10
2012,1.736168897537027e-08,3.404252713057332e-10
2013,1.4503449996539075e-08,0.0
2014,1.9922095972901843e-08,6.496335691608124e-10
2015,1.5072713036023977e-08,2.2165753954528356e-10
2016,2.1127668642373365e-08,2.0713400439298368e-10
2017,1.8112401578562753e-08,0.0
2018,1.652138692520566e-08,0.0
2019,1.7601816060253128e-08,0.0
