year,voyant_VERB en_ADP,voyant_VERB sans_ADP
1898,3.6835889893893636e-07,1.2335213872560757e-07
1899,3.5100123341180733e-07,1.1055156612371775e-07
1900,2.8187418354974625e-07,1.142031669232324e-07
1901,2.4869888370915305e-07,1.0395054439449325e-07
1902,2.2931025345229727e-07,7.561837112035619e-08
1903,2.8081144609615194e-07,1.009841219534735e-07
1904,2.8216782066436963e-07,6.933266227804324e-08
1905,2.446199816041883e-07,7.637923271630598e-08
1906,3.0556456032115875e-07,9.362415642755195e-08
1907,2.9211349961144606e-07,8.33140644251884e-08
1908,2.6865297453326775e-07,9.331639461152008e-08
1909,3.0200399248059284e-07,9.186642602188044e-08
1910,2.468997508664472e-07,8.497199721624327e-08
1911,3.144341036431797e-07,7.182504779823518e-08
1912,2.849553393247106e-07,8.908110427086058e-08
1913,2.9537653833955346e-07,9.545381174369538e-08
1914,3.080502208874236e-07,5.29042750163633e-08
1915,2.6742328840256846e-07,5.654765544704787e-08
1916,2.669953271805525e-07,6.922101292161642e-08
1917,2.2590833825830714e-07,5.3735479177419165e-08
1918,3.2276718542334493e-07,5.51346053256907e-08
1919,2.5597818176237297e-07,7.550435970893332e-08
1920,3.1121872723360866e-07,7.420787317968802e-08
1921,2.74133444833069e-07,7.799929591101318e-08
1922,3.069221197193883e-07,6.713921452128346e-08
1923,3.598806284088596e-07,1.1571383229380672e-07
1924,3.5709800449978957e-07,8.379555538340355e-08
1925,4.124316710374387e-07,9.678396239998222e-08
1926,3.38842619740376e-07,1.0031524699805061e-07
1927,3.210976711187641e-07,1.1706685798529293e-07
1928,3.5306468060269935e-07,5.9415413034002995e-08
1929,3.353262219008002e-07,9.469345485513259e-08
1930,2.709929685096313e-07,9.348207241632878e-08
1931,2.4863677428044184e-07,5.360517540964338e-08
1932,2.794681890350148e-07,6.575721878121499e-08
1933,3.028254731418656e-07,7.914756761095987e-08
1934,2.827652991754803e-07,8.147474694908396e-08
1935,2.69286383414169e-07,1.029272453934027e-07
1936,2.667437168923925e-07,5.8198629915295896e-08
1937,2.341947995532223e-07,6.169647859266547e-08
1938,3.04682538754264e-07,7.649476341242689e-08
1939,2.951751723045959e-07,5.6587986740908036e-08
1940,2.3075625055213322e-07,6.339457403470306e-08
1941,3.0105327741836163e-07,5.017554549624492e-08
1942,3.367975178747429e-07,1.0012898599143227e-07
1943,3.1064616123899214e-07,5.225823351828751e-08
1944,2.3777577418115925e-07,7.069009200222354e-08
1945,3.0934757155876014e-07,5.2284096163646154e-08
1946,2.9512742472093123e-07,7.65660743695662e-08
1947,3.8385203637858467e-07,7.152522374376247e-08
1948,2.7397158319786286e-07,5.0010683594337024e-08
1949,2.5818732307669734e-07,6.38105563943725e-08
1950,3.211879224807035e-07,7.12569203642488e-08
1951,2.558736351687685e-07,8.848963362062534e-08
1952,2.8998210588326856e-07,4.639713679921442e-08
1953,3.3183387415647303e-07,5.171437011952662e-08
1954,2.8144904717919417e-07,7.036226090662012e-08
1955,2.6561271049274637e-07,5.5375086738251866e-08
1956,2.2238910979410775e-07,8.982775878685345e-08
1957,2.394295279817271e-07,4.2408181188946514e-08
1958,3.0193689770641186e-07,6.617794889862694e-08
1959,2.813521557953891e-07,6.045583289537859e-08
1960,2.7337291452766976e-07,7.95895860328244e-08
1961,2.918226940096247e-07,5.628008947766716e-08
1962,3.2470815902740924e-07,6.088278470262054e-08
1963,2.74160665725276e-07,7.30664031500794e-08
1964,3.254923104378804e-07,8.395876338607167e-08
1965,2.9494313569244923e-07,6.128688667672577e-08
1966,3.3289839329597726e-07,7.754704389739686e-08
1967,3.436444018234397e-07,6.902469729119787e-08
1968,3.220345039522954e-07,9.117573829264813e-08
1969,3.3972349022803883e-07,8.447669430644567e-08
1970,3.476636045718351e-07,5.8863680152398956e-08
1971,3.20122156338698e-07,5.90915728571062e-08
1972,2.934444118807278e-07,5.284051096676734e-08
1973,2.9219980568484516e-07,9.70323887905522e-08
1974,2.6327675684001406e-07,6.075617453582538e-08
1975,2.564454533171556e-07,6.339742730787634e-08
1976,2.5368060008190696e-07,5.427850696682057e-08
1977,2.2743145144943355e-07,4.2900506258547466e-08
1978,2.477226628272433e-07,7.960392445216513e-08
1979,2.7562795246183214e-07,6.554210474352118e-08
1980,2.4559850597682953e-07,5.2871902522788616e-08
1981,2.473289848481386e-07,3.6055632757214795e-08
1982,2.9920160926621975e-07,4.779776929808577e-08
1983,2.387189441677151e-07,4.736487113632393e-08
1984,2.68494089183946e-07,5.741018327398706e-08
1985,2.322005450139386e-07,4.6319797775140614e-08
1986,2.7754467080143286e-07,5.275147263450464e-08
1987,2.4993241609649886e-07,4.888653393209097e-08
1988,2.692452749641916e-07,3.47800117594943e-08
1989,2.420261839830573e-07,4.445379042650188e-08
1990,2.767914786261372e-07,3.8140558378252365e-08
1991,2.520430015806596e-07,5.216703924393329e-08
1992,2.7439521854688564e-07,5.069148756309261e-08
1993,2.9856326655419707e-07,5.428423133224669e-08
1994,2.626913575554113e-07,4.114442825331466e-08
1995,3.0528398387019706e-07,5.693573501552862e-08
1996,3.0533888217831873e-07,4.5373783841284876e-08
1997,2.7282948344975466e-07,4.411303011764289e-08
1998,2.8131963425437334e-07,5.62639237422502e-08
1999,2.86551614436803e-07,5.7584535917420965e-08
2000,2.7921959322441126e-07,5.522539414659633e-08
2001,2.856549983221157e-07,5.783199608089262e-08
2002,3.207054106724172e-07,4.8631560112255556e-08
2003,3.0376869197823453e-07,4.8752997194867476e-08
2004,3.162640016540763e-07,3.964312100812606e-08
2005,2.949955906217383e-07,5.4945745286971714e-08
2006,3.0801817629821926e-07,3.9119954553523684e-08
2007,3.2475118061370267e-07,4.9132098167703475e-08
2008,3.3548625300028334e-07,5.577245953958254e-08
2009,2.9372067178456973e-07,5.674149239354165e-08
2010,2.82010438112934e-07,5.243410194921694e-08
2011,3.296263795249388e-07,5.659478352626479e-08
2012,2.968508248102353e-07,7.727653450473326e-08
2013,3.3246370723105656e-07,8.395266348770747e-08
2014,3.391087073367771e-07,6.864461354894047e-08
2015,3.6063681374542966e-07,1.0949882822686163e-07
2016,3.9314033806192583e-07,1.0791681814836807e-07
2017,3.2375916791949066e-07,6.917930983618703e-08
2018,3.3868844440121393e-07,7.77021464948291e-08
2019,3.2907742308907473e-07,1.0178440845720615e-07
