year,sachant_VERB en_ADP,sachant_VERB sans_ADP
1844,5.817874848546012e-08,5.488561161115513e-09
1845,5.859239227135049e-08,8.37034175305007e-09
1846,3.9225158898759105e-08,1.2294452567118697e-08
1847,5.501088029546963e-08,9.168480197274675e-09
1848,5.390298596363863e-08,3.9421587993970775e-08
1849,4.1059134758825167e-08,1.0055298149680425e-08
1850,5.838536587532417e-08,2.0366988096043315e-09
1851,5.4175285590929434e-08,8.384270611117017e-09
1852,3.906327350478023e-08,8.463708844885787e-09
1853,3.941474835400527e-08,1.4332636411040767e-08
1854,6.546537267837493e-08,2.8576154775805662e-08
1855,8.703376508378824e-08,1.0083180512765466e-08
1856,7.248065037046558e-08,7.248064815001953e-09
1857,6.980557731850467e-08,4.881508974818871e-09
1858,6.997956869536637e-08,1.3702292633865909e-08
1859,6.823512066489457e-08,3.564521477983362e-08
1860,6.728460344440634e-08,5.950338888283113e-09
1861,4.998921632193287e-08,1.7920662287451705e-08
1862,3.704748874344688e-08,1.0391368765461095e-08
1863,9.24004863733785e-08,8.990317823531768e-09
1864,6.04135705906117e-08,1.582260189536555e-08
1865,6.213034631219472e-08,1.694463946932956e-08
1866,6.179328337907464e-08,6.3252967308358166e-09
1867,3.833720896295745e-08,1.6984840200962026e-08
1868,6.17484268161661e-08,8.397785911107292e-09
1869,7.032267301809725e-08,1.9534076356464425e-08
1870,4.9312818717339724e-08,1.77755516972411e-08
1871,7.859671158350068e-08,1.5931766128574054e-08
1872,6.954440012751917e-08,3.3260366905096816e-08
1873,6.34516448272393e-08,7.183205141814142e-09
1874,6.751308201380368e-08,2.0313670745508716e-08
1875,4.062284375550007e-08,1.7736734747586524e-08
1876,6.529695806278824e-08,1.0882827083946722e-08
1877,4.9478528385549225e-08,1.36065949618569e-08
1878,4.408534559630084e-08,1.3285995414946683e-08
1879,5.6205792797747733e-08,2.7491964260661916e-08
1880,4.813384624213768e-08,5.776061406947974e-09
1881,4.462404945559939e-08,1.533951698995395e-08
1882,4.2594464400025345e-08,7.320923423037584e-09
1883,4.73950407808843e-08,7.58320695126713e-09
1884,6.535679908381553e-08,1.5183903911974994e-08
1885,5.3498777075056125e-08,7.090199094506033e-09
1886,4.775563311465447e-08,2.2587123282846733e-08
1887,6.920659778586469e-08,1.1099172247952538e-08
1888,4.3116178405355754e-08,2.0289966817799154e-08
1889,5.012109305368995e-08,1.8795409673089125e-08
1890,6.030035493154173e-08,2.6872984115744458e-08
1891,5.609313669108218e-08,2.0397503686098162e-08
1892,6.20582725208152e-08,8.775916882086676e-09
1893,4.803564879196642e-08,1.2316832997960603e-08
1894,3.150769645188234e-08,1.1972924873759894e-08
1895,8.004757612312119e-08,1.805584282088546e-08
1896,6.014969455847563e-08,5.307326134129653e-09
1897,5.5936451026639133e-08,1.806281169081103e-08
1898,6.507107963571457e-08,9.05336783318944e-09
1899,5.693405924489525e-08,1.713549302451156e-08
1900,4.152842558724501e-08,1.0901211489056095e-08
1901,3.7444551015397565e-08,3.24146860464225e-08
1902,3.437198686784271e-08,1.6694965410124496e-08
1903,3.3481365901977256e-08,9.1803746826713e-09
1904,4.622177751656409e-08,9.674325340824907e-09
1905,6.812202002492995e-08,9.28936660926638e-09
1906,4.166789357995526e-08,1.388929860013377e-08
1907,5.965698468557434e-08,1.7485668024619372e-08
1908,5.3043002434804976e-08,1.7189861978295085e-08
1909,3.90569829811227e-08,1.6502950117569526e-08
1910,4.0081129304425644e-08,2.5651923252212327e-08
1911,4.4691141898312026e-08,1.276889793899727e-08
1912,7.08481262545746e-08,1.5107321338359014e-08
1913,6.098438287693853e-08,1.537867011514038e-08
1914,5.5582971392187375e-08,1.4063162190325329e-08
1915,4.005459064426731e-08,2.3561524287174507e-08
1916,8.570220444426013e-08,1.3184954461564757e-08
1917,8.334482259897413e-08,1.315970976634162e-08
1918,4.5945505178224266e-08,1.9526840588923733e-08
1919,4.788081175988168e-08,1.1049418269237776e-08
1920,4.316172130813811e-08,1.8930579326337238e-08
1921,2.7261890134244737e-08,5.300923255902035e-09
1922,5.902348421127357e-08,1.4018077365562931e-08
1923,4.564857780664511e-08,1.5923921736771263e-08
1924,4.512068585427187e-08,1.4180787211159895e-08
1925,3.959343874981869e-08,2.0896537833436923e-08
1926,4.1240713288814845e-08,1.3375366592072169e-08
1927,5.017151061270653e-08,1.0034302277972529e-08
1928,3.999114284169991e-08,1.7139061725401916e-08
1929,5.235990885310571e-08,1.6710609784809094e-08
1930,5.041729789212468e-08,8.402882833991043e-09
1931,2.9653927313688655e-08,1.3686427990933225e-08
1932,2.849479585620429e-08,8.767629289252454e-09
1933,3.555905392360614e-08,1.261772819560747e-08
1934,5.6313426810561396e-08,2.036868629318178e-08
1935,2.99207103537924e-08,1.0771455727365264e-08
1936,3.031178552603819e-08,1.576212937948185e-08
1937,5.5400920295767264e-08,1.0072894518486919e-08
1938,2.5930428804166183e-08,7.779128452511941e-09
1939,3.211750598808294e-08,1.3764645423464117e-08
1940,3.803674530900025e-08,5.0715658339584024e-09
1941,2.9515025534720962e-08,1.7709016475464523e-08
1942,5.158160121254696e-08,2.4273694831933312e-08
1943,3.193558750780312e-08,1.1612940831184915e-08
1944,7.069009555493722e-08,1.6065930807940276e-08
1945,4.357008265287732e-08,3.267756198965799e-08
1946,3.3410652022780596e-08,9.744772988540262e-09
1947,5.364392041684596e-08,2.7418003867296648e-08
1948,5.3272248834446145e-08,1.195907639583993e-08
1949,3.239612711425366e-08,6.8719057111366055e-09
1950,4.3604980959344175e-08,1.595304155443955e-08
1951,3.838104500886175e-08,1.0661401650402524e-08
1952,4.5342655408120436e-08,2.31985678444957e-08
1953,4.955960719588148e-08,1.4005975934594517e-08
1954,4.983993462381875e-08,2.6385848173049453e-08
1955,4.8805160357545674e-08,9.385607846468247e-09
1956,5.581530593268269e-08,1.0465370126055973e-08
1957,4.1524678806581505e-08,2.03205861026845e-08
1958,3.722509500647675e-08,1.9026160202884057e-08
1959,4.107896356408958e-08,1.705164542897819e-08
1960,4.983000145841743e-08,2.629916684426803e-08
1961,4.51630355335908e-08,1.9454845900934714e-08
1962,6.215117132057912e-08,1.0147130247162295e-08
1963,4.655558161203999e-08,1.4871922249248826e-08
1964,5.840609762497451e-08,1.7035111099517053e-08
1965,4.3229144042200573e-08,2.1888174217554734e-08
1966,5.2621210500092275e-08,1.7725039214155913e-08
1967,5.374065814578444e-08,1.035370456037299e-08
1968,6.377810324309507e-08,9.881115009546804e-09
1969,4.223834881855737e-08,1.6804504454626112e-08
1970,3.954903382563657e-08,9.197450023812337e-09
1971,3.5454942537427314e-08,1.0790634275004152e-08
1972,3.591102659683543e-08,8.20823486957778e-09
1973,4.190034763595918e-08,1.268036875501366e-08
1974,3.7691329612954405e-08,1.1813700240281833e-08
1975,4.569184319791475e-08,1.2565256390928425e-08
1976,3.9994688005862145e-08,1.7711933142372516e-08
1977,4.172515222222728e-08,1.645498848290572e-08
1978,4.3366315427562085e-08,1.0099005187669263e-08
1979,3.218585442610333e-08,1.4629933597909428e-08
1980,4.604972225763504e-08,1.1938816268930452e-08
1981,4.68090675109778e-08,1.3283654176632353e-08
1982,4.345251447546161e-08,2.2967758028791252e-08
1983,3.220811217730102e-08,2.0209010909155722e-08
1984,5.5090580985961424e-08,1.4497521683143333e-08
1985,5.0530688966432535e-08,1.5038894574104233e-08
1986,5.155257554179116e-08,1.498621315931814e-08
1987,6.049708556332689e-08,1.3443797186596385e-08
1988,3.657897762465723e-08,1.3192418713003917e-08
1989,4.66490388539853e-08,1.2073868682627165e-08
1990,5.4486509526441296e-08,1.3076762117592011e-08
1991,5.568392025256941e-08,1.8170541737916324e-08
1992,5.2344470313769875e-08,1.3774860363469088e-08
1993,6.203912139568502e-08,1.4955860550003308e-08
1994,4.272690556916814e-08,1.7934750462522686e-08
1995,6.127369367447955e-08,1.6267353131205198e-08
1996,6.99290074734904e-08,2.2419987200095193e-08
1997,4.746945414524362e-08,1.6302642014132118e-08
1998,5.769436217661905e-08,2.2410206690359757e-08
1999,5.895559640478609e-08,2.1479945738756e-08
2000,5.522539403557403e-08,1.6346716424919805e-08
2001,6.659441709189196e-08,2.0591694571692187e-08
2002,6.265146801354149e-08,1.796300858059041e-08
2003,5.250322931971141e-08,2.0834614700149245e-08
2004,7.311953442723507e-08,1.982156150326375e-08
2005,6.485399595135277e-08,2.2969122936977726e-08
2006,5.435614625071139e-08,1.7706926758176422e-08
2007,7.03028422144314e-08,2.157018919035636e-08
2008,7.15249863780798e-08,2.724761372085993e-08
2009,7.962881554135492e-08,2.8132336460373608e-08
2010,7.321879280652865e-08,2.5036102802022953e-08
2011,6.653711093207448e-08,2.8297391874154698e-08
2012,8.714887211880296e-08,2.6553170662246828e-08
2013,9.008873780302906e-08,3.0959287911080935e-08
2014,9.441340909077667e-08,3.2048589074240574e-08
2015,8.755472613586335e-08,2.7928849288816338e-08
2016,1.012885304518818e-07,3.37628420776781e-08
2017,1.0565567665210551e-07,2.6665479879728338e-08
2018,9.370724063373359e-08,2.9945014023979866e-08
2019,8.443769416999203e-08,2.8826161679873508e-08
