year,voulaient_VERB aider_VERB,voulaient_VERB céder_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,1.1189200677108602e-08
1803,0.0,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,3.042164919975221e-08
1811,0.0,0.0
1812,2.6672082320544632e-09,1.600324850414836e-08
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,2.070210003424222e-09,3.726378139390363e-08
1820,0.0,0.0
1821,0.0,7.88919063410276e-09
1822,1.0025615893027862e-08,7.017931125119503e-09
1823,0.0,0.0
1824,0.0,8.421112696055388e-09
1825,2.641632912414593e-09,7.924898959288385e-09
1826,9.688783109140786e-09,1.4973572604048968e-08
1827,9.217273055917019e-10,6.452091305675367e-09
1828,9.172301251858528e-10,8.255071293206129e-09
1829,8.57317605795771e-10,6.001223074036943e-09
1830,0.0,1.1480519646056564e-08
1831,1.5591206103948707e-09,0.0
1832,2.0294953273491956e-08,0.0
1833,9.266902800675325e-09,4.6334514003376626e-09
1834,0.0,1.8669061851994684e-09
1835,9.075705520444899e-09,2.193295500774184e-08
1836,0.0,2.688300027031687e-09
1837,2.7831563720326358e-09,7.653680356156656e-09
1838,1.2624323808552163e-09,2.1461350030449466e-08
1839,4.894032734625853e-09,2.6567605004856887e-08
1840,1.1465439264668476e-08,4.458782232319436e-09
1841,1.1556987367100646e-08,1.3483152372373297e-08
1842,6.037438549100216e-09,8.720745015011744e-09
1843,4.7255288571079745e-09,1.7130041385371442e-08
1844,3.2931368743049916e-09,1.1525978393933656e-08
1845,5.580227835366713e-09,1.4508592549589139e-08
1846,6.439951683034906e-09,7.610851504580296e-09
1847,5.9325460100012606e-09,4.314578916364553e-09
1848,4.82713291560799e-09,7.24069959545659e-09
1849,2.76520690789539e-08,2.513824481908955e-09
1850,6.788996032014438e-10,1.765138968323754e-08
1851,3.8696632564949596e-09,3.2247193804124663e-09
1852,1.9531636308300904e-09,2.4740073101270355e-08
1853,1.1346670270029335e-08,2.09017620989016e-08
1854,1.0391328908454511e-09,7.27393034694046e-09
1855,2.653468555990912e-09,6.8990182455763716e-09
1856,7.765783571755946e-09,4.711242240773572e-08
1857,1.9526036343364694e-09,7.810414537345878e-09
1858,1.9574704079872163e-09,1.663849857891364e-08
1859,6.110608019582742e-09,2.036869339860914e-08
1860,4.57718396518203e-09,2.334363813361051e-08
1861,4.2443675241088386e-09,9.431927239234028e-09
1862,2.710791813242963e-09,2.2589932147099034e-09
1863,1.2986014041871385e-08,8.490855130105501e-09
1864,3.3563094525845827e-09,1.726102105692462e-08
1865,2.8241067262513297e-09,2.3534221238463715e-09
1866,0.0,1.6543083347642096e-08
1867,9.7056229719783e-10,2.1837651686951176e-08
1868,7.903798504571569e-09,1.1361710683388537e-08
1869,5.860222973552709e-09,1.3673853160867111e-08
1870,1.4335121534259088e-08,1.6055336615750093e-08
1871,0.0,2.1242354542039266e-09
1872,6.047339295989218e-10,1.8142017887967654e-09
1873,3.591602570907071e-09,9.577607151811662e-09
1874,8.961913877669758e-09,2.9873046258899194e-09
1875,1.716458086775674e-09,5.149374260327022e-09
1876,5.441413541973361e-09,1.1487427897804992e-08
1877,1.8554447978047506e-09,8.040260901509555e-09
1878,6.039088673581716e-10,1.2078177347163432e-09
1879,6.10932526790009e-10,1.221865097988939e-08
1880,3.2089231272180996e-09,1.2835692508872398e-08
1881,1.3945015142624584e-09,1.2550513517339823e-08
1882,5.989846840748214e-09,9.317538740560849e-09
1883,3.791603475633565e-09,8.21514056781325e-09
1884,8.582206056928499e-09,1.1222884843675729e-08
1885,4.511945039809007e-09,1.6114089618213256e-08
1886,1.936039106809062e-09,1.677900662855336e-08
1887,6.528924623161458e-10,4.570247291724172e-09
1888,1.268122939990235e-09,6.974675947901687e-09
1889,3.132568426877924e-09,3.759081934617825e-09
1890,1.1142456735058204e-08,5.898947996740844e-09
1891,1.2748440081367107e-09,4.461953917456185e-09
1892,6.8953633913793055e-09,6.8953633913793055e-09
1893,6.158416554491453e-10,1.1085149687062312e-08
1894,2.520615716150587e-09,8.192000855444803e-09
1895,9.629783193076946e-09,6.6204757231957956e-09
1896,1.179405795248556e-09,1.47425724961181e-08
1897,0.0,5.826713334045053e-09
1898,0.0,2.8291773368493978e-09
1899,1.2160672469008205e-08,5.527578395003729e-10
1900,2.595526460424935e-09,4.15284251431558e-09
1901,1.676621730339889e-09,5.58873880507349e-09
1902,9.820567692386817e-10,3.437198747846537e-09
1903,3.7801539676252105e-09,9.720396931811592e-09
1904,6.449550227216605e-09,4.837162670412454e-09
1905,5.160759042333041e-10,4.1286072338664326e-09
1906,3.600929110447737e-09,1.18316245689698e-08
1907,1.5428529565042481e-09,4.6285588695127444e-09
1908,3.437972351250096e-09,3.437972351250096e-09
1909,1.6502950117569526e-09,6.60118004702781e-09
1910,0.0,4.809735720812114e-09
1911,4.788336838146279e-09,1.1172785363555704e-08
1912,5.2094213387476884e-09,5.2094213387476884e-09
1913,9.545381374209683e-09,3.181793939432964e-09
1914,5.357394972094198e-09,2.678697486047099e-09
1915,1.6493066468115103e-08,0.0
1916,1.0987462051303964e-09,1.538244731591476e-08
1917,0.0,6.57985488317081e-09
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,8.287063479883727e-09,5.524709134618888e-09
1920,6.815008557481406e-09,3.786115865267448e-09
1921,7.572747762196741e-09,1.5145494858259667e-09
1922,0.0,7.377935595798135e-09
1923,6.369568872344189e-09,5.307974060286824e-09
1924,2.578324886925998e-09,6.445812328337297e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,5.574612327308159e-09
1928,4.570416489713125e-09,9.14083297942625e-09
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,9.863582839386709e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,0.0
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.424942913137329e-09,7.274828739411987e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,7.779128452511941e-09,5.186085783037697e-09
1939,4.588215141154706e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,2.0881657292193267e-08,9.744772988540262e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,5.317680518146517e-09,6.381216888229346e-09
1951,1.1727541604500402e-08,5.330700769690111e-09
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,7.54167928107563e-09,6.464296653518886e-09
1954,6.840775057526116e-09,1.9545072227344917e-09
1955,5.631364707880948e-09,3.754243138587299e-09
1956,4.360570571293465e-09,1.744228317335228e-09
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,2.4816730892496253e-09,8.272243445794913e-10
1959,1.007597205671118e-08,1.007597205671118e-08
1960,3.460416619915918e-09,3.460416619915918e-09
1961,4.16889545107324e-09,0.0
1962,1.1415521861124489e-08,1.9025869768540815e-09
1963,8.405868889838075e-09,9.052474325699222e-09
1964,1.034274621503073e-08,8.517555549758526e-09
1965,6.0192477668863376e-09,7.1136563306595235e-09
1966,7.754704434148607e-09,1.1078149508847446e-09
1967,1.4791006641701188e-08,4.437302081328198e-09
1968,1.0779397818794223e-08,1.7965663401398047e-09
1969,6.8126366770115965e-09,4.995933444718048e-09
1970,5.058597540852361e-09,2.7592350626548523e-09
1971,4.624557625731995e-09,3.5968783507200897e-09
1972,5.643161493651405e-09,2.565073486948677e-09
1973,5.513203671370093e-09,1.6539611902288698e-09
1974,7.875800456247362e-09,4.500457340128605e-09
1975,9.138368284311582e-09,5.711480177694739e-09
1976,8.570290255249802e-09,4.570821499072508e-09
1977,1.23412418062685e-08,1.7630346071939584e-09
1978,8.910887139279566e-09,2.3762365408686037e-09
1979,4.681578680276743e-09,4.096381456264453e-09
1980,1.4781392110307934e-08,3.411090521154847e-09
1981,1.2018544381930951e-08,2.5302198114474095e-09
1982,9.932003663948308e-09,2.483000915987077e-09
1983,9.47297440490047e-09,6.315316047889041e-10
1984,5.219107812592938e-09,2.8995041922996734e-09
1985,1.2632671797518924e-08,1.2031116103372597e-09
1986,7.1933827783254856e-09,4.7955883708539204e-09
1987,1.099947066762752e-08,6.110816852533674e-10
1988,8.395175221664886e-09,3.597932174415064e-09
1989,6.585746614717891e-09,3.2928733073589456e-09
1990,8.172976073694826e-09,4.358920779878872e-09
1991,7.033758464558559e-09,4.10302547493302e-09
1992,9.91789939064347e-09,1.1019888335184191e-09
1993,6.647049133334804e-09,2.2156829704300662e-09
1994,6.329911705904578e-09,5.274926717646622e-09
1995,7.0491861237087505e-09,5.964695848348356e-09
1996,5.871901187504136e-09,4.804283193493575e-09
1997,2.876936688878118e-09,2.876936688878118e-09
1998,1.2397135762398648e-08,5.72175506974304e-09
1999,1.1425503210205079e-08,1.3710603763428253e-09
2000,7.068850393920911e-09,5.3016377954406835e-09
2001,1.5334240544007116e-08,1.3143635069212678e-09
2002,1.0076809608960957e-08,8.76244299341522e-10
2003,9.58392298855415e-09,1.6667691671301554e-09
2004,1.0131019578807354e-08,4.404791253964646e-10
2005,4.954124666056714e-09,3.602999676388663e-09
2006,1.6471560115860484e-08,1.6471559671771274e-09
2007,9.586750948642475e-09,1.5977917877663117e-09
2008,1.575252639440805e-08,1.2772318758180745e-09
2009,1.192048149079028e-08,1.907277002999308e-09
2010,1.8895171649546683e-08,4.2514138876015295e-09
2011,1.0707121411712706e-08,3.059177577924288e-09
2012,1.0893608681783462e-08,3.4042526575461807e-09
2013,9.761937924679387e-09,3.3469500504423877e-09
2014,1.2559581819004961e-08,3.031623174720721e-09
2015,1.3521109565317602e-08,1.994917786518613e-09
2016,1.0978101983027955e-08,5.799752234025846e-09
2017,1.509366853724714e-08,4.528100561174142e-09
2018,1.987729447705533e-08,4.3884935685412074e-09
2019,1.4540630033366142e-08,1.7856913725466939e-09
