year,souffrant_VERB en_ADP,souffrant_VERB sans_ADP
1800,3.144164484325529e-09,2.5153315874604232e-08
1801,2.3811825844433088e-09,1.904946067554647e-08
1802,1.3427040812530322e-08,2.2378401354217203e-09
1803,5.851017448321727e-09,1.3652374786232713e-08
1804,9.887403784603066e-09,7.4155526164076946e-09
1805,0.0,8.528632911009026e-09
1806,2.881669125542885e-09,2.0171683878800195e-08
1807,2.8469550272802735e-08,2.2775640928784924e-08
1808,3.172503681980743e-08,1.8128591960930862e-08
1809,2.25903047379461e-08,1.8072244145628247e-08
1810,2.3401267590372754e-09,1.4040760554223652e-08
1811,2.5070767684098882e-09,1.0028307073639553e-08
1812,1.0668832928217853e-08,8.00162425207418e-09
1813,5.751483289628823e-09,3.738463982827511e-08
1814,9.440031423224582e-09,0.0
1815,2.697223555614414e-09,0.0
1816,6.952811659743929e-09,1.622322720606917e-08
1817,1.5568734412774177e-08,1.0898113522728181e-08
1818,4.768470951432846e-09,4.887682791832049e-08
1819,1.7596784473994376e-08,1.449147024601416e-08
1820,1.0679833017945839e-08,3.678609061807947e-08
1821,2.9584463767662328e-09,1.577838126820552e-08
1822,1.0025615893027862e-08,3.107940926838637e-08
1823,3.9530747564242574e-09,1.8777104315859106e-08
1824,1.6000115010683658e-08,1.6842226280289196e-08
1825,1.5849797252442954e-08,1.584979791857677e-08
1826,2.9947145208097936e-08,3.2589542509064984e-08
1827,1.7512819638909605e-08,1.935627425009301e-08
1828,1.1006761724274838e-08,1.9261833017480967e-08
1829,1.2859763920403111e-08,1.2002446869718852e-08
1830,1.7742621594152297e-08,1.1480518979922749e-08
1831,2.3386808933878456e-08,3.585977381703742e-08
1832,4.329590197471589e-08,1.7588959622116818e-08
1833,2.6642345218874652e-08,1.2741991461950875e-08
1834,2.0535967593104942e-08,2.800359300003663e-08
1835,1.1344631900556124e-08,5.672315950278062e-08
1836,2.8227150394855016e-08,2.419469957715137e-08
1837,1.1828414692161004e-08,1.8090515752078318e-08
1838,2.4617431648721322e-08,6.312161904276081e-09
1839,1.0487212875887053e-08,2.307186797168015e-08
1840,1.8472096741106725e-08,1.3376346252869098e-08
1841,1.5409316489467528e-08,8.346713542550788e-09
1842,2.0124794275488966e-08,2.750388672367876e-08
1843,6.497602011990011e-09,1.063243981747064e-08
1844,3.0735943568060975e-08,1.5367971784030487e-08
1845,2.3436957263811564e-08,1.562463758375543e-08
1846,1.3465353276842507e-08,1.6978054517835517e-08
1847,3.289866512545814e-08,1.77976389181822e-08
1848,3.378993085334514e-08,8.84974404868899e-09
1849,1.508294644736452e-08,1.1731181359664333e-08
1850,1.5614691761811628e-08,8.82569484161877e-09
1851,1.6768540334055615e-08,1.9993260380601896e-08
1852,1.6276363368206148e-08,2.0833745395520964e-08
1853,1.5527023222716707e-08,8.957897534855874e-09
1854,4.1045748133683446e-08,2.1302223984775992e-08
1855,1.3798036491152743e-08,1.751289246954002e-08
1856,3.572260709461261e-08,3.7793480345271746e-08
1857,2.147864025525692e-08,3.270611159678083e-08
1858,2.397901255335455e-08,2.5936483183386372e-08
1859,1.3748867822016564e-08,2.036869339860914e-08
1860,3.707519011242333e-08,2.013961006297471e-08
1861,3.5369726703038395e-08,1.0846716969048487e-08
1862,2.936691068100572e-08,1.9427341513278407e-08
1863,3.44628843240713e-08,1.3485475847119233e-08
1864,3.068625886726295e-08,1.582260189536555e-08
1865,3.012380389577629e-08,1.4591217123438582e-08
1866,2.432806489593986e-08,1.9462451206209153e-08
1867,2.620518202434141e-08,1.844068364675877e-08
1868,1.7289560005906424e-08,2.0747471296544973e-08
1869,2.0022428159904848e-08,8.790334682373668e-09
1870,2.1789385407089412e-08,2.121598008386627e-08
1871,4.142259157902117e-08,1.4869647957382881e-08
1872,2.902722828768134e-08,7.861540751719076e-09
1873,3.5317424540437514e-08,2.8134220286801792e-08
1874,1.0156835372754358e-08,6.572069999322139e-09
1875,1.602027666081085e-08,1.0870901512305409e-08
1876,1.9951848173604958e-08,3.204387866162506e-08
1877,1.6699003069220453e-08,1.5462040536817767e-08
1878,2.35524461600356e-08,9.662541877730746e-09
1879,1.7717043832021773e-08,1.2829582729523281e-08
1880,1.6044616302224313e-08,7.059630879879819e-09
1881,1.743126887276958e-08,3.4862537301449947e-09
1882,1.0648616211028639e-08,2.9949232205339626e-08
1883,1.8958017378167824e-08,8.847074184359371e-09
1884,2.706695667598069e-08,1.9144920315739e-08
1885,2.0626034213933053e-08,2.4493415295978593e-08
1886,2.2587123282846733e-08,1.4842966855610484e-08
1887,1.0446279397058333e-08,1.697520346510828e-08
1888,2.6630582183884144e-08,1.775372027168487e-08
1889,1.628935564212952e-08,1.4409814674820609e-08
1890,1.4419650362640368e-08,1.1797895660414781e-08
1891,1.1473596295275001e-08,1.466070642663908e-08
1892,2.8835157372952835e-08,8.149066310636499e-09
1893,3.0176241949675386e-08,1.1085149687062312e-08
1894,2.142523314319078e-08,7.561847148451761e-09
1895,2.828748768557432e-08,1.3240951446391591e-08
1896,2.0049897742069334e-08,1.2973464080801023e-08
1897,6.409385022720926e-09,1.8062811357744124e-08
1898,2.8291774478717002e-08,8.487532454637403e-09
1899,1.5477219506010442e-08,7.185851913504848e-09
1900,2.076421168339948e-08,1.2977633079280793e-08
1901,1.9001712259214543e-08,1.2854099229464566e-08
1902,1.5712908307818907e-08,5.4013122863239005e-09
1903,5.940242076007962e-09,2.052083747372535e-08
1904,2.579820090886642e-08,1.1286712897629059e-08
1905,2.786809877308727e-08,5.676834835544042e-09
1906,1.903348206822031e-08,1.594697174311932e-08
1907,1.4399961223432456e-08,1.0285686968813934e-08
1908,2.0627833663411366e-08,6.3848060172233545e-09
1909,7.151278680339601e-09,1.5402754627302784e-08
1910,1.7101282168141552e-08,6.412980813053082e-09
1911,1.276889793899727e-08,9.044636040123066e-09
1912,2.2921453790569757e-08,1.5628263128064646e-08
1913,1.0605979705591295e-08,8.484783542428431e-09
1914,2.74566485103378e-08,1.6072185360371805e-08
1915,1.4136913861761968e-08,2.0027295377644805e-08
1916,7.69122365795738e-09,1.2086207812345151e-08
1917,3.289927441585405e-09,1.3159709433274713e-08
1918,9.189101035644853e-09,2.8715939848211747e-08
1919,1.1970202606903513e-08,2.854432917809291e-08
1920,1.2115570768855832e-08,1.741613253614105e-08
1921,9.087297137000405e-09,1.5902768879527684e-08
1922,1.9920425309294387e-08,1.475587119159627e-08
1923,1.9108707505210987e-08,1.9108706172943357e-08
1924,5.027733585016847e-08,1.933743654092268e-08
1925,2.5295808780967377e-08,7.698724324711748e-09
1926,2.1177662290483568e-08,1.89484357093761e-08
1927,1.5608915049369898e-08,1.5608915049369898e-08
1928,1.3711249025050165e-08,2.0566874425753667e-08
1929,1.4482528509773829e-08,1.0026365737658693e-08
1930,2.520864939015155e-08,1.3654684494213143e-08
1931,3.079446386777818e-08,1.710803587684495e-08
1932,2.6302888755935783e-08,7.6716757391182e-09
1933,1.9500125958415992e-08,2.1794258842078307e-08
1934,1.5576054224197833e-08,8.38710612072191e-09
1935,1.3165112555668657e-08,2.393656828303392e-09
1936,3.273672888326473e-08,7.274828739411987e-09
1937,2.1404900962807005e-08,5.0364472592434595e-09
1938,3.241303758727554e-08,1.5558256905023882e-08
1939,1.988226472349197e-08,1.6823456405745674e-08
1940,2.5357828725702802e-08,5.0715658339584024e-09
1941,3.8369533328364014e-08,2.066051862925633e-08
1942,0.0,9.102635090130207e-09
1943,1.1612940831184915e-08,1.4516175816936538e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,2.3963544482086263e-08,1.3071024262956144e-08
1946,2.9234318077442367e-08,1.1136883415474585e-08
1947,3.814678706248742e-08,2.7418002757073623e-08
1948,1.9569398546082084e-08,1.522064252412747e-08
1949,1.3743811422273211e-08,3.9268033269479474e-09
1950,1.4889506516624351e-08,9.571825110299415e-09
1951,1.5992101864981123e-08,1.3859822622919182e-08
1952,2.0035128001083535e-08,1.0544804140977249e-08
1953,1.6160741633797215e-08,1.2928592862948562e-08
1954,1.172704333640695e-08,8.795282502305213e-09
1955,1.8771215692936494e-08,1.220129064449793e-08
1956,2.2674967681268754e-08,2.093073958597813e-08
1957,1.3252556385623393e-08,1.0602045130703175e-08
1958,1.3235589513271862e-08,2.1507833736222892e-08
1959,1.7826719656000023e-08,3.8753737996444215e-09
1960,2.0070416439921246e-08,6.228750015768725e-09
1961,2.1539294070560544e-08,6.948159103625784e-09
1962,1.5854891455280296e-08,1.0781326054143392e-08
1963,1.0345685197421517e-08,8.405868889838075e-09
1964,1.8860301764789256e-08,9.125952438182594e-09
1965,2.2435377999840966e-08,7.660860668057268e-09
1966,1.4955502058988657e-08,9.970334780007306e-09
1967,1.9228308223429025e-08,6.902469651404175e-09
1968,1.527081389118834e-08,1.3025106326836067e-08
1969,1.4533625303236875e-08,6.8126366770115965e-09
1970,9.657322497247378e-09,1.1036940084085956e-08
1971,1.3873672988218289e-08,1.4387512958791149e-08
1972,1.744250005542014e-08,6.669190977248718e-09
1973,1.984753439376874e-08,3.307922213924286e-09
1974,5.625571619649605e-09,9.000914791279513e-09
1975,1.1994108817248161e-08,8.567220266542108e-09
1976,1.656922776760439e-08,5.142174241967723e-09
1977,1.1753564010952289e-08,5.289103655048422e-09
1978,1.900989232694883e-08,1.0099005187669263e-08
1979,1.7555919384903973e-08,1.1118749476679568e-08
1980,1.1370301145063877e-08,8.527726080842513e-09
1981,2.0241758103001217e-08,1.8976649140967083e-09
1982,1.2415004690957687e-08,4.966001831974154e-09
1983,1.7051352996233504e-08,4.4207211225000265e-09
1984,1.681712458179163e-08,4.639206796497319e-09
1985,1.5640450379272863e-08,4.812446441349039e-09
1986,1.9781802029772422e-08,4.7955883708539204e-09
1987,1.2221633483022742e-08,7.33298027855156e-09
1988,2.0388283061834045e-08,7.795520118314414e-09
1989,1.8110803523541108e-08,8.232183268397364e-09
1990,8.717841781802349e-09,1.089730239378639e-08
1991,1.8756688924259635e-08,4.68917216167597e-09
1992,2.2039776448323778e-08,1.046889380740268e-08
1993,1.9387225436151567e-08,6.647049133334804e-09
1994,1.6352272314001937e-08,6.857404422078162e-09
1995,1.5182862078688686e-08,3.795715741716776e-09
1996,1.8683323110835204e-08,6.4057104065540216e-09
1997,2.5412940640734405e-08,9.589788851904757e-09
1998,2.3840646790063147e-08,1.0013071150005715e-08
1999,2.14799446007774e-08,1.2796563586547904e-08
2000,2.4299173340125435e-08,1.1928684817696933e-08
2001,2.1906059521903387e-08,1.0514908499459352e-08
2002,2.2782350894701153e-08,1.1829297985599396e-08
2003,2.2501383201145586e-08,1.2084076406182476e-08
2004,1.8500123766251875e-08,8.809582230373536e-09
2005,3.017512228975505e-08,1.216012357474483e-08
2006,2.017765970974139e-08,1.2353670086895363e-08
2007,2.276853305893667e-08,1.0785094956000663e-08
2008,2.2138685995543028e-08,1.3198063419928019e-08
2009,2.6225058347151275e-08,9.53638501499654e-09
2010,2.7870379115668698e-08,1.228186230495254e-08
2011,2.638540580468529e-08,5.735957903096889e-09
2012,2.28084932052397e-08,1.0212758527750054e-08
2013,2.7333425411946166e-08,9.483025031897796e-09
2014,2.6201886549337416e-08,1.4508482332198369e-08
2015,2.5268959369384447e-08,1.551602757388082e-08
2016,3.2105771596846466e-08,1.470651400659051e-08
2017,2.9935774747968935e-08,1.2578056818313144e-08
2018,2.4265786713328907e-08,1.0584013054870667e-08
2019,2.372418539398069e-08,9.94885246408117e-09
