year,doivent_VERB ôter_VERB,doivent_VERB sauter_VERB
1853,1.4332636411040767e-08,4.180352064508952e-09
1854,3.117398783558656e-09,5.195664343204953e-09
1855,4.2455496895854594e-09,5.306937111981824e-10
1856,8.801221973442352e-09,1.0354378465748937e-09
1857,1.757343248698362e-08,9.763018171682347e-10
1858,3.4255731584664773e-09,3.4255731584664773e-09
1859,1.9350258284589472e-08,3.055304009791371e-09
1860,7.323494255473406e-09,7.781213007262977e-09
1861,1.5091083938045813e-08,2.8295783494058924e-09
1862,4.9697850279528666e-09,7.228778020618165e-09
1863,1.3485475847119233e-08,0.0
1864,5.753673537611803e-09,2.3973640850272204e-09
1865,4.23615986733239e-09,3.765475486972036e-09
1866,8.75810357570117e-09,5.352174259343201e-09
1867,1.164674756637396e-08,2.232293283555009e-08
1868,7.409810987013543e-09,9.87974813071446e-10
1869,2.9301114867763545e-09,1.4650557433881772e-09
1870,5.734048791339319e-09,5.734048791339319e-09
1871,5.3105884134652115e-09,0.0
1872,3.0236697590169115e-09,2.4189357183956872e-09
1873,5.387403856360606e-09,2.9930022904522957e-09
1874,5.974609251779839e-09,1.1949218281515073e-09
1875,2.2886108563824337e-09,3.432916173551348e-09
1876,6.04601479992084e-09,2.418405919968336e-09
1877,1.36065949618569e-08,1.8554447978047506e-09
1878,3.0195443923020093e-09,4.22736201599605e-09
1879,5.498392852132383e-09,3.665595160740054e-09
1880,5.776061406947974e-09,6.417846254436199e-10
1881,2.7890030285249168e-09,9.761510710859511e-09
1882,7.320923423037584e-09,0.0
1883,6.319338941018771e-10,6.319338941018771e-10
1884,6.601696966868076e-09,2.6406787867472303e-09
1885,5.156508553483263e-09,3.86738152613475e-09
1886,0.0,2.5813855497602844e-09
1887,5.876032105334161e-09,7.1818169189441505e-09
1888,4.4384300679212174e-09,0.0
1889,0.0,2.5060546970934183e-09
1890,9.176140736144589e-09,4.5880703680722945e-09
1891,4.461953917456185e-09,5.099376032546843e-09
1892,1.8805537127519756e-09,8.775916882086676e-09
1893,4.310891643655168e-09,4.310891643655168e-09
1894,4.411077725308132e-09,1.3233232287745977e-08
1895,0.0,9.027921521465032e-09
1896,2.948514543632541e-09,5.89702897624278e-10
1897,2.330685422435863e-09,9.905413378419325e-09
1898,1.6975064687230201e-09,5.092519295146758e-09
1899,8.291367592505594e-09,4.4220627160029835e-09
1900,1.038210628578895e-09,6.748368974740515e-09
1901,3.912117296778206e-09,1.0618603774048552e-08
1902,1.9641135384773634e-09,1.4730852093691738e-09
1903,5.400220270956879e-10,6.480264325148255e-09
1904,5.374625189347171e-10,8.599400302955473e-09
1905,2.0643036169332163e-09,2.580379465655369e-09
1906,4.115347618238729e-09,1.5432553013283723e-09
1907,5.142843373384665e-10,3.0857059130084963e-09
1908,1.4734167219643268e-09,5.40252820258047e-09
1909,4.400786846048277e-09,2.7504918342913243e-09
1910,5.34415089958884e-09,3.740905363258662e-09
1911,5.3203743632934675e-09,7.448523575703803e-09
1912,1.5628263128064646e-09,9.897900277167082e-09
1913,1.590896969716482e-09,7.42418571064718e-09
1914,2.678697486047099e-09,2.678697441638178e-08
1915,2.3561523843085297e-09,5.890381071793627e-09
1916,2.197492410260793e-09,0.0
1917,2.1932848870420685e-09,3.289927441585405e-09
1918,0.0,2.2972752589112133e-09
1919,9.207848372660976e-10,5.524709134618888e-09
1920,3.028892692213958e-09,3.786115865267448e-09
1921,1.5145494858259667e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,2.2133805899215986e-09
1923,1.0615948120573648e-09,0.0
1924,0.0,3.867487219366694e-09
1925,0.0,9.898360353588487e-09
1926,0.0,3.343841648018042e-09
1927,5.574612327308159e-09,5.574612327308159e-09
1928,0.0,4.570416489713125e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,0.0,3.1510811737689437e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,2.082311922890767e-08
1933,0.0,1.261772819560747e-08
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,1.196828414151696e-09,4.787313656606784e-09
1936,2.424942913137329e-09,1.4549657478823974e-08
1937,1.2591118148108649e-09,1.510934133364117e-08
1938,0.0,2.5930428915188486e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,0.0,9.784699273041042e-09
1949,4.908504269707237e-09,1.1780409536754632e-08
1950,9.571825110299415e-09,3.190608444114673e-09
1951,3.1984206394497505e-09,8.529121409139861e-09
1952,1.0544803918932644e-09,1.2653764258629963e-08
1953,4.3095309543161875e-09,7.54167928107563e-09
1954,0.0,9.772536557761669e-09
1955,0.0,5.631364707880948e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,5.301022731885041e-09,1.236905244894615e-08
1958,1.6544486891589827e-09,1.0753916868111446e-08
1959,4.650448914844674e-09,6.975672928177801e-09
1960,1.3841666701708277e-09,1.1073333361366622e-08
1961,2.08444772553662e-09,5.55852741612739e-09
1962,5.7077609305622445e-09,8.8787386332001e-09
1963,1.2932106496776896e-09,7.759263453976928e-09
1964,7.300761772910391e-09,1.034274621503073e-08
1965,7.1136563306595235e-09,7.1136563306595235e-09
1966,3.3234448526542337e-09,1.38476865529924e-08
1967,8.381570104631919e-09,3.944268467392931e-09
1968,8.982831700699023e-10,8.982831367632116e-09
1969,4.087581828571274e-09,9.083515273289322e-09
1970,1.3796175313274261e-09,6.438214850135182e-09
1971,4.624557625731995e-09,1.0790635052160269e-08
1972,3.0780880067027283e-09,6.156176013405457e-09
1973,2.205281512956958e-09,1.1026407342740185e-08
1974,0.0,6.1881286761433785e-09
1975,5.711480177694739e-10,8.567219822452898e-09
1976,3.4281160132820787e-09,1.0284348483935446e-08
1977,2.938390863960194e-09,8.815172591880582e-09
1978,1.1881182704343018e-09,5.940591130126904e-09
1979,1.7555920051037788e-09,1.0533551808578068e-08
1980,3.411090521154847e-09,7.95921106799824e-09
1981,2.5302198114474095e-09,8.855769451088236e-09
1982,4.345251713999687e-09,1.4277254933858785e-08
1983,1.2630632095778083e-09,1.136756910824488e-08
1984,1.739702604197646e-09,1.1598016769198694e-08
1985,6.015558051686298e-10,2.285912081845254e-08
1986,2.3977941854269602e-09,1.558566253834215e-08
1987,5.49973533381376e-09,7.944062296871834e-09
1988,3.597932174415064e-09,1.2592763276586538e-08
1989,2.7440609784434855e-09,7.134558721588746e-09
1990,0.0,1.198703181159999e-08
1991,1.1722930404189924e-09,5.8614650910726596e-09
1992,5.509944167592096e-10,8.264915862810085e-09
1993,1.661762283333701e-09,4.985286850001103e-09
1994,0.0,1.476979427650349e-08
1995,8.133675954979935e-09,9.760411145975922e-09
1996,1.067618438099771e-09,1.3879040139386234e-08
1997,4.794894259418925e-09,1.054876808126437e-08
1998,4.291316191284977e-09,1.2873949017944142e-08
1999,5.0272213059088244e-09,5.941261704833778e-09
2000,2.6508188977203417e-09,2.2090156370779823e-09
2001,2.190605918883648e-09,4.8193329327261836e-09
2002,2.1906108038649563e-09,6.571832411594869e-09
2003,1.2500769308587678e-09,1.12506919336397e-08
2004,8.809582507929292e-10,1.0131019578807354e-08
2005,4.503749373441224e-09,6.7556245042510454e-09
2006,3.706100981659688e-09,1.0294725072412803e-08
2007,6.391167151065247e-09,7.988958827809256e-09
2008,2.554463751636149e-09,1.0643598891135753e-08
2009,2.384096253749135e-09,6.675469510497578e-09
2010,3.7790344187271785e-09,1.2754241218715379e-08
2011,5.7359579308524644e-09,1.1089518636708817e-08
2012,5.446804340891731e-09,1.5659562535574878e-08
2013,4.741512515948898e-09,1.2272150407000026e-08
2014,5.846701789380404e-09,9.961047986450922e-09
2015,5.54143841924315e-09,8.86630147078904e-09
2016,5.3854840587064245e-09,1.0563834251797743e-08
2017,1.7609279590047322e-09,9.810884549210641e-09
2018,3.614053500911041e-09,1.1358453733123497e-08
2019,3.06118530524202e-09,1.1224345897176136e-08
