year,datant_VERB en_ADP,datant_VERB sans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,3.668920500743411e-09,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,4.058990921151917e-09,0.0
1833,2.3167257001688313e-09,1.1583628500844156e-09
1834,0.0,0.0
1835,0.0,0.0
1836,1.3441500135158435e-09,0.0
1837,0.0,0.0
1838,3.787297142565649e-09,0.0
1839,6.9914751765765e-10,0.0
1840,0.0,0.0
1841,0.0,6.420548537278137e-10
1842,1.341653010911159e-09,4.024959032733477e-09
1843,1.7720733769266417e-09,5.906911071384968e-10
1844,0.0,0.0
1845,0.0,5.580227946389016e-10
1846,5.854501328173001e-10,0.0
1847,5.393223645455691e-10,5.393223645455691e-10
1848,1.6090443422100975e-09,0.0
1849,8.379414939696517e-10,0.0
1850,1.3577992064028876e-09,6.788996032014438e-10
1851,6.449438760824933e-10,7.094382858952031e-09
1852,1.9531636308300904e-09,0.0
1853,5.971931837933653e-10,0.0
1854,1.558699391779328e-09,0.0
1855,6.8990182455763716e-09,5.837630823180007e-09
1856,5.177189232874468e-10,0.0
1857,4.881508974818871e-09,2.4407544874094356e-09
1858,4.893676019968041e-10,3.4255731584664773e-09
1859,1.018434669930457e-09,3.055304009791371e-09
1860,2.746310290291376e-09,3.204028820036342e-09
1861,6.13075279431996e-09,6.6023493339173456e-09
1862,1.3102160245637151e-08,4.517986262886353e-10
1863,5.9935452156878455e-09,8.990317823531768e-09
1864,5.753673537611803e-09,1.1507347075223606e-08
1865,3.765475486972036e-09,5.177528628053096e-09
1866,9.731225825149181e-10,3.8924903300596725e-09
1867,4.85281148598915e-09,0.0
1868,9.385760613156435e-09,3.951899141263482e-09
1869,1.0255390314739543e-08,1.5627261262807224e-08
1870,1.0321287824410774e-08,1.7202146374017957e-09
1871,7.434824311758348e-09,4.248470908407853e-09
1872,1.69325495846806e-08,1.8142017887967654e-09
1873,6.584604861359367e-09,5.9860045809045914e-09
1874,8.364453130127458e-09,2.9873046258899194e-09
1875,4.577221712764867e-09,1.2587359599081083e-08
1876,6.650616057868319e-09,4.836811839936672e-09
1877,1.2369632429454214e-08,6.184815992682502e-10
1878,1.3889904115771401e-08,3.0195443923020093e-09
1879,1.832797580370027e-09,1.221865053580018e-09
1880,5.134277003548959e-09,8.343199908722454e-09
1881,6.9725074602899895e-09,6.9725074602899895e-09
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,8.847074184359371e-09,1.3270612164717477e-08
1884,1.650424152899177e-08,1.3203393933736152e-08
1885,1.4824961702686323e-08,6.445635580831777e-09
1886,7.098810428374236e-09,3.872078213618124e-09
1887,1.3710741875172516e-08,9.793386546164129e-09
1888,9.510921827882157e-09,1.4583413587843097e-08
1889,3.759081934617825e-09,1.190375947812683e-08
1890,3.277193239004106e-09,7.865263995654459e-09
1891,1.0198752065093686e-08,1.6572972327821844e-08
1892,1.0656471260972467e-08,1.7551833764173352e-08
1893,5.542574899042307e-09,5.542574843531156e-09
1894,6.301539290376468e-09,8.822155450616265e-09
1895,1.3240951446391591e-08,4.814891596538473e-09
1896,1.6511680911435178e-08,8.845543852942228e-09
1897,8.740070001067579e-09,4.078699600285063e-09
1898,1.1882545614128048e-08,3.960848538042683e-09
1899,4.9748205555033564e-09,7.185851913504848e-09
1900,9.863001082521805e-09,9.863001082521805e-09
1901,1.620734302321125e-08,9.500856101851696e-09
1902,1.0802624572647801e-08,1.3257766440233354e-08
1903,1.8900770726304472e-08,5.400220270956879e-09
1904,1.2361637935498493e-08,1.289910045443321e-08
1905,5.160758931310738e-09,6.708986699521802e-09
1906,1.2346042410626978e-08,7.716276506641861e-09
1907,4.114274698707732e-09,7.199980611716228e-09
1908,2.3083527977973972e-08,9.822778146428846e-09
1909,1.8153246017504898e-08,6.0510818578052294e-09
1910,6.412980813053082e-09,1.1222716089775986e-08
1911,1.9153347352585115e-08,4.25629931299909e-09
1912,1.093978452271216e-08,2.0837685354990754e-08
1913,1.2196876397752021e-08,2.0151361468379037e-08
1914,1.2723813114234872e-08,8.705766774141921e-09
1915,2.3561523843085297e-09,1.0602685840410686e-08
1916,1.648119329900055e-08,2.966614687238689e-08
1917,1.6449636319748606e-08,1.6449636319748606e-08
1918,8.040463406189247e-09,9.189101035644853e-09
1919,8.287063479883727e-09,1.012863304339362e-08
1920,6.815008557481406e-09,2.0445025228355007e-08
1921,1.438822039290244e-08,2.574734203619755e-08
1922,5.902348387820666e-09,1.2542490601674672e-08
1923,2.866305948145964e-08,1.3800733000834953e-08
1924,1.2891624656674594e-08,3.0939897754933554e-08
1925,1.6497267552040284e-08,2.74954441437103e-08
1926,2.1177662290483568e-08,1.89484357093761e-08
1927,1.5608915049369898e-08,1.6723836537835268e-08
1928,1.2568645679778001e-08,1.82816659588525e-08
1929,1.0026365515614089e-08,1.893869061575515e-08
1930,3.3611531891075686e-08,1.8906487042613662e-08
1931,9.124285327288817e-09,3.649714130915527e-08
1932,1.4247397928102146e-08,1.8631212128639163e-08
1933,1.0323596200123575e-08,1.9500125292282178e-08
1934,3.2350264689284813e-08,2.2765002327673756e-08
1935,1.0771455727365264e-08,1.795242710045386e-08
1936,3.6374143697059935e-09,3.03117859701274e-08
1937,1.1332006444320086e-08,1.0072894518486919e-08
1938,6.482607339819424e-09,1.6854778905894818e-08
1939,1.3764645423464117e-08,3.8235125288110794e-08
1940,1.2678914806940611e-08,2.7893612752905028e-08
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,0.0,1.517105907566929e-08
1943,3.774205836748479e-08,1.4516175816936538e-08
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,2.178504132643866e-08,4.1391576388605245e-08
1946,1.9489545977080525e-08,2.5057987684817817e-08
1947,8.344609447874518e-09,2.7418003867296648e-08
1948,6.523132922708896e-09,2.174377655705939e-08
1949,2.2579119018928395e-08,3.239612667016445e-08
1950,1.0635361036293034e-08,1.2762433776458693e-08
1951,3.1984203729962246e-08,2.132280330080505e-08
1952,1.8980646387944944e-08,3.585233443459401e-08
1953,2.0470271810957286e-08,5.2791754967529414e-08
1954,1.7590564560521216e-08,3.518113089739927e-08
1955,2.62797024142003e-08,3.003394510869839e-08
1956,1.4825940475304833e-08,2.6163424537983815e-08
1957,1.6786571077620493e-08,3.6223653410161205e-08
1958,2.7298403093567458e-08,4.6324561964183886e-08
1959,3.255313940631055e-08,3.2553142403912716e-08
1960,2.6299166511201122e-08,6.159541598993457e-08
1961,1.3896318928896534e-08,2.2234110330643375e-08
1962,2.473363025501385e-08,3.9320131151043825e-08
1963,2.198458126656533e-08,3.879631904624148e-08
1964,1.6426714211092985e-08,3.1636636366183524e-08
1965,2.407699106754535e-08,2.0793764932136583e-08
1966,1.7725038436999796e-08,5.095948907296588e-08
1967,1.429797347185513e-08,2.7609879216239364e-08
1968,2.3804503673785504e-08,2.5151928956246294e-08
1969,1.1354394285900682e-08,3.4971536666539293e-08
1970,1.3336302728816918e-08,3.081145794059381e-08
1971,2.4664307929356255e-08,4.932861619177942e-08
1972,2.4111690422046195e-08,3.847610230423015e-08
1973,1.7642252103655665e-08,3.197658277054316e-08
1974,2.700274492895005e-08,3.09406438248061e-08
1975,1.5420996479775795e-08,3.255543701286001e-08
1976,1.942599142656931e-08,3.370981005446083e-08
1977,1.9393379346865913e-08,3.93744393756279e-08
1978,7.72276909088987e-09,3.2079192635592335e-08
1979,1.2289143924704149e-08,2.867466974976196e-08
1980,1.4212877097463661e-08,4.2638628627855724e-08
1981,2.1506869174459098e-08,3.921840552312261e-08
1982,1.3035754697909852e-08,2.9796010991844923e-08
1983,2.0209011353244932e-08,3.2839643893112225e-08
1984,2.0876431250371752e-08,3.24744482971262e-08
1985,1.6843562655743938e-08,2.8874678315027325e-08
1986,1.6185110141009318e-08,3.177077378957449e-08
1987,1.8943532964499354e-08,4.644220796823362e-08
1988,2.158759387915765e-08,4.677312043233073e-08
1989,1.8659616074501173e-08,4.829547539664247e-08
1990,1.5801088049105516e-08,4.140974585453705e-08
1991,2.1101275393675678e-08,2.6376593353916178e-08
1992,2.0386792698445788e-08,3.471264720111833e-08
1993,2.3818591543545153e-08,3.766661171855645e-08
1994,1.7934750518033837e-08,3.850696472795789e-08
1995,1.789408771157852e-08,3.036572593373421e-08
1996,2.4021414191111035e-08,4.056949931552367e-08
1997,1.4384683666435194e-08,5.274383951814343e-08
1998,1.382757464085671e-08,4.38667900892753e-08
1999,2.376504681933511e-08,4.707307321716314e-08
2000,1.8113928246243916e-08,4.418031473996109e-08
2001,2.6725391677473453e-08,5.257454060991762e-08
2002,1.4896152755738967e-08,4.118348273518535e-08
2003,1.3334153781130453e-08,4.2919305276445385e-08
2004,1.365485272075695e-08,3.700024767128163e-08
2005,1.5763123362155795e-08,3.1976622238971686e-08
2006,1.4824403926638752e-08,4.2002477496083657e-08
2007,1.0385647009059085e-08,3.195583603288199e-08
2008,1.830699147831183e-08,3.278228533076799e-08
2009,1.6688673776243945e-08,3.385416524892548e-08
2010,1.2754241052181925e-08,2.9759895714409623e-08
2011,1.3383901875663184e-08,2.256143427636914e-08
2012,1.361701096325163e-08,2.7914871802980912e-08
2013,5.578249973048344e-09,2.2034087943101355e-08
2014,7.795602746663022e-09,1.6673927849542025e-08
2015,1.0861219479352258e-08,1.9284206786984726e-08
2016,9.5281642575884e-09,1.7192121781750558e-08
2017,9.559322805552384e-09,2.1885819379008353e-08
2018,1.0325867161320446e-08,1.936100102462035e-08
2019,1.1479445394257937e-08,2.3469087173655367e-08
