year,tombant_VERB en_ADP,tombant_VERB sans_ADP
1862,3.9396839218719393e-07,1.9879140111811466e-08
1863,4.175502903436268e-07,3.945750504108503e-08
1864,4.804317654816259e-07,2.0617330065419992e-08
1865,4.2173326764149976e-07,1.6473954644879996e-08
1866,4.680719567495828e-07,2.6760870852626795e-08
1867,5.071187931804388e-07,8.249779526181555e-09
1868,5.552418285148519e-07,1.6301584082611953e-08
1869,4.927471031201947e-07,2.490594752657671e-08
1870,5.131973606076201e-07,4.300536460277726e-08
1871,4.301576836951426e-07,2.6552942955504477e-08
1872,5.22490095189454e-07,4.112190765681589e-08
1873,4.980355674533143e-07,1.9155214303623325e-08
1874,5.19193556758335e-07,1.3144140165177731e-08
1875,4.2339299488602933e-07,9.154443758596642e-09
1876,6.245533410442761e-07,7.859819461941697e-09
1877,5.077733926661665e-07,2.040989344198607e-08
1878,4.5776292045829337e-07,2.4760262729017768e-08
1879,4.294855782127627e-07,2.0771705910860305e-08
1880,5.262633844260733e-07,5.134277003548959e-09
1881,4.4484599293070914e-07,3.067903264764027e-08
1882,5.444104764773527e-07,2.4624924321869912e-08
1883,5.124983942228489e-07,1.7062214752172622e-08
1884,4.845645351636563e-07,8.582206056928499e-09
1885,4.3894778167796744e-07,1.9981470700258797e-08
1886,4.388355319129289e-07,4.711028722681476e-08
1887,4.7138835967963644e-07,1.697520346510828e-08
1888,4.837888964992487e-07,3.4873380627686856e-08
1889,4.893071809952687e-07,1.3783300722991498e-08
1890,4.82402822243877e-07,1.5075089621063853e-08
1891,4.4810766652858547e-07,2.868398973898678e-08
1892,4.588551130169094e-07,1.2537024751679837e-08
1893,4.6865548603003404e-07,1.539604177480669e-08
1894,5.085342178468011e-07,2.6466464575491955e-08
1895,4.532016593117305e-07,1.9861427613676597e-08
1896,4.6940351428048643e-07,4.0689499769541726e-08
1897,4.434128939578841e-07,1.4566783890224144e-08
1898,4.2833745883541496e-07,9.053367944211743e-09
1899,4.4994487957694673e-07,2.5979618456517528e-08
1900,4.801724031722188e-07,1.142031713641245e-08
1901,4.007125691263269e-07,2.235495522029396e-08
1902,4.846450232243171e-07,1.1293653123800595e-08
1903,4.552385823863858e-07,1.944079230931095e-08
1904,4.3319480269587984e-07,1.9886112312406112e-08
1905,4.4485741668154333e-07,3.199670733922133e-08
1906,3.9147245356474514e-07,2.4692084821253957e-08
1907,4.155417497875291e-07,1.9542804707839423e-08
1908,4.2630857866043925e-07,1.4243028090277221e-08
1909,4.4337928262194737e-07,2.9155213354670195e-08
1910,4.4303008994717175e-07,2.2979847247306395e-08
1911,4.506356905409348e-07,1.7025198029152477e-08
1912,3.844552818321745e-07,1.40654377034366e-08
1913,4.0833020720221214e-07,2.227255713194154e-08
1914,4.058226812375665e-07,1.1384464038144415e-08
1915,3.2750516942847696e-07,2.238344798399794e-08
1916,3.779687003380161e-07,2.7468654906215306e-08
1917,3.8711478611563876e-07,2.4126133979507358e-08
1918,3.2736173505298893e-07,3.790504266021344e-08
1919,3.388488316602434e-07,1.3811772170413406e-08
1920,3.3772152185918003e-07,1.665891025126598e-08
1921,3.1654084708954144e-07,1.5902768879527684e-08
1922,3.6963456340188827e-07,2.7298360905092522e-08
1923,3.736813782850845e-07,1.5923921736771263e-08
1924,3.5709799539596077e-07,2.4494086758863887e-08
1925,3.7943713060428763e-07,2.3096173862313663e-08
1926,3.6336410769166605e-07,1.114613823460786e-08
1927,4.426242369293121e-07,2.3413372574054847e-08
1928,3.9077061753101106e-07,2.399468712610542e-08
1929,4.1553717156084247e-07,1.5596569369336066e-08
1930,3.8548224701173694e-07,1.8906487042613662e-08
1931,4.33403561928003e-07,1.1405356659111021e-08
1932,3.2330632060428854e-07,2.520693342944469e-08
1933,3.395316130472281e-07,1.1470662641954732e-08
1934,3.1990817994653753e-07,1.7972370258689807e-08
1935,4.0333118001001367e-07,7.180970484910176e-09
1936,3.5889155736157363e-07,1.2124714565686645e-08
1937,4.0543400814385677e-07,1.1332006444320086e-08
1938,3.70805135929686e-07,2.3337386689803452e-08
1939,4.06821739851182e-07,1.988226472349197e-08
1940,3.321875601258739e-07,5.0715658339584024e-09
1941,3.7484083215133523e-07,8.854508237732261e-09
1942,2.700448600290173e-07,1.8205270180260413e-08
1943,5.283888246943036e-07,2.6129116648121453e-08
1944,5.558812272710156e-07,2.8918675454292497e-08
1945,3.44203650026742e-07,1.3071024262956144e-08
1946,3.619487092265672e-07,1.3921104269343232e-08
1947,3.30208129284415e-07,2.7418003867296648e-08
1948,3.6420823645855194e-07,1.4133454406817236e-08
1949,3.239612618166632e-07,1.1780409536754632e-08
1950,3.839365534386019e-07,1.914365022059883e-08
1951,2.995853782827851e-07,1.4925962688039363e-08
1952,3.216165307406982e-07,9.490323193972472e-09
1953,3.0920884963592243e-07,5.386913803917537e-09
1954,3.420387661989821e-07,1.5636057781875934e-08
1955,3.6134590342129513e-07,1.0324168631115072e-08
1956,3.418687413159205e-07,1.3081712602058815e-08
1957,3.180613561415413e-07,1.236905244894615e-08
1958,2.7794738199915514e-07,9.099467845885556e-09
1959,2.8832781362453375e-07,1.6276570535822543e-08
1960,3.211266532687773e-07,9.689166802218097e-09
1961,2.6958857257675106e-07,1.459113452284555e-08
1962,2.97437764640307e-07,1.2683912586908264e-08
1963,3.019646728219527e-07,1.6165132787904213e-08
1964,3.1879993001027174e-07,1.7035111099517053e-08
1965,2.8399905360743105e-07,1.91521518644322e-08
1966,3.2902103264120797e-07,1.163205709531212e-08
1967,3.0025743469330735e-07,1.528404047768106e-08
1968,2.928403057822493e-07,1.3923389080572335e-08
1969,2.8249733796670284e-07,2.2254613596395245e-08
1970,2.7178466127653067e-07,1.7015283404475667e-08
1971,2.7952882053483563e-07,1.490135304038631e-08
1972,2.8421012232549003e-07,1.2312352026810913e-08
1973,2.596719079761556e-07,6.615844427848572e-09
1974,2.2277264410952569e-07,1.63141580800108e-08
1975,2.1189591770109928e-07,1.1422960355389478e-08
1976,2.1482861667365682e-07,7.998937512354587e-09
1977,2.403603729383974e-07,1.4104276857551667e-08
1978,2.388117730234285e-07,1.3069301196821925e-08
1979,2.48123660728794e-07,1.404473604083023e-08
1980,2.4218741367931784e-07,1.8760997255728995e-08
1981,2.1696634266987758e-07,2.0874313833019187e-08
1982,2.43954839884708e-07,1.1173503899897241e-08
1983,2.2040452574145775e-07,8.209910973278056e-09
1984,2.226819244555145e-07,9.278413592994639e-09
1985,2.1836476227221624e-07,1.2031115659283387e-08
1986,2.2239541674906604e-07,8.392279760016663e-09
1987,2.0654560872745975e-07,8.555143260480236e-09
1988,1.8349454888877403e-07,1.4991384134077634e-08
1989,1.9757240510287488e-07,1.5366742545097622e-08
1990,1.901579174123924e-07,1.471135746555774e-08
1991,2.0397898747859244e-07,1.2309077312977479e-08
1992,2.0496992392260438e-07,1.2672871751995274e-08
1993,1.9996538824784693e-07,1.1632335983335906e-08
1994,2.1416201390067613e-07,9.494868002946077e-09
1995,1.691804660808316e-07,9.21816667442954e-09
1996,2.1352368140270528e-07,1.601427590536275e-08
1997,2.0234454645162714e-07,1.1987236203658824e-08
1998,1.9310922860782398e-07,1.1920323061964666e-08
1999,1.7823784692616584e-07,1.0968483010742602e-08
2000,2.0897289498833516e-07,8.394259509714175e-09
2001,1.6999101359882474e-07,1.3143635513301888e-08
2002,1.9627872838157145e-07,1.5334275182965484e-08
2003,1.8959499303861094e-07,1.3334153337041244e-08
2004,1.7619165593174557e-07,1.4095332012686868e-08
2005,1.5898236371825192e-07,7.656374201303606e-09
2006,2.091888040567369e-07,1.1118302722934459e-08
2007,1.8853943406504925e-07,6.790615098006825e-09
2008,2.043571076804085e-07,1.3623807193496873e-08
2009,2.1218456502936078e-07,1.2397300741540107e-08
2010,2.116259318896141e-07,1.606089627959051e-08
2011,2.56588506442057e-07,1.911986025060486e-08
2012,3.0059552269534606e-07,1.838296517786553e-08
2013,3.22701760424593e-07,2.7054512130586517e-08
2014,3.5686537458445855e-07,2.4252986202677462e-08
2015,3.7881273762252476e-07,2.3717357147678975e-08
2016,4.1758214930354143e-07,3.0241564474842164e-08
2017,2.885406129582435e-07,2.3898307915937167e-08
2018,3.6501940581246117e-07,2.736354726140533e-08
2019,3.4132215365190177e-07,2.5254779600913935e-08
