year,étant_VERB en_ADP,etant_VERB en_ADP
1800,3.7321232291276374e-06,6.602745550310374e-08
1801,3.4741454344455747e-06,1.7858869938436328e-07
1802,3.844609238967678e-06,1.5217312920867698e-07
1803,4.343405606732631e-06,1.4042442231243513e-07
1804,5.099428335597622e-06,1.581984623300059e-07
1805,4.306959755062678e-06,1.5351539239816248e-07
1806,5.521278126252582e-06,1.210301006082659e-07
1807,4.9423142129967346e-06,1.1957211576429927e-07
1808,4.976298363601472e-06,2.356716954921012e-07
1809,5.356161150160688e-06,1.197286163545641e-07
1810,4.567927526011317e-06,1.521082442224042e-07
1811,5.074323180309648e-06,1.2786091829752877e-07
1812,4.899661725232818e-06,1.333604089381879e-07
1813,4.2560978030792285e-06,9.202373263406116e-08
1814,4.200813766175315e-06,1.321604372606089e-07
1815,4.016165856768339e-06,1.0249449866606142e-07
1816,3.919068232605127e-06,1.1124498655590287e-07
1817,3.8018847732246286e-06,1.0742426859167153e-07
1818,3.902993460869197e-06,1.5855165669265148e-07
1819,3.986189266669271e-06,1.2214239220043055e-07
1820,4.051216883738107e-06,6.763894067063347e-08
1821,4.151686432862789e-06,1.0650407178403043e-07
1822,4.951651646933897e-06,1.082766516447009e-07
1823,5.864386366738472e-06,1.0277994721974437e-07
1824,4.448031553749843e-06,9.852701765566962e-08
1825,4.328755657923011e-06,1.3384273311878303e-07
1826,6.642100764508996e-06,5.460950169844381e-08
1827,6.782991427201068e-06,9.032927827945514e-08
1828,4.667784043732581e-06,1.1281930173412391e-07
1829,5.137047132564021e-06,6.515613792945629e-08
1830,5.750696530526511e-06,9.080046936560393e-08
1831,4.484030903029179e-06,7.483778752259695e-08
1832,4.569070640059181e-06,7.982681982099393e-08
1833,3.51099779649644e-06,6.718504652614143e-08
1834,4.029716816233986e-06,7.747660424328728e-08
1835,4.425919023276492e-06,4.9160071569076536e-08
1836,5.279149373649261e-06,7.191202744394332e-08
1837,4.517062697217966e-06,7.166627469246123e-08
1838,4.530238403077647e-06,5.680945669439552e-08
1839,4.726237307295378e-06,4.264799713382672e-08
1840,4.2498562109472005e-06,4.458782143501594e-08
1841,4.3024094438237626e-06,5.585877094205216e-08
1842,3.961901381188682e-06,6.775347927145958e-08
1843,3.687684479558584e-06,5.0208743385127264e-08
1844,4.539040268980443e-06,4.610391468595765e-08
1845,3.700249237681419e-06,4.910600637231255e-08
1846,3.921344873702992e-06,5.269051062128938e-08
1847,4.722306478299743e-06,4.476375625728224e-08
1848,3.7458553059366295e-06,6.11436847819391e-08
1849,3.6911323455512957e-06,4.608678327855387e-08
1850,3.5716907653693397e-06,5.974316330537022e-08
1851,3.772921591149725e-06,5.4175286479107854e-08
1852,3.989662289427542e-06,4.036538214791108e-08
1853,3.908629171434086e-06,3.523439673358553e-08
1854,4.481780301546223e-06,9.45610949543152e-08
1855,4.123490032981181e-06,5.943769565419643e-08
1856,4.386632554087555e-06,7.248064815001953e-08
1857,4.888831298899277e-06,7.419893854887505e-08
1858,3.9012385464332056e-06,5.5298538859105406e-08
1859,3.952035815046884e-06,5.448625439719024e-08
1860,3.626045010918233e-06,4.668727671131023e-08
1861,4.246725563206155e-06,4.4330057236141585e-08
1862,4.0106164078679285e-06,4.969785030728424e-08
1863,4.252919751479567e-06,5.444136902399421e-08
1864,4.100931001005392e-06,5.513937162415772e-08
1865,3.690636585673701e-06,4.23615986733239e-08
1866,3.823398550650836e-06,4.2330833061043904e-08
1867,3.6415498172459593e-06,3.3484399253325137e-08
1868,4.067492362480607e-06,4.050696877921922e-08
1869,3.634314960976326e-06,3.906815315701806e-08
1870,3.7907795942260236e-06,6.250113138150937e-08
1871,3.8321207256331036e-06,4.1422589802664334e-08
1872,4.256117527745573e-06,4.7169245398492876e-08
1873,4.181224195320965e-06,4.968383815473487e-08
1874,4.16549744741701e-06,3.525019454109213e-08
1875,4.125793431342117e-06,4.005068987567029e-08
1876,3.9371647346797545e-06,3.9903698123566755e-08
1877,3.994772534099411e-06,3.958282412952485e-08
1878,3.8118726912728107e-06,5.25400722928282e-08
1879,4.159228584654784e-06,6.72025785020125e-08
1880,3.91616998030031e-06,7.187987804968543e-08
1881,3.889264796441694e-06,4.1835045649918357e-08
1882,3.864782080142959e-06,6.588831591436417e-08
1883,4.461453137594162e-06,4.549924170760278e-08
1884,4.09041161475443e-06,3.498899481257922e-08
1885,4.9077068133840385e-06,7.348024633202499e-08
1886,4.434174982748118e-06,5.8726521812157984e-08
1887,4.533685096674844e-06,5.157850324621904e-08
1888,4.317958648414333e-06,4.3750239653306267e-08
1889,4.1982679732655015e-06,5.137412184552659e-08
1890,4.463537145227292e-06,5.309052930613234e-08
1891,4.407135556050434e-06,4.461954095091869e-08
1892,4.565984450977112e-06,5.0774948689991106e-08
1893,4.532594406470025e-06,4.618812443624165e-08
1894,4.639193342370618e-06,6.868677737692508e-08
1895,4.352661814976955e-06,4.0324718675321947e-08
1896,4.340803009483807e-06,6.073940017614632e-08
1897,4.571056749114177e-06,4.8944393427063915e-08
1898,4.442940138460472e-06,4.9793521306185085e-08
1899,4.59341779190936e-06,5.30647525920358e-08
1900,4.424853521811656e-06,5.865889929346224e-08
1901,4.346921336662035e-06,6.650599454482986e-08
1902,7.72142122684727e-06,7.119911327180262e-08
1903,4.3655379684537365e-06,7.560308645793157e-08
1904,4.310986930988747e-06,6.449550227216605e-08
1905,4.067710229094246e-06,5.212366716023098e-08
1906,4.159073249354606e-06,6.224463139359315e-08
1907,4.300959801639692e-06,8.691405595229185e-08
1908,4.243440294260381e-06,8.791386285622593e-08
1909,4.325973542051997e-06,7.371317867210792e-08
1910,4.012388430396641e-06,5.825124205216525e-08
1911,4.1913907296020625e-06,6.544060227042792e-08
1912,4.175872152956117e-06,6.668059082670652e-08
1913,4.227543577428605e-06,9.227202429906711e-08
1914,4.355562090552212e-06,7.03158091752698e-08
1915,4.03608907717512e-06,8.010918417511448e-08
1916,4.170840661288366e-06,9.668966272080581e-08
1917,4.240716435788272e-06,8.224818337509987e-08
1918,4.191378863538375e-06,1.1026921598045192e-07
1919,3.952008736263224e-06,7.734592832875364e-08
1920,3.914843667018886e-06,6.436397015363582e-08
1921,4.161224898879823e-06,6.664017870861016e-08
1922,4.310927732120717e-06,5.754789733636301e-08
1923,3.927900937839013e-06,4.777176876302747e-08
1924,3.929367142774254e-06,6.316896117297688e-08
1925,3.6469958200058272e-06,6.268961372235538e-08
1926,3.8431885744927285e-06,7.91375827091656e-08
1927,3.651371052626473e-06,5.463120289483925e-08
1928,3.705465228875937e-06,6.28432281768454e-08
1929,3.7286941036995813e-06,7.129859724841481e-08
1930,3.6857143825841376e-06,6.197126012352783e-08
1931,3.9679235186440565e-06,6.615106862284392e-08
1932,4.0353014689742395e-06,6.356531212503569e-08
1933,3.968849117796935e-06,5.5059180326111345e-08
1934,3.808944228467226e-06,6.829500520666443e-08
1935,4.081184835413865e-06,5.744776387928141e-08
1936,3.915070173832191e-06,8.487300373616335e-08
1937,4.162623561398959e-06,7.302848525903016e-08
1938,5.01364843685792e-06,4.1488687485546905e-08
1939,3.889276996460467e-06,6.117620099388432e-08
1940,3.818889003248671e-06,5.8323005980298603e-08
1941,4.081928285160075e-06,7.9690567034163e-08
1942,3.7927647156266175e-06,9.011609165554546e-07
1943,3.9658192072522525e-06,9.232288000760036e-07
1944,3.5473574158118026e-06,5.462416652335378e-08
1945,3.21765040389721e-06,7.842614557773686e-08
1946,3.431552094923518e-06,6.264497010022296e-08
1947,3.5619563369948537e-06,8.463818623738462e-08
1948,3.661651739150784e-06,6.41441397775111e-08
1949,3.782493280368726e-06,5.4975245689092844e-08
1950,3.5915615406167944e-06,5.5303878143675433e-08
1951,3.798657557396723e-06,6.076999170545605e-08
1952,3.7929658862623228e-06,4.956057786387191e-08
1953,3.848411214590897e-06,5.0636990600594345e-08
1954,3.928559696220191e-06,4.593092128857279e-08
1955,3.789908499030048e-06,5.537508540598424e-08
1956,3.7265437562439274e-06,4.098936590146707e-08
1957,3.878581598115716e-06,6.007825792408994e-08
1958,3.849074953876652e-06,5.45968052989565e-08
1959,3.5808455791652705e-06,3.875373943973415e-08
1960,3.605754237412384e-06,4.429333255728807e-08
1961,3.685998528624168e-06,6.253343443063386e-08
1962,3.827370715470124e-06,6.659054180291335e-08
1963,3.670131812683053e-06,6.142750463844493e-08
1964,3.556079402500245e-06,7.483281277975706e-08
1965,3.62741766224417e-06,7.496699439002441e-08
1966,3.610368970896616e-06,6.092982074434872e-08
1967,3.8146007010908534e-06,6.902469906755471e-08
1968,3.6708342516789116e-06,6.06341145625855e-08
1969,3.5670966340717314e-06,7.039724714275053e-08
1970,3.62517495400283e-06,6.208278868768957e-08
1971,3.449406220212836e-06,5.9091572635061596e-08
1972,3.4048784662843445e-06,5.74576460854459e-08
1973,3.311781432202565e-06,5.843996020438169e-08
1974,3.541859985745077e-06,5.344293185771676e-08
1975,3.3337910796404913e-06,4.854758373085133e-08
1976,3.116157531124486e-06,5.142174064332039e-08
1977,3.236343731671809e-06,5.465407043603321e-08
1978,3.138414511383303e-06,6.475244584969175e-08
1979,3.1114942604659745e-06,5.2082563040123375e-08
1980,3.2149526720814947e-06,6.879032210527214e-08
1981,3.300671831851787e-06,6.958104403764764e-08
1982,3.44702607613101e-06,5.5246770047645555e-08
1983,3.2264950213800603e-06,5.115405876665591e-08
1984,3.2723805141188222e-06,5.914988732147464e-08
1985,3.0703407745136246e-06,6.376491590298627e-08
1986,3.142309362047513e-06,4.435919098710883e-08
1987,3.1391265622460196e-06,5.438627026510545e-08
1988,3.1098128481232834e-06,4.55738086158064e-08
1989,2.982794423900259e-06,5.927171897734951e-08
1990,2.9896748046098764e-06,6.701840926659486e-08
1991,3.0233437406934627e-06,4.2202549899172936e-08
1992,3.010082481935683e-06,4.848750978503347e-08
1993,2.9895103619281826e-06,5.206855036021807e-08
1994,2.907539634833256e-06,5.802419389411284e-08
1995,2.897215413355525e-06,5.205552761067267e-08
1996,2.9503635552430296e-06,6.032044153059246e-08
1997,3.1157225173217284e-06,4.890792404399491e-08
1998,3.2242090917122823e-06,4.6727665292678466e-08
1999,3.4367912284949398e-06,6.489685847044235e-08
2000,3.129733407547519e-06,5.522539470170784e-08
2001,3.1251183649771974e-06,4.468835931858983e-08
2002,3.2548093962248004e-06,5.082217002794209e-08
2003,3.079356147850376e-06,4.41693819297484e-08
2004,3.127401800639973e-06,3.347641275297519e-08
2005,3.4120406127158276e-06,4.548786924907233e-08
2006,3.0925354153055196e-06,3.211954036075326e-08
2007,2.9527192140221814e-06,3.8746450492510576e-08
2008,2.9044253722076974e-06,4.257439564780974e-08
2009,3.0764377285663613e-06,3.2900528301738063e-08
2010,2.6453240415946766e-06,3.448368923741896e-08
2011,2.6523070388861925e-06,3.09741734483282e-08
2012,2.514040719603372e-06,2.9616999297488178e-08
2013,2.4480151523675886e-06,1.952387568282532e-08
2014,2.3070653973888966e-06,1.5807749609297872e-08
2015,2.3256309020780463e-06,1.7954261036234875e-08
2016,2.4228465278497424e-06,1.5535050273962625e-08
2017,2.3573794365461254e-06,2.7923286127773395e-08
2018,2.216189081138964e-06,1.626324008796587e-08
2019,2.203033034220425e-06,1.045905001495484e-08
