year,fallut_VERB avoir_VERB,fallut_VERB savoir_VERB
1800,6.60274537267469e-08,3.144164484325529e-09
1801,1.5477687043130572e-07,2.8574191901498125e-08
1802,1.3874608839614666e-07,0.0
1803,1.8723255834629526e-07,0.0
1804,1.2359254242255702e-07,0.0
1805,1.7625842474444653e-07,2.842877711017877e-09
1806,1.0950342499427279e-07,0.0
1807,1.822051274302794e-07,0.0
1808,1.4956088989492855e-07,0.0
1809,1.0617443280125372e-07,0.0
1810,1.2168659679900884e-07,2.106114038724627e-08
1811,1.3788921648938413e-07,5.0141535368197765e-09
1812,8.801787032552966e-08,0.0
1813,1.0352670187785407e-07,0.0
1814,2.171207285073251e-07,3.1466771410748606e-09
1815,1.6453063267363177e-07,0.0
1816,6.257530316133852e-08,0.0
1817,7.472992535895173e-08,4.670620334934483e-09
1818,1.4782260393531033e-07,2.2650237241350624e-08
1819,1.552657522552181e-07,3.8298885840504227e-08
1820,1.483310114736014e-07,1.4239777357261119e-08
1821,1.3017164235407108e-07,6.903041693817613e-09
1822,2.245737960038241e-07,7.017931125119503e-09
1823,1.5812298670425662e-07,0.0
1824,1.7515914407795208e-07,7.57900142644985e-09
1825,9.069606221601134e-08,1.2327619813845558e-08
1826,1.6118610801640898e-07,8.807984341885344e-10
1827,1.3641563612054597e-07,9.217273055917019e-10
1828,1.0548146178734896e-07,1.1923991571904935e-08
1829,2.2033061952697608e-07,1.971830521085849e-08
1830,1.753388403358258e-07,5.218417697960831e-09
1831,2.463410453401593e-07,1.870944643656003e-08
1832,1.6641862998767465e-07,1.7588959622116818e-08
1833,1.2741990929043823e-07,2.0850531967653296e-08
1834,1.3348379468425264e-07,8.401078055442213e-09
1835,1.520180603620247e-07,1.5126175867408165e-09
1836,1.317267077638462e-07,1.6129799718100912e-08
1837,1.3567887435783632e-07,1.530736071231331e-08
1838,1.6411621572842705e-07,2.5248647617104325e-09
1839,1.2235081214839738e-07,1.11863602825224e-08
1840,1.4331799036426673e-07,1.4013314952876499e-08
1841,1.316212490110047e-07,5.1364388298225094e-09
1842,1.5093596061888093e-07,1.408735705865638e-08
1843,1.222730645622505e-07,6.497602011990011e-09
1844,1.201994876964818e-07,2.195424508855126e-09
1845,1.1774280750387334e-07,4.464182357111213e-09
1846,1.0830827790186959e-07,1.7563503984519002e-09
1847,1.1002175881458243e-07,5.9325460100012606e-09
1848,8.20612626739603e-08,2.413566457803995e-09
1849,1.131220983552339e-07,1.9272654583346593e-08
1850,1.1880742789571741e-07,2.7155984128057753e-09
1851,8.706741994046752e-08,1.2898877521649865e-09
1852,9.961134850300368e-08,3.906327261660181e-09
1853,1.003284566536422e-07,4.180352064508952e-09
1854,1.2469594423691888e-07,6.234797567117312e-09
1855,8.809515605889828e-08,2.653468555990912e-09
1856,1.439258596747095e-07,1.7084724746041502e-08
1857,1.039761414745044e-07,8.298565390418844e-09
1858,1.2136317195654556e-07,4.404308473482388e-09
1859,1.0846328990510301e-07,3.5645213447565993e-09
1860,1.1671819066805256e-07,6.408057640072684e-09
1861,9.47908702642053e-08,6.6023493339173456e-09
1862,1.0978706654896087e-07,4.9697850279528666e-09
1863,1.0738434497170601e-07,2.9967726078439227e-09
1864,1.1842978153708827e-07,6.712618905169165e-09
1865,5.9306238142653456e-08,3.294791106611683e-09
1866,8.514822269489741e-08,2.919367858567057e-09
1867,8.443892340892489e-08,1.94112459439566e-09
1868,1.0373735648272486e-07,3.951899252285784e-09
1869,7.227608023185894e-08,8.790334682373668e-09
1870,9.747883211730368e-08,0.0
1871,6.160282595146782e-08,4.248470908407853e-09
1872,5.744972497723211e-08,9.675742873582749e-09
1873,9.577607329447346e-08,1.7958012854535355e-09
1874,6.034355237716227e-08,2.3898436563030145e-09
1875,1.3960526246137306e-07,2.8607636259891933e-09
1876,8.948101992700686e-08,5.441413541973361e-09
1877,7.112538469300489e-08,2.4739263970730008e-09
1878,7.669642343444139e-08,3.0195443923020093e-09
1879,6.1704184872724e-08,6.720257683667796e-09
1880,6.28948910730287e-08,2.5671385017744797e-09
1881,6.83305714233029e-08,0.0
1882,6.522277118392594e-08,1.3310770263785798e-09
1883,5.750598575104959e-08,1.8958017378167824e-09
1884,9.308392634466145e-08,2.6406787867472303e-09
1885,5.9299846810745294e-08,9.023890079618013e-09
1886,7.873225627008651e-08,6.453463874400711e-10
1887,6.006610675513002e-08,6.528924623161458e-10
1888,4.9456794215529953e-08,1.9021844099853524e-09
1889,6.703696442400542e-08,5.6386229019267375e-09
1890,5.636772471007134e-08,0.0
1891,5.991766727220238e-08,0.0
1892,5.767031296954883e-08,3.1342561879199593e-09
1893,4.557228194812524e-08,9.853466487186324e-09
1894,5.671385494565584e-08,5.041231432301174e-09
1895,4.1528441130367355e-08,1.8055843487019274e-09
1896,4.599682768002822e-08,1.7691086373616827e-09
1897,4.8944393427063915e-08,4.078699600285063e-09
1898,5.941272718246182e-08,2.26334195829736e-09
1899,6.467266899790047e-08,2.7637891975018647e-09
1900,4.4123950715402316e-08,1.038210628578895e-09
1901,5.3651895370876446e-08,0.0
1902,3.928226988136885e-08,0.0
1903,3.726151831529023e-08,5.400220270956879e-10
1904,4.568431322127253e-08,5.374625189347171e-10
1905,4.902721073563043e-08,3.096455536422127e-09
1906,4.0639058340730116e-08,5.144184633820714e-09
1907,4.577130496841164e-08,0.0
1908,5.549869541709995e-08,4.911389073214423e-10
1909,5.611003217609323e-08,1.6502950117569526e-09
1910,4.1684376839157267e-08,4.275320542035388e-09
1911,5.852411533169288e-08,1.0640748282497725e-09
1912,5.83455168623459e-08,1.5628263128064646e-09
1913,5.090870303092743e-08,0.0
1914,5.6252648761301316e-08,2.0090231700464756e-09
1915,5.301343009023185e-08,0.0
1916,3.4061130804730055e-08,0.0
1917,3.838248474608008e-08,0.0
1918,2.986458014220261e-08,8.040463406189247e-09
1919,2.3940405213807026e-08,0.0
1920,4.543338860685253e-08,7.572231730534895e-10
1921,2.2718241510233383e-08,2.2718242842501013e-09
1922,6.49258353746518e-08,7.377935484775833e-10
1923,4.0340601970001444e-08,6.369568872344189e-09
1924,4.2542360745301266e-08,2.578324886925998e-09
1925,3.739380360912037e-08,1.0998177923937646e-09
1926,5.461607699430715e-08,2.229227691330493e-09
1927,6.13207333799437e-08,8.919379901328739e-09
1928,5.3702393643106916e-08,0.0
1929,4.9017788938954254e-08,2.2280812750352652e-09
1930,6.19712636762415e-08,2.100720708497761e-09
1931,5.2464642408267537e-08,1.1405356659111021e-09
1932,3.616647248350091e-08,1.0959536611565568e-09
1933,5.1617981000617874e-08,0.0
1934,2.995395220750652e-08,7.188948103475923e-09
1935,4.787313656606784e-08,0.0
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,3.903246792447135e-08,0.0
1938,2.852347158466273e-08,0.0
1939,2.9058696782158222e-08,4.588215141154706e-09
1940,3.296517903095264e-08,7.607348528892999e-09
1941,6.493305448884712e-08,0.0
1942,3.034211815133858e-08,3.034211770724937e-09
1943,6.096794180621146e-08,2.9032352077962287e-09
1944,5.7837350908584995e-08,0.0
1945,3.267756198965799e-08,0.0
1946,6.12528623378239e-08,1.3921104269343232e-09
1947,4.887557025767819e-08,1.1920870957027319e-09
1948,3.913879709216417e-08,2.174377566888097e-09
1949,3.7304630495782476e-08,0.0
1950,3.828730044119766e-08,4.2541445921528975e-09
1951,5.543929049167673e-08,2.1322803522849654e-09
1952,3.057992969957013e-08,0.0
1953,3.124409886368085e-08,2.1547654771580937e-09
1954,1.7590565448699635e-08,9.772536113672459e-10
1955,3.0972504561077585e-08,4.6928039232341234e-09
1956,2.616342520411763e-08,8.72114158667614e-10
1957,2.6505112771246786e-08,8.835037701437898e-10
1958,4.549733745307094e-08,0.0
1959,2.9452841943111707e-08,4.650448914844674e-09
1960,2.4914999841030294e-08,0.0
1961,2.91822690456911e-08,6.948159270159238e-10
1962,2.219684702708946e-08,1.2683912808952869e-09
1963,2.392439668597035e-08,6.466053248388448e-10
1964,2.7377858202726202e-08,7.909158661334459e-09
1965,2.3529786119524942e-08,2.188817349590977e-09
1966,3.821961414018915e-08,2.215629901769489e-09
1967,4.3879985867079085e-08,1.9721342336964653e-09
1968,3.9973599541553995e-08,2.245707841908029e-09
1969,3.0429777808649305e-08,9.083515606356229e-10
1970,3.219107469476512e-08,1.8394900047624674e-09
1971,2.8261185391897925e-08,5.138397485282553e-10
1972,3.5911028817281476e-08,3.0780880067027283e-09
1973,2.1501493918663073e-08,1.6539611902288698e-09
1974,2.5877628928583363e-08,5.625571675160757e-10
1975,2.8557401776652114e-08,5.711480177694739e-10
1976,2.171140245366132e-08,1.142705374768127e-09
1977,2.1744092748576804e-08,1.1753563677885381e-09
1978,2.970295653881294e-08,5.940591352171509e-10
1979,2.5163485517509798e-08,2.3407893401383717e-09
1980,2.2740602290127754e-08,2.2740602734216964e-09
1981,2.4669642328944974e-08,6.325549528618524e-10
1982,1.8001756529884005e-08,3.1037510339615437e-09
1983,3.031351525351056e-08,2.5261264191556165e-09
1984,1.739702604197646e-08,1.739702604197646e-09
1985,1.7445119127046382e-08,0.0
1986,1.3187867686781374e-08,3.5966913891627428e-09
1987,1.2221633483022742e-08,1.8332451112712533e-09
1988,1.5591039570495013e-08,4.797243047249822e-09
1989,1.1525056464734007e-08,1.0976244357863152e-09
1990,1.6345952147389653e-08,5.44865097484859e-10
1991,2.1687421636329418e-08,3.5168792322792797e-09
1992,1.3774860363469088e-08,1.1019888335184191e-09
1993,2.1048988330107932e-08,2.7696036575264316e-09
1994,1.2132331583813993e-08,2.1099706426497278e-09
1995,1.9520822291951845e-08,0.0
1996,1.7081895009596337e-08,1.6014276571496566e-09
1997,1.5343662340683295e-08,0.0
1998,2.193339376788117e-08,2.3840645013706308e-09
1999,1.8737825513426287e-08,4.570201161957499e-10
2000,1.3254094710646314e-08,1.3254094488601709e-09
2001,1.3143635513301888e-08,1.7524847129024579e-09
2002,1.445803121669087e-08,1.752488598683044e-09
2003,1.0417307017007715e-08,8.333845835650777e-10
2004,1.2333415178034102e-08,1.7619165015858584e-09
2005,1.6663873836364473e-08,9.007499190971657e-10
2006,1.4824403926638752e-08,8.235779835885637e-10
2007,1.1583990655594789e-08,1.997239706952314e-09
2008,1.0217855006544596e-08,1.2772318758180745e-09
2009,1.0966842545201416e-08,1.430457752249481e-09
2010,1.4643758206034363e-08,4.2514138876015295e-09
2011,7.647943611743813e-09,1.911985902935953e-09
2012,1.6680838044180746e-08,2.382976926895708e-09
2013,1.5061274893923837e-08,4.183687618564136e-09
2014,1.515811653973742e-08,2.165445156521173e-09
2015,2.1722438958704515e-08,3.32486305154589e-09
