year,dont_PRON on_PRON,dont_PRON sont_VERB
1800,0.00013269316696096212,1.8424804011374363e-06
1801,0.00013938728079665452,1.9335202523507178e-06
1802,0.00013948681589681655,1.7746071989677148e-06
1803,0.0001382771006319672,1.9717929262697e-06
1804,0.00012755986244883388,1.9428748601058032e-06
1805,0.0001324183976976201,2.024128889388521e-06
1806,0.00013142716488800943,1.5993263104974176e-06
1807,0.00011633797112153843,1.6512340152985416e-06
1808,0.00012162472557974979,1.853648541327857e-06
1809,0.00013621051039081067,1.771079951140564e-06
1810,0.0001225852029165253,1.6217078382396721e-06
1811,0.00013570555893238634,1.5117673228814965e-06
1812,0.00012717249046545476,1.8110343944499618e-06
1813,0.00012955503189004958,1.9411256744206185e-06
1814,0.00013217932428233325,1.4569114910045755e-06
1815,0.000107932100945618,2.130806706190924e-06
1816,0.00012585052172653377,2.1437836039694957e-06
1817,0.00012180977500975132,1.4042998373042792e-06
1818,0.00011759287735912949,1.401930489919323e-06
1819,0.00011973163054790348,1.501937390457897e-06
1820,0.00011251916293986142,1.3100594742354588e-06
1821,0.00011798975174315274,1.08279141386447e-06
1822,0.00011216258280910552,1.4426860843741451e-06
1823,0.0001050816208589822,1.2481833664423903e-06
1824,0.00010466516687301919,1.3911678706790553e-06
1825,0.00010317689884686843,1.3956627071820549e-06
1826,0.00010420638136565685,1.6365235069315531e-06
1827,0.00010792412649607286,1.720864929666277e-06
1828,0.00010897060565184802,1.561125714033551e-06
1829,0.00010994926560670137,1.4660131455457304e-06
1830,0.000105692794022616,1.563437990625971e-06
1831,0.00010259481496177614,1.5949804037518334e-06
1832,0.00011541063577169552,1.4828846133241314e-06
1833,0.00010061076318379492,1.7966208361031022e-06
1834,9.637716721044853e-05,1.6783486671556602e-06
1835,0.00010518591443542391,1.3749694289799663e-06
1836,9.483717440161854e-05,1.3434779475574032e-06
1837,9.347160812467337e-05,1.6121433645821526e-06
1838,9.135402797255665e-05,1.4757835060663638e-06
1839,9.217770275427029e-05,1.575179339852184e-06
1840,9.051582310348749e-05,1.445919338038948e-06
1841,9.282508108299226e-05,1.7483154124420253e-06
1842,8.557130058761686e-05,1.6656622392474674e-06
1843,8.921208063839003e-05,1.45073738622159e-06
1844,8.862873801263049e-05,1.6141858623086591e-06
1845,8.743156649870798e-05,1.6394709518863237e-06
1846,9.139110625255853e-05,1.7563503433848382e-06
1847,8.670793613418937e-05,1.4755860320292413e-06
1848,8.258580783149227e-05,1.4577941556126461e-06
1849,8.146802429109812e-05,1.671693325988599e-06
1850,7.96742970123887e-05,1.6273223764073919e-06
1851,8.188723586499691e-05,1.6903978803384234e-06
1852,8.070016338024288e-05,1.673210135777481e-06
1853,8.302597416331992e-05,1.7575395077074063e-06
1854,8.079777762759477e-05,1.5987059214239707e-06
1855,8.20723143988289e-05,1.6090633607745986e-06
1856,8.163495658664033e-05,1.6577359929215163e-06
1857,8.32912337500602e-05,1.5806326700840145e-06
1858,8.112833893392235e-05,1.5674444284741185e-06
1859,7.943434320623055e-05,1.4639998653365183e-06
1860,7.857743185013533e-05,1.426708195140236e-06
1861,8.23718510218896e-05,1.8345099306316115e-06
1862,7.918810297269374e-05,1.5483138895433513e-06
1863,7.813484990037978e-05,1.6202550341404276e-06
1864,8.103185973595828e-05,1.725622610138089e-06
1865,7.922230724943802e-05,1.8304917830391787e-06
1866,7.823418854968622e-05,1.737996967676736e-06
1867,7.855391595512629e-05,1.952286083906074e-06
1868,7.767556962789968e-05,1.9813835478998953e-06
1869,7.656918751308694e-05,1.6569780427744263e-06
1870,7.71894701756537e-05,1.6399379774156841e-06
1871,7.41878611734137e-05,1.5252010143740335e-06
1872,7.360821473412216e-05,1.6037544128266745e-06
1873,7.610546163050458e-05,1.799392975954106e-06
1874,7.660823030164465e-05,1.7577300468474277e-06
1875,7.754271064186469e-05,1.8205898868473014e-06
1876,7.664412260055542e-05,1.626982566449442e-06
1877,7.492842996725813e-05,1.8282315750184353e-06
1878,7.507130794692785e-05,1.6812822423162288e-06
1879,7.410978287225589e-05,1.8382959297014168e-06
1880,7.328409992624074e-05,1.7848030893219402e-06
1881,7.27225560694933e-05,1.597401478647953e-06
1882,7.300425204448402e-05,1.8495314861866063e-06
1883,7.228186586871743e-05,1.7352904251310974e-06
1884,7.524680404458195e-05,1.7963217260330566e-06
1885,6.96083516231738e-05,1.7100271634262754e-06
1886,6.938118895050138e-05,1.6624122736175195e-06
1887,6.493146065622568e-05,1.888817905637552e-06
1888,6.873733946122229e-05,1.8939416577268275e-06
1889,6.773051427444443e-05,1.777419242898759e-06
1890,6.862245936645195e-05,1.9577953480620636e-06
1891,6.679226498818025e-05,2.0709840100607835e-06
1892,6.571657286258414e-05,2.083653498630156e-06
1893,6.481856689788401e-05,1.821659566303424e-06
1894,6.489072984550148e-05,2.0517811663012253e-06
1895,6.398990808520466e-05,2.1841551642864943e-06
1896,6.294547347351909e-05,2.060421820715419e-06
1897,6.387767643900588e-05,2.0865461465291446e-06
1898,6.405936437658966e-05,2.198270976805361e-06
1899,6.310670141829178e-05,2.094952151310281e-06
1900,6.215559551492333e-05,2.07434482035751e-06
1901,6.180642230901867e-05,2.179049261030741e-06
1902,5.928382233832963e-05,2.6657930902729277e-06
1903,6.122175545897335e-05,2.1190464849496493e-06
1904,6.157385359983891e-05,2.1681237285520183e-06
1905,6.142438360257074e-05,2.1143630419828696e-06
1906,6.175747694214806e-05,2.0952263639628654e-06
1907,6.128314998932183e-05,2.090051566483453e-06
1908,6.245617259992287e-05,2.230752897958155e-06
1909,6.204669625731185e-05,2.11952897188894e-06
1910,6.185693928273395e-05,2.1141459001228213e-06
1911,6.0193116951268166e-05,2.1983785245538456e-06
1912,6.201190990395844e-05,2.1613889202853898e-06
1913,6.083854896132834e-05,2.170513653254602e-06
1914,5.9988760767737404e-05,2.084026618831558e-06
1915,5.6268454500241205e-05,2.0227569166308967e-06
1916,5.732488716603257e-05,2.229356141469907e-06
1917,5.891601904295385e-05,2.1899950297665782e-06
1918,5.894004425499588e-05,2.0399804725457216e-06
1919,5.827278801007196e-05,2.1877847302675946e-06
1920,5.96578283875715e-05,2.0588897768902825e-06
1921,5.9101508668391034e-05,2.012836375797633e-06
1922,5.859187513124198e-05,2.0982847672712523e-06
1923,5.7161571021424606e-05,2.1051425846962957e-06
1924,5.795816468889825e-05,2.0252741705917288e-06
1925,5.667690857080743e-05,2.1633416054100962e-06
1926,5.740929918829352e-05,2.000731910811737e-06
1927,5.9302728914190084e-05,1.9031726878893096e-06
1928,5.470217365655117e-05,1.9641365724965e-06
1929,5.6010620028246194e-05,1.960711415449623e-06
1930,5.784439417766407e-05,1.909555066959001e-06
1931,5.6058466725517064e-05,1.8134517176804366e-06
1932,5.6563265388831496e-05,1.916823066494544e-06
1933,5.4790765716461465e-05,1.9523067749105394e-06
1934,5.5623288062633947e-05,1.8188038666266948e-06
1935,5.502298881765455e-05,1.8143919078283943e-06
1936,5.3541527449851856e-05,1.950866590050282e-06
1937,5.3444258810486645e-05,1.8773357624013443e-06
1938,5.4810443543829024e-05,2.0549864530039486e-06
1939,5.543787483475171e-05,2.014226538449293e-06
1940,5.1506824092939496e-05,1.8333710158913163e-06
1941,5.1303017244208604e-05,1.8771556824503932e-06
1942,5.495564255397767e-05,1.7264665075344965e-06
1943,5.7187928177881986e-05,1.8203285208073794e-06
1944,5.580340439337306e-05,1.7576128357177367e-06
1945,5.5939628509804606e-05,1.625164031793247e-06
1946,5.487977614393458e-05,1.7276090602535987e-06
1947,5.691858314094134e-05,1.8393903928881628e-06
1948,5.6119599321391433e-05,1.8808366348821437e-06
1949,5.143523230799474e-05,2.1577784536930267e-06
1950,5.430415694718249e-05,2.155787797164521e-06
1951,5.680288086296059e-05,1.9115893792331917e-06
1952,5.244352723821066e-05,1.975041868718108e-06
1953,5.3788331570103765e-05,2.08473556995159e-06
1954,5.425418930826709e-05,2.1108678538439563e-06
1955,5.49593023606576e-05,2.0057043457200052e-06
1956,5.327658072928898e-05,1.9613846689026104e-06
1957,5.3042032959638163e-05,1.870377445811755e-06
1958,5.310697451932356e-05,1.8232024103781441e-06
1959,5.356541805667803e-05,2.0678994587797206e-06
1960,5.292845889925957e-05,1.911534127430059e-06
1961,5.285603765514679e-05,1.8919837430075859e-06
1962,5.321916250977665e-05,1.9488832094793906e-06
1963,5.3946281695971265e-05,1.931409997268929e-06
1964,5.393316314439289e-05,2.0795002910745097e-06
1965,5.5491444072686136e-05,2.023014531005174e-06
1966,5.6306354963453487e-05,2.0012676031910814e-06
1967,5.803892418043688e-05,1.977557531063212e-06
1968,5.7294295402243733e-05,1.9519693523761816e-06
1969,5.4644158808514476e-05,2.2209196686162613e-06
1970,5.304307342157699e-05,2.111274625349324e-06
1971,5.4946940508671105e-05,2.0877309907518793e-06
1972,5.497055099112913e-05,2.1921116513112793e-06
1973,5.509785478352569e-05,2.2311935481411638e-06
1974,5.011484245187603e-05,2.233914528915193e-06
1975,4.965503831044771e-05,2.2086294393375283e-06
1976,5.065041477791965e-05,2.3733989564789226e-06
1977,5.0978731451323256e-05,2.3871486973803258e-06
1978,5.3811658290214837e-05,2.3245534066518303e-06
1979,5.3907791880192235e-05,2.207364332207362e-06
1980,5.3263040172168985e-05,2.3564948605780955e-06
1981,5.244639760348946e-05,2.3784066343068844e-06
1982,5.372469240683131e-05,2.3284342205442954e-06
1983,5.3144016419537365e-05,2.2615147372562205e-06
1984,5.412330574472435e-05,2.3207630874821916e-06
1985,5.1996077672811225e-05,2.3984030121937394e-06
1986,5.2119652536930516e-05,2.3540344500361243e-06
1987,5.1252642151666805e-05,2.3709969809715403e-06
1988,5.2510022214846686e-05,2.2852866550238105e-06
1989,5.193410106585361e-05,2.317085090908222e-06
1990,5.245252759777941e-05,2.3919578779896256e-06
1991,5.18411434313748e-05,2.3961670194694307e-06
1992,5.2319122914923355e-05,2.3086665805749362e-06
1993,5.365054676076397e-05,2.4034620764723513e-06
1994,5.175019396119751e-05,2.4417636268481147e-06
1995,5.1515995437512174e-05,2.4715529889363097e-06
1996,5.1219529268564656e-05,2.561216660978971e-06
1997,5.089540718472563e-05,2.4818373276502825e-06
1998,5.1316037570359185e-05,2.612934849821613e-06
1999,5.1198592700529844e-05,2.5935892153938767e-06
2000,5.161232911632396e-05,2.7625951588561293e-06
2001,5.0425558583810925e-05,2.685682829906e-06
2002,5.1592825911939144e-05,2.6865650397667196e-06
2003,5.033976412960328e-05,2.687248525035102e-06
2004,5.01903923577629e-05,2.7063038032792974e-06
2005,4.9115642468677834e-05,2.697745912882965e-06
2006,5.077152309240773e-05,2.8104598186473595e-06
2007,4.7594221541658044e-05,2.539690058256383e-06
2008,4.72503415949177e-05,2.5182755507557886e-06
2009,4.6077428123680875e-05,2.458480139466701e-06
2010,4.305737456888892e-05,2.1951466351310955e-06
2011,3.9692829886917025e-05,1.8833061403711326e-06
2012,3.976133302785456e-05,1.679317847447237e-06
2013,3.839063356281258e-05,1.7069445448214537e-06
2014,4.156983413849957e-05,1.5465609521925217e-06
2015,3.9282371290028095e-05,1.5015082226454979e-06
2016,4.06015788030345e-05,1.387383576911816e-06
2017,3.344933065818623e-05,1.4638342236139579e-06
2018,3.488465154077858e-05,1.450784338885569e-06
2019,3.824619489023462e-05,1.4474304634859436e-06
