year,peuvent_VERB aider_VERB,peuvent_VERB céder_VERB
1800,1.760732146749433e-07,1.0061326349841693e-07
1801,3.000290007548756e-07,8.334139067756041e-08
1802,2.1707049313590687e-07,8.280008501060365e-08
1803,2.0673596168307995e-07,1.2482171030114841e-07
1804,1.087614407424553e-07,1.038177401824214e-07
1805,1.3930100806192058e-07,9.381496113292087e-08
1806,1.123850950079941e-07,9.221341201737232e-08
1807,1.679703558465917e-07,8.54086508184082e-08
1808,1.4729481279118772e-07,6.798221985349073e-09
1809,1.219876537561504e-07,5.6475762733043666e-08
1810,1.9657065308820165e-07,1.2168659679900884e-07
1811,1.6045291317823285e-07,1.780024518893697e-07
1812,2.1604387256957125e-07,9.335229123053068e-08
1813,2.674439656402683e-07,1.4666282766029326e-07
1814,5.97868634599763e-08,1.8565394555025705e-07
1815,1.294667271167782e-07,8.091670622434322e-08
1816,1.9467873357825738e-07,1.228330006597389e-07
1817,1.8371106591530406e-07,1.0586739307427706e-07
1818,1.8358613829150272e-07,8.225612191381515e-08
1819,1.594061700416205e-07,7.452756278780726e-08
1820,1.4477106446975085e-07,6.289234733003468e-08
1821,1.3510238261460472e-07,7.198886464721e-08
1822,1.0526896687679255e-07,1.2030739071633434e-07
1823,1.5318164514610544e-07,7.510841726343642e-08
1824,1.6758013998696697e-07,7.831634718513669e-08
1825,2.0164463876426453e-07,9.950150570148253e-08
1826,1.241925815520517e-07,1.0041102171953753e-07
1827,1.7604990887321037e-07,7.097300169789378e-08
1828,1.6693587667759857e-07,9.080578422526742e-08
1829,1.4574399642697244e-07,7.973054039212002e-08
1830,1.3880992355552735e-07,1.1271782796029584e-07
1831,2.2763160245631298e-07,1.3252525832285755e-07
1832,1.8671357793209609e-07,1.5965363786563103e-07
1833,1.9228822623063024e-07,8.224376557564028e-08
1834,1.6055393814440322e-07,8.027696907220161e-08
1835,1.595811625065835e-07,7.865611451052246e-08
1836,1.996062763964801e-07,6.317505096831155e-08
1837,1.8438410620547074e-07,9.810626266926192e-08
1838,1.881024189742675e-07,6.690891751759409e-08
1839,1.9296471975849272e-07,9.088918062616358e-08
1840,1.4522889557611052e-07,6.879263736436769e-08
1841,1.6886042430996895e-07,7.447836480878323e-08
1842,1.4154439043068123e-07,7.177843741601464e-08
1843,2.2505331287447916e-07,7.856191786004274e-08
1844,2.3820355465886678e-07,8.287727837341663e-08
1845,2.2097702867540647e-07,6.584669165476953e-08
1846,1.9378398974367883e-07,5.795956425913573e-08
1847,1.6287535231640504e-07,1.0139260098185332e-07
1848,2.2204811500614596e-07,7.401604307233356e-08
1849,1.8602301565806556e-07,6.703531596485846e-08
1850,1.8601849660626613e-07,3.326607966869233e-08
1851,2.225056334737019e-07,8.964720166204643e-08
1852,2.141969446256553e-07,9.961134850300368e-08
1853,2.1618393475364428e-07,6.688563303214323e-08
1854,2.1094398050536256e-07,7.014146774508845e-08
1855,1.990101452520321e-07,1.353268999082502e-07
1856,1.3667779796833202e-07,1.1545132139190173e-07
1857,2.5530292191433546e-07,1.1959697587826668e-07
1858,2.0113007792588178e-07,6.655399431565456e-08
1859,1.858643230434609e-07,8.809460183556439e-08
1860,1.556242494871185e-07,9.200139317044886e-08
1861,1.975988794811201e-07,1.245014402684319e-07
1862,2.227367161822258e-07,7.770936605311363e-08
1863,2.0927461719111307e-07,6.243276118311769e-08
1864,2.2391380127828597e-07,7.623617648278014e-08
1865,2.1557346485678863e-07,9.554894120356039e-08
1866,2.1651977988312865e-07,9.147352386662533e-08
1867,1.960535769285343e-07,9.657095034754093e-08
1868,2.2575224534193694e-07,5.0386717020955984e-08
1869,2.1292143514983763e-07,1.040189587797613e-07
1870,1.7374168237438425e-07,5.2753250656678574e-08
1871,1.2745412902859243e-07,4.5671061599250606e-08
1872,1.9411959328863304e-07,5.442605299776915e-08
1873,1.8197454210167052e-07,1.1133968058629762e-07
1874,1.8342049656894233e-07,4.839433387360259e-08
1875,2.7463329388410784e-07,1.0012672646553256e-07
1876,2.0798290734092006e-07,8.524880712457161e-08
1877,1.972956340523524e-07,6.865145962819952e-08
1878,1.974782009028786e-07,6.76377922559368e-08
1879,1.8877814511597535e-07,3.787781821529279e-08
1880,1.8996824735495466e-07,5.519347823224052e-08
1881,1.84771451472443e-07,7.530308465675262e-08
1882,1.9566832065720519e-07,5.523969548448804e-08
1883,1.5735153624518716e-07,6.445725375670008e-08
1884,1.617415819055168e-07,4.621188054443337e-08
1885,1.8563430614904064e-07,6.703461252755005e-08
1886,2.071561908678632e-07,1.0131937955293324e-07
1887,1.82156995265359e-07,4.0479331886444925e-08
1888,1.5597912295106653e-07,6.530833474016617e-08
1889,2.1740024180871842e-07,5.262714708464955e-08
1890,1.959761561920459e-07,6.030035848425541e-08
1891,2.1608606459722068e-07,6.119250883784844e-08
1892,2.2190533854882233e-07,4.199903358426127e-08
1893,1.866000189920669e-07,4.126139074855928e-08
1894,1.8400494639081444e-07,7.120739553556632e-08
1895,1.859751819210942e-07,5.838056083007359e-08
1896,1.9872987877533888e-07,7.31231608597227e-08
1897,1.8528949397023098e-07,7.982597338695996e-08
1898,1.8389653178019216e-07,6.224190229886517e-08
1899,1.9125421601984272e-07,8.899401393591688e-08
1900,2.0764213104484952e-07,5.917800649513083e-08
1901,1.8275176216775435e-07,5.7005138387467014e-08
1902,1.5663805186250102e-07,1.1244549824596106e-07
1903,2.0736845840474416e-07,6.102249017203576e-08
1904,1.644635290176666e-07,5.482117870769798e-08
1905,1.8836770721009088e-07,4.541468001661997e-08
1906,1.8313296834548964e-07,6.224463078297049e-08
1907,1.9645661097911216e-07,4.319988278211895e-08
1908,2.460605799115001e-07,4.6167055955947944e-08
1909,2.0848727899647201e-07,5.280944037622248e-08
1910,2.3086731459898147e-07,5.878565900729882e-08
1911,2.133470076159938e-07,5.905615196866165e-08
1912,2.1983757392263215e-07,7.814131919303691e-08
1913,2.2060437743220973e-07,5.302989691813309e-08
1914,2.0692938562660856e-07,6.964613419313537e-08
1915,1.7788950401609327e-07,7.421880354741006e-08
1916,2.483166383626667e-07,9.119593613604593e-08
1917,2.3797140613623924e-07,3.61891991929042e-08
1918,1.780388316774406e-07,5.168869421368072e-08
1919,2.3387934788843268e-07,8.01082791213048e-08
1920,2.332247390768316e-07,3.104614876292544e-08
1921,2.605025031243713e-07,5.073740894090406e-08
1922,2.0805778433441446e-07,6.78770035733578e-08
1923,2.3673564442106e-07,5.201814445854325e-08
1924,2.1271179662107897e-07,5.1566498626698376e-08
1925,2.4305973056470975e-07,6.488924952918751e-08
1926,2.3406890647947876e-07,4.0126099776216506e-08
1927,2.6535155939200195e-07,4.5711821883287485e-08
1928,2.4337467152690806e-07,6.627104198742018e-08
1929,2.2949237177272153e-07,7.01845621620123e-08
1930,2.1742459921370028e-07,5.987053697253941e-08
1931,2.611826630527503e-07,6.158892773555635e-08
1932,2.2028667956419667e-07,6.13734059129456e-08
1933,2.328544468355176e-07,5.735331143341682e-08
1934,2.33640818692038e-07,5.511526879331541e-08
1935,2.8484515723903314e-07,6.343190506186147e-08
1936,2.6795618168762303e-07,4.243650053581405e-08
1937,2.329356902919244e-07,8.058315614789535e-08
1938,2.5800775915740815e-07,6.741911562357927e-08
1939,2.691753024919308e-07,4.7411557346777045e-08
1940,1.9525528216490784e-07,3.0429394115571995e-08
1941,2.3612020072505402e-07,4.7224041566096275e-08
1942,2.1846324216312496e-07,4.5513175450651033e-08
1943,2.0612969819922e-07,4.935499831049128e-08
1944,2.3777577951022977e-07,4.177142187700156e-08
1945,2.701345067634975e-07,5.010559434026618e-08
1946,2.57540420989244e-07,4.733175273941015e-08
1947,2.729879327034723e-07,5.722018059373113e-08
1948,3.163719384247088e-07,6.740570768215548e-08
1949,3.2003447358874837e-07,7.755436826073492e-08
1950,3.0523486316269555e-07,3.403315673722318e-08
1951,3.1984205861590453e-07,4.051332780363737e-08
1952,2.9736347073594516e-07,5.061505703451985e-08
1953,3.382981788035977e-07,6.033343424860504e-08
1954,3.205391863048135e-07,5.0817188679275205e-08
1955,2.965851990666124e-07,5.349796339260138e-08
1956,3.375081689682702e-07,4.7094165012140365e-08
1957,3.6135304526396794e-07,3.445664731316356e-08
1958,4.0120380617736373e-07,6.121459961150322e-08
1959,3.2475634270667797e-07,6.66564332618691e-08
1960,4.2009457956737606e-07,3.737250153790228e-08
1961,3.8284358083728875e-07,3.890969324515936e-08
1962,3.671992772069643e-07,5.7711801559889864e-08
1963,3.595125690480927e-07,2.7157422977097667e-08
1964,3.905907703938283e-07,4.258777863697105e-08
1965,3.507579720007925e-07,4.6512369067386317e-08
1966,3.7887272696934815e-07,5.760637833418514e-08
1967,3.6632394539992674e-07,3.9935716955596945e-08
1968,3.6425382177185384e-07,3.188905139950293e-08
1969,3.765117355669645e-07,4.496340366699769e-08
1970,3.9641008697799407e-07,5.3805081279278966e-08
1971,3.6739541542374354e-07,3.596878173084406e-08
1972,4.0322953509530635e-07,4.052816038324636e-08
1973,4.0522047584090615e-07,2.811733956775697e-08
1974,4.5229595002638234e-07,3.54411007208455e-08
1975,4.3807054339595197e-07,2.798625331479343e-08
1976,4.165161158198316e-07,3.313845553520878e-08
1977,4.0726098404775257e-07,2.8208553715103335e-08
1978,4.087126797003293e-07,2.5544542481270582e-08
1979,4.2017168766506074e-07,3.043026097770962e-08
1980,4.3377698943913856e-07,3.183684427199296e-08
1981,4.206490302749444e-07,3.0995192190630405e-08
1982,4.779776645591483e-07,4.531476704983106e-08
1983,4.843847136726254e-07,3.4734238596456635e-08
1984,4.923358005726186e-07,3.2474446243213606e-08
1985,4.1387039573237416e-07,3.9702683807263384e-08
1986,4.603764978128311e-07,3.5367463624425e-08
1987,4.839766916120425e-07,2.627651163322753e-08
1988,4.7312809670074785e-07,2.6984492862425213e-08
1989,4.4069619775655156e-07,4.610022585893603e-08
1990,4.6912884954508627e-07,3.705082818328265e-08
1991,4.5836657136533177e-07,2.8721180100887977e-08
1992,4.969969609192049e-07,3.691662442406596e-08
1993,4.669551856295584e-07,2.7142116110212555e-08
1994,5.158878479960549e-07,2.7429617688312646e-08
1995,5.243509804131463e-07,2.7112253775385398e-08
1996,5.199301540415036e-07,3.683283722466513e-08
1997,5.140126972946746e-07,2.7330898433319817e-08
1998,6.117509769865137e-07,3.57609692969163e-08
1999,6.087507813390403e-07,3.701862993921168e-08
2000,6.675645636278205e-07,3.004261373007466e-08
2001,6.808402872593433e-07,2.9792239786274877e-08
2002,6.234478178157588e-07,2.891606243338174e-08
2003,7.550464147243474e-07,2.9585152105937595e-08
2004,7.047665917525592e-07,3.1274016265570026e-08
2005,8.034689358282776e-07,3.332774767272895e-08
2006,7.037473892523849e-07,3.006059756671675e-08
2007,6.666786021014559e-07,2.3567428897308673e-08
2008,7.28447901110485e-07,3.661398295662366e-08
2009,7.97241796135495e-07,2.6701878041990312e-08
2010,8.74846477927349e-07,3.542844595472161e-08
2011,8.764543508732459e-07,2.8679789210173112e-08
2012,7.594887847517384e-07,2.6893596682953103e-08
2013,6.211381560206064e-07,3.5142974752488954e-08
2014,5.229550197327626e-07,3.18320445558129e-08
2015,5.25328346157039e-07,3.1697027225163765e-08
2016,5.536691674024041e-07,3.086296729293281e-08
2017,6.726744459228939e-07,2.5910797063488644e-08
2018,6.342663709801855e-07,2.2458760184917992e-08
2019,6.525426670123124e-07,2.7040469419148394e-08
