year,entraînant_VERB en_ADP,entraînant_VERB sans_ADP
1800,6.288328968651058e-09,1.5720821977538435e-08
1801,2.8574191901498125e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,5.851017448321727e-09,7.801356893821776e-09
1804,2.4718509461507665e-09,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,1.3596443970698147e-08,0.0
1809,0.0,4.518061036407062e-09
1810,2.3401267590372754e-09,4.680253518074551e-09
1811,3.760615285841595e-08,0.0
1812,3.200649700829672e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,0.0,4.090680150170556e-08
1815,0.0,4.315557688983063e-08
1816,9.270415546325239e-09,4.6352077731626196e-09
1817,0.0,4.670620334934483e-09
1818,2.384235386898581e-08,3.5763532135746345e-09
1819,1.035105001712111e-09,2.070210003424222e-09
1820,1.0679833017945839e-08,7.119888678630559e-09
1821,9.86148829262845e-10,3.94459531705138e-09
1822,2.105379337535851e-08,1.604098542884458e-08
1823,3.9530747564242574e-09,1.9765373782121287e-09
1824,1.0105335235266466e-08,0.0
1825,2.641632912414593e-09,1.7610886082763955e-09
1826,8.807984341885344e-10,3.5231937367541377e-09
1827,3.6869092223668076e-09,0.0
1828,9.172301251858528e-10,3.668920500743411e-09
1829,0.0,0.0
1830,3.1310507520032616e-09,1.0436835395921662e-08
1831,4.053713453799901e-08,1.5591206103948707e-09
1832,4.058990921151917e-09,6.764984572527055e-09
1833,1.1583628278799551e-08,6.950177322551099e-09
1834,2.42697808516823e-08,3.733812370398937e-09
1835,2.2689263801112247e-09,7.563087933704082e-10
1836,2.688300027031687e-09,1.3441500135158435e-09
1837,1.87863058442872e-08,2.0873671680021744e-09
1838,6.943378316748294e-09,1.2624323808552163e-09
1839,2.3771015378315496e-08,2.0974426639952526e-09
1840,1.7198159341091923e-08,1.9109065441114126e-09
1841,8.346713542550788e-09,4.494383976094696e-09
1842,1.2745703159566801e-08,7.379091560011375e-09
1843,8.269675610961258e-09,1.4176587015413133e-08
1844,1.0428266250528395e-08,2.195424464446205e-08
1845,1.1160455892778032e-09,6.696273757711424e-09
1846,2.6930706553685013e-08,1.4636253098387897e-08
1847,1.4561703842730367e-08,3.775256551818984e-09
1848,1.528592186161859e-08,6.43617736884039e-09
1849,1.75967720394965e-08,8.379414939696517e-10
1850,2.1724787302446202e-08,6.788996032014438e-10
1851,1.483370937194195e-08,1.2898877521649865e-09
1852,3.6459056218518526e-08,0.0
1853,1.970737528722566e-08,5.971931837933653e-10
1854,2.4939190268469247e-08,4.676098175337984e-09
1855,2.0166361025530932e-08,1.2736649068756378e-08
1856,2.5885945831305435e-08,1.0354378687793542e-08
1857,1.8549734193129552e-08,3.905207268672939e-09
1858,1.1255455234504552e-08,9.297984604472731e-09
1859,2.2405561850291633e-08,8.656694916453489e-09
1860,1.4189270203246451e-08,1.830873536112776e-09
1861,1.9335450573976232e-08,8.488735048217677e-09
1862,2.1234535907410645e-08,1.1746764450037972e-08
1863,2.0477944673302773e-08,5.494082966350788e-09
1864,1.821996598039277e-08,6.233146443435089e-09
1865,1.7415324293779122e-08,8.47231973466478e-09
1866,1.897589108068587e-08,1.4596838404656864e-08
1867,1.747012134956094e-08,0.0
1868,1.7289560005906424e-08,7.903798504571569e-09
1869,1.4162205630441349e-08,1.5138908793232986e-08
1870,1.6628741050794815e-08,1.2614907340946502e-08
1871,1.911811864374613e-08,4.248470908407853e-09
1872,8.4662747923403e-09,6.047339295989218e-10
1873,1.3767810003173508e-08,2.3944017879529156e-09
1874,2.2106053876314036e-08,1.0754296120296658e-08
1875,1.4875970677508121e-08,7.437985338754061e-09
1876,3.627608791134662e-08,3.02300739996042e-09
1877,2.4739264858908427e-08,6.184815992682502e-10
1878,1.5701630218245555e-08,1.8117265465633636e-09
1879,2.871382953628654e-08,1.1607718342077078e-08
1880,1.8611753915820373e-08,1.6044616302224313e-08
1881,3.346803723047742e-08,6.972507571312292e-10
1882,2.861815673327328e-08,1.9966155395678697e-09
1883,1.0742875922176154e-08,3.159669414998234e-09
1884,1.7824582698722224e-08,1.9805090900604227e-09
1885,1.8692343672910283e-08,1.0313017106966527e-08
1886,2.452316216761119e-08,9.034849313138693e-09
1887,1.9586773092328258e-08,1.7628096316002484e-08
1888,3.360525724360741e-08,6.974675947901687e-09
1889,3.069916942877171e-08,6.265136742733546e-09
1890,3.1461055982617836e-08,5.8989478302073906e-09
1891,2.1672347472190268e-08,5.736798036615198e-09
1892,2.1312942521944933e-08,5.014809900671935e-09
1893,1.9091091374434654e-08,2.463366621796581e-09
1894,1.071261657159539e-08,1.1972924873759894e-08
1895,2.046328972937772e-08,3.0093072478365457e-09
1896,2.358811634906033e-08,5.897029087265082e-09
1897,3.3212266714599536e-08,9.90541271228551e-09
1898,3.7910979244770715e-08,1.0750873968845553e-08
1899,3.537650172802387e-08,1.5477219506010442e-08
1900,2.7512582434496835e-08,5.191053031872173e-09
1901,1.7325090695408107e-08,4.470991132876634e-09
1902,7.021706238674597e-08,0.0
1903,2.3220946943069976e-08,5.400220270956879e-10
1904,3.654745128756076e-08,3.7622376325430196e-09
1905,2.0126959654476195e-08,1.2385821479554693e-08
1906,2.82930141537463e-08,6.6874399351490865e-09
1907,2.7257069490360664e-08,1.5428529565042481e-09
1908,1.4734167663732478e-08,7.858222739187681e-09
1909,2.1453836041018803e-08,5.5009836685826485e-09
1910,2.7255168788542505e-08,4.809735720812114e-09
1911,1.8621308939259507e-08,2.6601871816467337e-09
1912,1.7712032729377825e-08,2.6047106693738442e-09
1913,2.5454351515463713e-08,6.893886794756554e-09
1914,3.281404303834279e-08,9.375441423209452e-09
1915,2.8273827723523937e-08,1.4136913861761968e-08
1916,3.29623865980011e-08,1.098746182925936e-08
1917,5.04455535121906e-08,5.483212106582869e-09
1918,2.6418664589300533e-08,3.44591288836682e-09
1919,3.4069039145379065e-08,2.3940406601585806e-08
1920,3.104614876292544e-08,3.8618381381638756e-08
1921,3.1048266180278006e-08,1.060184651180407e-08
1922,3.172512208493572e-08,1.1804696775641332e-08
1923,2.7601466001669905e-08,1.5923922624949682e-08
1924,3.609654797287476e-08,7.734974438733389e-09
1925,3.079489729884699e-08,1.7597084678300234e-08
1926,4.458455293843144e-08,1.114613823460786e-08
1927,1.5608915049369898e-08,3.3447675740205796e-09
1928,2.742249805010033e-08,1.9424270192303084e-08
1929,2.785101571589621e-08,3.342121912552898e-09
1930,1.995684684175103e-08,7.352522590764465e-09
1931,2.167017854048936e-08,1.710803587684495e-08
1932,1.9727165678773417e-08,9.863582839386709e-09
1933,3.326492148403304e-08,9.176529758292418e-09
1934,2.7557634396657704e-08,7.188948103475923e-09
1935,3.590485420090772e-08,4.787313656606784e-09
1936,2.5461901032031165e-08,6.0623572828433225e-09
1937,4.658713592675667e-08,3.777335333410292e-09
1938,3.8895642262559704e-08,3.8895642262559704e-09
1939,2.7529290846928234e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,5.0715658339584024e-09
1941,3.246652724442356e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,3.193558839598154e-08,1.4516175816936538e-08
1944,2.2492303131116387e-08,4.177142187700156e-08
1945,3.703456741277478e-08,1.5249527862692958e-08
1946,4.1763314584386535e-08,8.352662561605939e-09
1947,2.622591566137089e-08,3.5762612871081956e-09
1948,3.044128504825494e-08,6.523132700664291e-09
1949,4.22131343214005e-08,8.835307596655184e-09
1950,2.6588404367089424e-08,1.914365022059883e-08
1951,3.944718685033877e-08,2.1322803522849654e-09
1952,2.9525450528922192e-08,6.326882129314981e-09
1953,6.356557946674002e-08,6.464296653518886e-09
1954,3.9090146231046674e-08,6.840775057526116e-09
1955,2.7218263198847126e-08,1.6894095011821264e-08
1956,3.750090726839517e-08,1.1337483840634377e-08
1957,3.6223653410161205e-08,3.534015080575159e-09
1958,4.549733745307094e-08,1.6544486891589827e-09
1959,3.022791617013354e-08,4.650448914844674e-09
1960,4.221708493901133e-08,3.460416619915918e-09
1961,5.766972321907815e-08,4.86371165564492e-09
1962,3.55149545328004e-08,8.8787386332001e-09
1963,4.4615767080813384e-08,1.2932106940866106e-08
1964,5.1713730186975226e-08,1.034274621503073e-08
1965,4.2134733035936733e-08,1.1491291473930687e-08
1966,2.9357096309468034e-08,1.1078149952936656e-08
1967,3.9442685562107727e-08,8.874604162656397e-09
1968,3.772789369804741e-08,8.982831367632116e-09
1969,4.405504938631566e-08,4.995933444718048e-09
1970,4.7826741678136386e-08,1.0117195081704722e-08
1971,5.5494691508783944e-08,1.1304474023532407e-08
1972,4.104117579117883e-08,6.669190977248718e-09
1973,3.528450420731133e-08,9.923766697284009e-09
1974,5.2880373857533414e-08,6.1881286761433785e-09
1975,3.655347313724633e-08,5.140332159925265e-09
1976,4.513686135965145e-08,6.2848797277581525e-09
1977,4.9364967225074e-08,2.938390863960194e-09
1978,3.445542873237173e-08,2.3762365408686037e-09
1979,4.388979846225993e-08,2.925986564150662e-09
1980,4.3207144528878416e-08,3.97960553399912e-09
1981,3.858585273519566e-08,1.138598904049104e-08
1982,3.972801465579323e-08,3.1037510339615437e-09
1983,5.5574780333245144e-08,8.209910973278056e-09
1984,4.755186822080759e-08,5.799008384599347e-09
1985,3.7296459254321235e-08,4.210890747202711e-09
1986,4.435919365164409e-08,6.593933843390687e-09
1987,3.238733015109574e-08,1.099947066762752e-08
1988,3.897759981441595e-08,3.597932174415064e-09
1989,2.9635859988275115e-08,8.232182935330457e-09
1990,4.90378582185258e-08,7.083246433836621e-09
1991,3.51687923227928e-08,5.2753188484189195e-09
1992,3.636563050690711e-08,6.61193322315512e-09
1993,3.43430848204207e-08,8.308811416668505e-09
1994,4.008944287647864e-08,5.802419433820205e-09
1995,3.524592884218691e-08,4.337960657352369e-09
1996,4.056949975961288e-08,6.4057106285986265e-09
1997,3.308477047880842e-08,8.151320507465698e-09
1998,2.5747898035888284e-08,3.814503379828693e-09
1999,3.97607493596297e-08,5.0272213059088244e-09
2000,3.887867805474343e-08,3.5344251969604557e-09
2001,3.242096724420662e-08,4.8193329327261836e-09
2002,3.8992872930521116e-08,5.6955880012310445e-09
2003,4.8752998083045895e-08,7.91715315529018e-09
2004,3.655976854588516e-08,7.047666006343434e-09
2005,5.044199724579812e-08,3.602999676388663e-09
2006,4.4473210891737835e-08,9.882935358973555e-09
2007,3.435252438066527e-08,3.595031605740928e-09
2008,4.4277371102907637e-08,8.940623352771127e-09
2009,3.290052674742583e-08,1.0013204487790972e-08
2010,4.818268806161541e-08,8.030448306328708e-09
2011,3.518054114692859e-08,1.0707121411712706e-08
2012,3.676592896795228e-08,6.808505315092361e-09
2013,3.7374274342028e-08,1.1156500390185897e-08
2014,4.309235990263005e-08,1.017759210242275e-08
2015,3.7238468308942174e-08,7.758013703673683e-09
2016,3.604131748602413e-08,7.663958356829426e-09
2017,3.370919188228072e-08,7.295272969054523e-09
2018,3.149389371515099e-08,9.551426594089918e-09
2019,3.188734609693711e-08,1.0203950906451098e-08
