year,menant_VERB en_ADP,menant_VERB sans_ADP
1976,2.6282224285800737e-08,3.4281160132820787e-09
1977,4.466354291965402e-08,8.22749424145286e-09
1978,5.227720523137691e-08,8.316828115084718e-09
1979,5.910493006133777e-08,1.5215130710899416e-08
1980,4.946081066936614e-08,7.95921106799824e-09
1981,5.2502060976511444e-08,7.590659656386833e-09
1982,4.221101423951268e-08,1.0552754226011984e-08
1983,3.2208111178100296e-08,1.2630632095778083e-09
1984,4.29126627565779e-08,2.8995041922996734e-09
1985,4.3913574110376885e-08,7.218669662023558e-09
1986,4.076250009754645e-08,2.3977941854269602e-09
1987,3.727598285596656e-08,6.110816741511371e-09
1988,4.5573809392962517e-08,1.2592763276586538e-08
1989,4.500260297746195e-08,6.585746614717891e-09
1990,5.9390296680561505e-08,4.90378582185258e-09
1991,6.740685276618308e-08,4.689171995142516e-09
1992,5.6201430842506284e-08,8.264915862810085e-09
1993,4.6529343933343625e-08,4.985286850001103e-09
1994,6.013416242733882e-08,5.802419433820205e-09
1995,5.04287933078551e-08,3.795715741716776e-09
1996,5.2847112463894064e-08,1.2811421257197253e-08
1997,6.664903540176681e-08,6.233362825902589e-09
1998,5.483348464174753e-08,7.629006759657386e-09
1999,5.347135517697055e-08,6.398281460207045e-09
2000,6.008522812628314e-08,5.743440834038438e-09
2001,7.272811597403006e-08,1.0076787404500465e-08
2002,5.8270244962521645e-08,8.324320788233308e-09
2003,6.000369179304244e-08,8.333845613606172e-09
2004,7.179809707880125e-08,5.726228824443069e-09
2005,7.115924560707754e-08,5.404499514582994e-09
2006,6.753339326648344e-08,1.1118302722934459e-08
2007,6.071608860125366e-08,1.1184542181297275e-08
2008,7.620816755427029e-08,5.534671554396908e-09
2009,6.341696279221765e-08,8.105927040702454e-09
2010,7.841496307836593e-08,3.7790344187271785e-09
2011,6.347793132799318e-08,4.5887662558641296e-09
2012,6.161697352347062e-08,8.851056776393307e-09
2013,6.024510079694068e-08,8.646287241731443e-09
2014,6.214827541484169e-08,9.094869746206768e-09
2015,5.87392479101112e-08,6.64972610309178e-09
2016,5.3854840587064245e-08,6.4211539696490405e-09
2017,5.2324716393048476e-08,1.3081178806828575e-08
2018,6.169705568659367e-08,1.1358453733123497e-08
2019,7.193785345194215e-08,8.928457084778074e-09
