year,charmant_VERB en_ADP
1916,1.3184954461564757e-08
1917,4.386569774084137e-09
1918,1.2635013924011673e-08
1919,2.8544329566670967e-08
1920,1.1358347595802343e-08
1921,3.0290989716519334e-09
1922,8.115729421831475e-09
1923,1.2739137744688378e-08
1924,6.445812328337297e-09
1925,1.8696901804560184e-08
1926,8.916910765321973e-09
1927,1.1149224654616319e-08
1928,9.14083297942625e-09
1929,1.8938691281888964e-08
1930,1.7856125467119455e-08
1931,4.5621426636444085e-09
1932,1.2055489939655217e-08
1933,2.294132506186486e-08
1934,1.1981580172459871e-08
1935,2.154291056655211e-08
1936,1.576212937948185e-08
1937,1.2591118148108649e-09
1938,5.186085783037697e-09
1939,7.647025235257843e-09
1940,5.0715658339584024e-09
1941,2.3612020783048138e-08
1942,1.2136847082899749e-08
1943,2.322588166236983e-08
1944,6.4263723231761105e-09
1945,1.089252066321933e-08
1946,6.960552134671616e-09
1947,1.4305045148432782e-08
1948,2.1743776335014786e-08
1949,1.1780409536754632e-08
1950,9.571825110299415e-09
1951,6.396841278899501e-09
1952,9.490323193972472e-09
1953,8.619061908632375e-09
1954,5.863521668203475e-09
1955,8.447047505910632e-09
1956,1.5698054411927842e-08
1957,1.1485549400447326e-08
1958,3.3088973783179654e-09
1959,1.1626121954044777e-08
1960,6.2287499602575735e-09
1961,1.181187059273725e-08
1962,1.2049716779927166e-08
1963,7.1126584622049904e-09
1964,7.909158661334459e-09
1965,4.3776345326485e-09
1966,1.38476865529924e-08
1967,8.381570104631919e-09
1968,1.0779397818794223e-08
1969,4.541757803178115e-09
1970,1.0577067943717822e-08
1971,8.735275613958038e-09
1972,8.721249500354133e-09
1973,4.410563136936219e-09
1974,7.313243344242437e-09
1975,3.4268881066168433e-09
1976,4.570821499072508e-09
1977,3.5260691033656144e-09
1978,2.3762365408686037e-09
1979,4.096381456264453e-09
1980,1.2507331170752423e-08
1981,5.0604397339171214e-09
1982,3.1037510339615437e-09
1983,1.0736036948344463e-08
1984,7.538710988796993e-09
1985,6.617113856854928e-09
1986,8.991728306373403e-09
1987,5.49973533381376e-09
1988,2.99827696004229e-09
1989,7.683371272548811e-09
1990,5.993515905799995e-09
1991,8.20605094986604e-09
1992,5.5099441120809445e-09
1993,3.877445031719162e-09
1994,8.967375231261343e-09
1995,7.049185846152994e-09
1996,6.4057106285986265e-09
1997,1.5343662340683295e-08
1998,5.2449422582867555e-09
1999,1.0511462811280126e-08
2000,1.3695897749244068e-08
2001,7.009938934876558e-09
2002,7.886198694073698e-09
2003,9.167230530238157e-09
2004,8.369103104977071e-09
2005,6.755624171184138e-09
2006,5.353256837814513e-09
2007,1.2382886549477945e-08
2008,1.9158479247494142e-08
2009,1.811913175053803e-08
2010,1.4171379458804978e-08
2011,2.5238214962364225e-08
2012,2.655317102306931e-08
2013,2.398647502843687e-08
2014,2.9233510639992133e-08
2015,2.194409667866104e-08
2016,2.5477482151758934e-08
2017,2.7420163917213358e-08
2018,2.9170574067372e-08
2019,2.9591457728628257e-08
