year,fut_VERB au_ADP,fut_VERB sot_ADJ
1800,3.7226907352305716e-06,0.0
1801,3.838466454908485e-06,0.0
1802,2.9852787974959938e-06,0.0
1803,2.640759248606628e-06,0.0
1804,2.857459776350879e-06,0.0
1805,3.3147953217849135e-06,0.0
1806,3.086267724938807e-06,0.0
1807,2.886812580982223e-06,0.0
1808,3.4512306683609495e-06,0.0
1809,3.0406549740291666e-06,0.0
1810,3.566353143469314e-06,0.0
1811,3.863405254378449e-06,0.0
1812,3.099296009168029e-06,0.0
1813,3.511280510792858e-06,0.0
1814,4.625615474651568e-06,0.0
1815,3.843543709081132e-06,0.0
1816,3.1287652291212e-06,0.0
1817,3.615059995354386e-06,1.556873407970727e-09
1818,3.953062332584523e-06,7.152706427149269e-09
1819,3.984119302913314e-06,1.1386155129855524e-08
1820,4.333639026299352e-06,0.0
1821,3.5067453154624673e-06,3.94459531705138e-09
1822,4.224794338369975e-06,1.0025615893027862e-09
1823,4.7901385187287815e-06,0.0
1824,4.8724559746915475e-06,0.0
1825,5.518371381185716e-06,4.4027217427355936e-09
1826,4.314150828577112e-06,7.0463874735082754e-09
1827,4.657488261727849e-06,1.8434546111834038e-09
1828,3.5854525322065456e-06,0.0
1829,4.513777184911305e-06,8.57317605795771e-10
1830,3.965997620980488e-06,2.0873671680021744e-09
1831,3.8026951187930536e-06,0.0
1832,3.961575202993117e-06,1.7588959622116818e-08
1833,3.79595508093189e-06,0.0
1834,4.0633212847751565e-06,3.733812370398937e-09
1835,4.2784390643646475e-06,0.0
1836,4.40746771346312e-06,6.720750067579218e-10
1837,4.391820766613819e-06,4.174734336004349e-09
1838,5.078134108771337e-06,6.312161904276081e-10
1839,4.0256913962366525e-06,2.7965900706306e-09
1840,3.983603164670058e-06,0.0
1841,3.5672567264555255e-06,3.2102742686390684e-09
1842,3.9263477447093464e-06,0.0
1843,3.974169885623269e-06,1.1813822142769936e-09
1844,3.892487711709691e-06,1.097712254427563e-09
1845,3.6037113204656634e-06,0.0
1846,3.5753439533436904e-06,1.1709002656346001e-09
1847,3.6091453239350813e-06,1.0786447290911383e-09
1848,3.6573578654497396e-06,0.0
1849,3.078597046624054e-06,2.513824481908955e-09
1850,3.2709383503970457e-06,0.0
1851,3.480762188701192e-06,0.0
1852,3.1836566449783277e-06,0.0
1853,3.7384293136710767e-06,5.971931837933653e-10
1854,4.004298716608901e-06,1.0391328908454511e-09
1855,3.5322973417351022e-06,1.5920811335945473e-09
1856,3.337733915032004e-06,0.0
1857,3.8344255699485075e-06,0.0
1858,3.8102161852293648e-06,0.0
1859,3.701500872921315e-06,0.0
1860,3.3797925880207913e-06,4.577183909670879e-10
1861,3.1474341994908173e-06,4.715963730639317e-10
1862,3.61890693056921e-06,4.517986262886353e-10
1863,3.5042260151385562e-06,0.0
1864,3.1645204217056744e-06,1.4384183844029508e-09
1865,3.2853772609087173e-06,4.706844358715045e-10
1866,3.559195874913712e-06,0.0
1867,3.0635799248557305e-06,0.0
1868,3.3067517506424338e-06,9.87974813071446e-10
1869,3.272934463893762e-06,9.767038289254515e-10
1870,3.4708198199950857e-06,5.734048791339319e-10
1871,2.8316057978372555e-06,0.0
1872,2.7231169497099472e-06,0.0
1873,2.912191121140495e-06,0.0
1874,2.8917108920722967e-06,0.0
1875,3.110794295935193e-06,1.1443054281912168e-09
1876,2.9758484743069857e-06,0.0
1877,2.845633844117401e-06,1.2369631985365004e-09
1878,2.8456186100811465e-06,6.039088673581716e-10
1879,3.0265596251410898e-06,6.109325489944695e-09
1880,3.052327656405396e-06,6.417846254436199e-10
1881,2.7415899239713326e-06,0.0
1882,2.5703097890072968e-06,0.0
1883,2.6636014354153303e-06,0.0
1884,2.7278210836811922e-06,0.0
1885,2.609837792988401e-06,0.0
1886,2.5084614208026323e-06,0.0
1887,2.258354925288586e-06,0.0
1888,2.5673148229543585e-06,0.0
1889,2.304317376911058e-06,0.0
1890,2.13410817195836e-06,0.0
1891,2.245000359835103e-06,0.0
1892,2.166397962355404e-06,0.0
1893,2.4073249278444564e-06,2.463366621796581e-09
1894,2.3511042854806874e-06,0.0
1895,2.4230942017311463e-06,0.0
1896,2.167158072552411e-06,0.0
1897,2.148309249605518e-06,5.826713556089658e-10
1898,2.2407084543374367e-06,0.0
1899,2.3818336103431648e-06,0.0
1900,2.3063848857418634e-06,0.0
1901,2.2321423784887884e-06,0.0
1902,1.9042080339204404e-06,0.0
1903,2.105545945596532e-06,1.0800440541913758e-09
1904,2.0445074824237963e-06,5.374625189347171e-10
1905,2.1422310965135694e-06,0.0
1906,2.095740683216718e-06,0.0
1907,2.120394356097677e-06,0.0
1908,2.2813401301391423e-06,0.0
1909,2.346169594602543e-06,0.0
1910,2.2295796497928677e-06,0.0
1911,2.269671540489071e-06,0.0
1912,2.24526047531981e-06,4.167536982180309e-09
1913,2.3317245450016344e-06,0.0
1914,2.1898351860727416e-06,0.0
1915,1.9450037598289782e-06,0.0
1916,2.10629650609917e-06,0.0
1917,2.138452828148729e-06,0.0
1918,2.091669102810556e-06,1.1486376294556067e-09
1919,2.066241222564713e-06,2.762354567309444e-09
1920,2.2277506559476024e-06,7.572231730534895e-10
1921,2.0537290765787475e-06,0.0
1922,2.1086138985992875e-06,0.0
1923,2.0870954813290155e-06,2.1231896241147297e-09
1924,2.1993112113705138e-06,1.289162443462999e-09
1925,2.1424450551421614e-06,0.0
1926,2.2359154172590934e-06,0.0
1927,2.3680954654992092e-06,0.0
1928,2.121815896316548e-06,1.1426041224282812e-09
1929,2.4753983325354056e-06,0.0
1930,2.2099582110968186e-06,0.0
1931,2.055245204246603e-06,0.0
1932,2.184235654567601e-06,0.0
1933,2.1312489479896612e-06,0.0
1934,2.0093109469598858e-06,0.0
1935,1.9460430848994292e-06,1.196828414151696e-09
1936,1.9023676713914028e-06,0.0
1937,1.8735584035312058e-06,0.0
1938,1.8138334780815057e-06,0.0
1939,1.8459918464941438e-06,4.588215141154706e-09
1940,1.9195877030142583e-06,0.0
1941,1.8328830719838152e-06,0.0
1942,1.8265955077367835e-06,0.0
1943,2.0903294171148445e-06,0.0
1944,2.2331644231599057e-06,0.0
1945,2.280893795614247e-06,0.0
1946,2.0450102056202013e-06,0.0
1947,2.1600617401418276e-06,0.0
1948,2.125454102497315e-06,0.0
1949,1.7709883195493603e-06,0.0
1950,1.8526799294704688e-06,0.0
1951,1.9702270037669223e-06,0.0
1952,1.9982403500762302e-06,0.0
1953,1.8789554587783641e-06,0.0
1954,1.7551475366417435e-06,0.0
1955,1.6922250551942852e-06,0.0
1956,1.584631377227197e-06,0.0
1957,1.895115588013141e-06,0.0
1958,1.83643805939937e-06,0.0
1959,1.6013044614737737e-06,0.0
1960,1.865856688709755e-06,1.3841666701708277e-09
1961,1.766916852830036e-06,6.948159270159238e-10
1962,1.8841952851289534e-06,0.0
1963,1.8240735926156049e-06,6.466053248388448e-10
1964,1.735756200105243e-06,1.2167936658258327e-09
1965,1.9480473838484613e-06,1.0944086747954884e-09
1966,1.9336910099809757e-06,5.539074754423723e-10
1967,2.1555426883423934e-06,2.465167847631733e-09
1968,2.1284820377331926e-06,4.4914158503495116e-10
1969,1.8480412791177514e-06,4.5417578031781147e-10
1970,1.705207182567392e-06,0.0
1971,1.673062229201605e-06,0.0
1972,1.6365167994081276e-06,5.130146862875051e-10
1973,1.56630119363399e-06,5.513203782392395e-10
1974,1.4300203474704176e-06,0.0
1975,1.5335324405896245e-06,0.0
1976,1.532367946310842e-06,0.0
1977,1.438048570889805e-06,0.0
1978,1.6520784811291378e-06,5.940591352171509e-10
1979,1.5642324342479696e-06,0.0
1980,1.577060743329639e-06,0.0
1981,1.4953599247746752e-06,0.0
1982,1.6344353070962825e-06,0.0
1983,1.4853623042654363e-06,0.0
1984,1.4671491044282448e-06,5.799008495621649e-10
1985,1.5014833252280368e-06,0.0
1986,1.5735524812043877e-06,0.0
1987,1.5002054851720459e-06,0.0
1988,1.508133323113725e-06,0.0
1989,1.5690541204094188e-06,5.488122178931576e-10
1990,1.5288915165001526e-06,0.0
1991,1.480019932387222e-06,0.0
1992,1.6166176237675245e-06,0.0
1993,1.6490220104969922e-06,0.0
1994,1.5007166211944423e-06,1.0549853213248639e-09
1995,1.6701148979336722e-06,0.0
1996,1.6366590216421173e-06,5.338092190498855e-10
1997,1.5348457509389846e-06,0.0
1998,1.5424898265337106e-06,4.768129224785866e-10
1999,1.5237051229632925e-06,0.0
2000,1.5052232811285648e-06,0.0
2001,1.5255379821610404e-06,0.0
2002,1.6780078340161708e-06,0.0
2003,1.538427909508755e-06,0.0
2004,1.632415660424158e-06,0.0
2005,1.6911579905354301e-06,1.8014998381943315e-09
2006,1.6413908952017664e-06,0.0
2007,1.7244167338503757e-06,3.994479469415779e-10
2008,1.8038772395811975e-06,0.0
2009,1.8409991753287613e-06,0.0
2010,1.8871553493227111e-06,0.0
2011,2.176604766646051e-06,0.0
2012,2.3850193429098e-06,0.0
2013,2.4159401164070005e-06,2.789125042035323e-10
2014,2.6006996449723374e-06,2.1654451842767486e-10
2015,2.6842728857445763e-06,1.7732603163622684e-09
2016,2.84539987660537e-06,0.0
2017,2.3005266029940685e-06,2.515611330355938e-10
2018,2.5866295345622348e-06,2.5814667070633845e-10
2019,2.5787935555854347e-06,7.65296326310505e-10
