year,arrivant_VERB en_ADP,arrivant_VERB sans_ADP
1800,4.0874138296231877e-07,3.458580977167003e-08
1801,2.5716771046013776e-07,2.3811825400343878e-08
1802,3.938598638342228e-07,3.5805442166747525e-08
1803,3.5106106111015833e-07,1.755305234496518e-08
1804,4.3998946352985513e-07,1.730295728918918e-08
1805,4.406460334394069e-07,2.55858996212055e-08
1806,3.4003696214313095e-07,1.729001475325731e-08
1807,4.6974759015938616e-07,4.839823830593559e-08
1808,2.8552531716741214e-07,1.8128591960930862e-08
1809,4.856915438722353e-07,2.4849335034105025e-08
1810,4.2356295670842314e-07,3.510190182964834e-08
1811,2.807925909564801e-07,1.7549536934780008e-08
1812,3.787435787216964e-07,1.0668832928217853e-08
1813,3.0482860324809735e-07,1.7254450312975678e-08
1814,4.405347908686963e-07,1.8880061958270744e-08
1815,5.421419473350397e-07,3.236668266737297e-08
1816,6.188002430462802e-07,1.8540831092650478e-08
1817,3.3628464457535756e-07,4.0478710161551135e-08
1818,5.436057097796265e-07,1.3113295338484932e-08
1819,4.585515060995249e-07,1.3456364911235141e-08
1820,4.758458942433208e-07,2.610625937649047e-08
1821,5.295619303069543e-07,2.7612166775270452e-08
1822,5.524114214949805e-07,9.023054303725075e-09
1823,5.237824215464926e-07,6.028439258898288e-08
1824,3.621078450422033e-07,5.221090049190025e-08
1825,4.279445420252159e-07,4.226612659863349e-08
1826,4.2190245608253463e-07,3.52319382557198e-08
1827,3.5855191526934505e-07,6.359918236498174e-08
1828,3.8615388575635734e-07,1.834460228167245e-08
1829,4.3723198150935616e-07,7.715858452161939e-09
1830,5.030554861562564e-07,2.7135773628117477e-08
1831,2.868782007503512e-07,7.795603274018958e-09
1832,3.9372210514088124e-07,1.488296597074168e-08
1833,3.880515541121454e-07,3.359252431778259e-08
1834,3.9858446032603467e-07,2.7070139907436896e-08
1835,3.5546511867323716e-07,3.7059130875150004e-08
1836,4.3147214956462676e-07,2.688300071440608e-08
1837,4.3417240114251854e-07,2.7831563609304055e-08
1838,4.3680159667047747e-07,2.840472923537618e-08
1839,3.8383199552072256e-07,3.985140795137454e-08
1840,4.229473287153951e-07,3.694419348221345e-08
1841,4.1926180749385367e-07,2.43980835534785e-08
1842,4.2530399113616113e-07,3.21996713736894e-08
1843,4.058048022059779e-07,2.008349847537616e-08
1844,3.6718475993069433e-07,2.360081374774836e-08
1845,3.3090750584108264e-07,1.785672942844485e-08
1846,3.518555189430117e-07,1.3465353276842507e-08
1847,4.2498601349194587e-07,2.3190861675459473e-08
1848,4.0145656754475567e-07,4.505324113779352e-08
1849,2.9411747792806864e-07,2.76520690789539e-08
1850,3.5506448536892776e-07,2.5798184921654865e-08
1851,3.3601576721054016e-07,3.224719336003545e-08
1852,4.1993017152464063e-07,4.036538214791108e-08
1853,4.6760225025366253e-07,3.1054046445433414e-08
1854,4.3695537987886723e-07,3.585008556683533e-08
1855,3.974895932401523e-07,4.617035287424187e-08
1856,4.4679141630865615e-07,2.0708757375587084e-08
1857,4.813167997497203e-07,1.9526035899275485e-08
1858,4.428776907428045e-07,3.52344677878591e-08
1859,4.3996376675181637e-07,3.768208145515928e-08
1860,4.970821816385751e-07,3.570203332969868e-08
1861,4.3386865566930055e-07,3.584132457490341e-08
1862,3.4833674800172076e-07,3.162590545002786e-08
1863,3.820884835192828e-07,2.097740825490746e-08
1864,3.902908671804539e-07,3.2124676474509783e-08
1865,3.8125439116853954e-07,1.8827377212815577e-08
1866,4.85588151022398e-07,3.843834051053818e-08
1867,4.619876499134534e-07,4.755755256269367e-08
1868,4.149494156058253e-07,3.1615194018286275e-08
1869,3.6382218315811343e-07,1.4650557211837167e-08
1870,4.43241981340492e-07,3.612450782952692e-08
1871,4.2697134006175474e-07,3.717412155879174e-08
1872,4.6987825896849245e-07,2.116568786902917e-08
1873,4.142315015442932e-07,2.993002112816612e-08
1874,5.072443354237066e-07,3.764003864148435e-08
1875,4.439904968123187e-07,1.2587359599081083e-08
1876,4.679615441816054e-07,4.111290152764013e-08
1877,4.1438265896420745e-07,2.8450154232473324e-08
1878,4.16093218325031e-07,3.2611080058586595e-08
1879,4.215434566967602e-07,4.215434401544371e-08
1880,3.9854825062413113e-07,2.3104246960059527e-08
1881,4.622772462603564e-07,2.1614773970668466e-08
1882,4.3260003312894924e-07,2.7952616887816362e-08
1883,4.1644444692678917e-07,4.107570417133388e-08
1884,4.693806499034281e-07,1.5183903023796574e-08
1885,3.9705115839616667e-07,2.7716233086394482e-08
1886,3.872078256916822e-07,3.226731948302586e-08
1887,4.1001646566840577e-07,2.7421482973188915e-08
1888,5.211985198982916e-07,3.297119732792453e-08
1889,4.448247015176321e-07,2.255449160770695e-08
1890,4.94200753209384e-07,2.94947390955258e-08
1891,5.405338803221582e-07,2.677172439291553e-08
1892,5.215402074654207e-07,2.4447198043731078e-08
1893,4.5510697166406544e-07,1.7859408230069818e-08
1894,4.3165544671985856e-07,4.0329851458409394e-08
1895,4.550072656428483e-07,3.310238128051424e-08
1896,4.1043320642142334e-07,3.833068840108922e-08
1897,3.5426417310802094e-07,4.311768009301886e-08
1898,4.204157808551656e-07,2.7160103499568322e-08
1899,3.8306117922104477e-07,3.6482017407024614e-08
1900,3.4468593401726366e-07,2.5955266158561585e-08
1901,4.1300779374253693e-07,2.570819829239568e-08
1902,6.54540838418427e-07,2.7006560543441083e-08
1903,3.7531530550083403e-07,1.8900770726304472e-08
1904,4.159959843264005e-07,3.869730136329963e-08
1905,4.4692174316907085e-07,2.2707340008309984e-08
1906,4.038184870935879e-07,3.961021954879129e-08
1907,3.836561166536967e-07,2.6228501481817545e-08
1908,3.816149209967534e-07,2.4065806236706067e-08
1909,4.4392936704440444e-07,3.5756393401698006e-08
1910,3.650054942738734e-07,1.9238942550181548e-08
1911,3.963678709695273e-07,3.032613093978398e-08
1912,3.453846346701539e-07,2.4484279492753558e-08
1913,3.7651227469126525e-07,1.6969567084856862e-08
1914,4.506908428680845e-07,2.1429579888376793e-08
1915,4.3706625862949267e-07,3.65203616237153e-08
1916,4.845470877867797e-07,1.538244731591476e-08
1917,4.7484618903581577e-07,3.61891991929042e-08
1918,5.869538384217776e-07,2.8715941624568586e-08
1919,4.972238167866294e-07,3.4069039145379065e-08
1920,5.035534229591576e-07,1.3630017114962811e-08
1921,3.809091910778051e-07,4.165011052714718e-08
1922,3.984085266139914e-07,1.9920426197472807e-08
1923,3.7261978391711637e-07,2.3355084977083607e-08
1924,3.867487290420968e-07,1.5469948877466777e-08
1925,3.948345919102536e-07,1.3197813508725176e-08
1926,3.87885618735595e-07,1.2260752413340015e-08
1927,3.72384118652036e-07,2.3413372574054847e-08
1928,3.48494263668897e-07,1.7139062169491126e-08
1929,3.8100191179779586e-07,1.67106100068537e-08
1930,3.8443188099535064e-07,1.995684684175103e-08
1931,3.7865783930612906e-07,1.596749932275543e-08
1932,3.770080629905692e-07,1.3151444377967891e-08
1933,4.4850289748765704e-07,1.7205993074753678e-08
1934,3.522584606230339e-07,7.188948103475923e-09
1935,4.188899431767368e-07,8.377798899061872e-09
1936,3.540416537717306e-07,1.4549657478823974e-08
1937,3.8654731415732613e-07,2.0145788925951535e-08
1938,3.33206013003462e-07,2.9819993030422154e-08
1939,4.0988056504431825e-07,1.2235240376412548e-08
1940,3.9811791108235184e-07,1.2678914806940611e-08
1941,3.0105327741836163e-07,1.4757512545315876e-08
1942,3.671396107129965e-07,1.2136847082899749e-08
1943,4.267755890907665e-07,1.1612940831184915e-08
1944,4.080746336398988e-07,3.2131861615880553e-09
1945,3.899522340589101e-07,4.35700817646989e-08
1946,4.0510412624428227e-07,2.0881657292193267e-08
1947,3.5047361812701183e-07,1.6689218895749036e-08
1948,3.315925702906952e-07,1.0871888278529696e-08
1949,4.1133265593629176e-07,2.0615717133409817e-08
1950,3.275691327075947e-07,1.701657836861159e-08
1951,3.998025794871296e-07,1.7058242818279723e-08
1952,3.511419599533383e-07,1.0544804140977249e-08
1953,3.620006117088792e-07,1.723812381726475e-08
1954,3.6256108160159783e-07,6.840775057526116e-09
1955,3.13479301183861e-07,1.783265446420046e-08
1956,4.0640518506052103e-07,2.0930739808022736e-08
1957,3.6488704813208983e-07,7.0680299946168645e-09
1958,3.4577976615324246e-07,1.1581140491045971e-08
1959,3.433581312606293e-07,3.410329085795638e-08
1960,3.4188915787325413e-07,1.038124963770315e-08
1961,3.411546227738427e-07,7.64297514166401e-09
1962,3.7607800251748813e-07,1.2683912586908264e-08
1963,3.265357024773152e-07,1.0345685197421517e-08
1964,3.3400985710585473e-07,2.1902286206909594e-08
1965,3.403610886465458e-07,9.84967779560364e-09
1966,3.2182024956028954e-07,7.200797291773142e-09
1967,3.397001311356007e-07,1.1832804958089582e-08
1968,3.377544830485135e-07,1.257596426995633e-08
1969,3.565279964590218e-07,1.5896152366634553e-08
1970,3.5410183585327104e-07,1.9774518383863793e-08
1971,3.3194046888951334e-07,1.490135304038631e-08
1972,3.334595586323985e-07,8.721249666887587e-09
1973,3.5174240231583553e-07,1.4885650545526374e-08
1974,3.094064418007747e-07,1.1251143350321513e-08
1975,3.369773224903838e-07,1.5420996035686585e-08
1976,3.0281693730316306e-07,8.57029019973865e-09
1977,3.102940864252446e-07,1.645498848290572e-08
1978,3.4039588747702965e-07,1.2475242172627077e-08
1979,3.2010294237494463e-07,8.192762912528906e-09
1980,3.337183374085839e-07,1.4781392110307934e-08
1981,3.0109615778428633e-07,1.4548763971333756e-08
1982,4.072121502218806e-07,1.5518756057986138e-08
1983,3.6502527045456645e-07,1.0104506009689374e-08
1984,3.5141990650799926e-07,8.698512410365566e-09
1985,3.6213659537764897e-07,1.0828004270990732e-08
1986,3.626663573896849e-07,1.1988970705090196e-08
1987,3.532052037513722e-07,1.5277041853778428e-08
1988,3.5799425202043267e-07,1.3192418713003917e-08
1989,3.6715537810039223e-07,1.4817930216182162e-08
1990,3.6179042695039243e-07,1.0897301727652575e-08
1991,3.8099523536061497e-07,8.20605094986604e-09
1992,4.2426569901721223e-07,5.509944056569793e-09
1993,3.9272980423277204e-07,7.754890063438324e-09
1994,4.921506455701774e-07,1.3714808844156323e-08
1995,4.5548585703159006e-07,8.675921314704738e-09
1996,4.22243090270058e-07,1.014237538399243e-08
1997,4.2338916905748647e-07,1.1507746755512471e-08
1998,4.3914471348216466e-07,1.096669710598519e-08
1999,4.547350247463555e-07,4.570201106446348e-09
2000,4.1396954131300845e-07,1.192868470667463e-08
2001,3.7809856578974177e-07,1.358175633070502e-08
2002,4.775531348144568e-07,1.1829297541510186e-08
2003,4.850298243042062e-07,1.3750845795357236e-08
2004,4.854079875826756e-07,1.2333415178034102e-08
2005,4.931605719349363e-07,9.908249332113428e-09
2006,4.4473211868734097e-07,1.5647982465338828e-08
2007,4.941171241057418e-07,1.3581230584591708e-08
2008,5.3558592760794e-07,1.4049550939310151e-08
2009,5.626467363128995e-07,1.811913175053803e-08
2010,5.744132156593196e-07,1.653327574846486e-08
2011,6.420449008004425e-07,1.4148696381166559e-08
2012,6.348931442801131e-07,1.9063814332698215e-08
2013,6.398252807571225e-07,2.0918437981798377e-08
2014,6.299280137511687e-07,2.381989749888902e-08
2015,5.867275074677991e-07,2.327404242941089e-08
2016,6.584789833397053e-07,1.9884865309904853e-08
2017,5.98463959278206e-07,1.9873329648589788e-08
2018,6.069028302135848e-07,1.9360999858886174e-08
2019,6.239716290323827e-07,2.423438433263314e-08
