year,appelant_VERB en_ADP,appelant_VERB sans_ADP
1870,1.0894692481500101e-07,1.6628741050794815e-08
1871,1.6887671949739058e-07,3.186353225714811e-08
1872,1.1610891403890378e-07,2.6003558417642125e-08
1873,8.919146327057703e-08,1.9155214303623325e-08
1874,8.364452863673932e-08,1.3741600746186577e-08
1875,9.669380807153516e-08,2.2313955128083762e-08
1876,1.305939179019333e-07,9.673623679873344e-09
1877,1.570943330975183e-07,3.401648807077606e-08
1878,1.703023002619375e-07,2.4760264005774246e-08
1879,6.231511817667013e-08,3.299035622461588e-08
1880,1.4375976320479822e-07,2.5029599504122757e-08
1881,1.3387214359283917e-07,4.8807553554297556e-08
1882,1.4974615836216287e-07,2.9949232205339626e-08
1883,9.226234931603017e-08,2.7173157945981075e-08
1884,6.667714291808124e-08,3.366865275467035e-08
1885,1.2826815704025663e-07,4.640857836912815e-08
1886,1.226158080624984e-07,3.1621972595985426e-08
1887,1.4624790545259003e-07,3.786776292535876e-08
1888,1.3822539779440035e-07,4.2482116935360636e-08
1889,1.478572322355376e-07,2.944614330147033e-08
1890,1.1535719990352078e-07,3.4082809463598096e-08
1891,1.2939666171885023e-07,2.1672347472190268e-08
1892,1.0092305302578097e-07,3.2596265242545996e-08
1893,1.274792258421087e-07,4.92673315477532e-08
1894,1.4808617043726713e-07,2.3945849747519787e-08
1895,1.709286561180079e-07,2.7685626013962406e-08
1896,1.1853028503150398e-07,3.007484750128242e-08
1897,1.1653426956748092e-07,3.204692333724779e-08
1898,1.3466883974633248e-07,1.9804241802034994e-08
1899,1.3542567423030505e-07,2.3768587098516036e-08
1900,1.2769990487271343e-07,1.86877908703309e-08
1901,1.2462887988284876e-07,2.794369535763508e-08
1902,1.173557834244221e-07,2.7988617645746672e-08
1903,1.1610473649170672e-07,3.4561408623901e-08
1904,1.2039160157684137e-07,2.956043854140944e-08
1905,1.3108328611455278e-07,2.631987072732045e-08
1906,7.047533018278429e-08,3.858138342138773e-08
1907,1.167425427439639e-07,4.1142747875255736e-08
1908,8.938727802387803e-08,4.9605028973331855e-08
1909,1.2322202547210281e-07,5.831042670934039e-08
1910,1.0848625597859041e-07,2.778958396731923e-08
1911,9.417062052374803e-08,2.3941684190731394e-08
1912,1.1096066998561582e-07,4.011254323144087e-08
1913,1.2090816881027422e-07,3.499973250109534e-08
1914,1.5536445074904037e-07,3.0135346662518714e-08
1915,1.3312261160081107e-07,4.7123048574349014e-08
1916,8.680095220370276e-08,2.5271162940043723e-08
1917,1.0418103357778818e-07,2.1932848426331475e-08
1918,9.189101035644853e-08,9.189101035644853e-09
1919,8.471220525052559e-08,1.2890987832747669e-08
1920,5.6034515694136644e-08,1.8930579770426448e-08
1921,1.5448404155904427e-07,3.332008802203745e-08
1922,1.2837607243909588e-07,2.8773948279603445e-08
1923,1.4437689932478293e-07,2.7601466001669905e-08
1924,1.2762707513047644e-07,1.4180787211159895e-08
1925,9.458433103404218e-08,1.8696902470694e-08
1926,7.244989996824103e-08,2.11776637337735e-08
1927,7.692965198202728e-08,1.4493992672726108e-08
1928,9.826395341860916e-08,2.8565102283550914e-08
1929,9.580749349424877e-08,1.3368487650211591e-08
1930,7.03741442897865e-08,2.3107928570631486e-08
1931,5.2464642408267537e-08,2.2810713318222042e-08
1932,8.110057170274132e-08,2.4110979879310435e-08
1933,9.405943357521096e-08,1.261772819560747e-08
1934,1.2101395441277418e-07,2.2765002327673756e-08
1935,8.617164581892212e-08,7.180970484910176e-09
1936,5.941110003959693e-08,1.576212937948185e-08
1937,9.695160940736969e-08,1.7627564963262898e-08
1938,6.612259073612847e-08,3.3709557811789637e-08
1939,6.729382295844744e-08,1.3764645423464117e-08
1940,5.325144059042941e-08,1.2678914806940611e-08
1941,6.493305493293633e-08,2.066051862925633e-08
1942,9.406056733496371e-08,3.034211770724937e-09
1943,9.580676163523094e-08,0.0
1944,7.069009200222354e-08,1.927911696952833e-08
1945,3.921307367704685e-08,1.5249527862692958e-08
1946,3.7586982415405146e-08,5.568441707737293e-09
1947,5.841226902170149e-08,9.536696765621855e-09
1948,6.631851690030999e-08,1.848220954059343e-08
1949,4.319483593029361e-08,1.0798709482173763e-08
1950,4.998619829166273e-08,1.7016578146566985e-08
1951,4.371174711081949e-08,2.0256663901818683e-08
1952,6.432330224015459e-08,1.370824520563474e-08
1953,5.602390218406583e-08,2.2625037843226892e-08
1954,5.961246896113437e-08,2.5408594339637602e-08
1955,5.255940394022218e-08,1.3139850985055546e-08
1956,4.6222051963695776e-08,1.831439710997529e-08
1957,4.5942195492365556e-08,1.3252556385623393e-08
1958,5.542403158642628e-08,1.4890038535497752e-08
1959,2.9452841943111707e-08,7.750747599288843e-09
1960,4.49854167805519e-08,1.176541641889628e-08
1961,6.044898270829435e-08,1.667558180429296e-08
1962,4.6296282363300634e-08,1.5854891455280296e-08
1963,5.1728427319375214e-08,7.759263453976928e-09
1964,4.319617363801598e-08,2.007709554163739e-08
1965,5.5267637577571804e-08,7.660860390501512e-09
1966,5.871419361813679e-08,8.308612464702492e-09
1967,4.683818843886911e-08,1.4297973360832827e-08
1968,5.030385830107065e-08,1.3025106326836067e-08
1969,4.2238348346712584e-08,6.8126366770115965e-09
1970,5.3345210249133856e-08,7.817832603507213e-09
1971,5.960541227256755e-08,1.1304474689666222e-08
1972,5.7970659383954626e-08,4.104117490300041e-09
1973,5.127279500971582e-08,1.2129047988196362e-08
1974,5.456804430536977e-08,1.800182936051442e-08
1975,5.026102511962449e-08,1.5420996035686585e-08
1976,4.342280479630034e-08,7.998937401332284e-09
1977,3.8786758693731826e-08,5.876781727920388e-09
1978,6.059403290237242e-08,7.128709622605811e-09
1979,7.080887776123035e-08,2.1067104394312253e-08
1980,5.798853852656549e-08,1.1938816213419301e-08
1981,5.566483451957538e-08,1.2651098835192442e-08
1982,8.069752976958e-08,1.4277254933858785e-08
1983,7.1363068343544e-08,1.894594880980094e-08
1984,4.6392067076794774e-08,9.278413592994639e-09
1985,6.31633625403083e-08,1.5640450379272863e-08
1986,8.092555203731422e-08,1.1988970705090196e-08
1987,8.6773596308376e-08,1.527704240888994e-08
1988,1.1153590384616052e-07,2.5785181989590455e-08
1989,6.3113404280557e-08,8.780995486290522e-09
1990,9.589625371564381e-08,1.6345952147389653e-08
1991,1.0140334705255327e-07,2.1687421636329418e-08
1992,8.320016015028742e-08,1.2672871640972971e-08
1993,8.585771260616326e-08,1.994114740000441e-08
1994,8.545381269264851e-08,1.1077346151466827e-08
1995,7.64565543098783e-08,1.4098372247417501e-08
1996,7.04628175807187e-08,9.074756945892659e-09
1997,7.432086790437609e-08,1.4384683666435194e-08
1998,7.295237414162159e-08,1.4781200263769279e-08
1999,7.266620177803773e-08,1.3710603319339043e-08
2000,5.301637906462986e-08,1.4137700787841823e-08
2001,7.228999476804887e-08,2.672539145542885e-08
2002,8.58719433338706e-08,1.7524886153363894e-08
2003,6.29205354485407e-08,2.2501383534212493e-08
2004,7.311953287292283e-08,1.6738207264666016e-08
2005,5.899912025597587e-08,1.0358624180639708e-08
2006,5.47679341877938e-08,1.2765459078689645e-08
2007,6.071608926738747e-08,1.1583990655594789e-08
2008,6.1307130927446e-08,1.7455502904217823e-08
2009,5.4357393475257254e-08,1.6211854969583328e-08
2010,4.4403654753111255e-08,1.4643758206034363e-08
2011,4.2446089976166945e-08,1.8355065023456518e-08
2012,3.7787204087980086e-08,1.8042538824092347e-08
2013,5.299337624276035e-08,1.7292575871241667e-08
2014,4.179309294471967e-08,1.5591204993725682e-08
2015,4.809968556784838e-08,1.839757537980269e-08
2016,4.7847956263780134e-08,1.9677729945488664e-08
2017,4.603568903860378e-08,2.138269708518159e-08
2018,3.975458895411066e-08,1.652138686969451e-08
2019,3.7754619430785397e-08,1.964260493148018e-08
