year,refusant_VERB en_ADP,refusant_VERB sans_ADP
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,8.951360541686881e-09
1803,1.950339223455444e-09,0.0
1804,6.179627121127851e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,1.7081731584767113e-08,2.8469551160981155e-09
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,6.7770917766551975e-09,1.581321384946932e-08
1810,0.0,0.0
1811,2.5070767684098882e-09,3.5099073869560016e-08
1812,2.6672082320544632e-09,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,1.1588019432906549e-08,0.0
1817,3.113746815941454e-09,0.0
1818,1.0729059418679299e-08,2.384235475716423e-09
1819,1.449147024601416e-08,7.24573512300708e-09
1820,1.779972080839798e-08,1.898636980968149e-08
1821,0.0,3.94459531705138e-09
1822,7.017931125119503e-09,2.0051231786055723e-09
1823,2.075364236020505e-08,6.917880934764753e-09
1824,0.0,4.210556348027694e-09
1825,9.68598712347557e-09,8.805443041381977e-10
1826,3.5231937367541377e-09,9.688783109140786e-09
1827,7.373818444733615e-09,5.530363722527909e-09
1828,1.1923991571904935e-08,8.255071293206129e-09
1829,1.1145129263923081e-08,5.143905745796928e-09
1830,9.39315203396518e-09,7.305785310052215e-09
1831,1.870944643656003e-08,0.0
1832,1.7588959622116818e-08,1.3529969367098715e-09
1833,8.108539617524002e-09,1.1583628500844156e-09
1834,8.401078055442213e-09,9.334530925997342e-10
1835,3.554651328840919e-08,5.294161553592858e-09
1836,2.419469957715137e-08,0.0
1837,8.349468672008697e-09,3.478945576063097e-09
1838,2.019891809368346e-08,0.0
1839,1.2584655095793096e-08,6.9914751765765e-10
1840,1.1465439264668476e-08,0.0
1841,4.494383976094696e-09,6.420548537278137e-10
1842,4.024959032733477e-09,8.720745015011744e-09
1843,1.2404512972352677e-08,4.134837805480629e-09
1844,5.488561161115513e-09,6.586273748609983e-09
1845,1.562463758375543e-08,5.022205318283568e-09
1846,1.3465353276842507e-08,5.854501328173001e-10
1847,1.4561703842730367e-08,5.3932236454556914e-09
1848,3.218088551193432e-08,8.04522137798358e-09
1849,1.256912263158938e-08,7.54147322368226e-09
1850,5.431196825611551e-09,5.431196825611551e-09
1851,1.6123596680017727e-08,0.0
1852,6.510545436100301e-09,0.0
1853,1.19438634538227e-08,5.971931837933653e-10
1854,2.286092382064453e-08,5.195664454227256e-10
1855,2.0697054736729115e-08,2.653468555990912e-09
1856,2.329735160344626e-08,3.1063134287023786e-09
1857,2.39193944651106e-08,4.881509085841174e-10
1858,5.872411001917044e-09,3.9149408159744326e-09
1859,1.1202780925145817e-08,1.018434669930457e-09
1860,1.5104706818647173e-08,7.781213007262977e-09
1861,1.131831339762357e-08,7.073945429425521e-09
1862,4.9697850279528666e-09,9.035972525772706e-10
1863,1.548332440037825e-08,9.489779628779615e-09
1864,5.753673426589501e-09,2.3973640850272204e-09
1865,8.001635798393636e-09,1.4120533631256649e-09
1866,6.811858188626729e-09,1.4596839292835284e-09
1867,1.1161466417775046e-08,3.88224918879132e-09
1868,7.409810987013543e-09,0.0
1869,2.197583626184496e-08,1.4650557433881772e-09
1870,5.160643912205387e-09,0.0
1871,1.4869648623516696e-08,0.0
1872,8.4662747923403e-09,1.2094678591978436e-09
1873,2.7535620006347017e-08,1.1972008939764578e-09
1874,8.364453130127458e-09,3.5847653734322193e-09
1875,1.0870901290260804e-08,3.432916173551348e-09
1876,1.874264654588842e-08,4.836811839936672e-09
1877,1.4225077116236662e-08,0.0
1878,2.2344627481629686e-08,3.6234530931267273e-09
1879,1.1607718342077078e-08,1.221865053580018e-09
1880,6.417846254436199e-09,2.5671385017744797e-09
1881,4.183504653809678e-09,1.045876096839038e-08
1882,1.5307385581309063e-08,8.652000893505374e-09
1883,1.64302811356265e-08,6.951272890631799e-09
1884,1.1222884843675729e-08,8.582206056928499e-09
1885,1.160214413431504e-08,1.4824961702686323e-08
1886,3.872078213618124e-09,1.1616235084943582e-08
1887,1.5016526688782506e-08,4.570247291724172e-09
1888,1.3315291091942072e-08,8.242799331981132e-09
1889,1.9421923624918236e-08,6.265136853755848e-09
1890,1.5730527991308918e-08,7.209825181320184e-09
1891,6.3742202627281586e-09,5.099376032546843e-09
1892,1.002961980134387e-08,8.149066310636499e-09
1893,4.926733243593162e-09,4.926733243593162e-09
1894,1.2603078580752936e-08,3.150769645188234e-09
1895,2.8889349357186234e-08,8.426059849853118e-09
1896,1.4152869098893461e-08,7.076434549446731e-09
1897,1.1653426668090106e-08,4.661370844871726e-09
1898,1.4145887128336199e-08,1.1316709347397591e-08
1899,1.5477219506010442e-08,9.949641111006713e-09
1900,1.0901211489056095e-08,1.5573159428683425e-09
1901,2.0119459875900247e-08,5.029864968975062e-09
1902,8.838511256215043e-09,5.892340837476695e-09
1903,1.2960528428251905e-08,4.320176216765503e-09
1904,6.987012746151322e-09,4.837162670412454e-09
1905,8.257214467732865e-09,5.160758931310738e-09
1906,9.773950537805831e-09,2.572092316910357e-09
1907,6.1714118260169926e-09,3.0857059130084963e-09
1908,7.858222517143076e-09,1.964555629285769e-09
1909,8.251475058784763e-09,6.0510818578052294e-09
1910,1.4963622230190765e-08,2.137660271017694e-09
1911,1.3300935464144459e-08,4.2562992019767876e-09
1912,1.0939784189645252e-08,1.5628263128064646e-09
1913,7.42418571064718e-09,2.121195885607108e-09
1914,1.9420557606508737e-08,8.036092680185902e-09
1915,1.0602685840410686e-08,1.1780761921542648e-09
1916,2.307367097387214e-08,5.493730803607377e-09
1917,2.1932848426331475e-08,6.57985488317081e-09
1918,1.033773866510046e-08,1.8378202071289707e-08
1919,3.038589824200244e-08,1.012863304339362e-08
1920,1.9687803387569147e-08,0.0
1921,1.060184651180407e-08,3.7863738810983705e-09
1922,2.0658220023506146e-08,1.2542490601674672e-08
1923,1.5923922180860473e-08,0.0
1924,2.578324886925998e-09,0.0
1925,1.3197813286680571e-08,1.0998177923937646e-09
1926,2.6750733184144337e-08,1.2260752413340015e-08
1927,6.689535148041159e-09,3.3447675740205796e-09
1928,2.9707706517001498e-08,2.2852082448565625e-09
1929,2.2280811862174232e-08,3.342121912552898e-09
1930,2.10072066408884e-08,7.352522590764465e-09
1931,2.8513390759599133e-08,9.124285327288817e-09
1932,2.082311922890767e-08,1.53433514782364e-08
1933,2.408838994938378e-08,6.882397318719313e-09
1934,1.3179738189705859e-08,4.7926320689839486e-09
1935,8.377798899061872e-09,0.0
1936,2.3036957230715416e-08,4.849885826274658e-09
1937,2.6441348666139675e-08,5.0364472592434595e-09
1938,2.463390735840676e-08,3.8895642262559704e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,1.1806010835613279e-08
1942,9.102635090130207e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,8.709705845433291e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.5249528306782167e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,6.960552134671616e-09
1947,2.622591566137089e-08,1.1920870957027319e-09
1948,1.4133454406817236e-08,2.174377566888097e-09
1949,1.570721330779179e-08,0.0
1950,1.914365022059883e-08,5.317680518146517e-09
1951,2.2388944032059044e-08,4.264560704569931e-09
1952,1.4762725597528004e-08,2.1089607837865287e-09
1953,1.508335856215126e-08,0.0
