year,refusant_VERB en_ADP,refusant_VERB sans_ADP
1954,2.149958033825783e-08,3.9090144454689835e-09
1955,2.4402580844906652e-08,1.0324168631115072e-08
1956,2.703553914074064e-08,4.360570571293465e-09
1957,4.0641172205369e-08,3.534015080575159e-09
1958,2.7298403537656668e-08,4.1361216673863055e-09
1959,3.952881399982289e-08,7.750747821333448e-10
1960,2.906750040665429e-08,4.844583290086746e-09
1961,2.848745239703021e-08,5.55852741612739e-09
1962,2.6002021535909137e-08,2.5367825617905737e-09
1963,3.103705603635376e-08,1.2932106496776896e-09
1964,3.346182686492227e-08,6.083968440151466e-09
1965,2.5171400352963502e-08,6.0192477668863376e-09
1966,2.9911003784910406e-08,3.8773522170743036e-09
1967,2.7116845657815247e-08,4.437302081328198e-09
1968,3.593132524848386e-08,2.245707841908029e-09
1969,2.4979667556657148e-08,4.541757636644661e-09
1970,2.897196726969753e-08,5.518470125309705e-09
1971,2.0553589163974095e-08,4.11071787720374e-09
1972,3.385897073826527e-08,4.10411743478889e-09
1973,2.039885482751913e-08,5.513203671370093e-09
1974,2.8127859263982202e-08,3.937900228123681e-09
1975,2.8557401332562904e-08,5.711480177694739e-09
1976,2.685357691767365e-08,2.285410749536254e-09
1977,3.3497655538283766e-08,6.464460078348111e-09
1978,2.9108897847685e-08,8.316827670995508e-09
1979,2.867466974976196e-08,4.681578680276743e-09
1980,3.4679419391725474e-08,3.97960553399912e-09
1981,4.1748625501103476e-08,3.1627747087981106e-09
1982,3.041676055470788e-08,1.0552754226011984e-08
1983,3.915495971895666e-08,3.157658134966823e-09
1984,3.885335653208699e-08,7.538710988796993e-09
1985,3.9101126669827124e-08,1.2632671797518924e-08
1986,4.076250204043674e-08,4.7955883708539204e-09
1987,4.888653615253702e-08,4.277571630240118e-09
1988,5.037105266225694e-08,7.195864737408186e-09
1989,2.7989423112551037e-08,5.488121956886971e-09
1990,4.522380225857603e-08,3.814055737905164e-09
1991,5.6270064163754796e-08,4.103025585955322e-09
1992,4.7385519508225116e-08,7.713921945651236e-09
1993,4.874502579355067e-08,5.539207315052863e-09
1994,2.2682184575018027e-08,7.384897138251745e-09
1995,3.633042089390415e-08,3.795715741716776e-09
1996,4.217092697267333e-08,8.007138063703678e-09
1997,4.027711542065049e-08,3.835915585170824e-09
1998,3.909866030937792e-08,3.3376904573501065e-09
1999,5.0272211282731405e-08,5.027221222642098e-09
2000,3.004261461825308e-08,6.627047355323157e-09
2001,4.3812118599717564e-08,5.6955752891774125e-09
2002,3.9430991805033955e-08,5.257465574004527e-09
2003,4.000246001112373e-08,5.416999737661854e-09
2004,3.039305984664509e-08,1.0131019939629837e-08
2005,4.5037495954858286e-08,5.854874363109275e-09
2006,3.3766698770421044e-08,5.353256671281059e-09
2007,3.475197019042753e-08,1.0785094817222785e-08
2008,4.598035019398594e-08,2.9802078582719105e-09
2009,3.814554050407537e-08,5.245011536203492e-09
2010,3.3066552163063534e-08,5.668551850135373e-09
2011,2.0649449039567003e-08,2.6767803251726008e-09
2012,1.565956264659718e-08,4.0851031724020714e-09
2013,2.1755175660942427e-08,6.136074870433106e-09
2014,1.9055917066523875e-08,5.630157673408576e-09
2015,2.682056265967958e-08,8.201328685619735e-09
2016,2.2991873960265252e-08,4.349814175519384e-09
2017,2.6162358723880175e-08,4.2765392616050946e-09
2018,1.832841367566118e-08,6.195520096952123e-09
2019,1.989770392896162e-08,6.377469219387422e-09
