year,ressemblant_VERB en_ADP,ressemblant_VERB sans_ADP
1863,8.640694204586907e-08,4.994620828036034e-10
1864,8.678457419364349e-08,3.3563094525845827e-09
1865,6.589581857951998e-08,9.41368871743009e-10
1866,7.833637027943041e-08,9.731225825149181e-10
1867,9.220342178650753e-08,1.455843445796745e-09
1868,6.86642493974432e-08,6.915823469455518e-09
1869,7.42294901101559e-08,0.0
1870,5.791389412479475e-08,5.734048791339319e-10
1871,7.222400455475508e-08,4.248470908407853e-09
1872,9.8571632634048e-08,5.442605477412599e-09
1873,1.1493128226902627e-07,1.1972008939764578e-09
1874,1.027632805516987e-07,4.182226565063729e-09
1875,9.669381029198121e-08,0.0
1876,5.501873445723504e-08,0.0
1877,9.462768701951063e-08,4.329371083855449e-09
1878,8.817069385713694e-08,0.0
1879,8.553055153015521e-08,4.887460214320072e-09
1880,8.535735673831368e-08,6.417846254436199e-10
1881,9.552335455964567e-08,0.0
1882,6.189507928411331e-08,2.6621540527571597e-09
1883,1.131161653233903e-07,1.8958017378167824e-09
1884,8.31813835588946e-08,3.9610181801208455e-09
1885,1.2182250941350503e-07,3.2228177904158883e-09
1886,7.486018205327127e-08,1.936039106809062e-09
1887,8.422312447464719e-08,0.0
1888,1.033520220516948e-07,3.1703073499755874e-09
1889,1.2718227537789062e-07,3.132568426877924e-09
1890,9.962667490981403e-08,3.2771931834929546e-09
1891,9.115134957937698e-08,6.374220040683554e-10
1892,8.149066133000815e-08,0.0
1893,7.88277318974906e-08,6.158416554491453e-10
1894,8.507078064212692e-08,0.0
1895,1.2338159649516456e-07,1.8055843487019274e-09
1896,9.553186686162007e-08,0.0
1897,1.0721152676751444e-07,2.330685422435863e-09
1898,1.1033792191028624e-07,5.6583548957434e-10
1899,1.0723502441578603e-07,8.844125432005967e-09
1900,1.1212674877469908e-07,5.710158568206225e-09
1901,8.606657786458527e-08,4.470991132876634e-09
1902,9.084025265337914e-08,1.9641135384773634e-09
1903,9.558389990615979e-08,4.320176216765503e-09
1904,8.384415650652954e-08,3.7622376325430196e-09
1905,1.2024568718516093e-07,2.580379465655369e-09
1906,1.039125265833718e-07,3.600929110447737e-09
1907,9.668545430940867e-08,1.028568674676933e-09
1908,9.871892103774371e-08,9.822778146428846e-10
1909,1.083693774717176e-07,0.0
1910,1.1703689750675039e-07,1.6032452032632705e-09
1911,8.619006308663302e-08,2.128149656499545e-09
1912,8.126696826593616e-08,4.688478938419394e-09
1913,7.84842484335968e-08,3.181793939432964e-09
1914,7.701255100300841e-08,2.678697486047099e-09
1915,6.950649833470379e-08,0.0
1916,8.680095220370276e-08,0.0
1917,6.141197417264266e-08,2.1932848870420685e-09
1918,6.202643021424592e-08,0.0
1919,8.287063479883727e-08,0.0
1920,7.345065000663453e-08,0.0
1921,7.799929591101318e-08,1.5145494858259667e-09
1922,1.1214461892450345e-07,1.4755870969551665e-09
1923,9.448194049355152e-08,0.0
1924,5.1566498626698376e-08,0.0
1925,1.0118323956476161e-07,1.0998177923937646e-09
1926,7.133528612257578e-08,5.57306911730393e-09
1927,6.355057990958812e-08,4.4596899506643695e-09
1928,6.170062505361784e-08,1.1426041224282812e-09
1929,6.907051641746875e-08,0.0
1930,5.566909777598994e-08,1.0503603542488804e-09
1931,6.84321435073798e-08,3.4216069977333063e-09
1932,6.24693612394367e-08,2.1919073223131136e-09
1933,6.882397229901471e-08,2.2941324395731044e-09
1934,8.626737724171107e-08,3.5944740517379614e-09
1935,5.38572777486479e-08,1.196828414151696e-09
1936,7.1535815493462e-08,0.0
1937,7.428759829508635e-08,2.5182236296217297e-09
1938,5.0564334941327616e-08,2.5930428915188486e-09
1939,7.494084997006212e-08,1.5294050470515685e-09
1940,5.325144059042941e-08,0.0
1941,1.0330258959356797e-07,0.0
1942,7.58552971547033e-08,3.034211770724937e-09
1943,6.096794180621146e-08,2.9032352077962287e-09
1944,5.7837350908584995e-08,3.2131861615880553e-09
1945,8.714016530575464e-08,0.0
1946,6.682130049284751e-08,2.7842208538686464e-09
1947,4.649139739854036e-08,8.344609447874518e-09
1948,4.783630558335972e-08,1.0871887834440486e-09
1949,3.6322930441201606e-08,2.945102384188658e-09
1950,6.593923984610228e-08,4.2541445921528975e-09
1951,5.330700858507953e-08,3.1984206394497505e-09
1952,5.377849987553418e-08,3.1634410646574906e-09
1953,4.0940545176226806e-08,8.619061908632375e-09
1954,5.374894840315392e-08,0.0
1955,3.660387193349379e-08,2.815682353940474e-09
1956,6.192010459926678e-08,2.616342476002842e-09
1957,3.799066305987253e-08,1.7670075402875796e-09
1958,5.707848060865217e-08,0.0
1959,2.2477168570844697e-08,2.325224457422337e-09
1960,3.944875004435744e-08,2.076250060767393e-09
1961,4.377340445671507e-08,0.0
1962,5.89801949502089e-08,2.5367825617905737e-09
1963,4.7202188824257973e-08,2.5864212993553792e-09
1964,4.1979379972190145e-08,6.083968329129164e-10
1965,5.034279837445865e-08,5.47204326295514e-09
1966,5.317511764246774e-08,5.539074754423723e-10
1967,4.289391952738697e-08,2.465167847631733e-09
1968,4.042274426296899e-08,3.5931326802796093e-09
1969,2.952142530432411e-08,2.7250546263957176e-09
1970,4.092865424354386e-08,0.0
1971,2.8261185391897925e-08,1.0276794970565106e-09
1972,4.360624927812751e-08,3.0780880067027283e-09
1973,4.2451670623222526e-08,3.3079223804577396e-09
1974,2.981553137715309e-08,5.625571675160757e-10
1975,4.16938057412608e-08,1.7134440533084216e-09
1976,2.628222439682304e-08,1.142705374768127e-09
1977,2.8796231177352638e-08,2.3507127355770763e-09
1978,3.2079192635592335e-08,4.158414057542359e-09
1979,2.0481905949054635e-08,1.1703946700691858e-09
1980,3.1268328370970266e-08,2.2740602734216964e-09
1981,2.6567308353264707e-08,1.2651099057237047e-09
1982,3.041676066573018e-08,2.483000915987077e-09
1983,3.915495838668903e-08,3.157658134966823e-09
1984,3.537395087960249e-08,2.3196033982486597e-09
1985,2.466378745680231e-08,4.812446441349039e-09
1986,3.2370220282018636e-08,1.1988970927134801e-09
1987,3.116516467116526e-08,0.0
1988,1.9188972188999287e-08,1.1993107618124554e-09
1989,3.2928731741321826e-08,1.6464366536794728e-09
1990,2.2339468941368068e-08,5.44865097484859e-10
1991,3.692722927439718e-08,2.9307325455363298e-09
1992,3.250866953408149e-08,2.2039776670368383e-09
1993,3.43430848204207e-08,2.7696036575264316e-09
1994,3.586950114708998e-08,3.164955852952289e-09
1995,3.0907969517102174e-08,5.422450821690461e-10
1996,3.202855225481471e-08,5.338092190498855e-10
1997,2.6371919759071716e-08,3.3564262480467733e-09
1998,4.005228504411207e-08,1.9072516899143466e-09
1999,3.97607493596297e-08,3.656160929565999e-09
2000,3.048441854502926e-08,2.6508188977203417e-09
2001,4.205963222148057e-08,2.190605918883648e-09
2002,3.373540380380291e-08,2.1906108038649563e-09
2003,3.4585461605729506e-08,2.9168460979889232e-09
2004,3.7000248198637564e-08,1.3214374039449694e-09
2005,3.422849559342467e-08,2.251874686720612e-09
2006,3.706101026068609e-08,4.1178899179428186e-10
2007,3.1955835311237024e-08,1.997239706952314e-09
2008,3.1079309792403365e-08,2.1287198670449925e-09
2009,3.337734710839868e-08,3.814554005998616e-09
2010,3.495607003856094e-08,9.447586046817946e-10
2011,4.971163392042399e-08,1.529588788962144e-09
2012,3.982975727012672e-08,2.382976926895708e-09
2013,4.93675145207817e-08,2.5102124823206395e-09
2014,6.084901116309993e-08,1.5158115873603606e-09
2015,4.699139921626738e-08,2.659890530054554e-09
2016,5.67547182583894e-08,1.4499380585064614e-09
2017,3.6224804489393136e-08,2.0124890642847504e-09
2018,5.5501534035329314e-08,1.290733298020541e-09
2019,5.7652322027479386e-08,2.806086474294034e-09
