year,rentrant_VERB en_ADP,rentrant_VERB sans_ADP
1862,3.1896983904156073e-07,1.3102160245637151e-08
1863,3.7759334325926375e-07,1.39849385405455e-08
1864,3.130957404451351e-07,5.753673537611803e-09
1865,2.9511913979263227e-07,4.706844358715045e-10
1866,3.2356325174731637e-07,2.432806400776144e-09
1867,3.0621241720041326e-07,4.85281148598915e-09
1868,3.156579437835205e-07,2.4699371437009177e-09
1869,3.0619663737851965e-07,2.441759683335931e-09
1870,3.1422588531171414e-07,5.160643912205387e-09
1871,4.0360474917733313e-07,3.18635318130589e-09
1872,2.4733616488248344e-07,8.4662747923403e-09
1873,2.573981783271506e-07,1.1373408881354408e-08
1874,3.0589999244767796e-07,5.974609251779839e-09
1875,2.958029439170673e-07,4.577221712764867e-09
1876,2.3095775869563795e-07,3.02300739996042e-09
1877,2.560513792104757e-07,5.566334504436554e-09
1878,2.294853735929081e-07,9.058632954861423e-09
1879,3.0729905775572774e-07,5.498392852132383e-09
1880,3.2217589396310586e-07,2.5671385017744797e-09
1881,2.7820305970038817e-07,9.064259565150223e-09
1882,2.2561755952388296e-07,5.324308105514319e-09
1883,2.458222878587435e-07,1.1374810426900694e-08
1884,2.977365314293934e-07,5.941527270181268e-09
1885,2.68138432790721e-07,1.933690763067375e-09
1886,2.4845836121834e-07,5.162771099520569e-09
1887,2.8400823293139865e-07,8.48760173255414e-09
1888,2.7011019199107977e-07,3.1703073499755874e-09
1889,2.5624410504576645e-07,5.6386229019267375e-09
1890,3.4672703996818655e-07,5.898947996740844e-09
1891,3.5249436924900124e-07,1.5935549768641977e-08
1892,2.7268028857108106e-07,1.5044429702015805e-08
1893,2.8636637283696587e-07,1.4780200174868696e-08
1894,2.8861050171968827e-07,1.0082462864602348e-08
1895,3.2079216083502615e-07,9.027921521465032e-09
1896,3.2551600526176117e-07,1.179405795248556e-09
1897,2.7443821259964807e-07,2.330685422435863e-09
1898,2.8291775888700244e-07,7.355861253444118e-09
1899,2.90750625353553e-07,2.7637891975018647e-09
1900,2.502087657063612e-07,2.07642125715779e-09
1901,3.5544378906848806e-07,3.912117296778206e-09
1902,2.6564637023440696e-07,1.9641135384773634e-09
1903,2.9215192576259597e-07,8.640352433531007e-09
1904,2.7571828553618616e-07,5.374625189347171e-09
1905,2.848738969163378e-07,1.1353670004154992e-08
1906,2.5926690483402126e-07,9.773950537805831e-09
1907,2.5148503279837087e-07,7.71426478252124e-09
1908,2.730732360234356e-07,8.840500109741356e-09
1909,2.99803602832327e-07,4.950885035270858e-09
1910,2.853776361888549e-07,2.67207544979442e-09
1911,3.26670972938814e-07,2.128149656499545e-09
1912,3.0058360245277527e-07,4.167536982180309e-09
1913,2.672706829187632e-07,9.015082902408267e-09
1914,2.846116204935356e-07,2.0090231700464756e-09
1915,2.9687521052590427e-07,1.1780762032564951e-08
1916,3.329200941593058e-07,5.493731025651982e-09
1917,3.048666030736058e-07,0.0
1918,3.411453626256389e-07,1.033773866510046e-08
1919,3.508190202783368e-07,1.8415696745321952e-09
1920,3.0970427911114484e-07,6.057785384427916e-09
1921,3.0745355950045905e-07,3.7863738810983705e-09
1922,3.1282447920943923e-07,2.951174193910333e-09
1923,2.420436184813468e-07,7.431163684401554e-09
1924,2.8748321945215594e-07,3.867487219366694e-09
1925,3.1124844213081815e-07,1.0998178145982251e-08
1926,2.3295429940617396e-07,2.229227691330493e-09
1927,2.2967403001672437e-07,1.0034302277972529e-08
1928,2.490876944705178e-07,1.1426041446327417e-08
1929,3.019050254238209e-07,0.0
1930,2.5628792688081603e-07,1.3654684494213143e-08
1931,2.0415587709265992e-07,3.4216069977333063e-09
1932,2.4330171033426495e-07,1.0959536611565568e-09
1933,2.6038403699857327e-07,1.0323596200123575e-08
1934,2.8755793479717795e-07,4.7926320689839486e-09
1935,2.477434781766874e-07,8.377798899061872e-09
1936,2.0490767838055035e-07,1.2124714565686645e-09
1937,2.0145788814929233e-07,1.3850230295986421e-08
1938,2.2429820401015377e-07,6.482607339819424e-09
1939,1.5446991508127894e-07,9.176430282309411e-09
1940,1.7243323835458568e-07,0.0
1941,2.007021824290689e-07,8.854508237732261e-09
1942,2.1542903061444463e-07,0.0
1943,3.106461727853116e-07,2.9032352077962287e-09
1944,1.895779853100521e-07,0.0
1945,3.0281205809501444e-07,2.178504043826024e-09
1946,2.2969822222052017e-07,6.960552134671616e-09
1947,2.622591646073147e-07,3.5762612871081956e-09
1948,2.5440217399363974e-07,1.0871887834440486e-09
1949,2.5229710498564373e-07,3.9268033269479474e-09
1950,1.9462710865170152e-07,5.317680518146517e-09
1951,1.9936821615829103e-07,2.1322803522849654e-09
1952,2.056236780845211e-07,1.0544803918932644e-09
1953,2.2194084969839878e-07,9.69644453618912e-09
1954,2.1597304744602752e-07,2.9317608341017376e-09
1955,1.8114223365728321e-07,7.508486277174597e-09
1956,1.7616706493583933e-07,3.488456634670456e-09
1957,1.3782658481176213e-07,2.6505113659425206e-09
1958,1.4641871537435236e-07,4.9633461784992505e-09
1959,1.7051645073706823e-07,1.5501495642666896e-09
1960,1.5502666439459745e-07,2.076250060767393e-09
1961,1.6536619096285676e-07,2.779263708063695e-09
1962,1.8137995105860227e-07,2.5367825617905737e-09
1963,1.5001243802714725e-07,3.879631726988464e-09
1964,1.5514119677817462e-07,3.650380997477498e-09
1965,1.5485882531862671e-07,6.0192477668863376e-09
1966,1.6728006002608709e-07,9.970334780007306e-09
1967,1.5579860335179774e-07,2.465167847631733e-09
1968,1.7426693155186967e-07,1.7965663401398047e-09
1969,1.548739456680437e-07,3.1792304344691047e-09
1970,1.8072988794415323e-07,5.9783426265003214e-09
1971,1.3976441470830991e-07,4.624557736754298e-09
1972,1.1440227432046868e-07,5.130146862875051e-09
1973,1.130206754851315e-07,1.102640756478479e-09
1974,1.2207490307503122e-07,7.875800456247362e-09
1975,1.4221585864504505e-07,3.998036124386317e-09
1976,1.3941005416739927e-07,3.999468700666142e-09
1977,1.3869205339744894e-07,3.526069214387917e-09
1978,1.306930146327545e-07,1.1881182704343018e-09
1979,1.4337335052516664e-07,5.851973350345929e-10
1980,1.1484004147632731e-07,1.1370301367108482e-09
1981,1.2461332898894284e-07,6.325549528618524e-10
1982,1.1359729157334186e-07,1.8622506869903077e-09
1983,1.1557028445352557e-07,5.052252838311233e-09
1984,1.0554195561951474e-07,5.799008495621649e-10
1985,1.040691515186154e-07,6.015557829641693e-09
1986,1.0130680472286713e-07,2.3977941854269602e-09
1987,1.1305011060613879e-07,2.4443267410134695e-09
1988,1.0194141619734864e-07,5.996553809062277e-10
1989,1.2458037712548276e-07,4.390497743145261e-09
1990,1.0188977572767044e-07,3.2691906959314565e-09
1991,1.0726481214362593e-07,0.0
1992,1.1185186465922925e-07,1.65298330578878e-09
1993,1.2075472266559473e-07,7.2009697094088665e-09
1994,1.1341091887828725e-07,4.747434001473039e-09
1995,1.1278697387151482e-07,2.1689803286761844e-09
1996,1.0729565058653634e-07,1.067618438099771e-09
1997,1.1699542801224538e-07,2.8769365778558154e-09
1998,1.206336679437925e-07,9.536258449571733e-10
1999,1.1379801190258831e-07,3.1991408688814005e-09
2000,1.1089258755703213e-07,1.7672125984802278e-09
2001,1.226739319015735e-07,3.066848330846028e-09
2002,1.1434988023140136e-07,1.752488598683044e-09
2003,1.4375884482831225e-07,2.5001538617175356e-09
2004,1.3214373062453433e-07,1.3214374039449694e-09
2005,1.1304411451362739e-07,1.3511248786457486e-09
2006,1.0994766341809736e-07,2.8825228870488218e-09
2007,1.2942113780667341e-07,1.5977917877663117e-09
2008,1.2900041657104566e-07,1.7029758714315335e-09
2009,1.230193635848309e-07,3.337734755248789e-09
2010,1.1431579416409932e-07,2.3618964561933353e-09
2011,1.173959405242897e-07,3.059177577924288e-09
2012,1.4195734499011792e-07,5.446804340891731e-09
2013,1.163065133091834e-07,6.4149877077035455e-09
2014,1.3100943174748636e-07,7.362513668174309e-09
2015,1.551602761828974e-07,6.64972610309178e-09
2016,1.690213435878718e-07,4.971216327476213e-09
2017,1.1873685235030962e-07,6.5405894034142875e-09
2018,1.2958962658515816e-07,7.228106668755174e-09
2019,1.265289990559637e-07,4.846876677788714e-09
