year,doit_VERB ôter_VERB,doit_VERB oter_VERB,doit_VERB sauter_VERB
1800,8.174827570428533e-08,0.0,0.0
1801,8.096020565062645e-08,0.0,2.3811825844433088e-09
1802,9.84649659585557e-08,0.0,0.0
1803,6.241085515057421e-08,0.0,7.801356893821776e-09
1804,1.0134588990240445e-07,0.0,2.9662210465630778e-08
1805,7.960057502032214e-08,0.0,2.842877755426798e-08
1806,3.7461699520235925e-08,0.0,2.881669125542885e-09
1807,3.701041606518629e-08,0.0,0.0
1808,9.290903335568146e-08,0.0,4.5321479902327155e-09
1809,4.969867006821005e-08,0.0,4.518061036407062e-09
1810,6.31834211617388e-08,0.0,1.4040760554223652e-08
1811,7.771937760026049e-08,0.0,0.0
1812,5.3344166417446104e-08,2.6672082320544632e-09,5.3344164641089264e-09
1813,5.7514832008109806e-08,0.0,1.7254450312975678e-08
1814,5.97868634599763e-08,0.0,0.0
1815,5.664169577812572e-08,0.0,2.697223555614414e-09
1816,6.025770460382773e-08,0.0,0.0
1817,4.3592454090912724e-08,0.0,1.401186100480345e-08
1818,7.391130196765516e-08,0.0,1.1921177378582115e-09
1819,5.900098543065724e-08,1.035105001712111e-09,1.1386155129855524e-08
1820,7.95054262425765e-08,2.3732962262101864e-09,2.610625848831205e-08
1821,7.001656854299654e-08,0.0,9.86148829262845e-10
1822,7.017931125119503e-08,1.0025615893027862e-09,3.0076847679083585e-09
1823,7.412015179397713e-08,0.0,2.2730180404550993e-08
1824,4.126345132249298e-08,0.0,1.0105335235266466e-08
1825,4.57883047033647e-08,0.0,6.163809906922779e-09
1826,3.699353356978463e-08,7.927186018719112e-09,2.1139161532346407e-08
1827,9.770309361556428e-08,9.217273055917019e-10,1.1060727445055818e-08
1828,7.33784091266898e-08,9.172301251858528e-10,5.503380862137419e-09
1829,4.200856196234781e-08,0.0,1.1145129263923081e-08
1830,5.114049628218709e-08,0.0,1.3567886369969528e-08
1831,6.392394169552063e-08,0.0,2.494592976631793e-08
1832,7.035583848846727e-08,0.0,9.470978667991403e-09
1833,2.3167256557599103e-08,0.0,5.791814139399776e-09
1834,2.8937046536725575e-08,0.0,7.467624740797874e-09
1835,7.184933537018878e-08,7.563087933704082e-10,6.050470346963266e-09
1836,5.040562456315456e-08,6.720750067579218e-10,1.0753200108126748e-08
1837,7.166627824517491e-08,6.957890930081589e-10,2.922314124020886e-08
1838,6.56464820281144e-08,6.312161904276081e-10,1.1361890983607736e-08
1839,3.076248944466897e-08,6.9914751765765e-10,1.6080392128969834e-08
1840,7.834717052901397e-08,6.369688665408546e-10,7.0066574764382494e-09
1841,6.420548714913821e-08,6.420548537278137e-10,1.0272877659645019e-08
1842,4.22620693996123e-08,0.0,1.0062397137744483e-08
1843,4.1939067330076796e-08,3.5441467538532834e-09,1.4767278067040479e-08
1844,5.1592476069117765e-08,0.0,1.2623690537338916e-08
1845,6.249855033502172e-08,1.674068439427856e-09,9.48638767539478e-09
1846,4.2152407786488766e-08,5.854501328173001e-10,1.9905304071698993e-08
1847,5.770749211819748e-08,4.314578916364553e-09,7.011190739092399e-09
1848,3.459445352405055e-08,5.63165514222419e-09,1.448139919091318e-08
1849,3.351765798242923e-08,8.379414939696517e-10,1.005529792763582e-08
1850,4.480737203493845e-08,1.3577992064028876e-09,2.1724787302446202e-08
1851,3.1602251482354404e-08,0.0,1.2898877521649865e-09
1852,4.231854688896419e-08,6.510545436100301e-10,4.557382027314816e-09
1853,3.881755716861335e-08,0.0,1.7318601663873778e-08
1854,4.2084881357595805e-08,0.0,1.1950028522278444e-08
1855,3.555647865027822e-08,0.0,7.960405667972736e-09
1856,6.316170697573398e-08,5.177189232874468e-10,1.346069211649592e-08
1857,3.612316845647001e-08,0.0,1.757343248698362e-08
1858,2.8872689128434104e-08,4.893676019968041e-10,6.8511463169329545e-09
1859,2.800695320104296e-08,5.092173349652285e-10,6.619825576592575e-09
1860,2.288591893773173e-08,4.577183909670879e-10,1.6935580049448618e-08
1861,3.0182167876091626e-08,4.715963730639317e-10,8.017138064531082e-09
1862,5.0601446588416366e-08,1.3553959066214816e-09,9.035972858839614e-09
1863,2.7969877081091e-08,4.994620828036034e-10,7.491931519609807e-09
1864,3.404256787575832e-08,0.0,1.965838514195184e-08
1865,2.3063536858103362e-08,0.0,9.413688495385486e-09
1866,3.065336073859726e-08,1.4596839292835284e-09,5.838735717134114e-09
1867,3.542552207136396e-08,0.0,1.6984840200962026e-08
1868,2.5193358510477992e-08,9.87974813071446e-10,2.420538258718352e-08
1869,3.613804011592947e-08,1.4650557433881772e-09,3.4184632902167778e-09
1870,2.5803219116937726e-08,0.0,2.2936195165357276e-09
1871,1.0621176826930423e-08,0.0,1.805600113868877e-08
1872,1.8746751706544273e-08,0.0,1.0280476914203973e-08
1873,2.21482157058972e-08,0.0,3.292302608315367e-08
1874,4.480956761199195e-08,0.0,1.0156835372754358e-08
1875,1.0870901512305409e-08,0.0,4.005069165202713e-09
1876,2.5997863417615008e-08,6.04601479992084e-10,7.255217759905008e-09
1877,2.72131899237138e-08,0.0,2.783167118991514e-08
1878,1.8117265909722846e-08,0.0,1.4493812372506909e-08
1879,1.588424503040642e-08,0.0,1.221865097988939e-08
1880,1.7328185109022343e-08,0.0,9.626769603698904e-09
1881,9.761510710859511e-09,0.0,1.1156012114099667e-08
1882,1.6638463051776853e-08,0.0,1.7304001787010748e-08
1883,2.274962085380139e-08,0.0,6.951272890631799e-09
1884,6.601696966868076e-09,0.0,1.8484751507230612e-08
1885,9.66845359329227e-09,0.0,1.353583467533781e-08
1886,6.4534639854230136e-09,0.0,9.680196200179125e-09
1887,4.570247291724172e-09,0.0,2.0239665943222462e-08
1888,1.2047167707862627e-08,0.0,9.510921827882157e-09
1889,1.7542383545787743e-08,0.0,8.771191772893872e-09
1890,1.6385966361553983e-08,0.0,1.9007721618891082e-08
1891,1.466070642663908e-08,0.0,1.9760081571007504e-08
1892,1.3163876211308434e-08,0.0,1.5044429702015805e-08
1893,4.926733243593162e-09,0.0,1.4780200174868696e-08
1894,1.2603078580752936e-08,0.0,1.764431090123253e-08
1895,1.5648398132839247e-08,1.2037228991346183e-09,1.6852119699706236e-08
1896,1.1204354777305525e-08,5.89702897624278e-10,4.1279202278587945e-09
1897,1.3401440845939305e-08,0.0,9.905413378419325e-09
1898,1.810673566637888e-08,5.6583548957434e-10,1.4145887128336199e-08
1899,5.527578395003729e-09,1.1055156790007459e-09,4.4220627160029835e-09
1900,1.6092265298084385e-08,0.0,1.7130474816440255e-08
1901,8.941982265753268e-09,5.588738916095792e-10,1.0059729937950124e-08
1902,1.4239823542538943e-08,0.0,9.820567470342212e-09
1903,7.560307935250421e-09,0.0,1.0260418292773466e-08
1904,1.3974025492302644e-08,0.0,1.5048950530172078e-08
1905,8.773290538499623e-09,5.160759042333041e-10,1.0321517862621477e-08
1906,1.0802787109298606e-08,0.0,1.18316245689698e-08
1907,1.902852098112362e-08,2.057137349353866e-09,8.228549397415463e-09
1908,7.367083831866239e-09,0.0,1.4243028090277221e-08
1909,5.5009836685826485e-09,0.0,1.1001967337165297e-08
1910,1.068830179917768e-08,0.0,1.5498036631811374e-08
1911,8.51259862599818e-09,1.5961122423746588e-09,2.2345570727111408e-08
1912,5.730363294986773e-09,0.0,7.814131564032323e-09
1913,1.0605979205990934e-08,0.0,1.4318072061314524e-08
1914,8.705766774141921e-09,0.0,1.7411533548283842e-08
1915,3.534228465440492e-09,0.0,1.6493066468115103e-08
1916,7.69122365795738e-09,0.0,4.0653610255958483e-08
1917,3.289927441585405e-09,0.0,2.1932848426331475e-08
1918,6.89182577673364e-09,0.0,1.1486376294556067e-08
1919,8.287063479883727e-09,0.0,2.301962176431971e-08
1920,5.300562211374427e-09,0.0,1.2115570768855832e-08
1921,2.2718242842501013e-09,0.0,5.300923255902035e-09
1922,7.377935595798135e-09,0.0,3.39385017866789e-08
1923,1.2739137744688378e-08,0.0,2.3355084977083607e-08
1924,1.804827398643738e-08,0.0,6.445812328337297e-09
1925,1.6497267552040284e-08,0.0,2.3096173862313663e-08
1926,8.916910765321973e-09,0.0,2.7865345586519652e-08
1927,1.8953683067479687e-08,0.0,2.1183527820767267e-08
1928,1.2568645679778001e-08,0.0,1.1426041446327417e-08
1929,1.6710609784809094e-08,0.0,1.3368487650211591e-08
1930,4.201441416995522e-09,0.0,2.2057568216382606e-08
1931,3.4216069977333063e-09,0.0,1.8248570654577634e-08
1932,6.575722188983946e-09,0.0,1.753525857850491e-08
1933,3.4411986593596566e-09,1.1470662197865522e-09,9.176529758292418e-09
1934,5.990790086229936e-09,0.0,1.9170528275935794e-08
1935,9.574627313213568e-09,0.0,2.6330225111337313e-08
1936,1.2124714565686645e-08,1.2124714565686645e-09,2.182448710641438e-08
1937,8.813782592653752e-09,0.0,1.888667711114067e-08
1938,6.482607339819424e-09,0.0,4.2785206488815675e-08
1939,1.070583532936098e-08,0.0,3.364691281149135e-08
1940,1.2678914806940611e-08,0.0,3.0429394115571995e-08
1941,1.1806010391524069e-08,0.0,1.1806010391524069e-08
1942,1.517105907566929e-08,0.0,3.6410540360520827e-08
1943,0.0,5.806470415592457e-09,2.9032351633873077e-08
1944,9.639558484764166e-09,0.0,1.2852744646352221e-08
1945,6.535512131478072e-09,0.0,4.357008265287732e-08
1946,1.3921104269343232e-09,0.0,5.0115975369635635e-08
1947,1.0728784083369192e-08,0.0,2.9802176726434482e-08
1948,4.348755133776194e-09,1.0871887834440486e-09,3.696441908118686e-08
1949,8.835307596655184e-09,0.0,3.141442661558358e-08
1950,1.1698897850465073e-08,0.0,3.296961992305114e-08
1951,8.529121409139861e-09,1.0661401761424827e-09,2.1322803078760444e-08
1952,1.687168627029223e-08,2.1089607837865287e-09,1.7926167217297007e-08
1953,6.464296653518886e-09,0.0,2.2625037843226892e-08
1954,1.3681550115052232e-08,0.0,1.4658803948464083e-08
1955,3.754243138587299e-09,0.0,1.220129064449793e-08
1956,1.2209598665435806e-08,0.0,1.657016923672927e-08
1957,1.1485549400447326e-08,0.0,1.9437083054185678e-08
1958,6.617794756635931e-09,0.0,5.046068451974861e-08
1959,1.4726420971555854e-08,0.0,1.705164542897819e-08
1960,6.920833239831836e-09,0.0,3.252791813679323e-08
1961,1.042223907177231e-08,6.948159270159238e-10,2.501337270643944e-08
1962,7.610347907416326e-09,0.0,3.4880759613997725e-08
1963,9.69907976156037e-09,0.0,3.168366191630412e-08
1964,1.0951143103454797e-08,0.0,3.1636634645337836e-08
1965,1.2585699593614663e-08,0.0,3.009623839034248e-08
1966,7.754704434148607e-09,0.0,2.99110034518435e-08
1967,7.888536934785861e-09,0.0,2.6130779318123132e-08
1968,1.3025106326836067e-08,0.0,2.5601069708613977e-08
1969,1.6804504454626112e-08,0.0,2.361714024345929e-08
1970,1.5175793066646293e-08,0.0,3.0351586133292585e-08
1971,1.1304474689666222e-08,5.138397485282553e-10,2.6205826841874114e-08
1972,2.0007572487656944e-08,0.0,3.33459553303328e-08
1973,1.268036875501366e-08,0.0,2.4809416743210022e-08
1974,1.1251143128276908e-08,0.0,2.3627400480563665e-08
1975,7.996072248772634e-09,0.0,2.8557401776652114e-08
1976,7.998937512354587e-09,5.713526873840635e-10,2.2282755196556536e-08
1977,4.11374712072643e-09,0.0,2.056873604772136e-08
1978,8.316828115084718e-09,0.0,2.0792070287711795e-08
1979,1.287434159280565e-08,0.0,1.7555919384903973e-08
1980,1.591842213599648e-08,0.0,2.7288724169238776e-08
1981,1.3283654176632353e-08,0.0,3.352541355639005e-08
1982,1.1173503899897241e-08,6.207502289967692e-10,3.662426451001011e-08
1983,6.946847541655643e-09,6.315316047889041e-10,2.1472073896688926e-08
1984,1.275781880138993e-08,0.0,2.0296528902008504e-08
1985,1.0226449020933615e-08,0.0,2.2257564680217e-08
1986,9.591176741707841e-09,0.0,3.7165808208783346e-08
1987,9.777306964053878e-09,0.0,1.4054879038383206e-08
1988,5.99655392008458e-09,0.0,2.338656024392094e-08
1989,9.878619700032232e-09,0.0,3.4026356843241956e-08
1990,5.993515905799995e-09,0.0,2.397406362319998e-08
1991,7.6199047072123e-09,0.0,1.641210189973208e-08
1992,3.30596661157756e-09,0.0,3.1406681699763794e-08
1993,8.308811416668505e-09,0.0,1.938722604677423e-08
1994,9.494868002946077e-09,5.274926606624319e-10,2.7429617688312646e-08
1995,8.675921314704738e-09,5.422450821690461e-10,2.277429267394382e-08
1996,6.4057106285986265e-09,0.0,1.6014276127407356e-08
1997,1.3425704992187093e-08,0.0,3.212579358091716e-08
1998,1.0013071261028017e-08,0.0,2.0502955777601528e-08
1999,1.553868322901053e-08,0.0,2.0108885223635298e-08
2000,1.2370488633450805e-08,0.0,2.5182780305499364e-08
2001,1.095302959441824e-08,0.0,3.461157405126869e-08
2002,1.1391176002462089e-08,0.0,2.1906107150471144e-08
2003,1.0833999475323708e-08,4.1669229178253886e-10,2.6668306674082487e-08
2004,6.166707589017051e-09,0.0,1.9821561281219147e-08
2005,1.9366122927522156e-08,0.0,3.1526248278623825e-08
2006,7.412201963319376e-09,0.0,2.388376074691223e-08
2007,9.98619853476157e-09,0.0,1.8774054311165855e-08
2008,1.1069342775726909e-08,0.0,3.065356679599063e-08
2009,7.1522885392028e-09,0.0,3.7191902890754136e-08
2010,1.2754241218715379e-08,0.0,3.212179322531483e-08
2011,1.3001504761689375e-08,1.1471915639660324e-09,3.059177444697525e-08
2012,1.3617010630184723e-08,0.0,4.799996489168734e-08
2013,1.059867482666732e-08,0.0,3.179602714453722e-08
2014,1.1260315346817151e-08,0.0,4.1143458417991496e-08
2015,1.573768493301486e-08,0.0,3.635183531969233e-08
2016,1.0356700386182638e-08,0.0,3.1898636621008336e-08
