year,grand_ADJ antre_NOUN,grand_ADJ centre_NOUN
1902,9.820567692386817e-10,5.735211360269332e-07
1903,1.6200660812870638e-09,6.350658832143807e-07
1904,1.6123875568041512e-09,6.127072698092206e-07
1905,0.0,6.595450172675044e-07
1906,6.6874399351490865e-09,6.419942133462087e-07
1907,0.0,6.860553183329898e-07
1908,0.0,7.146071361319173e-07
1909,0.0,6.05108190554482e-07
1910,0.0,6.931363145668001e-07
1911,0.0,5.894974441922329e-07
1912,5.209421227725386e-10,6.438844504241814e-07
1913,1.590896969716482e-09,7.567366373528728e-07
1914,1.2723813114234872e-08,6.435570440999072e-07
1915,0.0,6.314488589787004e-07
1916,0.0,6.526552367436267e-07
1917,0.0,8.477046180566106e-07
1918,0.0,8.499918715543231e-07
1919,0.0,9.235471825075336e-07
1920,0.0,8.382460778832979e-07
1921,0.0,7.890803050969453e-07
1922,1.4755870969551665e-09,8.366578985175011e-07
1923,2.1231896241147297e-09,8.429062594572656e-07
1924,0.0,7.683408251857315e-07
1925,0.0,6.939850094589417e-07
1926,0.0,6.687683073991479e-07
1927,2.2298449753321847e-09,7.481129826736321e-07
1928,0.0,7.689725811665937e-07
1929,0.0,7.508633936836873e-07
1930,0.0,8.791516323825022e-07
1931,2.2810713318222042e-09,7.949533680218224e-07
1932,1.0959536611565568e-09,7.605918438402526e-07
1933,5.735331320977366e-09,7.96063956087778e-07
1934,0.0,8.05162180483876e-07
1935,0.0,7.934972536816076e-07
1936,0.0,7.468824003709074e-07
1937,1.2591118148108649e-09,8.297546800761779e-07
1938,0.0,7.856919950199881e-07
1939,0.0,8.059964873297076e-07
1940,0.0,7.480559816031018e-07
1941,0.0,6.109610457549763e-07
1942,0.0,6.918002668498957e-07
1943,0.0,7.432281852182143e-07
1944,0.0,7.840173985584897e-07
1945,8.714016175304096e-09,1.039146468428953e-06
1946,1.3921104269343232e-09,8.088161580488418e-07
1947,1.1920870957027319e-09,9.179070874498763e-07
1948,0.0,9.317208036208058e-07
1949,0.0,1.2192724598847349e-06
1950,0.0,8.678455034605292e-07
1951,0.0,9.5419546575215e-07
1952,1.0544803918932644e-09,8.783821474622755e-07
1953,0.0,1.0051980616765377e-06
1954,9.772536113672459e-10,9.577085240408678e-07
1955,0.0,8.296877371805067e-07
1956,0.0,7.308316734011555e-07
1957,0.0,9.276789711964994e-07
1958,0.0,8.512138780503165e-07
1959,0.0,9.525669311116758e-07
1960,6.920833350854139e-10,1.0554270772900054e-06
1961,6.948159270159238e-10,1.002619338663635e-06
1962,1.9025869768540815e-09,9.06265546163354e-07
1963,6.466053248388448e-10,1.0048246412708295e-06
1964,1.8251904432275978e-09,8.669654665283133e-07
1965,0.0,7.721053045806059e-07
1966,0.0,8.901292964935692e-07
1967,1.9721342336964653e-09,8.056168381287421e-07
1968,8.982831700699023e-10,9.328670769193081e-07
1969,4.5417578031781147e-10,8.443127939017359e-07
1970,9.197450023812337e-10,7.620087520976426e-07
1971,5.138397485282553e-10,8.19060534951177e-07
1972,1.5390440033513642e-09,7.679829905349322e-07
1973,1.102640756478479e-09,8.236726642962822e-07
1974,1.1251143350321513e-09,7.431380115718866e-07
1975,5.711480177694739e-10,7.973226541224676e-07
1976,1.7140580066410394e-09,7.376163351224818e-07
1977,5.876781838942691e-10,7.463513185257398e-07
1978,5.940591352171509e-10,7.895046092443181e-07
1979,0.0,6.150423761397406e-07
1980,2.8425752862659692e-09,6.776699787991447e-07
1981,0.0,6.736710345123242e-07
1982,0.0,6.567537313983962e-07
1983,0.0,6.91527090701527e-07
1984,0.0,6.344115250911386e-07
1985,1.8046674155058895e-09,6.111806953867926e-07
1986,0.0,6.977581104017361e-07
1987,0.0,7.589634587468197e-07
1988,1.798966087207532e-09,6.848064653119934e-07
1989,0.0,6.832711889614984e-07
1990,5.44865097484859e-10,8.423614419328374e-07
1991,0.0,6.219014485608909e-07
1992,0.0,7.460464175323978e-07
1993,0.0,6.851999785340013e-07
1994,0.0,6.672782140171307e-07
1995,2.7112254663563817e-09,6.946159221143944e-07
1996,0.0,7.435962618984604e-07
1997,0.0,7.719779944181937e-07
1998,0.0,6.761207016481308e-07
1999,0.0,6.94670555745347e-07
2000,0.0,6.71540815844196e-07
2001,0.0,6.742685183525055e-07
2002,4.38122149670761e-10,6.782130714810819e-07
2003,4.1669229178253886e-10,6.175380029560529e-07
2004,4.404791253964646e-10,6.245994033093893e-07
2005,0.0,6.782646710945528e-07
2006,0.0,6.358022139885122e-07
2007,0.0,6.530973672980167e-07
2008,1.2772318758180745e-09,7.654876554852308e-07
2009,0.0,6.866197050925393e-07
2010,1.4171379625338432e-09,7.558068766400083e-07
2011,7.64794394481072e-10,9.001629894811458e-07
2012,1.0212758416727752e-09,7.788929945462542e-07
2013,8.367375126105969e-10,6.147231870201608e-07
2014,8.661780737106994e-10,6.931590146308508e-07
2015,4.433150790905671e-10,6.620910877330743e-07
2016,2.0713400439298368e-10,6.147737243722418e-07
2017,2.515611330355938e-10,5.650063075179901e-07
2018,5.162933414126769e-10,5.741182178553572e-07
2019,1.02039510174734e-09,5.854516658132525e-07
