year,indiquant_VERB en_ADP,indiquant_VERB sans_ADP
1852,7.747549091163819e-08,3.906327261660181e-09
1853,8.420423824873069e-08,7.166318205520383e-09
1854,8.624802916301633e-08,2.5978321716024766e-09
1855,4.404757802944914e-08,1.5920811335945473e-08
1856,6.782117623060913e-08,1.7602443946884705e-08
1857,5.613735609699688e-08,9.274867096564776e-09
1858,5.4809170535463636e-08,1.663849857891364e-08
1859,6.925355933162791e-08,5.092173349652285e-09
1860,5.309533435138292e-08,8.696649622663699e-09
1861,5.8949545689301885e-08,1.4147890858851042e-08
1862,4.246907181482129e-08,1.490935552794781e-08
1863,6.293222298836554e-08,7.491931519609807e-09
1864,5.3221480555976086e-08,7.671564716815737e-09
1865,5.17752880568878e-08,0.0
1866,6.909170480184912e-08,1.5083399418358567e-08
1867,7.570385918143074e-08,9.7056229719783e-09
1868,4.4952855660085334e-08,1.1855697756857353e-08
1869,6.446245492952585e-08,1.0743741896135361e-08
1870,4.7019199200803996e-08,1.490852596930381e-08
1871,4.460894587055009e-08,1.805600113868877e-08
1872,7.680120717168393e-08,1.8746751706544273e-08
1873,6.584605216630735e-08,1.1373408881354408e-08
1874,9.320390148559454e-08,7.169530746864439e-09
1875,6.179249112392426e-08,1.6592428764283795e-08
1876,6.892457093954363e-08,9.069021977836655e-09
1877,6.617753456339415e-08,1.7317484335421796e-08
1878,5.435179772916854e-08,1.5701630218245555e-08
1879,7.453376582589044e-08,1.7717043832021773e-08
1880,7.508879917850209e-08,1.6686399817444908e-08
1881,8.436734333372442e-08,2.022027167924989e-08
1882,6.788492612486152e-08,2.0631693686823382e-08
1883,8.467914369703067e-08,6.951272890631799e-09
1884,6.931782081665006e-08,5.941527270181268e-09
1885,7.348024411157894e-08,1.0957580620640783e-08
1886,1.1487165352264128e-07,1.677900662855336e-08
1887,6.006610675513002e-08,1.0446279397058333e-08
1888,8.369611492753393e-08,1.3949351895803375e-08
1889,8.144677821064761e-08,8.14467782106476e-09
1890,8.782878069268918e-08,4.5880703680722945e-09
1891,9.242619114502304e-08,8.286486163910922e-09
1892,1.0280360385195308e-07,8.149066310636499e-09
1893,1.2255249259851553e-07,7.390100087434348e-09
1894,6.553600684355843e-08,1.5753848003896564e-08
1895,8.365874037963295e-08,1.023164486468886e-08
1896,8.373780957526833e-08,1.2383760683576384e-08
1897,9.322741334472084e-08,4.661370844871726e-09
1898,9.336285700101143e-08,5.6583546736987955e-09
1899,8.125540063019798e-08,1.1607914629507832e-08
1900,1.0278284889864153e-07,7.786579381274805e-09
1901,7.824234415920728e-08,7.824234593556412e-09
1902,1.0213390311264448e-07,1.4730851205513318e-08
1903,1.3554553390804358e-07,1.5120615870500842e-08
1904,7.900698761886815e-08,1.289910045443321e-08
1905,9.753834717685095e-08,1.4966200723165457e-08
1906,9.413857782192281e-08,1.4403716441790948e-08
1907,9.411403567582965e-08,5.65712765521198e-09
1908,8.742272683548435e-08,1.2278472460991452e-08
1909,7.536347368386487e-08,2.475442606453271e-08
1910,1.2184663944481144e-07,1.1222716089775986e-08
1911,1.090676704507132e-07,1.2236860413850081e-08
1912,1.166910337246918e-07,1.3544495303108306e-08
1913,1.0393859639634684e-07,1.6439267724877027e-08
1914,1.1786269027425078e-07,1.2054139020278853e-08
1915,1.4490336752714938e-07,1.1780761921542648e-09
1916,1.42837009775576e-07,8.789969641043172e-09
1917,1.7655943906902394e-07,2.0836205649743533e-08
1918,8.040463228553563e-08,3.2161853624756986e-08
1919,9.023691660559052e-08,3.6831393490643904e-09
1920,1.2418459505170176e-07,2.2716695191604686e-09
1921,1.355521845880503e-07,1.3630945261411398e-08
1922,9.443757420513066e-08,2.5822775029382683e-08
1923,1.0828266994167279e-07,1.4862327368803108e-08
1924,1.0700048136413898e-07,1.5469948877466777e-08
1925,9.458432970177455e-08,9.898360353588487e-09
1926,8.359603498320212e-08,1.5604593173179637e-08
1927,1.0926240179287561e-07,1.2264147031260109e-08
1928,1.4168291784244502e-07,5.713020723163709e-09
1929,1.1808830890913669e-07,1.2254447234738564e-08
1930,1.1764036145223145e-07,1.575540586884472e-08
1931,1.2203732069338002e-07,6.843213995466613e-09
1932,9.973178549671502e-08,1.3151444377967891e-08
1933,8.832410003378754e-08,1.7205993074753678e-08
1934,8.626737724171107e-08,1.5576054224197833e-08
1935,8.497481474023516e-08,7.180970484910176e-09
1936,1.2730950516015582e-07,1.4549657478823974e-08
1937,1.2465207532841305e-07,2.2664012888640173e-08
1938,9.723910920911294e-08,1.4261735792331365e-08
1939,1.2082300315796601e-07,3.6705721129237645e-08
1940,9.63597486247636e-08,1.2678914806940611e-08
1941,8.854507882460894e-08,2.3612020783048138e-08
1942,6.675266206457309e-08,3.034211815133858e-08
1943,7.83873517207212e-08,2.0322646676618206e-08
1944,5.7837350908584995e-08,1.6065930807940276e-08
1945,5.2284097051824574e-08,0.0
1946,7.517396483081029e-08,8.352662561605939e-09
1947,5.4836007734593295e-08,1.549713246618012e-08
1948,7.284165093324191e-08,4.348755133776194e-09
1949,6.282885323116716e-08,1.2762110479513922e-08
1950,8.827350228557407e-08,1.3825969702452312e-08
1951,8.422507136174318e-08,1.1727541604500402e-08
1952,7.592258555177978e-08,2.5307528517259925e-08
1953,7.326202933199966e-08,1.939288907237824e-08
1954,8.502106396690579e-08,1.4658803948464083e-08
1955,7.696198167650437e-08,5.631364707880948e-09
1956,6.628067694691708e-08,1.3081712602058815e-08
1957,6.714628852932947e-08,1.0602045463770082e-08
1958,9.264912392836777e-08,1.0753916868111446e-08
1959,9.688434943200264e-08,3.8753737996444215e-09
1960,7.751333441774477e-08,1.038124963770315e-08
1961,6.80919640672073e-08,1.042223907177231e-08
1962,5.644341172228451e-08,9.512934440181198e-09
1963,6.53071410283701e-08,7.759263453976928e-09
1964,8.091677727861679e-08,7.300761772910391e-09
1965,7.551420111440166e-08,1.1491291473930687e-08
1966,5.760637833418514e-08,1.0524241922382771e-08
1967,7.444806726653042e-08,1.3804939413830652e-08
1968,7.141350977235561e-08,1.122853987567396e-08
1969,7.357647291428293e-08,1.407944960618579e-08
1970,7.863819462272659e-08,1.0117195081704722e-08
1971,1.2486306388836965e-07,4.624557625731995e-09
1972,7.079602681869801e-08,1.0773308467548759e-08
1973,7.497957454916104e-08,1.4334330167287135e-08
1974,7.763289033846377e-08,1.6314157136321228e-08
1975,7.539154012192739e-08,9.138368284311582e-09
1976,5.142174330785565e-08,1.085570122683066e-08
1977,7.110906352636448e-08,1.5867311020656416e-08
1978,5.999996943728547e-08,1.3663360221016774e-08
1979,7.72460495568339e-08,1.462993370893173e-08
1980,7.33384410978033e-08,1.4781392110307934e-08
1981,7.084615560870589e-08,8.855769451088236e-09
1982,5.4005269589652016e-08,1.1794254461960918e-08
1983,7.199460583251494e-08,1.0736036948344463e-08
1984,7.074790175920498e-08,6.958810416790584e-09
1985,7.158514137017846e-08,1.2632671797518924e-08
1986,7.373217414397004e-08,1.3187867686781374e-08
1987,6.233032934233051e-08,1.099947066762752e-08
1988,5.636760747051994e-08,1.679035044332977e-08
1989,5.81740948746301e-08,1.0427432250992297e-08
1990,7.737084217751544e-08,1.0897301727652575e-08
1991,5.1580894222524876e-08,9.37834432335194e-09
1992,5.620142928819405e-08,1.4876849085965205e-08
1993,5.539207492688547e-08,1.1078414630105726e-08
1994,5.063929364723663e-08,1.1077346151466827e-08
1995,5.6393488989670004e-08,1.138714633697191e-08
1996,6.725996115619637e-08,1.3345230698291743e-08
1997,4.315404922294874e-08,1.1507746755512471e-08
1998,5.054216956068558e-08,1.4304387896402204e-08
1999,5.529943436499707e-08,1.5081663917726473e-08
2000,5.169096795043515e-08,8.83606254831193e-09
2001,4.205963222148057e-08,1.4896119893137438e-08
2002,6.221334558631497e-08,1.4019908789464353e-08
2003,3.83356919542166e-08,1.5417615628621206e-08
2004,4.096455796798182e-08,1.4535810777260849e-08
2005,4.819012033863146e-08,1.170974872621855e-08
2006,6.218013481884554e-08,1.4000825387938676e-08
2007,4.753430715709328e-08,1.078509459517818e-08
2008,5.364373834026992e-08,1.1495087548496485e-08
2009,4.052963475942306e-08,6.675469510497578e-09
2010,5.337886221923327e-08,1.4171378737160012e-08
2011,4.894684124678861e-08,6.883149605840799e-09
2012,3.302125151094515e-08,1.2936160587173617e-08
2013,4.295252509223246e-08,1.0040849929282558e-08
2014,3.2265134564113396e-08,1.2559581819004961e-08
2015,3.56868632422902e-08,1.219116452233493e-08
2016,3.790552227656008e-08,1.0978101983027955e-08
2017,3.999821984734808e-08,1.4338984222206363e-08
2018,3.717311969353432e-08,8.26069346260283e-09
2019,3.5458729286119706e-08,1.3265136544760026e-08
