year,étant_VERB en_ADP,étant_VERB sans_ADP,etant_VERB en_ADP,etant_VERB sans_ADP
1831,4.484030903029179e-06,5.987022868580993e-07,7.483778752259695e-08,4.677361609140007e-09
1832,4.569070640059181e-06,4.938438762369657e-07,7.982681982099393e-08,4.058990921151917e-09
1833,3.51099779649644e-06,5.340052897651049e-07,6.718504652614143e-08,1.5058717495186613e-08
1834,4.029716816233986e-06,4.909963289279062e-07,7.747660424328728e-08,8.401077833397608e-09
1835,4.425919023276492e-06,5.800888587259578e-07,4.9160071569076536e-08,1.5126175867408165e-09
1836,5.279149373649261e-06,4.6642005280261856e-07,7.191202744394332e-08,7.392825240870593e-09
1837,4.517062697217966e-06,5.141881618264676e-07,7.166627469246123e-08,9.045258542172974e-09
1838,4.530238403077647e-06,5.20753341781699e-07,5.680945669439552e-08,1.2624323808552163e-09
1839,4.726237307295378e-06,5.788941543904969e-07,4.264799713382672e-08,2.09744255297295e-09
1840,4.2498562109472005e-06,5.146708188519256e-07,4.458782143501594e-08,4.4587821212971335e-09
1841,4.3024094438237626e-06,5.033710284152448e-07,5.585877094205216e-08,5.778493683550323e-09
1842,3.961901381188682e-06,5.380028791357461e-07,6.775347927145958e-08,3.3541325272778977e-09
1843,3.687684479558584e-06,4.7609704201256875e-07,5.0208743385127264e-08,2.953455480181333e-09
1844,4.539040268980443e-06,4.7091856636427565e-07,4.610391468595765e-08,8.232842019229025e-09
1845,3.700249237681419e-06,4.7543542125438876e-07,4.910600637231255e-08,2.2320912340667576e-09
1846,3.921344873702992e-06,5.257341932907167e-07,5.269051062128938e-08,4.6836010625384006e-09
1847,4.722306478299743e-06,5.350077829646693e-07,4.476375625728224e-08,5.393223645455691e-10
1848,3.7458553059366295e-06,5.277665553471422e-07,6.11436847819391e-08,8.849743826644385e-09
1849,3.6911323455512957e-06,4.650575218256847e-07,4.608678327855387e-08,4.1897072478036534e-09
1850,3.5716907653693397e-06,5.057801937269346e-07,5.974316330537022e-08,3.394498016007219e-09
1851,3.772921591149725e-06,4.6500453976250355e-07,5.4175286479107854e-08,6.449438760824933e-09
1852,3.989662289427542e-06,4.7461876651055945e-07,4.036538214791108e-08,1.3021090872200602e-09
1853,3.908629171434086e-06,4.6401910003268654e-07,3.523439673358553e-08,4.180352286553557e-09
1854,4.481780301546223e-06,5.429469518425378e-07,9.45610949543152e-08,3.1173986725363534e-09
1855,4.123490032981181e-06,4.919530987024245e-07,5.943769565419643e-08,4.2455496895854594e-09
1856,4.386632554087555e-06,5.632782063003106e-07,7.248064815001953e-08,1.0354378465748937e-09
1857,4.888831298899277e-06,5.149991859632053e-07,7.419893854887505e-08,6.834112942222248e-09
1858,3.9012385464332056e-06,4.448351611507917e-07,5.5298538859105406e-08,1.1255454790415342e-08
1859,3.952035815046884e-06,4.338531676140178e-07,5.448625439719024e-08,3.5645213447565993e-09
1860,3.626045010918233e-06,4.865546436860768e-07,4.668727671131023e-08,5.492620663849479e-09
1861,4.246725563206155e-06,4.357550382749764e-07,4.4330057236141585e-08,1.8863854922557266e-09
1862,4.0106164078679285e-06,4.350820650422804e-07,4.969785030728424e-08,9.939570111416884e-09
1863,4.252919751479567e-06,5.104502531771971e-07,5.444136902399421e-08,6.99246927027275e-09
1864,4.100931001005392e-06,4.463891669637121e-07,5.513937162415772e-08,7.671564494771133e-09
1865,3.690636585673701e-06,4.6456555224949625e-07,4.23615986733239e-08,2.3534221793575227e-09
1866,3.823398550650836e-06,4.739107102302853e-07,4.2330833061043904e-08,8.271541895865653e-09
1867,3.6415498172459593e-06,4.1151840157738206e-07,3.3484399253325137e-08,2.426405742994575e-09
1868,4.067492362480607e-06,4.860836035902594e-07,4.050696877921922e-08,4.939874176379533e-09
1869,3.634314960976326e-06,4.541672833369148e-07,3.906815315701806e-08,1.4650557433881772e-09
1870,3.7907795942260236e-06,4.7477922793248695e-07,6.250113138150937e-08,1.1468097582678638e-09
1871,3.8321207256331036e-06,5.002574345880362e-07,4.1422589802664334e-08,1.0621177271019633e-09
1872,4.256117527745573e-06,3.6828297145241606e-07,4.7169245398492876e-08,1.2094678591978436e-09
1873,4.181224195320965e-06,4.758873410892761e-07,4.968383815473487e-08,1.7958012854535355e-09
1874,4.16549744741701e-06,4.194175513561049e-07,3.525019454109213e-08,2.3898436007918633e-09
1875,4.125793431342117e-06,4.7660321023101915e-07,4.005068987567029e-08,1.7164581422868253e-09
1876,3.9371647346797545e-06,4.1596580668823435e-07,3.9903698123566755e-08,2.418405919968336e-09
1877,3.994772534099411e-06,4.521100365195707e-07,3.958282412952485e-08,6.184815992682502e-10
1878,3.8118726912728107e-06,5.314398182632019e-07,5.25400722928282e-08,2.4156354694326865e-09
1879,4.159228584654784e-06,5.199035575387256e-07,6.72025785020125e-08,6.109325378922392e-09
1880,3.91616998030031e-06,4.550253032142848e-07,7.187987804968543e-08,6.417846254436199e-10
1881,3.889264796441694e-06,4.957453063614281e-07,4.1835045649918357e-08,4.183504542787375e-09
1882,3.864782080142959e-06,4.4923848463440663e-07,6.588831591436417e-08,7.986462380316084e-09
1883,4.461453137594162e-06,4.878529917817787e-07,4.549924170760278e-08,2.5277355764075082e-09
1884,4.09041161475443e-06,4.7466202435231253e-07,3.498899481257922e-08,2.6406787867472303e-09
1885,4.9077068133840385e-06,4.1058700483986854e-07,7.348024633202499e-08,9.668453371247665e-09
1886,4.434174982748118e-06,3.826904162451683e-07,5.8726521812157984e-08,4.517424767591649e-09
1887,4.533685096674844e-06,4.7661149138455983e-07,5.157850324621904e-08,1.0446279619102938e-08
1888,4.317958648414333e-06,4.108718356654606e-07,4.3750239653306267e-08,2.53624587998047e-09
1889,4.1982679732655015e-06,4.980783891994633e-07,5.137412184552659e-08,8.144677543509005e-09
1890,4.463537145227292e-06,5.217291914050293e-07,5.309052930613234e-08,3.9326319978272295e-09
1891,4.407135556050434e-06,5.386216073155481e-07,4.461954095091869e-08,1.912266012205066e-09
1892,4.565984450977112e-06,5.503753661706412e-07,5.0774948689991106e-08,1.8805537127519756e-09
1893,4.532594406470025e-06,5.296238336782721e-07,4.618812443624165e-08,4.9267333546154646e-09
1894,4.639193342370618e-06,4.751360740407051e-07,6.868677737692508e-08,6.301539290376468e-10
1895,4.352661814976955e-06,4.953319567846393e-07,4.0324718675321947e-08,1.023164442059965e-08
1896,4.340803009483807e-06,5.018371860288084e-07,6.073940017614632e-08,4.127920172347643e-09
1897,4.571056749114177e-06,5.121681156960989e-07,4.8944393427063915e-08,6.4093849116986235e-09
1898,4.442940138460472e-06,5.132127860463243e-07,4.9793521306185085e-08,6.790025985914383e-09
1899,4.59341779190936e-06,5.759736829702433e-07,5.30647525920358e-08,8.291367592505594e-09
1900,4.424853521811656e-06,4.941882578712864e-07,5.865889929346224e-08,6.748368974740515e-09
1901,4.346921336662035e-06,5.655803616555488e-07,6.650599454482986e-08,1.1736351668290013e-08
1902,7.72142122684727e-06,5.366939990203434e-07,7.119911327180262e-08,2.4551419786078554e-09
1903,4.3655379684537365e-06,5.313816495711166e-07,7.560308645793157e-08,9.180374460626695e-09
1904,4.310986930988747e-06,5.707851995495616e-07,6.449550227216605e-08,3.7622376325430196e-09
1905,4.067710229094246e-06,5.423957990524642e-07,5.212366716023098e-08,4.644683193610888e-09
1906,4.159073249354606e-06,4.974426546233701e-07,6.224463139359315e-08,9.259532030014839e-09
1907,4.300959801639692e-06,6.13026911011616e-07,8.691405595229185e-08,1.1828539481228972e-08
1908,4.243440294260381e-06,5.387793571287602e-07,8.791386285622593e-08,6.3848057951787496e-09
1909,4.325973542051997e-06,5.242437430830194e-07,7.371317867210792e-08,9.901770070541716e-09
1910,4.012388430396641e-06,5.023501664647156e-07,5.825124205216525e-08,9.085056262847502e-09
1911,4.1913907296020625e-06,5.357616950085742e-07,6.544060227042792e-08,6.916486383623521e-09
1912,4.175872152956117e-06,6.350284502687487e-07,6.668059082670652e-08,8.335073964360618e-09
1913,4.227543577428605e-06,5.642381077919367e-07,9.227202429906711e-08,1.113627856597077e-08
1914,4.355562090552212e-06,5.344001321461178e-07,7.03158091752698e-08,5.357395083116501e-09
1915,4.03608907717512e-06,5.478054481145023e-07,8.010918417511448e-08,1.0602685840410686e-08
1916,4.170840661288366e-06,4.4499221196758754e-07,9.668966272080581e-08,5.493730803607377e-09
1917,4.240716435788272e-06,4.5949318949745077e-07,8.224818337509987e-08,1.754627876326964e-08
1918,4.191378863538375e-06,4.65198236376807e-07,1.1026921598045192e-07,2.2972752589112133e-09
1919,3.952008736263224e-06,4.944614842017359e-07,7.734592832875364e-08,1.7494911519477796e-08
1920,3.914843667018886e-06,5.376284364366768e-07,6.436397015363582e-08,3.028892692213958e-09
1921,4.161224898879823e-06,5.18733199061927e-07,6.664017870861016e-08,1.5902768879527684e-08
1922,4.310927732120717e-06,5.171933032954712e-07,5.754789733636301e-08,9.591315908163978e-09
1923,3.927900937839013e-06,4.5648576740831004e-07,4.777176876302747e-08,1.6985517437007047e-08
1924,3.929367142774254e-06,4.6152016208722557e-07,6.316896117297688e-08,1.4180787211159895e-08
1925,3.6469958200058272e-06,4.993172524336842e-07,6.268961372235538e-08,4.399271169575059e-09
1926,3.8431885744927285e-06,4.960031656509045e-07,7.91375827091656e-08,2.229227691330493e-09
1927,3.651371052626473e-06,4.4819884958968714e-07,5.463120289483925e-08,3.3447675740205796e-09
1928,3.705465228875937e-06,5.164570671123414e-07,6.28432281768454e-08,2.2852082448565625e-09
1929,3.7286941036995813e-06,4.7123918767155715e-07,7.129859724841481e-08,1.1140405931087116e-08
1930,3.6857143825841376e-06,5.924032251414246e-07,6.197126012352783e-08,7.3525223687198604e-09
1931,3.9679235186440565e-06,4.58495327038122e-07,6.615106862284392e-08,1.2545892325022123e-08
1932,4.0353014689742395e-06,5.019467846922865e-07,6.356531212503569e-08,4.383814644626227e-09
1933,3.968849117796935e-06,4.897972989414967e-07,5.5059180326111345e-08,5.735331320977366e-09
1934,3.808944228467226e-06,4.409221556755938e-07,6.829500520666443e-08,7.188948103475923e-09
1935,4.081184835413865e-06,5.613125120262907e-07,5.744776387928141e-08,5.98414207075848e-09
1936,3.915070173832191e-06,4.4376454999550674e-07,8.487300373616335e-08,9.699771652549316e-09
1937,4.162623561398959e-06,5.237905076338478e-07,7.302848525903016e-08,6.295559074054324e-09
1938,5.01364843685792e-06,4.187764257590487e-07,4.1488687485546905e-08,9.075649898271365e-09
1939,3.889276996460467e-06,5.077624640748013e-07,6.117620099388432e-08,6.117620188206274e-09
1940,3.818889003248671e-06,5.477290869748686e-07,5.8323005980298603e-08,0.0
1941,4.081928285160075e-06,6.64088063651036e-07,7.9690567034163e-08,8.854507793643052e-09
1942,3.7927647156266175e-06,5.734660155631843e-07,9.011609165554546e-07,1.517105907566929e-08
1943,3.9658192072522525e-06,4.906467696574879e-07,9.232288000760036e-07,2.9032352077962287e-09
1944,3.5473574158118026e-06,5.526680304512865e-07,5.462416652335378e-08,6.4263723231761105e-09
1945,3.21765040389721e-06,4.4005781774103525e-07,7.842614557773686e-08,6.535512131478072e-09
1946,3.431552094923518e-06,4.816702281473795e-07,6.264497010022296e-08,1.1136883415474585e-08
1947,3.5619563369948537e-06,4.67298136408445e-07,8.463818623738462e-08,3.5762612871081956e-09
1948,3.661651739150784e-06,5.305481209916252e-07,6.41441397775111e-08,4.348755133776194e-09
1949,3.782493280368726e-06,5.782218055472299e-07,5.4975245689092844e-08,1.0798709260129158e-08
1950,3.5915615406167944e-06,5.434669567705441e-07,5.5303878143675433e-08,9.57182533234402e-09
1951,3.798657557396723e-06,5.405330631980121e-07,6.076999170545605e-08,8.529121409139861e-09
1952,3.7929658862623228e-06,5.261857285443483e-07,4.956057786387191e-08,6.326882462381889e-09
1953,3.848411214590897e-06,5.289949487341516e-07,5.0636990600594345e-08,4.30953106533849e-09
1954,3.928559696220191e-06,5.159898912587835e-07,4.593092128857279e-08,9.772536113672459e-09
1955,3.789908499030048e-06,4.94621513080773e-07,5.537508540598424e-08,1.595553378308523e-08
1956,3.7265437562439274e-06,5.285012081301943e-07,4.098936590146707e-08,3.488456634670456e-09
1957,3.878581598115716e-06,4.815095331345276e-07,6.007825792408994e-08,1.3252556829712603e-08
1958,3.849074953876652e-06,4.6324562896771226e-07,5.45968052989565e-08,9.099467679352102e-09
1959,3.5808455791652705e-06,5.068988908618621e-07,3.875373943973415e-08,1.1626121954044777e-08
1960,3.605754237412384e-06,4.7476915643329676e-07,4.429333255728807e-08,2.7683333403416555e-09
1961,3.685998528624168e-06,5.586319948847063e-07,6.253343443063386e-08,1.0422238516660798e-08
1962,3.827370715470124e-06,4.4520535169567665e-07,6.659054180291335e-08,5.073564957047694e-09
1963,3.670131812683053e-06,4.972395126756624e-07,6.142750463844493e-08,7.759263453976928e-09
1964,3.556079402500245e-06,4.392625170268616e-07,7.483281277975706e-08,9.734349548651267e-09
1965,3.62741766224417e-06,4.563684266045698e-07,7.496699439002441e-08,1.6963334292796617e-08
1966,3.610368970896616e-06,4.724830908742206e-07,6.092982074434872e-08,6.6468897053084675e-09
1967,3.8146007010908534e-06,4.782425504501475e-07,6.902469906755471e-08,7.395503098805989e-09
1968,3.6708342516789116e-06,4.5048901975430766e-07,6.06341145625855e-08,5.838840494432063e-09
1969,3.5670966340717314e-06,4.637134718432634e-07,7.039724714275053e-08,5.450109141769133e-09
1970,3.62517495400283e-06,4.603323837670814e-07,6.208278868768957e-08,6.438214961157485e-09
1971,3.449406220212836e-06,4.984245485228911e-07,5.9091572635061596e-08,6.679916730867319e-09
1972,3.4048784662843445e-06,4.334974107456091e-07,5.74576460854459e-08,7.182205719047374e-09
1973,3.311781432202565e-06,5.033554950628627e-07,5.843996020438169e-08,9.923766475239404e-09
1974,3.541859985745077e-06,4.157297406326421e-07,5.344293185771676e-08,1.350137179834121e-08
1975,3.3337910796404913e-06,4.689125301382546e-07,4.854758373085133e-08,9.138368284311582e-09
1976,3.116157531124486e-06,4.29657221356905e-07,5.142174064332039e-08,1.4855170205052559e-08
1977,3.236343731671809e-06,4.895359002610178e-07,5.465407043603321e-08,8.227494463497464e-09
1978,3.138414511383303e-06,4.1643546033753864e-07,6.475244584969175e-08,5.346532216954358e-09
1979,3.1114942604659745e-06,4.6113548846093977e-07,5.2082563040123375e-08,1.1703946478647254e-08
1980,3.2149526720814947e-06,4.3718809505932654e-07,6.879032210527214e-08,1.3075846627685905e-08
1981,3.300671831851787e-06,4.522767778070147e-07,6.958104403764764e-08,6.325549528618524e-09
1982,3.44702607613101e-06,4.922549192709624e-07,5.5246770047645555e-08,6.828252407942159e-09
1983,3.2264950213800603e-06,4.622811253796044e-07,5.115405876665591e-08,5.68378455412244e-09
1984,3.2723805141188222e-06,4.662402695032597e-07,5.914988732147464e-08,5.799008495621649e-09
1985,3.0703407745136246e-06,4.6560420585706197e-07,6.376491590298627e-08,9.624892771675775e-09
1986,3.142309362047513e-06,5.047356617104981e-07,4.435919098710883e-08,4.795588481876223e-09
1987,3.1391265622460196e-06,4.662553187984031e-07,5.438627026510545e-08,9.166225667378569e-09
1988,3.1098128481232834e-06,4.845215353377341e-07,4.55738086158064e-08,4.1975875553212916e-09
1989,2.982794423900259e-06,5.10944155873716e-07,5.927171897734951e-08,1.1525056353711705e-08
1990,2.9896748046098764e-06,4.674942570837004e-07,6.701840926659486e-08,7.628111586832631e-09
1991,3.0233437406934627e-06,4.7595096330788067e-07,4.2202549899172936e-08,9.378344545396544e-09
1992,3.010082481935683e-06,5.003029162065076e-07,4.848750978503347e-08,5.509944167592096e-09
1993,2.9895103619281826e-06,5.057296501576047e-07,5.206855036021807e-08,1.1078415074194936e-08
1994,2.907539634833256e-06,4.5839112750023503e-07,5.802419389411284e-08,5.2749266066243194e-09
1995,2.897215413355525e-06,4.836826175136366e-07,5.205552761067267e-08,1.518286268931135e-08
1996,2.9503635552430296e-06,5.108554343991045e-07,6.032044153059246e-08,7.473328844653793e-09
1997,3.1157225173217284e-06,5.12094713744915e-07,4.890792404399491e-08,9.58978896292706e-09
1998,3.2242090917122823e-06,4.6346216286963227e-07,4.6727665292678466e-08,9.536258449571733e-09
1999,3.4367912284949398e-06,4.5610606225210404e-07,6.489685847044235e-08,7.76934183654987e-09
2000,3.129733407547519e-06,4.846580470285744e-07,5.522539470170784e-08,9.719669513685858e-09
2001,3.1251183649771974e-06,5.025249638634932e-07,4.468835931858983e-08,2.628727069353687e-09
2002,3.2548093962248004e-06,4.538945592713617e-07,5.082217002794209e-08,1.1391175780417484e-08
2003,3.079356147850376e-06,4.721123540996075e-07,4.41693819297484e-08,7.083768904792009e-09
2004,3.127401800639973e-06,4.585387705091648e-07,3.347641275297519e-08,7.488145215006625e-09
2005,3.4120406127158276e-06,4.566801954375421e-07,4.548786924907233e-08,6.30524943368016e-09
2006,3.0925354153055196e-06,4.7643987155510104e-07,3.211954036075326e-08,7.000412916013943e-09
2007,2.9527192140221814e-06,4.797369750342284e-07,3.8746450492510576e-08,4.793375307787784e-09
2008,2.9044253722076974e-06,4.572490226451009e-07,4.257439564780974e-08,4.257439678578834e-09
2009,3.0764377285663613e-06,4.539319169438727e-07,3.2900528301738063e-08,3.814554005998616e-09
2010,2.6453240415946766e-06,3.996328894473322e-07,3.448368923741896e-08,4.251413776579227e-09
2011,2.6523070388861925e-06,3.6863089469818533e-07,3.09741734483282e-08,2.6767803529281764e-09
2012,2.514040719603372e-06,3.499571823439851e-07,2.9616999297488178e-08,1.7021263842842416e-09
2013,2.4480151523675886e-06,3.703957927037038e-07,1.952387568282532e-08,2.7891249310130206e-09
2014,2.3070653973888966e-06,3.598970002016699e-07,1.5807749609297872e-08,3.897801373331511e-09
2015,2.3256309020780463e-06,3.6817317106141445e-07,1.7954261036234875e-08,1.994917786518613e-09
2016,2.4228465278497424e-06,3.85269249392195e-07,1.5535050273962625e-08,1.0356699942093428e-09
2017,2.3573794365461254e-06,3.710526836897543e-07,2.7923286127773395e-08,1.760927903493581e-09
2018,2.216189081138964e-06,3.536609387566614e-07,1.626324008796587e-08,2.323319980845895e-09
2019,2.203033034220425e-06,3.2678152095400037e-07,1.045905001495484e-08,1.7856913725466939e-09
