year,aurait_VERB empli_VERB,aurait_VERB rempli_VERB
1909,1.1001967115120692e-09,5.4459736276157855e-08
1910,6.412980813053082e-09,6.733630186772643e-08
1911,5.320374141248863e-10,6.331245572255284e-08
1912,2.6047106693738442e-09,6.563870869058519e-08
1913,0.0,7.68933503536573e-08
1914,0.0,7.701255100300841e-08
1915,1.1780762143587253e-08,8.717763932963862e-08
1916,0.0,6.262853702310167e-08
1917,3.289927441585405e-09,3.180263163926611e-08
1918,0.0,5.398596769623509e-08
1919,9.207848372660976e-10,6.629650783906982e-08
1920,0.0,4.694783584113793e-08
1921,0.0,5.376650591415455e-08
1922,7.377935484775833e-10,5.016996240669869e-08
1923,5.307974060286824e-09,5.307974149104666e-08
1924,1.289162443462999e-09,5.9301473953610184e-08
1925,6.598906754362588e-09,5.389107116116065e-08
1926,1.1146138456652466e-09,4.904300965336006e-08
1927,1.1149224654616319e-08,4.5711821883287485e-08
1928,1.1426041224282812e-09,3.5420729460611255e-08
1929,1.1140406375176326e-09,6.238627747734427e-08
1930,0.0,5.2518018378577835e-08
1931,0.0,4.1059283972799676e-08
1932,4.383814644626227e-09,6.02774505864545e-08
1933,3.4411986593596566e-09,5.735331143341682e-08
1934,0.0,4.073737258636356e-08
1935,0.0,5.0266791618014395e-08
1936,1.2124714565686645e-09,4.243650053581405e-08
1937,1.2591118148108649e-09,3.273690651894867e-08
1938,1.2965214457594243e-09,4.6674770715071645e-08
1939,0.0,3.8235125288110794e-08
1940,0.0,5.0715659227762444e-08
1941,5.9030051957620344e-09,2.9515025090631752e-08
1942,0.0,5.461581054078124e-08
1943,2.9032352077962287e-09,4.935499831049128e-08
1944,9.639558484764166e-09,5.1410978585408884e-08
1945,0.0,5.2284097051824574e-08
1946,1.3921104269343232e-09,4.454753366189834e-08
1947,1.1920870957027319e-09,4.7683485604466114e-08
1948,1.0871887834440486e-09,5.109787437618252e-08
1949,0.0,5.2030145525350235e-08
1950,0.0,4.1477910883713776e-08
1951,5.330700769690111e-09,3.5182626589858046e-08
1952,0.0,3.9015773722894664e-08
1953,0.0,3.878577814475648e-08
1954,3.9090144454689835e-09,4.49536656788041e-08
1955,0.0,4.598947711542678e-08
1956,0.0,3.9245136917998025e-08
1957,0.0,4.682570065028813e-08
1958,1.6544486891589827e-09,5.542403158642628e-08
1959,2.325224457422337e-09,3.1778064624177205e-08
1960,0.0,5.329041741219953e-08
1961,6.948159270159238e-10,4.516303420132317e-08
1962,0.0,3.4880759613997725e-08
1963,3.879631726988464e-09,4.6555584276575246e-08
1964,3.6503808864551957e-09,3.04198408684897e-08
1965,7.1136563306595235e-09,5.2531618166540284e-08
1966,4.431259803538978e-09,3.1572724878969893e-08
1967,3.944268467392931e-09,3.3526280418527676e-08
1968,1.3474247273492779e-09,4.042274426296899e-08
1969,4.5417578031781147e-10,5.450109341609277e-08
1970,2.7592350626548523e-09,3.0351586133292585e-08
1971,1.541519245584766e-09,3.134422499329048e-08
1972,1.5390440033513642e-09,3.437198259348406e-08
1973,2.7566018356850464e-09,4.2451670623222526e-08
1974,2.2502286700643026e-09,5.2880373857533414e-08
1975,5.711480177694739e-10,4.16938057412608e-08
1976,5.713526873840635e-10,3.94233339306993e-08
1977,2.938390863960194e-09,4.58388988988645e-08
1978,1.7821774056514528e-09,2.7326720442033547e-08
1979,0.0,2.984506508596496e-08
1980,1.7055452605774235e-09,3.581644847372445e-08
1981,1.2651099057237047e-09,2.84649726012276e-08
1982,0.0,2.9175261317959666e-08
1983,1.2630632095778083e-09,3.157657957331139e-08
1984,5.799008495621649e-10,2.609553817478627e-08
1985,0.0,2.947623478632977e-08
1986,5.994485463567401e-10,2.1580147446798037e-08
1987,6.110816852533674e-10,3.422057304192094e-08
1988,1.1993107618124554e-09,3.597932263232906e-08
1989,5.488122178931576e-10,2.250130037850795e-08
1990,0.0,3.160217687536715e-08
1991,1.1722930404189924e-09,1.992898113201136e-08
1992,2.2039776670368383e-09,2.7549720726938176e-08
1993,5.539207426075166e-10,3.489700617365088e-08
1994,1.5824779264761446e-09,2.6902124972139063e-08
1995,1.626735190995987e-09,2.9281235214284607e-08
1996,5.338092190498855e-10,3.149474281372022e-08
1997,9.58978896292706e-10,2.3015493511024943e-08
1998,9.536258449571733e-10,3.2900093316357015e-08
1999,2.285100553223174e-09,2.833524703760304e-08
2000,4.4180314962005696e-10,2.385736941334926e-08
2001,0.0,2.541102794850758e-08
2002,0.0,2.584920721915296e-08
2003,4.1669229178253886e-10,3.208530685583355e-08
2004,8.809582507929292e-10,2.686922684347337e-08
2005,1.3511248786457486e-09,2.9274373147814003e-08
2006,1.2353669198716943e-09,2.635449547483404e-08
2007,3.994479413904628e-09,2.995859560428471e-08
2008,3.8316958494988285e-09,3.746546894944913e-08
2009,2.860915504498962e-09,3.385416746937153e-08
2010,2.8342759250676863e-09,3.7790343299093365e-08
2011,5.353560705856353e-09,4.8564444909970916e-08
2012,3.063827413996023e-09,4.22127328647548e-08
2013,5.020424964641279e-09,5.4109026592641385e-08
2014,8.228691505962615e-09,4.460817137896811e-08
2015,5.763096222466402e-09,5.253283674733211e-08
2016,5.799752234025846e-09,5.095496646845277e-08
2017,7.043711836018929e-09,4.0501340947685094e-08
2018,8.518839855753413e-09,4.543381493249399e-08
2019,4.3366790158927415e-09,3.3162841361900064e-08
