year,pourraient_VERB ouvrir_VERB,pourraient_VERB rouvrir_VERB
1926,6.687683296036084e-09,0.0
1927,1.3379070296082318e-08,0.0
1928,1.1426041446327417e-08,0.0
1929,5.570202965543558e-09,0.0
1930,5.2518016602221e-09,0.0
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,0.0
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,1.0783422155213884e-08,1.1981580172459871e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,1.091224355320719e-08,0.0
1937,7.554670666820584e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,6.117620188206274e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,0.0
1943,8.709705845433291e-09,0.0
1944,3.213186161588055e-08,0.0
1945,8.714016175304096e-09,0.0
1946,1.5313215584455975e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,2.6092530802657166e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,8.508289184305795e-09,0.0
1951,5.330700769690111e-09,0.0
1952,1.5817205323287453e-08,0.0
1953,1.4005975934594517e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,2.0648336374051723e-08,0.0
1956,1.657016923672927e-08,2.616342476002842e-09
1957,1.3252556385623393e-08,0.0
1958,1.4890038535497752e-08,3.3088973783179654e-09
1959,1.8601795659378695e-08,0.0
1960,1.7302083321624195e-08,3.460416619915918e-09
1961,2.153929301584867e-08,0.0
1962,2.6002021868976044e-08,0.0
1963,2.4571003010009917e-08,0.0
1964,2.068549243006146e-08,1.2167936658258327e-09
1965,1.9699356812452606e-08,0.0
1966,3.101881773659443e-08,0.0
1967,2.218651040664099e-08,4.930335584241163e-10
1968,2.2906220920049236e-08,1.7965663401398047e-09
1969,1.862120768691966e-08,0.0
1970,2.2993624781975086e-08,0.0
1971,1.9525909777939887e-08,3.083038491169532e-09
1972,2.1033601527165047e-08,0.0
1973,3.418186267367673e-08,0.0
1974,3.54411007208455e-08,0.0
1975,2.5701661243715535e-08,1.7134440533084216e-09
1976,2.3425460682346966e-08,2.285410749536254e-09
1977,2.7620874476497193e-08,1.7630346071939584e-09
1978,1.7821774278559133e-08,2.3762365408686037e-09
1979,1.462993370893173e-08,5.851973350345929e-10
1980,2.4446148216838992e-08,0.0
1981,2.213942273954217e-08,1.8976649140967083e-09
1982,2.5450759721934446e-08,6.207502289967692e-10
1983,2.652432762317858e-08,1.2630632095778083e-09
1984,2.667543874679268e-08,1.739702604197646e-09
1985,2.707001200974446e-08,6.015558051686298e-10
1986,3.596691300344901e-08,5.994485463567401e-10
1987,2.5665430669619127e-08,6.110816852533674e-10
1988,3.957725525083333e-08,5.996553809062277e-10
1989,2.7440611560791695e-08,0.0
1990,4.140974851907231e-08,5.44865097484859e-10
1991,2.2273567878983158e-08,2.9307325455363298e-09
1992,3.4712648755430564e-08,0.0
1993,3.37891670199042e-08,5.539207426075166e-10
1994,2.5847139539791897e-08,1.5824779264761446e-09
1995,1.7351842629409475e-08,0.0
1996,3.042712393153124e-08,5.338092190498855e-10
1997,3.4523239378358994e-08,0.0
1998,3.3853716274734325e-08,0.0
1999,3.153438754566196e-08,9.140402323914998e-10
2000,2.6066386382694873e-08,4.4180314962005696e-10
2001,4.205963222148057e-08,4.3812117822561447e-10
2002,2.234422957769766e-08,1.3143663935011318e-09
2003,2.6251614215766494e-08,1.2500769308587678e-09
2004,3.3916894182084434e-08,0.0
2005,3.1976622238971686e-08,0.0
2006,2.182481573242967e-08,2.0589450144825605e-09
2007,3.674920989737984e-08,1.5977917877663117e-09
2008,3.2356542334355254e-08,8.514879357157668e-10
2009,2.145686650578682e-08,0.0
2010,1.842279218067233e-08,0.0
2011,2.8679789210173112e-08,3.823971805871906e-09
2012,2.6893596682953103e-08,1.3617010852229328e-09
2013,2.147626254611623e-08,1.3945624655065103e-09
2014,2.3819897165822113e-08,8.661780737106994e-10
2015,2.5047301122071985e-08,2.438232948875907e-09
2016,2.4027544398563805e-08,1.86420612280358e-09
2017,2.4149869659595424e-08,1.509366853724714e-09
2018,2.2716907466246994e-08,1.5488800242380307e-09
2019,2.040790292312522e-08,1.53059265262101e-09
