year,tout_ADV acheté_VERB,tout_ADV racheté_VERB
1867,1.2132028714972876e-08,6.79393608038481e-09
1868,1.2843672791973404e-08,4.44588676984381e-09
1869,7.325278605918584e-09,7.813630631403612e-09
1870,1.6628741050794815e-08,1.0894693147633916e-08
1871,4.248470908407853e-09,3.18635318130589e-09
1872,1.8746751706544273e-08,2.4189357183956872e-09
1873,6.584604861359367e-09,1.1972009161809183e-08
1874,2.0911132381229436e-08,1.0156835372754358e-08
1875,1.6592428764283795e-08,5.149374260327022e-09
1876,2.418405919968336e-08,1.813804439976252e-09
1877,2.4739263970730008e-09,8.040260901509555e-09
1878,9.662541877730746e-09,5.435179861734696e-09
1879,9.774920428640144e-09,6.10932526790009e-10
1880,5.776061406947974e-09,7.059631101924424e-09
1881,5.5780060570498335e-09,0.0
1882,1.7304001787010748e-08,3.9932310791357395e-09
1883,1.64302811356265e-08,1.8958017378167824e-09
1884,1.3203393933736152e-08,5.281357573494461e-09
1885,1.4180398189012067e-08,8.379326565943757e-09
1886,1.097088819790315e-08,5.808117542471791e-09
1887,1.2404957061562527e-08,2.6115698492645834e-09
1888,2.53624587998047e-09,1.775372027168487e-08
1889,1.3156786771162388e-08,6.891650361495749e-09
1890,7.209825181320184e-09,4.5880703680722945e-09
1891,4.461953917456185e-09,4.461953917456185e-09
1892,5.641661360300532e-09,4.387958441043338e-09
1893,1.6011883374744684e-08,9.853466487186324e-09
1894,5.671385139294216e-09,4.411077725308132e-09
1895,8.426059849853118e-09,3.0093072478365457e-09
1896,9.435246361988447e-09,5.307326134129653e-09
1897,4.661370844871726e-09,7.574727511894253e-09
1898,1.0750873968845553e-08,1.6975064687230201e-09
1899,1.879376654301268e-08,1.1055156790007459e-09
1900,8.824790675987515e-09,8.824790675987515e-09
1901,5.029864968975062e-09,0.0
1902,6.874397495693074e-09,9.820567470342212e-09
1903,1.1340462791054051e-08,6.480264325148255e-09
1904,6.987012746151322e-09,8.061937784020756e-09
1905,6.192911072844254e-09,1.0321518084666081e-09
1906,1.18316245689698e-08,2.572092316910357e-09
1907,6.685696440911215e-09,1.5428529565042481e-09
1908,1.4243028090277221e-08,9.822778146428846e-10
1909,1.2102163715610459e-08,4.400786846048277e-09
1910,1.5498036631811374e-08,6.947395991829808e-09
1911,1.0640748726586935e-08,6.916486494645824e-09
1912,5.730363294986773e-09,2.6047106693738442e-09
1913,9.545381374209683e-09,2.6514948014977335e-09
1914,6.6967438816512015e-09,4.68772043404897e-09
1915,1.8849219074468238e-08,2.591767689352764e-08
1916,1.538244731591476e-08,3.2962386153911893e-09
1917,1.4256351654751143e-08,2.1932848870420685e-09
1918,1.8378202071289707e-08,6.89182577673364e-09
1919,9.207848705727883e-09,6.4454939163738345e-09
1920,2.0445025228355007e-08,2.2716695191604686e-09
1921,1.5145495524393482e-08,1.5145494858259667e-09
1922,1.4018077365562931e-08,7.377935484775833e-10
1923,5.307974060286824e-09,9.554353752605493e-09
1924,1.675911143195208e-08,5.156649773851996e-09
1925,7.698724324711748e-09,3.299453377181294e-09
1926,1.114613823460786e-08,1.1146138456652466e-09
1927,1.3379069629948503e-08,7.804457524684949e-09
1928,1.4853853258500749e-08,2.2852082448565625e-09
1929,8.912325100141061e-09,2.2280812750352652e-09
1930,2.2057568216382606e-08,3.1510811737689437e-09
1931,2.2810713318222042e-08,1.2545892325022123e-08
1932,1.6439305028370654e-08,5.4797681947604815e-09
1933,1.0323596200123575e-08,5.735331320977366e-09
1934,1.3179738189705859e-08,2.3963160344919743e-09
1935,1.3165112555668657e-08,4.787313656606784e-09
1936,1.4549657478823974e-08,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,1.070583532936098e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,1.4757512989405086e-08,8.854508237732261e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,8.709705845433291e-09
1944,0.0,3.213186161588055e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,8.344609447874518e-09,4.7683483828109274e-09
1948,1.0871888278529696e-08,7.610321262063735e-09
1949,7.853606653895895e-09,9.817008317369869e-10
1950,7.444753258312176e-09,3.190608444114673e-09
1951,1.4925962688039363e-08,4.264560704569931e-09
1952,1.1599284199803606e-08,4.2179215675730575e-09
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,1.8771215692936494e-09
1956,1.5698054633972447e-08,8.72114158667614e-10
1957,7.068030161150318e-09,8.835037701437898e-10
1958,1.4062814024384807e-08,1.6544486891589827e-09
1959,9.300897829689347e-09,3.100299128533379e-09
1960,5.536666680683311e-09,3.460416619915918e-09
1961,6.94815938118154e-09,5.55852741612739e-09
1962,1.5220695814832652e-08,3.805173953708163e-09
1963,1.6165133231993423e-08,5.819448034571906e-09
1964,1.2167936880302932e-08,1.2167936658258327e-09
1965,6.0192477668863376e-09,3.2832261354087677e-09
1966,1.273987226824147e-08,6.6468897053084675e-09
1967,1.2818872185960117e-08,7.888536934785861e-09
1968,8.533690198930799e-09,2.245707841908029e-09
1969,1.2262745902047456e-08,3.1792304344691047e-09
1970,1.6095538069027526e-08,5.978342709767048e-09
1971,8.221435976452085e-09,2.569198631618974e-09
1972,9.234264020108185e-09,1.0260293725750103e-09
1973,9.37244681864513e-09,2.7566018356850464e-09
1974,1.6876714303837304e-08,1.1251143350321513e-09
1975,1.1422960355389478e-08,5.711480177694739e-10
1976,1.5997875024709174e-08,2.856763492431469e-09
1977,1.3516598507123945e-08,3.526069214387917e-09
1978,1.7821774278559133e-08,5.940591130126904e-09
1979,1.8141116719938566e-08,2.3407893401383717e-09
1980,1.819248218737357e-08,5.685150683554241e-10
1981,1.3916208629893845e-08,3.1627747087981106e-09
1982,8.069752865935698e-09,5.586751949948621e-09
1983,1.4525227243211702e-08,1.2630632095778083e-09
1984,1.2177918229383522e-08,4.059305780401701e-09
1985,1.6242006850575308e-08,6.015557829641693e-09
1986,1.8582904104391673e-08,5.395036861699509e-09
1987,1.466596055710312e-08,3.6664902225425067e-09
1988,1.6190695006912392e-08,4.197587610832443e-09
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,1.52562225630426e-08,4.358920779878872e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,1.1019888113139586e-08,5.509944056569793e-09
1993,1.606370148010683e-08,4.985286850001103e-09
1994,1.8462243289718572e-08,4.2199412852994556e-09
1995,1.2471637056421514e-08,1.0844901643380922e-09
1996,1.8149513891785318e-08,2.135236876199542e-09
1997,1.1987236092636522e-08,5.274384040632185e-09
1998,1.6688451509594415e-08,5.72175506974304e-09
1999,1.553868322901053e-08,2.285100553223174e-09
2000,1.7230322058026104e-08,2.6508188977203417e-09
2001,1.8401090207120774e-08,3.5049694258049158e-09
2002,1.9715496235583885e-08,1.752488598683044e-09
2003,2.1667998950647416e-08,2.9168460979889232e-09
2004,1.805964444656638e-08,2.642874807889939e-09
2005,1.5763124139311913e-08,2.251874686720612e-09
2006,1.3589036729211301e-08,5.353256948836815e-09
2007,1.9572949483404045e-08,5.592271090648637e-09
2008,2.299017509699297e-08,4.6831836186811415e-09
2009,2.9562793102400065e-08,2.860915504498962e-09
2010,2.645324137517946e-08,3.3066551718974324e-09
2011,2.5620612270627063e-08,6.118355155848576e-09
2012,4.119145913250577e-08,1.0212757750593937e-08
2013,4.267361219945087e-08,9.204113027294625e-09
2014,3.594639155779511e-08,8.012147389990787e-09
2015,3.3691947370906306e-08,6.871383906315032e-09
2016,3.3348573680314075e-08,7.042556315894899e-09
2017,4.1004465600735784e-08,1.0062445099379147e-08
2018,4.362678751590465e-08,1.0067719991013746e-08
2019,3.954031030373173e-08,6.887666881283394e-09
