year,aient_VERB établi_VERB,aient_VERB rétabli_VERB
1924,2.836157442231979e-08,7.734974438733389e-09
1925,2.5295809891190402e-08,1.0998177923937646e-09
1926,2.3406890647947876e-08,1.1146138456652466e-09
1927,4.6826745148109694e-08,3.3447675740205796e-09
1928,3.7705934374798744e-08,2.2852082448565625e-09
1929,2.4508894469477127e-08,6.684243825105796e-09
1930,2.520864939015155e-08,3.1510811737689437e-09
1931,2.3951248095954725e-08,2.2810713318222042e-09
1932,1.9727165678773417e-08,9.863582839386709e-09
1933,2.867665571670841e-08,1.1470662197865522e-09
1934,1.5576054224197833e-08,9.585264137967897e-09
1935,7.180970484910176e-09,2.393656828303392e-09
1936,1.4549657478823974e-08,3.6374143697059935e-09
1937,2.7700460591972842e-08,1.2591118148108649e-09
1938,3.3709557811789637e-08,3.8895642262559704e-09
1939,2.141167065872196e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,7.607348528892999e-09
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,9.102635090130207e-09
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,6.317661416233022e-08,2.178504043826024e-09
1946,2.5057987684817817e-08,1.2528993842408909e-08
1947,1.4305045148432782e-08,4.7683483828109274e-09
1948,4.022598432129598e-08,1.0871888278529696e-08
1949,4.613993809243766e-08,3.9268033269479474e-09
1950,3.616023036556726e-08,3.190608444114673e-09
1951,3.4116485636559446e-08,8.529121409139861e-09
1952,2.8470971358274255e-08,3.1634410646574906e-09
1953,2.9089333608567358e-08,4.3095309543161875e-09
1954,4.49536656788041e-08,1.9545072227344917e-09
1955,2.2525458831523792e-08,9.385607846468247e-10
1956,2.0058624983221307e-08,6.104799332717903e-09
1957,2.5621609722747962e-08,1.7670075402875796e-09
1958,2.8952852559882558e-08,1.6544486891589827e-09
1959,2.325224279786653e-08,3.100299128533379e-09
1960,4.3601250609981435e-08,6.920833350854139e-10
1961,2.431855783413539e-08,1.3896318540318475e-09
1962,1.8391673961559718e-08,1.2683912808952869e-09
1963,3.0390449268224984e-08,1.2932106496776896e-09
1964,3.8937397306426647e-08,0.0
1965,2.9001830270658502e-08,1.6416130677043839e-09
1966,2.4925835617750636e-08,2.215629901769489e-09
1967,3.204718268534634e-08,4.930335584241163e-10
1968,3.054162789339898e-08,2.245707841908029e-09
1969,3.4971535001204757e-08,1.8167031212712459e-09
1970,3.587005537042387e-08,5.978342709767048e-09
1971,3.237190426830239e-08,2.0553589941130213e-09
1972,2.3085661382538092e-08,4.104117490300041e-09
1973,2.6463379043661917e-08,2.205281512956958e-09
1974,1.800182936051442e-08,1.1251143350321513e-09
1975,1.8276736568623164e-08,6.282628195464213e-09
1976,2.1140049710766107e-08,2.285410749536254e-09
1977,2.056873604772136e-08,2.938390863960194e-09
1978,2.3762364520507617e-08,3.5643548113029055e-09
1979,2.2822696621460636e-08,3.5111840102075575e-09
1980,2.4446148216838992e-08,2.2740602734216964e-09
1981,1.8976647808699454e-08,6.325549528618524e-10
1982,1.9864007327896616e-08,6.207502289967692e-10
1983,2.0209011353244932e-08,3.157658134966823e-09
1984,1.6237223121606803e-08,3.479405208395292e-09
1985,2.707001200974446e-08,6.015558051686298e-10
1986,1.558566253834215e-08,2.997242676272549e-09
1987,2.199894133525504e-08,3.0554083707556856e-09
1988,1.2592763276586538e-08,1.798966087207532e-09
1989,1.9757239400064464e-08,3.2928733073589456e-09
1990,3.105731138930423e-08,2.179460389939436e-09
1991,2.3445860364290638e-08,1.7584396161396398e-09
1992,2.259077191979486e-08,2.2039776670368383e-09
1993,2.3264671966671813e-08,1.661762283333701e-09
1994,1.3714808844156323e-08,3.164955852952289e-09
1995,1.572510655023507e-08,2.7112254663563817e-09
1996,1.92171327739743e-08,1.067618438099771e-09
1997,1.8700088588730068e-08,9.58978896292706e-10
1998,2.0502955777601528e-08,2.3840645013706308e-09
1999,2.6050146928469076e-08,1.8280804647829996e-09
2000,2.3415566374751506e-08,2.6508188977203417e-09
2001,1.445799924226776e-08,1.3143635069212678e-09
2002,1.445803121669087e-08,2.6287327870022636e-09
2003,1.8334461060476315e-08,2.083461403401543e-09
2004,1.6297727611913615e-08,8.809582507929292e-10
2005,1.3511249008502091e-08,2.702249757291497e-09
2006,2.0589450144825605e-08,4.1178899179428186e-10
2007,1.917350189728495e-08,7.988958938831558e-10
2008,1.702975893635994e-08,1.2772318758180745e-09
2009,1.7165493915172192e-08,1.907277002999308e-09
2010,1.8895171649546683e-08,1.4171379625338432e-09
2011,1.1471915861704929e-08,2.6767803529281764e-09
2012,1.2255309655984092e-08,1.7021263287730903e-09
2013,1.2551062411603198e-08,1.6734750252211938e-09
2014,1.1693403578760808e-08,2.3819897165822113e-09
2015,8.422986752520956e-09,1.329945265027277e-09
2016,1.532791671365885e-08,2.278474076078396e-09
2017,1.106868996458843e-08,2.0124890642847504e-09
2018,1.1358453733123497e-08,1.8070267504555204e-09
2019,1.4285530980373551e-08,1.2754939326953263e-09
