year,grand_ADJ an_NOUN,grand_ADJ rang_NOUN
1931,5.7026783295555106e-09,1.3686427990933225e-08
1932,3.287861094491973e-09,7.6716757391182e-09
1933,5.735331320977366e-09,1.9500125514326783e-08
1934,1.1981580172459871e-09,8.38710612072191e-09
1935,1.196828414151696e-09,1.795242621227544e-08
1936,3.6374143697059935e-09,1.091224355320719e-08
1937,0.0,1.510934133364117e-08
1938,1.2965214457594243e-09,1.426173557028676e-08
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,0.0,1.77504799747652e-08
1941,0.0,3.5418032950929046e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,0.0
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,0.0,1.5313214696277555e-08
1947,1.1920870957027319e-09,8.344609669919123e-09
1948,1.0871887834440486e-09,1.3046265179283978e-08
1949,1.9634016634739737e-09,1.1780409536754632e-08
1950,5.317680740191122e-09,2.2334258886758107e-08
1951,3.198420528427448e-09,6.396840945832594e-09
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,7.818028668893362e-09
1955,6.569925492527773e-09,2.0648336374051723e-08
1956,1.744228317335228e-09,1.8314396443841474e-08
1957,3.534015080575159e-09,1.0602045297236629e-08
1958,3.3088974338291166e-09,8.272243334772611e-09
1959,3.100299128533379e-09,3.1002992395556817e-09
1960,1.3841666701708277e-09,1.522583353841256e-08
1961,4.863711433600315e-09,3.613042842687264e-08
1962,1.2683912808952869e-09,7.610347907416326e-09
1963,4.526237273871914e-09,2.5864212993553792e-09
1964,6.083968329129164e-10,1.216793676928063e-08
1965,1.0944086747954884e-09,2.0793764932136583e-08
1966,2.215629901769489e-09,1.7725039880289728e-08
1967,7.888537101319315e-09,1.2818872574538176e-08
1968,8.982831700699023e-10,1.167768146070891e-08
1969,1.3625273131978588e-09,9.537691053607134e-09
1970,1.3796175035718505e-09,1.3796174869185052e-08
1971,7.70759622792383e-09,1.2845993713206383e-08
1972,1.5390440588625154e-09,1.5903455219401508e-08
1973,8.269805618077442e-09,1.54369703686541e-08
1974,2.250228725575454e-09,1.6876715580593782e-09
1975,1.7134440533084216e-09,8.567219822452898e-09
1976,2.8567633814091664e-09,7.4275851025262796e-09
1977,1.7630346071939584e-09,1.7630345627850375e-08
1978,4.752473081737207e-09,1.1881182926387623e-08
1979,2.3407893401383717e-09,7.02236779837051e-09
1980,2.2740602734216964e-09,9.66475616204221e-09
1981,4.427884781055269e-09,8.223214609248686e-09
1982,3.103751144983846e-09,8.069752865935698e-09
1983,1.8945948143667124e-09,1.326216336750008e-08
1984,2.319603453759811e-09,8.69851257689902e-09
1985,3.0077789148208467e-09,1.2632671797518924e-08
1986,8.39227959348321e-09,1.019062523255343e-08
1987,7.94406213033838e-09,8.555143704569446e-09
1988,2.9982769045311386e-09,1.6190695451001602e-08
1989,4.390497743145261e-09,3.841685636274406e-09
1990,3.269190584909154e-09,7.083246100769713e-09
1991,3.5168792322792797e-09,1.1136783939491579e-08
1992,5.5099441120809445e-09,9.917899501665772e-09
1993,2.769603768548734e-09,1.0524493720964756e-08
1994,5.8024192117756e-09,1.0022360497075056e-08
1995,3.253470381991974e-09,5.964695737326053e-09
1996,3.736664311304594e-09,2.0818559987034746e-08
1997,3.835915696193126e-09,8.630810066634353e-09
1998,4.29131630230728e-09,1.0013071483072622e-08
1999,3.6561608462992723e-09,4.113180962495022e-09
2000,4.418031274155965e-09,1.3695897305154858e-08
2001,3.943090687297257e-09,4.381211782256145e-09
2002,5.25746568502683e-09,1.62105191492401e-08
2003,3.7502307925763034e-09,1.041730723905232e-08
2004,1.761916529341434e-09,1.1011978440222947e-08
2005,3.1526246058177776e-09,5.404499403560692e-09
2006,2.470733950765691e-09,4.529678854225949e-09
2007,1.5977917877663117e-09,1.4380125895607776e-08
2008,6.3861594623570994e-09,3.405951742863067e-09
2009,9.53638501499654e-10,7.629107789952627e-09
2010,0.0,3.3066551718974324e-09
2011,3.82397197240536e-10,3.4415747474092484e-09
2012,6.808505426114664e-10,1.7021263287730903e-09
2013,8.367375126105969e-10,6.9728125495771565e-09
2014,1.5158116567492996e-09,2.5985341933765227e-09
2015,6.649726186358507e-10,8.64464447247748e-09
2016,2.0713400439298368e-10,1.201377233805978e-08
2017,0.0,2.515611413622665e-09
2018,5.162933414126769e-10,4.1303465647679616e-09
2019,5.1019755087367e-10,7.142765823253683e-09
