year,petit_ADJ enseignement_NOUN,petit_ADJ renseignement_NOUN
1911,6.916486494645824e-09,2.2877609140437016e-08
1912,6.772247651554153e-09,2.5005221004903433e-08
1913,9.015082902408267e-09,2.8105844762649212e-08
1914,1.0045115850232378e-08,2.276892807628883e-08
1915,0.0,2.591767689352764e-08
1916,7.69122365795738e-09,2.6369908923129515e-08
1917,7.676496771580332e-09,1.0966424213165737e-08
1918,6.89182577673364e-09,1.9526840588923733e-08
1919,9.207848705727883e-09,3.9593746947730324e-08
1920,7.572231730534895e-09,2.8774479687854182e-08
1921,1.5145494858259667e-09,2.3475516641724425e-08
1922,2.951174193910333e-09,1.9182632371439468e-08
1923,1.0615948120573648e-08,2.9724654737606215e-08
1924,3.867487219366694e-09,3.867487308184536e-08
1925,2.1996355847875293e-09,4.2892892793133797e-08
1926,2.229227691330493e-09,2.229227646921572e-08
1927,0.0,1.6723836537835268e-08
1928,7.998228745975666e-09,2.9707706517001498e-08
1929,0.0,3.5649300400564243e-08
1930,0.0,3.991369368350206e-08
1931,5.7026783295555106e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,8.02946331646126e-09,2.2941325283909464e-08
1934,4.7926320689839486e-09,2.2765002327673756e-08
1935,8.377798899061872e-09,1.6755597798123745e-08
1936,4.849885826274658e-09,2.424942913137329e-08
1937,7.554670666820584e-09,2.392312481447334e-08
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,0.0,2.5999884911698246e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,3.944475324146879e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,3.213186161588055e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,6.960552134671616e-09,3.897909195416105e-08
1947,3.5762612871081956e-09,2.9802176726434482e-08
1948,3.2615663503321457e-09,8.697510267552389e-09
1949,9.817008317369869e-10,1.47255123650325e-08
1950,0.0,2.3397795700930146e-08
1951,0.0,2.9851925376078725e-08
1952,3.1634410646574906e-09,2.741649041126948e-08
1953,5.386913581872932e-09,2.8011951869189033e-08
1954,3.9090144454689835e-09,2.14995790059902e-08
1955,0.0,1.6894095011821264e-08
1956,3.488456634670456e-09,2.0058624983221307e-08
1957,0.0,2.5621609722747962e-08
1958,0.0,2.2335056470978998e-08
1959,0.0,2.8677767716089875e-08
1960,5.536666680683311e-09,2.422291700554524e-08
1961,4.16889545107324e-09,1.945484662257968e-08
1962,0.0,2.473363025501385e-08
1963,1.939815863494232e-09,2.2631185814248056e-08
1964,6.083968329129164e-10,2.8594651979574337e-08
1965,1.0944086747954884e-09,3.0643441562006046e-08
1966,1.1078149508847446e-09,2.880318916709257e-08
1967,3.944268467392931e-09,2.1693477236794934e-08
1968,1.3474247273492779e-09,1.7067380397861598e-08
1969,1.3625273131978588e-09,2.043791091921321e-08
1970,3.219107425067591e-09,1.609553734738256e-08
1971,2.569198631618974e-09,9.762954888969944e-09
1972,5.130146973897354e-09,1.2825367434743384e-08
1973,1.6539611902288698e-09,1.598829157956061e-08
1974,1.6876715580593782e-09,1.406392957647995e-08
1975,3.4268881066168433e-09,1.3707552426467373e-08
1976,5.713526873840635e-10,1.314111219841152e-08
1977,5.289103821581875e-09,1.23412418062685e-08
1978,1.1881182704343018e-09,1.7821774278559133e-08
1979,1.1703946700691858e-09,7.022368020415115e-09
1980,1.7055452605774235e-09,1.3644362084619388e-08
1981,2.5302198114474095e-09,2.1506869174459098e-08
1982,1.2415004579935385e-09,1.3035754697909852e-08
1983,4.4207211225000265e-09,1.326216381158929e-08
1984,2.3196033982486597e-09,1.333771937339634e-08
1985,6.015558051686298e-10,1.4437339324047116e-08
1986,1.1988970927134801e-09,1.4386765556650971e-08
1987,2.4443267410134695e-09,1.588812459374367e-08
1988,5.996553809062277e-10,1.139345240375178e-08
1989,1.6464366536794728e-09,1.3171493229435782e-08
1990,0.0,2.0704874259536155e-08
1991,7.033758464558559e-09,1.52398094144246e-08
1992,3.856960972825618e-09,1.597883780846132e-08
1993,2.7696036575264316e-09,1.661762283333701e-08
1994,3.164955852952289e-09,1.318731612798274e-08
1995,2.7112254663563817e-09,1.572510655023507e-08
1996,1.6014276571496566e-09,1.0676184380997711e-08
1997,1.917957792585412e-09,1.006927874414032e-08
1998,4.768129224785866e-10,7.152193948201102e-09
1999,9.140402323914998e-10,1.0511462811280126e-08
2000,4.418031274155965e-09,6.185244316725402e-09
2001,1.3143635069212678e-09,6.133696661692056e-09
2002,1.3143663935011318e-09,1.270554239596322e-08
2003,4.1669229178253886e-10,9.58392298855415e-09
2004,3.523833003171717e-09,5.726228824443069e-09
2005,1.8014998381943315e-09,7.656374201303606e-09
2006,2.4707338397433887e-09,9.471146533712727e-09
2007,7.988958938831558e-10,1.5578470069499417e-08
2008,2.554463751636149e-09,1.1920831433087642e-08
2009,1.430457752249481e-09,1.0966842545201416e-08
2010,4.2514138876015295e-09,2.267420740054149e-08
2011,4.206369030868018e-09,2.4091024286576612e-08
2012,2.382976926895708e-09,2.6893596682953103e-08
2013,2.789125042035323e-10,2.9843636895066084e-08
2014,2.165445156521173e-09,4.5041261387268605e-08
2015,3.32486305154589e-09,4.43315073539452e-08
2016,2.4856081637381067e-09,3.8941191604635605e-08
2017,1.2578056374223934e-09,2.7671724467381864e-08
2018,2.0651733656507076e-09,3.407535942301365e-08
2019,1.2754939326953263e-09,5.1785050914077146e-08
