year,aurait_VERB accompagné_VERB,aurait_VERB raccompagné_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,1.5602713787643552e-08,0.0
1804,4.943701892301533e-09,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,2.9367397402779716e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,2.2026739543434815e-08,0.0
1815,2.1577788444915313e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,0.0
1818,4.768470951432846e-09,0.0
1819,1.3456364911235141e-08,0.0
1820,5.933240565525466e-09,0.0
1821,1.0847637454958203e-08,0.0
1822,3.0076847679083585e-08,0.0
1823,8.894418535021487e-09,0.0
1824,5.894778887238772e-09,0.0
1825,3.522177216552791e-09,0.0
1826,2.1139161532346407e-08,0.0
1827,1.013900075008678e-08,0.0
1828,2.659967357487858e-08,0.0
1829,2.0575622983187714e-08,0.0
1830,1.878630406793036e-08,0.0
1831,2.9623292263636358e-08,0.0
1832,2.570694235259907e-08,0.0
1833,2.3167256557599103e-08,0.0
1834,2.14694217959277e-08,0.0
1835,4.386591001548368e-08,0.0
1836,1.8146025126952736e-08,0.0
1837,1.0436836284100082e-08,0.0
1838,2.3354999711955315e-08,0.0
1839,2.586845759822154e-08,0.0
1840,2.293087852933695e-08,0.0
1841,3.659712533021775e-08,0.0
1842,3.8237111255057243e-08,0.0
1843,2.126487963494128e-08,0.0
1844,9.330554107123135e-09,0.0
1845,1.8414752389617206e-08,0.0
1846,2.1076203893244383e-08,0.0
1847,3.128069891999985e-08,0.0
1848,1.850401076808339e-08,0.0
1849,3.1841775438579134e-08,0.0
1850,2.5798184921654865e-08,0.0
1851,3.1602251482354404e-08,0.0
1852,2.7344290387532055e-08,0.0
1853,3.702597695109944e-08,0.0
1854,2.8056588163849483e-08,0.0
1855,5.094659627502551e-08,0.0
1856,3.158085348786699e-08,0.0
1857,5.027954230740761e-08,0.0
1858,2.4468379322684086e-08,0.0
1859,3.768208145515928e-08,0.0
1860,1.5104706818647173e-08,0.0
1861,2.4994607272788016e-08,0.0
1862,2.84633134839396e-08,0.0
1863,1.548332484446746e-08,0.0
1864,5.0824116470948866e-08,0.0
1865,1.9298061815220535e-08,0.0
1866,2.5301186923343266e-08,0.0
1867,2.329349513274792e-08,0.0
1868,1.4819621974027086e-08,0.0
1869,1.3673853160867111e-08,0.0
1870,2.2362790730312554e-08,0.0
1871,2.1242353653860846e-08,0.0
1872,3.930770375859538e-08,0.0
1873,1.5563610844537834e-08,0.0
1874,2.9275584623178474e-08,0.0
1875,3.94785359958405e-08,0.0
1876,3.143927784776679e-08,0.0
1877,2.968711676487601e-08,6.184815992682502e-10
1878,2.536417298415472e-08,0.0
1879,1.8327975581655664e-08,0.0
1880,2.1178893305773272e-08,0.0
1881,3.2770785196589713e-08,0.0
1882,3.1945848633085916e-08,0.0
1883,3.2860562271253e-08,0.0
1884,2.1125430293977843e-08,0.0
1885,2.9649923405372647e-08,0.0
1886,3.1621972595985426e-08,0.0
1887,3.003305337756501e-08,0.0
1888,2.53624587998047e-08,0.0
1889,3.00726554769426e-08,0.0
1890,2.6872983838188702e-08,0.0
1891,2.8046567734918426e-08,0.0
1892,2.1312942521944933e-08,0.0
1893,4.495644034818724e-08,0.0
1894,3.528862180246506e-08,0.0
1895,3.1296796265678495e-08,0.0
1896,3.2433661090180976e-08,0.0
1897,3.029891004757701e-08,0.0
1898,2.6594268121016285e-08,0.0
1899,4.643165851803133e-08,0.0
1900,3.4780054392058446e-08,0.0
1901,3.073806453812722e-08,0.0
1902,3.191684427861219e-08,0.0
1903,3.888158772724637e-08,0.0
1904,3.493506284257819e-08,0.0
1905,2.37394921498435e-08,0.0
1906,3.858138342138773e-08,0.0
1907,4.6285588695127444e-08,0.0
1908,2.3083527977973972e-08,0.0
1909,4.8408654862441836e-08,0.0
1910,4.3287620599130605e-08,0.0
1911,5.160762839295785e-08,0.0
1912,5.3136098188133474e-08,0.0
1913,3.553003224965323e-08,0.0
1914,2.343860217024485e-08,6.696743715117748e-10
1915,5.890380805340101e-08,0.0
1916,1.648119329900055e-08,0.0
1917,1.6449636319748606e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,2.4988365154854364e-08,0.0
1921,2.196096815509918e-08,0.0
1922,2.3609393551282665e-08,0.0
1923,1.0615948120573648e-08,0.0
1924,3.738571052736006e-08,0.0
1925,2.859526304632709e-08,0.0
1926,3.1209186346359274e-08,0.0
1927,3.7907366134959375e-08,0.0
1928,2.399468712610542e-08,0.0
1929,3.4535258208734376e-08,0.0
1930,3.466189113510154e-08,0.0
1931,3.079446386777818e-08,0.0
1932,3.3974561830518724e-08,0.0
1933,5.6206243215228824e-08,0.0
1934,3.5944740517379614e-08,1.1981580172459871e-09
1935,4.0692164304800826e-08,0.0
1936,5.092380206406233e-08,0.0
1937,2.7700460591972842e-08,0.0
1938,2.852347158466273e-08,0.0
1939,1.988226472349197e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,3.480275978517966e-08,0.0
1947,3.5762614203349585e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,3.239612667016445e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,4.051332780363737e-08,0.0
1952,3.585233443459401e-08,0.0
1953,3.878577814475648e-08,0.0
1954,3.615838295445428e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,3.488456457034772e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,2.9780077070995503e-08,1.6544486891589827e-09
1959,3.642851353902188e-08,0.0
1960,3.391208380776334e-08,0.0
1961,4.099414141478519e-08,0.0
1962,3.361236977639237e-08,6.341956404476434e-10
1963,2.5217607557692645e-08,0.0
1964,2.8594651979574337e-08,0.0
1965,2.5718604135249734e-08,0.0
1966,3.1572724878969893e-08,0.0
1967,2.9088980113556318e-08,4.930335584241163e-10
1968,2.6050212653672133e-08,0.0
1969,3.0429777808649305e-08,0.0
1970,2.2533752641606952e-08,0.0
1971,2.2608949379332444e-08,0.0
1972,5.3866543225922214e-08,0.0
1973,3.418186267367673e-08,0.0
1974,3.1503201824989446e-08,0.0
1975,2.056132863970106e-08,0.0
1976,3.142439908287997e-08,0.0
1977,2.9971587878208084e-08,5.876781838942691e-10
1978,3.5049488644745e-08,1.1881182704343018e-09
1979,2.57486831856113e-08,5.851973350345929e-10
1980,4.2638628627855724e-08,0.0
1981,2.5302197670384885e-08,0.0
1982,2.855450986771757e-08,0.0
1983,3.0945049189767815e-08,1.89459470334441e-09
1984,4.5812168281145205e-08,1.1598016991243298e-09
1985,2.707001200974446e-08,6.015558051686298e-10
1986,2.997242631863628e-08,0.0
1987,3.422057304192094e-08,0.0
1988,3.2381390013824785e-08,5.996553809062277e-10
1989,2.57941739079115e-08,5.488122178931576e-10
1990,3.596109721115681e-08,1.089730194969718e-09
1991,3.868566977871524e-08,1.1722930404189924e-09
1992,4.187557678392295e-08,5.509944167592096e-10
1993,3.268132431344384e-08,5.539207426075166e-10
1994,4.5364370038214474e-08,0.0
1995,3.416144167545099e-08,0.0
1996,3.25623616959092e-08,5.338092190498855e-10
1997,2.972834600711849e-08,0.0
1998,3.814503202193009e-08,1.9072516899143466e-09
1999,4.4787970665538523e-08,0.0
2000,3.534425019324772e-08,4.4180314962005696e-10
2001,3.7240301509200435e-08,0.0
2002,3.724038322161505e-08,0.0
2003,3.9169076870848585e-08,4.1669229178253886e-10
2004,4.2726476578991424e-08,0.0
2005,4.4136747590073355e-08,0.0
2006,4.364963146485934e-08,1.2353669198716943e-09
2007,4.7134857794617346e-08,7.988958938831558e-10
2008,4.6831836186811415e-08,8.514879357157668e-10
2009,4.577464807198339e-08,1.907277002999308e-09
2010,4.062462011233947e-08,3.3066551718974324e-09
2011,3.097417433650662e-08,1.529588788962144e-09
2012,2.927657405393802e-08,2.382976926895708e-09
2013,3.0401462680629265e-08,2.2313000336282585e-09
2014,4.0060736949953935e-08,2.815078836704288e-09
2015,4.233659112173882e-08,1.5516027351836215e-09
2016,3.7491254545329866e-08,2.0713399884186856e-09
2017,3.144514337805049e-08,1.2578056374223934e-09
2018,3.768941425619232e-08,7.744400121190154e-10
2019,3.90301124753023e-08,1.53059265262101e-09
