year,dut_VERB assurer_VERB,dut_VERB rassurer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,9.887403784603066e-09
1805,5.685755422035754e-09,0.0
1806,1.152667650217154e-08,2.881669125542885e-09
1807,4.27043254092041e-08,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,1.1700633351097167e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.71256075987003e-08,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,9.86148829262845e-10
1822,3.0076847679083585e-09,0.0
1823,9.882686891060644e-10,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,2.642395191543301e-09,8.807984341885344e-10
1827,2.7651818612639545e-09,0.0
1828,2.7516904310687096e-09,0.0
1829,8.57317605795771e-10,0.0
1830,0.0,0.0
1831,1.5591206103948707e-09,0.0
1832,5.411987746839486e-09,0.0
1833,1.1583628500844156e-09,0.0
1834,9.334530925997342e-10,0.0
1835,6.050470346963266e-09,0.0
1836,6.720750067579218e-10,0.0
1837,7.653680356156656e-09,0.0
1838,4.418513555037862e-09,1.8936485712828244e-09
1839,0.0,2.0974426639952526e-09
1840,8.917564464638872e-09,0.0
1841,1.0272877659645019e-08,1.2841097074556274e-09
1842,5.366612043644636e-09,0.0
1843,2.0674189471492355e-08,0.0
1844,1.701453911095996e-08,1.6465684371524958e-09
1845,5.022205318283568e-09,4.464182357111213e-09
1846,9.367202125076801e-09,5.269050973311096e-09
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,1.6090443422100975e-09,0.0
1849,1.005529792763582e-08,1.6758829879393033e-09
1850,5.431196825611551e-09,6.788996032014438e-10
1851,9.029214709244116e-09,2.579775504329973e-09
1852,6.510545436100301e-10,0.0
1853,1.7915795513800958e-09,2.9859659189668264e-09
1854,5.7152309551611324e-09,5.195664454227256e-10
1855,3.1841622671890946e-09,4.776243400783642e-09
1856,5.694908100650764e-09,6.73034605824796e-09
1857,4.881509085841174e-10,4.393358121745905e-09
1858,4.404308473482388e-09,2.4468380654951716e-09
1859,5.092173349652285e-09,5.092173349652285e-10
1860,1.8308735638683515e-09,1.2358396972445007e-08
1861,1.131831339762357e-08,4.715963619617014e-09
1862,1.3553959066214816e-09,1.8071945051545413e-09
1863,1.9978483312144135e-09,4.994620828036034e-10
1864,4.315255264231155e-09,2.8768367688059016e-09
1865,1.0825742080555756e-08,4.706844247692743e-09
1866,3.8924903300596725e-09,3.8924903300596725e-09
1867,1.067618526917613e-08,8.73506067478047e-09
1868,0.0,6.421836395986702e-09
1869,4.883519366671862e-09,4.395167341186834e-09
1870,6.307453670473251e-09,5.734048791339319e-09
1871,7.434824311758348e-09,9.559059321873065e-09
1872,5.442605477412599e-09,1.2094678591978436e-09
1873,4.190203295451056e-09,7.781805422268917e-09
1874,5.377148060148329e-09,1.1949218281515073e-09
1875,6.865832347102696e-09,9.7265964171811e-09
1876,6.04601479992084e-10,9.069021977836655e-09
1877,1.2369631985365004e-09,8.658742167710898e-09
1878,1.8117265465633636e-09,5.435179861734696e-09
1879,5.498392852132383e-09,4.887460214320072e-09
1880,1.4761046607247863e-08,6.417846254436199e-10
1881,7.669758161910067e-09,4.183504653809678e-09
1882,6.655385131892899e-09,3.3276925659464496e-09
1883,1.2638677659992936e-08,3.159669414998234e-09
1884,3.300848483434038e-09,5.941527270181268e-09
1885,7.090199094506033e-09,3.86738152613475e-09
1886,7.098810428374236e-09,6.453463874400711e-10
1887,1.9586774424595887e-09,6.528924623161458e-10
1888,6.340614699951175e-09,1.268122939990235e-09
1889,2.5060546970934183e-09,5.012109394186837e-09
1890,6.554386366985909e-09,5.243509182406569e-09
1891,0.0,2.5496880162734215e-09
1892,1.002961980134387e-08,8.775916882086676e-09
1893,1.847525021858587e-09,0.0
1894,1.0082462864602348e-08,0.0
1895,8.426059849853118e-09,1.8055843487019274e-09
1896,4.717623180994224e-09,4.1279202278587945e-09
1897,1.1653427112179315e-09,5.826713334045053e-09
1898,1.3014216371232123e-08,1.6975064687230201e-09
1899,9.39688327150634e-09,5.527578395003729e-10
1900,7.26747462209687e-09,3.114631885736685e-09
1901,6.147612641171918e-09,5.58873880507349e-09
1902,6.874397495693074e-09,4.910283846193408e-10
1903,3.7801539676252105e-09,9.1803746826713e-09
1904,1.4511488011237361e-08,1.0211787859759625e-08
1905,8.257214467732865e-09,5.160758931310738e-09
1906,9.773950537805831e-09,5.144184522798412e-10
1907,1.4399961223432456e-08,1.5428529565042481e-09
1908,4.4202499438483756e-09,4.911389073214423e-10
1909,4.950885035270858e-09,3.300590023513905e-09
1910,4.809735720812114e-09,3.206490406526541e-09
1911,5.3203743632934675e-09,1.5961122423746588e-09
1912,8.335073964360618e-09,1.0418842455450772e-09
1913,6.893886794756554e-09,6.893886794756554e-09
1914,1.9420557606508737e-08,2.0090231700464756e-09
1915,7.068456930880984e-09,4.712304768617059e-09
1916,6.592477230782379e-09,0.0
1917,1.315970976634162e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,6.89182577673364e-09
1919,2.025726608678724e-08,1.4732557396257562e-08
1920,1.2872794385998532e-08,0.0
1921,1.741731914250977e-08,4.543648568500203e-09
1922,2.1396012073182646e-08,7.377935484775833e-10
1923,7.431163684401554e-09,6.369568872344189e-09
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,1.8696901804560184e-08,1.0998177923937646e-09
1926,5.57306911730393e-09,2.229227691330493e-09
1927,1.8953683067479687e-08,3.3447675740205796e-09
1928,3.4278122562625413e-09,3.4278122562625413e-09
1929,1.7824650200282122e-08,3.342121912552898e-09
1930,1.575540586884472e-08,8.402882833991043e-09
1931,1.1405356659111021e-08,3.4216069977333063e-09
1932,1.8631212128639163e-08,2.1919073223131136e-09
1933,1.4911860191091364e-08,5.735331320977366e-09
1934,1.3179738189705859e-08,0.0
1935,2.752705441366743e-08,3.590485242455088e-09
1936,1.2124714565686645e-08,6.0623572828433225e-09
1937,1.3850230295986421e-08,6.295559185076627e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,2.227376683094917e-08,4.1763312808029696e-09
1947,2.26496545963073e-08,0.0
1948,1.0871888278529696e-08,5.435944139264848e-09
1949,1.0798709482173763e-08,0.0
1950,1.701657836861159e-08,5.317680518146517e-09
1951,1.4925962688039363e-08,8.529121409139861e-09
1952,1.0544804140977249e-08,5.272402070488624e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,1.4658803948464083e-08,2.9317608341017376e-09
1955,1.783265446420046e-08,3.754243138587299e-09
1956,1.3953826538681824e-08,2.616342476002842e-09
1957,8.835037590415595e-09,8.835037701437898e-10
1958,1.5717262158432277e-08,8.272243445794913e-10
1959,1.0851047171911432e-08,7.750747821333448e-10
1960,1.2457499920515147e-08,6.920833350854139e-10
1961,1.042223907177231e-08,6.948159270159238e-10
1962,1.77574772664002e-08,1.2683912808952869e-09
1963,1.5518526907953856e-08,3.2330267352165265e-09
1964,9.734349326606662e-09,4.258777774879263e-09
1965,7.660860390501512e-09,3.2832261354087677e-09
1966,1.163205709531212e-08,0.0
1967,1.035370456037299e-08,2.465167847631733e-09
1968,9.431973424511852e-09,4.940557296606585e-09
1969,6.8126366770115965e-09,1.3625273131978588e-09
1970,8.277704743875347e-09,1.3796175313274261e-09
1971,7.193756701440179e-09,4.1107179882260425e-09
1972,6.669190977248718e-09,2.0520587451500205e-09
1973,9.923766697284009e-09,3.3079223804577396e-09
1974,1.012602890426706e-08,5.625571564138454e-09
1975,7.4249242310031605e-09,2.2845920710778955e-09
1976,9.141642998145016e-09,1.142705374768127e-09
1977,1.23412418062685e-08,1.7630346071939584e-09
1978,1.0693064211864112e-08,4.158414057542359e-09
1979,4.681578680276743e-09,1.1703946700691858e-09
1980,7.95921106799824e-09,1.1370301367108482e-09
1981,8.855769451088236e-09,2.5302198114474095e-09
1982,8.069752865935698e-09,4.966001831974154e-09
1983,1.2630632539867293e-08,1.89459470334441e-09
1984,9.858314165001048e-09,1.1598016991243298e-09
1985,7.820225356169885e-09,3.0077789148208467e-09
1986,8.392279760016663e-09,1.1988970927134801e-09
1987,6.721898593298192e-09,6.110816852533674e-10
1988,7.795519785247507e-09,3.597932174415064e-09
1989,8.232182935330457e-09,1.6464366536794728e-09
1990,8.717841559757744e-09,5.44865097484859e-10
1991,1.52398094144246e-08,1.7584396161396398e-09
1992,1.2121876835635703e-08,2.7549720282848966e-09
1993,8.308811416668505e-09,5.539207426075166e-10
1994,1.0549853435293244e-08,2.1099706426497278e-09
1995,1.0302656505700725e-08,3.253470381991974e-09
1996,1.4412848692302305e-08,2.135236876199542e-09
1997,1.054876808126437e-08,3.3564262480467733e-09
1998,1.0966696883940585e-08,1.9072516899143466e-09
1999,9.140402212892695e-09,5.484241505371301e-09
2000,1.1045078629479121e-08,1.7672125984802278e-09
2001,1.0076787404500465e-08,1.3143635069212678e-09
2002,1.1391176002462089e-08,3.504977197366088e-09
2003,1.1667384391955693e-08,2.5001538617175356e-09
2004,8.369103632333008e-09,4.404791198453495e-09
2005,5.854874363109275e-09,1.8014998381943315e-09
2006,7.823991232669414e-09,8.235779835885637e-10
2007,5.192823504529542e-09,1.1983438685803094e-09
2008,7.2376473703172906e-09,8.514879357157668e-10
2009,7.1522885392028e-09,3.814554005998616e-09
2010,6.140930874920514e-09,3.7790344187271785e-09
2011,5.7359579308524644e-09,3.059177577924288e-09
2012,3.744677901096338e-09,3.744677901096338e-09
2013,6.136075203500013e-09,3.904775169871755e-09
2014,4.980523993225461e-09,5.413613113347537e-09
2015,5.763096222466402e-09,7.314698624583116e-09
2016,5.59261792432153e-09,5.178350193091319e-09
2017,5.534344982294215e-09,3.5218559180094644e-09
2018,5.6792268665617485e-09,2.8396134332808742e-09
2019,5.101975730781305e-09,5.867272001580659e-09
