year,aient_VERB ajouté_VERB,aient_VERB rajouté_VERB
1800,5.345079756580162e-08,0.0
1801,3.5717739876872656e-08,0.0
1802,4.923248297927785e-08,0.0
1803,4.095712213825209e-08,0.0
1804,1.730295728918918e-08,0.0
1805,6.538618890772341e-08,0.0
1806,4.8988376022407465e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,6.571614363792833e-08,0.0
1809,9.036122072814123e-09,0.0
1810,5.616304221689461e-08,0.0
1811,6.518399686683551e-08,0.0
1812,4.000812481308458e-08,0.0
1813,4.026038169513413e-08,0.0
1814,3.776012391654149e-08,0.0
1815,4.315557688983063e-08,0.0
1816,4.4034472068688046e-08,0.0
1817,2.6466848268569265e-08,0.0
1818,5.126106117359086e-08,0.0
1819,4.864993385922389e-08,0.0
1820,2.254631326081835e-08,0.0
1821,1.676452932031225e-08,0.0
1822,3.60922172149003e-08,0.0
1823,3.360113609574e-08,0.0
1824,2.189489300974401e-08,0.0
1825,6.339919167430708e-08,0.0
1826,3.52319382557198e-08,0.0
1827,3.041700225026034e-08,0.0
1828,3.66892045633449e-08,0.0
1829,2.3147574523818548e-08,0.0
1830,2.1917355041978226e-08,0.0
1831,2.494592976631793e-08,0.0
1832,3.111892965534935e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,1.7735608537350345e-08,0.0
1835,1.9664028627630614e-08,0.0
1836,5.040562456315456e-08,0.0
1837,3.5485243188304594e-08,0.0
1838,3.28232410140572e-08,0.0
1839,3.0063343814390464e-08,0.0
1840,3.567025785855549e-08,0.0
1841,5.3290552415319326e-08,0.0
1842,1.9453969102301016e-08,0.0
1843,1.7130041385371442e-08,0.0
1844,3.787107161201675e-08,0.0
1845,2.511102614732863e-08,0.0
1846,2.9272506196775794e-08,0.0
1847,2.480882876909618e-08,0.0
1848,5.551202875153649e-08,0.0
1849,2.0948537127196687e-08,0.0
1850,4.412847331991543e-08,0.0
1851,2.4507867735223954e-08,0.0
1852,2.799534470909748e-08,0.0
1853,2.5679307569248522e-08,0.0
1854,1.454786069388092e-08,0.0
1855,4.0332722051061864e-08,0.0
1856,3.4169449492083004e-08,0.0
1857,1.3668225662399891e-08,0.0
1858,3.6213201326518174e-08,0.0
1859,2.5970084749360467e-08,0.0
1860,1.4189270203246451e-08,0.0
1861,1.0846716413936974e-08,0.0
1862,3.207770404856092e-08,0.0
1863,2.4973104473247076e-08,0.0
1864,3.16452037907311e-08,0.0
1865,8.943004559114343e-09,0.0
1866,2.578774882522339e-08,0.0
1867,1.261730986357179e-08,0.0
1868,3.6061081232219294e-08,0.0
1869,2.197583626184496e-08,0.0
1870,2.8096838633473453e-08,0.0
1871,1.911811864374613e-08,0.0
1872,2.8422494580127022e-08,0.0
1873,2.2746817762708815e-08,0.0
1874,2.0911132381229436e-08,0.0
1875,2.1169650921137873e-08,0.0
1876,1.6324239737741664e-08,0.0
1877,2.1028373708986692e-08,0.0
1878,2.0532901601200138e-08,0.0
1879,2.993569481191116e-08,0.0
1880,2.6954953824542827e-08,0.0
1881,1.324776466304911e-08,0.0
1882,1.7304001787010748e-08,0.0
1883,1.8326083761621703e-08,0.0
1884,1.5844072720483382e-08,0.0
1885,3.0294486919046903e-08,0.0
1886,1.8069698626277386e-08,0.0
1887,1.3710741875172516e-08,0.0
1888,8.242799331981132e-09,0.0
1889,1.566284169030041e-08,0.0
1890,1.1797895993481688e-08,0.0
1891,2.2947192590550003e-08,0.0
1892,1.9432388143059143e-08,0.0
1893,9.23762488724833e-09,0.0
1894,1.2603078580752936e-08,0.0
1895,2.5880042997528108e-08,0.0
1896,1.8870492723976895e-08,0.0
1897,4.078699333831537e-08,0.0
1898,1.3014216371232123e-08,0.0
1899,5.527578395003729e-09,0.0
1900,3.4780054392058446e-08,0.0
1901,1.900171220370339e-08,0.0
1902,1.276673788908056e-08,0.0
1903,1.9440793863623185e-08,0.0
1904,3.3860139581065596e-08,0.0
1905,3.096455358786443e-08,0.0
1906,1.7490227932626112e-08,0.0
1907,2.4171363577352167e-08,5.142843373384665e-10
1908,2.357466755142923e-08,0.0
1909,9.901770070541716e-09,0.0
1910,1.6566866989364826e-08,0.0
1911,3.8838731342139e-08,0.0
1912,2.4484279492753558e-08,0.0
1913,1.2727175757731857e-08,0.0
1914,1.1384464038144415e-08,0.0
1915,2.709575319670421e-08,0.0
1916,4.0653610255958483e-08,0.0
1917,1.864292187292449e-08,0.0
1918,1.4932290071101306e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,1.1358347151713133e-08,0.0
1921,1.1359120755116692e-08,0.0
1922,1.770704471937279e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,2.2298449309232637e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.1140405931087116e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,1.0264820993199919e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,8.02946331646126e-09,0.0
1934,1.7972370258689807e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.066051862925633e-08,0.0
1942,3.944475324146879e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,1.742803235060819e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.7881307101674793e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,1.8652315247891238e-08,0.0
1950,1.4889506516624351e-08,0.0
1951,9.595261474260042e-09,0.0
1952,9.490323193972472e-09,0.0
1953,2.2625037843226892e-08,0.0
1954,9.772536557761669e-09,0.0
1955,8.447047505910632e-09,0.0
1956,1.3081712602058815e-08,0.0
1957,7.951533653738352e-09,0.0
1958,1.0753916868111446e-08,3.3088973783179654e-09
1959,1.5501495198577686e-08,0.0
1960,1.5225833038812198e-08,0.0
1961,2.36237411854745e-08,6.948159270159238e-10
1962,7.610347907416326e-09,3.170978146727066e-09
1963,1.0345685197421517e-08,0.0
1964,1.5818317322668918e-08,0.0
1965,1.4227312661319047e-08,0.0
1966,1.1078149952936656e-08,0.0
1967,1.232583901611406e-08,0.0
1968,1.3474247495537384e-08,0.0
1969,6.358460868938209e-09,0.0
1970,1.1496812390987543e-08,0.0
1971,7.193756701440179e-09,0.0
1972,9.747279428040656e-09,0.0
1973,1.4885650045926013e-08,0.0
1974,1.2376257352286757e-08,0.0
1975,7.4249242310031605e-09,0.0
1976,5.713526984862938e-09,5.713526873840635e-10
1977,1.1165885105413054e-08,0.0
1978,3.5643548113029055e-09,0.0
1979,8.192762912528906e-09,0.0
1980,8.527726080842513e-09,0.0
1981,5.060439622894819e-09,0.0
1982,9.932003663948308e-09,0.0
1983,1.0104505676622466e-08,0.0
1984,1.1598016769198694e-08,5.219107812592938e-09
1985,7.820225356169885e-09,0.0
1986,1.2588419195935785e-08,0.0
1987,9.777306964053878e-09,1.2221633705067347e-09
1988,1.0194141530917022e-08,1.1993107618124554e-09
1989,1.5366742545097622e-08,0.0
1990,1.0352437129768077e-08,0.0
1991,8.7921980806982e-09,1.1722930404189924e-09
1992,9.91789939064347e-09,5.509944167592096e-10
1993,1.0524494165053966e-08,0.0
1994,7.912389854425328e-09,0.0
1995,3.253470381991974e-09,0.0
1996,9.074756945892659e-09,5.338092190498855e-10
1997,6.233362714880286e-09,4.79489448146353e-10
1998,6.675381136744818e-09,2.3840645013706308e-09
1999,6.398281460207045e-09,9.140402323914998e-10
2000,7.068850393920911e-09,0.0
2001,7.448059946568719e-09,0.0
2002,2.6287327870022636e-09,4.38122149670761e-10
2003,8.333845613606172e-09,2.083461403401543e-09
2004,6.166707589017051e-09,4.404791253964646e-10
2005,6.7556245042510454e-09,0.0
2006,4.941467679486777e-09,8.235779835885637e-10
2007,6.391167151065247e-09,0.0
2008,1.2772319202269955e-08,0.0
2009,5.721831008997924e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,3.4415748029203996e-09,1.1471915639660324e-09
2012,3.4042526575461807e-09,1.0212758416727752e-09
2013,5.020424964641279e-09,1.3945624655065103e-09
2014,6.712880029624557e-09,0.0
2015,3.768178213903184e-09,4.433150790905671e-10
2016,1.0149566520567532e-08,2.0713400439298368e-10
