year,voulaient_VERB apporter_VERB,voulaient_VERB rapporter_VERB
1912,1.0939784189645252e-08,3.646594803896619e-09
1913,9.545381374209683e-09,0.0
1914,7.366418142140674e-09,6.696743715117748e-10
1915,2.3561523843085297e-09,0.0
1916,1.4283700444650549e-08,4.394984820521586e-09
1917,5.483212106582869e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0
1919,9.207848705727883e-09,0.0
1920,4.543339038320937e-09,1.514446346106979e-09
1921,5.300923255902035e-09,7.572747429129834e-10
1922,9.591316185719734e-09,0.0
1923,2.1231896241147297e-09,0.0
1924,6.445812328337297e-09,0.0
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,1.0031524944054127e-08,0.0
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,0.0,1.1426041224282812e-09
1929,2.2280812750352652e-09,0.0
1930,6.302162347537887e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,3.590485242455088e-09,0.0
1936,7.274828739411987e-09,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,0.0
1939,4.588215141154706e-09,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,2.0322646676618206e-08
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,6.535512131478072e-09,6.535512131478072e-09
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,1.1780409536754632e-08,0.0
1950,5.317680518146517e-09,5.317680518146517e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,9.490323193972472e-09,0.0
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,9.385607846468247e-09,7.508486277174597e-09
1956,3.488456634670456e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,7.445019267748876e-09,0.0
1959,1.3176271629333769e-08,1.5501495642666896e-09
1960,1.4533750203327145e-08,0.0
1961,8.33779090214648e-09,0.0
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,9.052474325699222e-09,1.2932106496776896e-09
1964,9.734349326606662e-09,1.8251904432275978e-09
1965,8.755269398363907e-09,5.472043373977442e-10
1966,6.092982118843793e-09,5.539074754423723e-10
1967,1.0846738618397467e-08,9.860671168482327e-10
1968,7.186265360559219e-09,1.3474247273492779e-09
1969,9.991866889436096e-09,0.0
1970,3.6789800095249348e-09,1.8394900047624674e-09
1971,1.0790635052160269e-08,2.0553589941130213e-09
1972,7.182205497002769e-09,1.5390440033513642e-09
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,9.00091468025721e-09,5.625571675160757e-10
1975,1.7134440533084216e-09,2.2845920710778955e-09
1976,3.4281160132820787e-09,0.0
1977,4.11374712072643e-09,5.876781838942691e-10
1978,1.6633656230169436e-08,1.1881182704343018e-09
1979,1.287434159280565e-08,1.1703946700691858e-09
1980,5.116635559687666e-09,2.8425752862659692e-09
1981,8.223214109648325e-09,6.325549528618524e-10
1982,7.449002747961231e-09,0.0
1983,5.68378455412244e-09,0.0
1984,5.219107812592938e-09,0.0
1985,1.142956040922627e-08,3.0077789148208467e-09
1986,5.994485352545098e-09,0.0
1987,9.166225112267057e-09,2.4443267410134695e-09
1988,1.199310784016916e-08,1.798966087207532e-09
1989,9.329808037250586e-09,1.0976244357863152e-09
1990,6.538381391862913e-09,0.0
1991,8.7921980806982e-09,1.1722930404189924e-09
1992,8.264915862810085e-09,0.0
1993,9.970573700002205e-09,1.661762283333701e-09
1994,6.329911705904578e-09,1.0549853213248639e-09
1995,1.0302656505700725e-08,1.626735190995987e-09
1996,1.0676184380997711e-08,1.6014276571496566e-09
1997,4.794894259418925e-09,4.79489448146353e-10
1998,6.675381136744818e-09,0.0
1999,5.941261704833778e-09,1.3710603763428253e-09
2000,9.719669513685858e-09,0.0
2001,7.448059946568719e-09,0.0
2002,1.0514931148009055e-08,2.6287327870022636e-09
2003,1.1667384391955693e-08,2.5001538617175356e-09
2004,9.690540814233373e-09,1.3214374039449694e-09
2005,8.106749049829887e-09,2.702249757291497e-09
2006,8.235780057930242e-09,1.2353669198716943e-09
2007,9.586750948642475e-09,1.1983438685803094e-09
2008,8.51487946817997e-09,1.7029758714315335e-09
2009,1.0490023072406984e-08,3.814554005998616e-09
2010,5.196172381261022e-09,1.8895172093635892e-09
2011,6.118355155848576e-09,2.6767803529281764e-09
2012,8.851056776393307e-09,3.063827413996023e-09
2013,7.530637446961919e-09,1.3945624655065103e-09
2014,8.012147389990787e-09,1.9489005964601347e-09
2015,7.314698624583116e-09,1.5516027351836215e-09
2016,4.764082017771898e-09,1.4499380585064614e-09
2017,8.553078245654433e-09,1.0062445321423752e-09
2018,5.937373259712331e-09,1.290733298020541e-09
2019,8.418259866971312e-09,1.7856913725466939e-09
