year,pourront_VERB ouvrir_VERB,pourront_VERB rouvrir_VERB
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,9.751696339321825e-09,1.950339223455444e-09
1804,9.887403784603066e-09,0.0
1805,0.0,0.0
1806,2.5935023018064385e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,2.7192887941396293e-08,0.0
1809,2.25903047379461e-08,0.0
1810,7.020380277111826e-09,0.0
1811,3.259199843341776e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,2.8757416004054903e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,1.0898113522728181e-08,0.0
1818,3.5763532135746345e-09,0.0
1819,2.5877625375869684e-08,0.0
1820,1.3053129244156025e-08,3.5599443393152796e-09
1821,7.88919063410276e-09,0.0
1822,1.604098542884458e-08,0.0
1823,6.917880934764753e-09,0.0
1824,2.6105450245950124e-08,0.0
1825,9.68598712347557e-09,0.0
1826,7.927186018719112e-09,0.0
1827,2.949527377893446e-08,0.0
1828,7.337841001486822e-09,0.0
1829,3.429270378774163e-08,0.0
1830,3.652892388572582e-08,0.0
1831,0.0,0.0
1832,2.1647950987357945e-08,0.0
1833,1.1583628278799551e-08,2.3167257001688313e-09
1834,1.5868701908061666e-08,1.8669061851994684e-09
1835,6.806779140333674e-09,0.0
1836,1.2097349788575684e-08,0.0
1837,1.3915782304252389e-08,0.0
1838,1.009945904684173e-08,0.0
1839,8.38977065598101e-09,0.0
1840,2.6752692505738196e-08,0.0
1841,2.1829865914924085e-08,1.2841097074556274e-09
1842,1.8783142152756227e-08,0.0
1843,1.8902115428431898e-08,0.0
1844,5.488561161115513e-09,0.0
1845,1.562463758375543e-08,0.0
1846,2.1076203893244383e-08,0.0
1847,4.2067142658197554e-08,0.0
1848,1.126331028444838e-08,0.0
1849,2.1786478399121734e-08,5.865590679832167e-09
1850,6.177986477950981e-08,0.0
1851,2.8377531435808123e-08,0.0
1852,1.8229528109259263e-08,0.0
1853,1.851298847554972e-08,0.0
1854,2.8056588163849483e-08,0.0
1855,1.751289246954002e-08,0.0
1856,2.5885945831305435e-08,0.0
1857,1.4156376515472857e-08,0.0
1858,1.9085335978274998e-08,0.0
1859,4.430190969628711e-08,0.0
1860,2.1512764902809067e-08,0.0
1861,2.3108222890755314e-08,0.0
1862,2.1234535907410645e-08,9.035972525772706e-10
1863,5.494082966350788e-09,2.9967726078439227e-09
1864,1.4863656971897399e-08,0.0
1865,2.3534221238463715e-09,0.0
1866,9.244664589402873e-09,0.0
1867,1.261730986357179e-08,0.0
1868,1.3831646938911035e-08,0.0
1869,2.6371003158942585e-08,0.0
1870,2.5803219116937726e-08,0.0
1871,2.8677177965619194e-08,0.0
1872,1.9956219787786722e-08,6.047339295989218e-10
1873,2.1549615425442425e-08,0.0
1874,3.883495836021211e-08,0.0
1875,1.0184318455230823e-07,5.721527140956084e-10
1876,3.627608791134662e-08,6.04601479992084e-10
1877,2.4739264858908427e-08,0.0
1878,2.4156355138416075e-08,0.0
1879,1.221865097988939e-08,0.0
1880,2.9522093214495726e-08,0.0
1881,2.8587281875047665e-08,6.972507571312292e-10
1882,2.3293848627758962e-08,0.0
1883,1.7062214752172622e-08,2.5277355764075082e-09
1884,2.0465261485469455e-08,0.0
1885,2.0626034213933053e-08,0.0
1886,2.0651084398082276e-08,0.0
1887,4.700825684267329e-08,0.0
1888,4.628648753168818e-08,0.0
1889,1.3783300722991498e-08,1.2530273485467092e-09
1890,2.94947390955258e-08,3.9326319978272295e-09
1891,2.1672347472190268e-08,0.0
1892,1.6298132621272998e-08,4.387958441043338e-09
1893,1.6011883374744684e-08,0.0
1894,3.4028310835765296e-08,0.0
1895,2.2870734639468537e-08,0.0
1896,1.1794058174530164e-08,0.0
1897,2.4472196713531957e-08,0.0
1898,1.867257104493092e-08,0.0
1899,1.9346524382513053e-08,0.0
1900,1.6092265298084385e-08,0.0
1901,3.073806453812722e-08,5.588738916095792e-10
1902,2.1605249145295602e-08,0.0
1903,2.808114629715419e-08,0.0
1904,2.203596238814498e-08,0.0
1905,2.6835946798087207e-08,5.160758931310738e-09
1906,3.446603713541663e-08,1.5432553013283723e-09
1907,3.445705232252294e-08,0.0
1908,1.080505640516094e-08,0.0
1909,2.0353638774395222e-08,0.0
1910,3.2599320576309765e-08,0.0
1911,2.500575924102577e-08,0.0
1912,1.3023552902780011e-08,0.0
1913,2.704524781904638e-08,0.0
1914,2.5447626228469744e-08,0.0
1915,2.0027295377644805e-08,1.295883844676382e-08
1916,2.197492321442951e-08,8.789969641043172e-09
1917,1.5352993543160665e-08,3.289927441585405e-09
1918,2.5270027848023346e-08,1.1486376294556067e-09
1919,1.749491218561161e-08,0.0
1920,1.0601124422748853e-08,1.514446346106979e-09
1921,8.330022005509363e-09,2.2718242842501013e-09
1922,4.648099505288883e-08,1.4755870969551665e-09
1923,9.554353752605493e-09,0.0
1924,1.5469948877466777e-08,0.0
1925,2.4195990988573612e-08,0.0
1926,4.458455293843144e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,1.6710609784809094e-08,0.0
1930,2.7309368988426286e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,2.4110979879310435e-08,0.0
1933,1.3764794637438627e-08,3.4411986593596566e-09
1934,1.3179738189705859e-08,1.1981580172459871e-09
1935,2.0346082152400413e-08,1.196828414151696e-09
1936,1.576212937948185e-08,2.424942913137329e-09
1937,2.895957251780601e-08,0.0
1938,3.1116513810047763e-08,0.0
1939,9.176430282309411e-09,0.0
1940,2.5357829613881222e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,3.034211815133858e-08,0.0
1943,1.7419411690866582e-08,1.4516175816936538e-08
1944,3.534504600111177e-08,0.0
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.5313215584455975e-08,0.0
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,1.522064252412747e-08,2.174377566888097e-09
1949,1.668891336237266e-08,9.817008317369869e-10
1950,2.0207187034770868e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,2.443134050622575e-08,0.0
1955,1.407841132561316e-08,9.385607846468247e-10
1956,1.3953826538681824e-08,8.72114158667614e-10
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,2.3989505493204888e-08,8.272243445794913e-10
1959,1.705164542897819e-08,1.5501495642666896e-09
1960,1.7302083321624195e-08,0.0
1961,1.250668635321972e-08,2.779263708063695e-09
1962,3.7417542841922113e-08,0.0
1963,1.6165133231993423e-08,1.2932106496776896e-09
1964,1.2167936880302932e-08,0.0
1965,2.0246559984116175e-08,2.188817349590977e-09
1966,2.3818021332999706e-08,0.0
1967,2.415864486238206e-08,9.860671168482327e-10
1968,1.7965662735264232e-08,0.0
1969,2.180043701116574e-08,0.0
1970,1.609553734738256e-08,0.0
1971,1.284599360218408e-08,0.0
1972,7.69522046084603e-09,1.0260293725750103e-09
1973,1.268036875501366e-08,0.0
1974,1.518904291231138e-08,5.625571675160757e-10
1975,1.5420996035686585e-08,2.2845920710778955e-09
1976,2.9138986334942274e-08,2.285410749536254e-09
1977,1.1165885105413054e-08,5.876781838942691e-10
1978,1.4257419245211622e-08,0.0
1979,8.192762912528906e-09,0.0
1980,1.591842213599648e-08,5.685150683554241e-10
1981,1.2651098835192442e-08,4.427884725544118e-09
1982,9.311253101884631e-09,0.0
1983,1.2630632539867293e-08,1.2630632095778083e-09
1984,1.333771937339634e-08,1.1598016991243298e-09
1985,1.7445119127046382e-08,0.0
1986,1.6185110141009318e-08,2.3977941854269602e-09
1987,2.3832186002437084e-08,0.0
1988,2.398621568033832e-08,1.1993107618124554e-09
1989,1.3171493229435782e-08,0.0
1990,1.2531897297662908e-08,1.6345953479657283e-09
1991,1.2895223555631219e-08,5.861465202094962e-10
1992,1.597883780846132e-08,0.0
1993,9.416652346772025e-09,5.539207426075166e-10
1994,1.2132331583813993e-08,2.637463358823311e-09
1995,1.572510655023507e-08,0.0
1996,1.1743802375008272e-08,5.338092190498855e-10
1997,1.3905194329311144e-08,0.0
1998,8.582632382569955e-09,4.768129224785866e-10
1999,1.4624643718263997e-08,4.570201161957499e-10
