year,voudront_VERB avoir_VERB,voudront_VERB ravoir_VERB
1800,1.8236154630812962e-07,0.0
1801,1.571580554582397e-07,0.0
1802,8.727576528144709e-08,0.0
1803,1.0726865440346955e-07,0.0
1804,9.39303390623536e-08,0.0
1805,4.5486043376286034e-08,0.0
1806,8.933174200365102e-08,0.0
1807,5.124519120158766e-08,0.0
1808,3.6257183921861724e-08,0.0
1809,1.8749953767382976e-07,0.0
1810,7.956430891908894e-08,0.0
1811,1.504246114336638e-07,0.0
1812,9.601949813031752e-08,0.0
1813,1.4091133948568313e-07,0.0
1814,1.3845379953636439e-07,0.0
1815,9.170560133497929e-08,0.0
1816,6.025770460382773e-08,0.0
1817,7.7843672841027e-08,0.0
1818,8.702459552978326e-08,0.0
1819,7.763287612760905e-08,1.035105001712111e-09
1820,1.38837833674188e-07,5.933240565525466e-09
1821,1.015733275266939e-07,0.0
1822,1.012587205195814e-07,0.0
1823,4.842516432290722e-08,0.0
1824,9.600068295867459e-08,0.0
1825,1.3560382683408534e-07,0.0
1826,1.2859656806085695e-07,0.0
1827,8.940754980812926e-08,0.0
1828,1.2841221064263664e-07,0.0
1829,8.658907546532646e-08,0.0
1830,9.288783786587373e-08,0.0
1831,1.2472965238430334e-07,0.0
1832,9.200379480489573e-08,0.0
1833,6.602667923516492e-08,0.0
1834,6.440826183506942e-08,0.0
1835,1.013453783116347e-07,0.0
1836,9.409050250042128e-08,0.0
1837,9.53231023004264e-08,0.0
1838,1.0288823659720947e-07,0.0
1839,4.824117993962318e-08,0.0
1840,8.153201491722939e-08,0.0
1841,5.264849889385914e-08,0.0
1842,1.0397810967788246e-07,0.0
1843,6.852016554148577e-08,0.0
1844,5.0494762149355665e-08,0.0
1845,4.910600637231255e-08,0.0
1846,1.042101231973902e-07,1.7563503984519002e-09
1847,1.003139615818327e-07,2.1572894581822766e-09
1848,6.275273278788518e-08,0.0
1849,1.2317740072376182e-07,0.0
1850,4.820187271548093e-08,6.788996032014438e-10
1851,1.064157402197452e-07,0.0
1852,7.617337871579366e-08,0.0
1853,6.389966955566706e-08,0.0
1854,5.0917510208137173e-08,5.195664454227256e-10
1855,6.474463276617826e-08,0.0
1856,5.643136091748602e-08,0.0
1857,6.004255936886693e-08,0.0
1858,5.970284888690003e-08,0.0
1859,6.161529597648041e-08,0.0
1860,6.270742147762576e-08,0.0
1861,5.989274143303192e-08,0.0
1862,9.804030298710131e-08,4.517986429419807e-09
1863,8.9903174682604e-08,4.994620828036034e-10
1864,5.5618844641003307e-08,0.0
1865,6.777855787731824e-08,0.0
1866,6.665889884516218e-08,0.0
1867,9.754150909202508e-08,0.0
1868,6.471235280969267e-08,2.4699371437009177e-09
1869,7.66712489053134e-08,0.0
1870,7.740965912717002e-08,0.0
1871,4.885741589077952e-08,0.0
1872,8.889588798410841e-08,0.0
1873,5.327543917132971e-08,3.591602570907071e-09
1874,6.153847209589003e-08,0.0
1875,6.064819046969205e-08,0.0
1876,5.8646342893098335e-08,0.0
1877,7.607323482261563e-08,0.0
1878,5.254007007238215e-08,0.0
1879,5.1318330918093125e-08,0.0
1880,6.931274043608937e-08,0.0
1881,8.436734333372442e-08,0.0
1882,9.184431348785438e-08,0.0
1883,6.824885900869049e-08,0.0
1884,6.007544328667791e-08,0.0
1885,7.283568237426152e-08,6.445635691854079e-10
1886,9.68019548963639e-08,0.0
1887,7.834709236931303e-08,0.0
1888,6.847864142400795e-08,0.0
1889,5.0121094830046786e-08,0.0
1890,6.292211196523567e-08,0.0
1891,6.055508805502541e-08,0.0
1892,6.519253048509199e-08,0.0
1893,7.205347429817266e-08,0.0
1894,7.561847326087445e-08,0.0
1895,8.847363375252826e-08,0.0
1896,6.250850503874972e-08,0.0
1897,5.710179351581246e-08,0.0
1898,9.506036491302439e-08,0.0
1899,5.7486815308038786e-08,0.0
1900,4.1009318607621026e-08,0.0
1901,8.718432553678213e-08,0.0
1902,6.334266089425e-08,9.820567470342212e-09
1903,6.318257561588325e-08,0.0
1904,6.18081870129572e-08,0.0
1905,5.676835002077496e-08,0.0
1906,7.201858664984684e-08,0.0
1907,4.6285588695127444e-08,0.0
1908,4.7640472899956876e-08,0.0
1909,4.1807474815414025e-08,0.0
1910,5.451033757708501e-08,0.0
1911,3.1390207766435196e-08,0.0
1912,5.46989227245831e-08,0.0
1913,4.8787505591008085e-08,0.0
1914,5.558297289098846e-08,0.0
1915,5.0657277483878715e-08,0.0
1916,5.933229374477378e-08,0.0
1917,2.4126133979507358e-08,0.0
1918,5.513460621386912e-08,0.0
1919,5.248473655683483e-08,0.0
1920,6.96645301445642e-08,0.0
1921,4.0892835784234194e-08,7.572747429129834e-10
1922,7.968170478989123e-08,0.0
1923,4.671016995416721e-08,0.0
1924,4.898817351772777e-08,0.0
1925,5.27912540349007e-08,0.0
1926,4.458455293843144e-08,0.0
1927,4.1252132376712325e-08,0.0
1928,3.427812345080383e-08,0.0
1929,5.23599084090165e-08,0.0
1930,3.991369368350206e-08,0.0
1931,4.790249619190945e-08,0.0
1932,2.301502632917618e-08,0.0
1933,2.064719240024715e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,3.4708023122220766e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,3.273690651894867e-08,0.0
1938,4.148868626430158e-08,0.0
1939,2.5999884911698246e-08,1.5294050470515685e-09
1940,7.60734906180005e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,3.213186161588055e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,2.3665876369705074e-08,0.0
1947,4.7683485604466114e-08,0.0
1948,2.717971980814582e-08,0.0
1949,3.141442661558358e-08,0.0
1950,2.9779013033248702e-08,0.0
1951,1.7058242818279723e-08,0.0
1952,3.585233443459401e-08,0.0
1953,3.124409886368085e-08,0.0
1954,3.224936762080688e-08,0.0
1955,3.191106756617046e-08,0.0
1956,1.3081712602058815e-08,0.0
1957,1.501956425897788e-08,0.0
