year,voudront_VERB avoir_VERB,voudront_VERB ravoir_VERB
1958,2.1507833736222892e-08,0.0
1959,2.6352543258667538e-08,0.0
1960,1.6610000486139143e-08,0.0
1961,1.737039845295385e-08,0.0
1962,1.7123282347597524e-08,0.0
1963,1.939815952312074e-08,0.0
1964,3.102823953327061e-08,0.0
1965,2.2982582947861374e-08,0.0
1966,1.8278946356531378e-08,0.0
1967,4.042875190179984e-08,0.0
1968,2.110965446888713e-08,0.0
1969,3.315483354526805e-08,0.0
1970,2.8052221878738237e-08,0.0
1971,2.8775026805760717e-08,0.0
1972,3.026786643545165e-08,0.0
1973,3.748978727458052e-08,0.0
1974,2.025205780853412e-08,0.0
1975,2.227477224892027e-08,0.0
1976,1.9997344224975677e-08,0.0
1977,1.5867311020656416e-08,5.876781838942691e-10
1978,1.485147826940647e-08,0.0
1979,1.8726314721106974e-08,0.0
1980,2.3309118191150446e-08,0.0
1981,1.8344094243616382e-08,0.0
1982,1.6760255405756652e-08,0.0
1983,1.6419821946556112e-08,0.0
1984,2.0876431250371752e-08,0.0
1985,1.2031115659283387e-08,0.0
1986,1.978180286243969e-08,0.0
1987,1.0388388815840699e-08,0.0
1988,1.3192418713003917e-08,0.0
1989,1.8110803523541108e-08,0.0
1990,1.2531897297662908e-08,0.0
1991,1.52398094144246e-08,5.861465202094962e-10
1992,1.7080827419135858e-08,0.0
1993,1.550978012687665e-08,0.0
1994,8.439882570598911e-09,0.0
1995,1.843633334885908e-08,0.0
1996,1.4946657245218375e-08,0.0
1997,1.1987236092636522e-08,0.0
1998,1.7642078020685403e-08,0.0
1999,1.8737825513426287e-08,0.0
2000,1.8113929911578452e-08,0.0
2001,1.4896119893137438e-08,4.3812117822561447e-10
2002,1.1829298429688606e-08,0.0
2003,1.91678459771083e-08,8.333845835650777e-10
2004,1.5416770082765652e-08,0.0
2005,1.216012357474483e-08,0.0
2006,1.070651389767363e-08,0.0
2007,1.677681460421354e-08,0.0
2008,1.0643598891135753e-08,0.0
2009,1.2397300963584712e-08,0.0
2010,1.0392344762522043e-08,0.0
2011,1.5295887223487625e-08,0.0
2012,7.148930780687124e-09,0.0
2013,8.367375237128272e-09,0.0
2014,8.012147389990787e-09,0.0
2015,1.3521109565317602e-08,0.0
2016,1.636358604173438e-08,0.0
2017,7.54683426862357e-09,0.0
2018,8.776987137082415e-09,0.0
2019,1.1479444950168727e-08,0.0
