year,devaient_VERB ouvrir_VERB,devaient_VERB rouvrir_VERB
1987,1.4054879038383206e-08,0.0
1988,1.4391728697660255e-08,0.0
1989,2.030605195102453e-08,5.488122178931576e-10
1990,1.5256222951620657e-08,2.179460389939436e-09
1991,2.1101275393675678e-08,4.10302547493302e-09
1992,1.8733810946969243e-08,3.856960972825618e-09
1993,2.3264671966671813e-08,1.1078414852150331e-09
1994,1.9517228722065738e-08,0.0
1995,1.4098372247417501e-08,0.0
1996,2.882569738460461e-08,0.0
1997,2.109753616252874e-08,0.0
1998,2.7178336026167926e-08,0.0
1999,1.7366764026860437e-08,0.0
2000,1.9439339027371716e-08,4.4180314962005696e-10
2001,2.190605918883648e-08,1.7524847129024579e-09
2002,1.8839251936242363e-08,0.0
2003,1.8751153518792307e-08,4.1669229178253886e-10
2004,1.3214373595360485e-08,0.0
2005,1.8014997493764895e-08,0.0
2006,2.0177660431386357e-08,1.6471559671771274e-09
2007,2.157018919035636e-08,0.0
2008,2.086145478585877e-08,4.257439678578834e-10
2009,2.2887324035991696e-08,9.53638501499654e-10
2010,2.1257068993918438e-08,9.447586046817946e-10
2011,2.103184648660772e-08,7.64794394481072e-10
2012,1.5319137958158535e-08,6.808505426114664e-10
2013,2.7054513296320692e-08,5.578250084070646e-10
2014,2.2304085689484054e-08,1.0827225782605865e-09
2015,2.21657536769726e-08,1.10828768384863e-09
2016,2.2991875070488277e-08,4.1426800878596737e-10
2017,2.2388940479345365e-08,1.509366853724714e-09
2018,1.884470712809616e-08,2.0651733656507076e-09
2019,2.244869179435227e-08,7.65296326310505e-10
