year,devaient_VERB ouvrir_VERB,devaient_VERB rouvrir_VERB
1800,4.7162465932615305e-08,0.0
1801,1.1905912700171939e-08,0.0
1802,0.0,0.0
1803,3.315576790896557e-08,0.0
1804,0.0,0.0
1805,2.2743021688143017e-08,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,1.129515236897305e-08,0.0
1810,4.44624070894406e-08,0.0
1811,1.2535384286138651e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,1.3486118000116676e-08,1.3486118000116676e-08
1816,6.952811659743929e-09,0.0
1817,3.269434145636296e-08,0.0
1818,2.8610825708597076e-08,0.0
1819,2.173720581311045e-08,1.035105001712111e-09
1820,1.3053129244156025e-08,1.1866481131050932e-09
1821,1.7750679148775816e-08,0.0
1822,1.4035862250239006e-08,1.0025615893027862e-09
1823,2.075364236020505e-08,3.9530747564242574e-09
1824,2.6105450245950124e-08,0.0
1825,1.6730341556581152e-08,0.0
1826,2.4662355713189754e-08,3.5231937367541377e-09
1827,3.3182182335167454e-08,3.6869092223668076e-09
1828,3.760643352279658e-08,0.0
1829,2.6576845613135447e-08,9.430493719264632e-09
1830,3.026682549034376e-08,0.0
1831,5.3010101197514814e-08,0.0
1832,8.117981309396782e-08,0.0
1833,1.2741991461950875e-08,0.0
1834,3.267085801894609e-08,9.334530925997342e-10
1835,2.193295500774184e-08,0.0
1836,3.1587525484155776e-08,0.0
1837,4.1051556820548285e-08,0.0
1838,2.209256599883247e-08,0.0
1839,4.6842885126352485e-08,0.0
1840,2.7389662093924017e-08,0.0
1841,2.3756030032018316e-08,0.0
1842,1.8112315203211438e-08,0.0
1843,5.079943576902224e-08,0.0
1844,8.452384037127558e-08,1.097712254427563e-09
1845,3.794555070157912e-08,5.580227946389016e-10
1846,2.5759806732139623e-08,0.0
1847,2.7505439703645607e-08,5.3932236454556914e-09
1848,1.689496542667257e-08,2.413566457803995e-09
1849,2.513824526317876e-08,1.6758829879393033e-09
1850,5.159636984330973e-08,1.3577992064028876e-09
1851,3.676180071465751e-08,0.0
1852,5.338647213193326e-08,0.0
1853,4.060913738612726e-08,1.7915795513800958e-09
1854,3.792835201466005e-08,0.0
1855,6.368324534378189e-08,1.0613874223963649e-08
1856,6.316170697573398e-08,3.6240324075009767e-09
1857,5.369659916709679e-08,2.9289055625270066e-09
1858,6.068158597827278e-08,4.893676019968041e-10
1859,5.092173438470127e-08,0.0
1860,5.2179895959625355e-08,4.119465657481669e-09
1861,4.008569121083383e-08,9.431927461278633e-10
1862,3.975828022362293e-08,9.035972525772706e-10
1863,3.1965573299430616e-08,0.0
1864,6.32904075814622e-08,3.3563094525845827e-09
1865,2.118079933666195e-08,9.41368871743009e-10
1866,4.0871150019938796e-08,0.0
1867,4.804283548764943e-08,1.94112459439566e-09
1868,6.421836218351018e-08,2.9639244392143382e-09
1869,3.613804011592947e-08,4.883519144627257e-10
1870,2.981705193860762e-08,0.0
1871,5.416800519242315e-08,0.0
1872,2.7817760539505798e-08,0.0
1873,3.831042860724665e-08,2.9930022904522957e-09
1874,2.6885741633009275e-08,2.3898436563030145e-09
1875,4.520006413599731e-08,3.432916173551348e-09
1876,3.3253080289341597e-08,2.418405919968336e-09
1877,3.834585982076533e-08,0.0
1878,3.563062378475479e-08,0.0
1879,2.932476128592043e-08,6.10932526790009e-10
1880,2.8238524407697696e-08,0.0
1881,6.554157039317943e-08,8.367009307619355e-09
1882,3.261138559196297e-08,0.0
1883,4.044376922252013e-08,0.0
1884,6.337629088193353e-08,0.0
1885,5.5432465728699754e-08,0.0
1886,4.711028722681476e-08,1.2906927748801422e-09
1887,3.9173546184656516e-08,6.528924623161458e-10
1888,3.297119732792453e-08,0.0
1889,3.257871128425904e-08,1.2530273485467092e-09
1890,2.0974036729626278e-08,0.0
1891,1.9760081571007504e-08,0.0
1892,3.384996816180319e-08,0.0
1893,3.633465794905533e-08,1.847525021858587e-09
1894,1.8904618315218613e-08,6.301539290376468e-10
1895,2.8287487907618925e-08,3.611168697403855e-09
1896,1.9460195233023114e-08,2.948514543632541e-09
1897,1.5149455023788505e-08,0.0
1898,2.8291774256672397e-08,5.6583548957434e-10
1899,2.9296165493519766e-08,1.1055156790007459e-09
1900,2.28406342728249e-08,0.0
1901,2.459045056468767e-08,0.0
1902,2.7988617645746672e-08,4.910283846193408e-10
1903,1.674068350610014e-08,0.0
1904,1.7198800605910947e-08,5.374625189347171e-10
1905,3.354493216534138e-08,5.160758931310738e-09
1906,2.572092228092515e-08,5.144184522798412e-10
1907,1.9542804707839423e-08,0.0
1908,1.080505640516094e-08,0.0
1909,1.7603147384193107e-08,2.2003934230241384e-09
1910,1.870452770447173e-08,1.068830135508847e-09
1911,2.3409645777405785e-08,2.128149656499545e-09
1912,3.021464323182954e-08,5.209421227725386e-10
1913,1.9090762748419365e-08,6.893886794756554e-09
1914,1.0045115850232378e-08,6.696743715117748e-10
1915,4.123266705846618e-08,0.0
1916,5.493730981243061e-08,0.0
1917,4.7155623406069935e-08,2.1932848870420685e-09
1918,2.756730310693456e-08,2.2972752589112133e-09
1919,3.4069039145379065e-08,2.762354567309444e-09
1920,3.33178178379967e-08,2.2716695191604686e-09
1921,1.6660044011018726e-08,3.0290989716519334e-09
1922,3.467629738906908e-08,4.426761179843197e-09
1923,2.441668023323018e-08,2.1231896241147297e-09
1924,3.480738541838946e-08,0.0
1925,1.8696901804560184e-08,1.0998177923937646e-09
1926,1.89484357093761e-08,0.0
1927,1.6723836537835268e-08,1.1149224876660924e-09
1928,2.6279895593006586e-08,2.2852082448565625e-09
1929,2.2280811862174232e-08,2.2280812750352652e-09
1930,2.8359728787563654e-08,0.0
1931,1.3686427990933225e-08,1.1405356659111021e-09
1932,2.849479585620429e-08,0.0
1933,2.7529589274877253e-08,0.0
1934,3.834105655187159e-08,0.0
1935,2.5133395809007197e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,2.2040865133021725e-08,0.0
1939,4.129393715857077e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,0.0
1941,2.066051862925633e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,3.193558839598154e-08,0.0
1944,3.213186161588055e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,3.3410650246423756e-08,2.7842208538686464e-09
1947,3.5762614203349585e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,2.5524220959027843e-08,0.0
1950,2.5524867552917385e-08,3.190608444114673e-09
1951,1.5992101864981123e-08,0.0
1952,2.319856839960721e-08,0.0
1953,2.5857186614075545e-08,3.232148326759443e-09
1954,1.9545073115523337e-08,0.0
1955,1.9709776921672528e-08,3.754243138587299e-09
1956,1.744228228517386e-08,0.0
1957,2.297109880089465e-08,8.835037701437898e-10
1958,4.3015667472445784e-08,0.0
1959,2.40273188012452e-08,2.325224457422337e-09
1960,2.5607082676515347e-08,1.3841666701708277e-09
1961,2.431855783413539e-08,0.0
1962,2.980719671086263e-08,0.0
1963,2.5217607557692645e-08,6.466053248388448e-10
1964,2.7377858202726202e-08,0.0
1965,3.009623839034248e-08,5.472043373977442e-10
1966,2.437192847537517e-08,1.1078149508847446e-09
1967,1.7749208325312793e-08,2.465167847631733e-09
1968,2.245707975134792e-08,8.982831700699023e-10
1969,2.497966811176866e-08,4.5417578031781147e-10
1970,2.0234390163409444e-08,2.2993624781975086e-09
1971,2.5178147566862208e-08,4.1107179882260425e-09
1972,2.8215808356435446e-08,0.0
1973,1.543697081274331e-08,1.6539611902288698e-09
1974,2.1377172032543967e-08,0.0
1975,1.9990180177842376e-08,1.1422960355389478e-09
1976,2.2282755196556536e-08,0.0
1977,2.056873604772136e-08,0.0
1978,1.9603952239322098e-08,2.970295565063452e-09
1979,2.63338808537128e-08,1.1703946700691858e-09
1980,2.615169236719339e-08,1.7055452605774235e-09
1981,3.415796712147312e-08,6.325549528618524e-10
1982,1.8622506203769262e-08,2.483000915987077e-09
1983,1.9577479193344516e-08,6.315316047889041e-10
1984,1.797692661398287e-08,0.0
1985,1.6242006850575308e-08,0.0
1986,2.038125046510686e-08,0.0
