year,pouvait_VERB abaisser_VERB,pouvait_VERB rabaisser_VERB
1800,9.432493897065797e-09,0.0
1801,9.524730337773235e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,5.6852570651244605e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,1.504245972228091e-08,0.0
1812,1.3336041604361526e-08,5.3344164641089264e-09
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,1.401186100480345e-08,0.0
1818,4.768470951432846e-09,0.0
1819,4.140420006848444e-09,1.3456364911235141e-08
1820,1.1866481131050932e-09,4.746592452420373e-09
1821,0.0,0.0
1822,1.0025615893027862e-09,1.0025615893027862e-09
1823,7.906149512848515e-09,4.941343334508019e-09
1824,8.421112696055388e-09,0.0
1825,2.641632912414593e-09,8.805443041381977e-10
1826,3.5231937367541377e-09,8.807984341885344e-10
1827,2.7651818612639545e-09,0.0
1828,1.559291185060374e-08,1.8344602503717056e-09
1829,8.57317605795771e-10,5.143905745796928e-09
1830,3.1310507520032616e-09,1.0436835840010872e-09
1831,1.091384405071949e-08,0.0
1832,0.0,0.0
1833,1.853380560135065e-08,0.0
1834,7.467624740797874e-09,0.0
1835,1.0588323107185715e-08,5.294161553592858e-09
1836,5.376600054063374e-09,2.016224964762614e-09
1837,9.045257876039159e-09,0.0
1838,2.5248647617104325e-09,4.418513555037862e-09
1839,1.6080392128969834e-08,4.894032734625853e-09
1840,1.2739377330817092e-09,0.0
1841,4.494383976094696e-09,6.420548537278137e-10
1842,1.2074877098200432e-08,2.683306021822318e-09
1843,7.678984559333912e-09,2.3627644285539873e-09
1844,1.1525978393933656e-08,0.0
1845,1.0602432709561072e-08,5.580227946389016e-10
1846,6.439951683034906e-09,0.0
1847,1.0247124926365814e-08,0.0
1848,4.82713291560799e-09,3.218088684420195e-09
1849,3.3517659758786067e-09,1.6758829879393033e-09
1850,2.0366988096043315e-09,0.0
1851,1.0319102017319892e-08,0.0
1852,4.557382027314816e-09,0.0
1853,1.7318601663873778e-08,5.971931837933653e-10
1854,1.1950028522278444e-08,5.195664454227256e-10
1855,2.653468555990912e-09,1.5920811335945473e-09
1856,6.73034605824796e-09,2.5885946719483854e-09
1857,1.610898081594314e-08,4.881509085841174e-10
1858,1.5170396494568195e-08,1.468102750479261e-09
1859,8.656694916453489e-09,4.582956236731661e-09
1860,6.865775947773045e-09,2.746310290291376e-09
1861,1.839225838295988e-08,1.4147891747029462e-09
1862,4.9697850279528666e-09,9.035972525772706e-10
1863,1.39849385405455e-08,0.0
1864,1.6781548595190543e-08,0.0
1865,1.1296426905005319e-08,6.589582213223366e-09
1866,7.784980660119345e-09,4.865612912574591e-10
1867,1.552899675516528e-08,0.0
1868,1.1855697756857353e-08,2.4699371437009177e-09
1869,5.371870948067681e-09,0.0
1870,1.3188312664169644e-08,0.0
1871,2.1242354542039266e-09,0.0
1872,1.3908880269752899e-08,0.0
1873,9.577607151811662e-09,0.0
1874,5.974609251779839e-09,1.1949218281515073e-09
1875,8.010138330405425e-09,0.0
1876,1.0278225381910033e-08,0.0
1877,7.421779191219002e-09,0.0
1878,9.662541877730746e-09,0.0
1879,1.0385853066452455e-08,0.0
1880,1.1552122813895949e-08,5.134277003548959e-09
1881,1.4642266066289267e-08,5.5780060570498335e-09
1882,1.4641846846075168e-08,0.0
1883,2.0221884611260066e-08,1.8958017378167824e-09
1884,5.941527270181268e-09,1.9805090900604227e-09
1885,1.2246707647989297e-08,1.933690763067375e-09
1886,1.4197620856748472e-08,0.0
1887,1.3057849246322917e-09,0.0
1888,9.510921827882157e-09,1.268122939990235e-09
1889,5.012109394186837e-09,0.0
1890,2.0974036729626278e-08,0.0
1891,1.2748440525456317e-08,6.374220040683554e-10
1892,8.149066310636499e-09,0.0
1893,1.539604177480669e-08,0.0
1894,7.561847148451761e-09,6.301539290376468e-10
1895,1.023164486468886e-08,0.0
1896,1.7691086373616827e-09,0.0
1897,1.5732126712464378e-08,0.0
1898,7.921697076085366e-09,0.0
1899,2.1004797901014172e-08,0.0
1900,1.0901211489056095e-08,0.0
1901,9.500856101851696e-09,1.1177477832191585e-09
1902,1.2275709337927765e-08,0.0
1903,2.052083658554693e-08,0.0
1904,1.827372564378038e-08,5.374625189347171e-10
1905,9.28936660926638e-09,0.0
1906,1.4918134283448126e-08,0.0
1907,9.257117739025489e-09,0.0
1908,1.1787333775714615e-08,0.0
1909,1.0451868703853506e-08,0.0
1910,2.137660359835536e-08,0.0
1911,1.9685383989553884e-08,0.0
1912,9.897900277167082e-09,0.0
1913,9.545381374209683e-09,5.30298971401777e-10
1914,8.705766774141921e-09,6.027069510139427e-09
1915,1.1780762143587253e-08,0.0
1916,1.7579939282086343e-08,0.0
1917,5.483212106582869e-09,0.0
1918,0.0,0.0
1919,1.012863304339362e-08,0.0
1920,4.543339038320937e-09,0.0
1921,6.815472630705699e-09,7.572747429129834e-10
1922,1.1804696775641332e-08,0.0
1923,6.369568872344189e-09,0.0
1924,3.867487219366694e-09,0.0
1925,2.5295809891190402e-08,0.0
1926,5.57306911730393e-09,0.0
1927,1.4493992672726108e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,1.2604324695075775e-08,0.0
1931,5.7026783295555106e-09,0.0
1932,9.863582839386709e-09,3.287861094491973e-09
1933,8.02946331646126e-09,0.0
1934,1.7972370258689807e-08,0.0
1935,5.98414207075848e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,3.777335333410292e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,3.034211770724937e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,1.522064252412747e-08,0.0
1949,1.2762110479513922e-08,0.0
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,8.435843135146115e-09,0.0
1953,1.1851209791302608e-08,0.0
1954,1.4658803948464083e-08,0.0
1955,5.631364707880948e-09,0.0
1956,2.616342476002842e-09,2.616342476002842e-09
1957,9.718541527092839e-09,8.835037701437898e-10
1958,8.272243334772611e-09,3.3088973783179654e-09
1959,9.300897829689347e-09,0.0
1960,1.038124963770315e-08,0.0
1961,1.111705483225478e-08,6.948159270159238e-10
1962,8.8787386332001e-09,0.0
1963,1.2285501505004959e-08,0.0
1964,1.4601523545820783e-08,0.0
1965,6.5664522708175355e-09,0.0
1966,2.769537488234164e-09,0.0
1967,8.381570104631919e-09,0.0
1968,3.1439910674890825e-09,8.982831700699023e-10
1969,2.7250546263957176e-09,0.0
1970,4.1388523719376735e-09,0.0
1971,3.083038491169532e-09,1.541519245584766e-09
1972,5.643161493651405e-09,1.0260293725750103e-09
1973,9.923766697284009e-09,0.0
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,3.998036124386317e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,5.713526873840635e-10
1977,5.289103821581875e-09,5.876781838942691e-10
1978,6.534650598410963e-09,0.0
1979,4.681578680276743e-09,0.0
1980,2.2740602734216964e-09,0.0
1981,4.427884725544118e-09,0.0
1982,5.586751949948621e-09,0.0
1983,2.5261264191556165e-09,1.89459470334441e-09
1984,4.059305780401701e-09,5.799008495621649e-10
1985,5.414002135495366e-09,0.0
1986,2.3977941854269602e-09,0.0
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,0.0
1989,3.841685636274406e-09,0.0
1990,1.089730194969718e-09,0.0
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,0.0
1993,3.877445031719162e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,1.626735190995987e-09,5.422450821690461e-10
1996,1.6014276571496566e-09,0.0
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,4.291316191284977e-09,9.536258449571733e-10
1999,9.140402323914998e-10,9.140402323914998e-10
2000,4.418031274155965e-09,0.0
2001,4.3812117822561447e-10,0.0
2002,3.504977197366088e-09,0.0
2003,3.7502307925763034e-09,0.0
2004,2.2023955992267474e-09,0.0
2005,3.602999676388663e-09,4.5037495954858286e-10
2006,3.706100981659688e-09,2.4707338397433887e-09
2007,3.595031605740928e-09,7.988958938831558e-10
2008,2.9802078582719105e-09,0.0
2009,1.430457752249481e-09,4.76819250749827e-10
2010,6.140930874920514e-09,1.4171379625338432e-09
2011,4.5887662558641296e-09,0.0
2012,1.3617010852229328e-09,6.808505426114664e-10
2013,4.741512515948898e-09,8.367375126105969e-10
2014,4.330890313042346e-09,1.2992671383216248e-09
2015,6.206410940734486e-09,2.2165753954528356e-10
2016,5.799752234025846e-09,1.2428040818690533e-09
2017,6.5405894034142875e-09,1.2578056374223934e-09
2018,3.614053500911041e-09,1.0325866828253538e-09
2019,6.12237061048404e-09,0.0
