year,voulait_VERB enseigner_VERB,voulait_VERB renseigner_VERB
1800,9.432493897065797e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,0.0,0.0
1806,8.645007376628655e-09,0.0
1807,2.562259560079383e-08,0.0
1808,0.0,0.0
1809,9.036122072814123e-09,0.0
1810,4.680253518074551e-09,0.0
1811,1.2535384286138651e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,1.5733386149463513e-08,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.3113295338484932e-08,0.0
1819,2.2772310259711048e-08,0.0
1820,5.933240565525466e-09,0.0
1821,2.859831660373402e-08,0.0
1822,1.5038423839541792e-08,0.0
1823,1.7788837070042973e-08,0.0
1824,1.51580028528997e-08,0.0
1825,6.163809906922779e-09,0.0
1826,1.8496766784892316e-08,0.0
1827,3.3182182335167454e-08,0.0
1828,1.8344602503717056e-09,0.0
1829,8.573175946935407e-09,0.0
1830,5.218417697960831e-09,0.0
1831,6.236482441579483e-09,0.0
1832,8.117981842303834e-09,0.0
1833,9.266902800675325e-09,0.0
1834,2.42697808516823e-08,0.0
1835,2.571449897459388e-08,0.0
1836,1.344150035720304e-08,0.0
1837,1.6698937344017395e-08,0.0
1838,6.312161904276081e-09,0.0
1839,1.0487212875887053e-08,0.0
1840,3.1848443882154243e-09,0.0
1841,1.4125206782011901e-08,0.0
1842,1.7441490030023488e-08,0.0
1843,3.485077471054865e-08,0.0
1844,4.006649589882727e-08,0.0
1845,2.5669049108500985e-08,0.0
1846,9.952652035849496e-09,0.0
1847,1.1865092020002521e-08,0.0
1848,1.689496542667257e-08,0.0
1849,1.256912263158938e-08,0.0
1850,1.5614691761811628e-08,0.0
1851,3.031236062156495e-08,0.0
1852,2.4740073101270355e-08,0.0
1853,1.2541057081705276e-08,0.0
1854,1.4028294081924741e-08,0.0
1855,3.343370380548549e-08,0.0
1856,2.8992259260007813e-08,0.0
1857,1.6597130780837688e-08,0.0
1858,1.3212924976357954e-08,0.0
1859,2.34239969643113e-08,1.5276520048956854e-09
1860,1.4189270203246451e-08,4.577183909670879e-10
1861,2.87673795895671e-08,4.715963730639317e-10
1862,1.2650361647104091e-08,0.0
1863,9.989241434027463e-09,0.0
1864,4.411149845395812e-08,0.0
1865,3.2006543193574544e-08,0.0
1866,1.702964524952222e-08,0.0
1867,9.220341823379385e-09,0.0
1868,1.679557115608077e-08,0.0
1869,2.24641887314192e-08,0.0
1870,1.3761717099214366e-08,0.0
1871,2.442870794538976e-08,0.0
1872,2.116568786902917e-08,0.0
1873,1.0176207432266438e-08,0.0
1874,3.1067965977626955e-08,0.0
1875,1.3731664694205392e-08,5.721527140956084e-10
1876,2.0556450763820067e-08,0.0
1877,2.1028373708986692e-08,0.0
1878,1.8117265909722846e-08,0.0
1879,1.4051448005147904e-08,0.0
1880,1.4761046607247863e-08,6.417846254436199e-10
1881,2.1614773970668466e-08,6.972507571312292e-10
1882,2.2628309892525067e-08,0.0
1883,8.21514056781325e-09,0.0
1884,9.902545450302114e-09,0.0
1885,5.156508553483263e-09,0.0
1886,2.1296431285122708e-08,0.0
1887,1.1752064210668323e-08,0.0
1888,1.3315291091942072e-08,6.340614699951175e-10
1889,1.8795409673089125e-08,0.0
1890,9.176140736144589e-09,0.0
1891,3.824531802365527e-09,0.0
1892,1.191017329205124e-08,0.0
1893,9.23762488724833e-09,4.926733243593162e-09
1894,1.1972924873759894e-08,6.301539290376468e-10
1895,1.0833506536300774e-08,0.0
1896,1.533227589334274e-08,0.0
1897,1.3984112534615178e-08,0.0
1898,5.6583546736987955e-09,0.0
1899,1.5477219506010442e-08,5.527578395003729e-10
1900,9.34389543516545e-09,0.0
1901,1.117747761014698e-08,5.588738916095792e-10
1902,1.7677022512430085e-08,0.0
1903,1.7280704867062013e-08,2.7001101354784396e-09
1904,2.418581246388385e-08,5.912087708281888e-09
1905,9.28936660926638e-09,1.5482277682110634e-09
1906,1.2346042410626978e-08,0.0
1907,1.0799970695529737e-08,0.0
1908,1.3751889405000384e-08,9.822778146428846e-10
1909,8.251475058784763e-09,0.0
1910,1.870452770447173e-08,1.068830135508847e-09
1911,1.4897047151407605e-08,1.0640748282497725e-09
1912,1.510732161591477e-08,1.0418842455450772e-09
1913,9.015082902408267e-09,0.0
1914,2.4108278040557707e-08,0.0
1915,1.5314990164938536e-08,0.0
1916,1.4283700444650549e-08,0.0
1917,6.57985488317081e-09,0.0
1918,9.189101035644853e-09,2.2972752589112133e-09
1919,3.4069039145379065e-08,0.0
1920,4.543339038320937e-09,7.572231730534895e-10
1921,1.2116395886607734e-08,3.0290989716519334e-09
1922,6.640141769764796e-09,0.0
1923,1.9108707505210987e-08,1.0615948120573648e-09
1924,1.5469948877466777e-08,0.0
1925,2.639562701745035e-08,1.0998177923937646e-09
1926,1.0031524944054127e-08,4.458455382660986e-09
1927,2.4528294062520217e-08,1.1149224876660924e-09
1928,1.5996457491951332e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,1.7856125467119455e-08,0.0
1931,4.5621426636444085e-09,0.0
1932,1.3151444377967891e-08,2.1919073223131136e-09
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,1.3165112555668657e-08,0.0
1936,9.699771652549316e-09,0.0
1937,8.813782592653752e-09,3.777335333410292e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,6.960552134671616e-09,0.0
1947,7.152522574216391e-09,0.0
1948,7.610321262063735e-09,0.0
1949,1.2762110479513922e-08,2.945102384188658e-09
1950,1.914365022059883e-08,0.0
1951,1.7058242818279723e-08,0.0
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,1.1851209791302608e-08,5.386913581872932e-09
1954,2.9317608341017376e-09,0.0
1955,1.783265446420046e-08,0.0
1956,1.3953826538681824e-08,0.0
1957,1.5903067307476704e-08,0.0
1958,4.1361216673863055e-09,1.6544486891589827e-09
1959,1.1626121398933265e-08,0.0
1960,1.591791587429725e-08,2.076250060767393e-09
1961,1.320150300188061e-08,0.0
1962,2.029426049432459e-08,1.2683912808952869e-09
1963,1.2285501505004959e-08,0.0
1964,1.3384730657151067e-08,6.083968329129164e-10
1965,1.8057743744748223e-08,0.0
1966,1.7725039214155913e-08,0.0
1967,8.874604162656397e-09,4.930335584241163e-10
1968,1.2126823101255013e-08,0.0
1969,1.2262746373892242e-08,0.0
1970,9.657322941336588e-09,9.197450023812337e-10
1971,8.221435976452085e-09,0.0
1972,1.2312352026810913e-08,1.0260293725750103e-09
1973,1.3231689521830958e-08,0.0
1974,1.800182936051442e-08,0.0
1975,6.282628195464213e-09,0.0
1976,1.0284348483935446e-08,0.0
1977,1.1165885105413054e-08,0.0
1978,7.72276909088987e-09,0.0
1979,1.462993370893173e-08,1.1703946700691858e-09
1980,5.6851505725319385e-09,5.685150683554241e-10
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,7.449002747961231e-09,0.0
1983,1.0736036948344463e-08,0.0
1984,9.858314165001048e-09,5.799008495621649e-10
1985,1.0226449020933615e-08,0.0
1986,7.792831269171074e-09,0.0
1987,6.721898593298192e-09,0.0
1988,8.994830658082265e-09,3.597932174415064e-09
1989,6.585746614717891e-09,5.488122178931576e-10
1990,6.538381391862913e-09,5.44865097484859e-10
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,9.366905473484621e-09,5.509944167592096e-10
1993,1.606370148010683e-08,5.539207426075166e-10
1994,1.2132331583813993e-08,0.0
1995,5.4224509327127635e-09,0.0
1996,7.473328622609188e-09,0.0
1997,1.6302641014931396e-08,0.0
1998,9.536258005482523e-09,0.0
1999,1.416762351880152e-08,0.0
2000,1.502130686503733e-08,0.0
2001,1.4019877703219663e-08,0.0
2002,5.257465574004527e-09,0.0
2003,1.0000615446870142e-08,0.0
2004,1.5416770082765652e-08,0.0
2005,9.007498746882447e-09,4.5037495954858286e-10
2006,1.6883348052942893e-08,0.0
2007,1.5179022483380322e-08,0.0
2008,1.575252639440805e-08,4.257439678578834e-10
2009,8.105927484791664e-09,1.430457752249481e-09
2010,1.5588517143783065e-08,0.0
2011,1.1089518636708817e-08,0.0
2012,1.1234034147378225e-08,0.0
2013,1.2829975304384789e-08,1.1156500168141292e-09
2014,1.8622827724357194e-08,2.1654451842767486e-10
2015,1.551602757388082e-08,2.2165753954528356e-10
2016,1.4706514228635115e-08,4.1426800878596737e-10
2017,1.4338984222206363e-08,7.54683426862357e-10
2018,1.2132893800753664e-08,0.0
2019,1.4540630033366142e-08,0.0
