year,voulait_VERB entrer_VERB,voulait_VERB rentrer_VERB
1800,1.1004575384276905e-07,2.2009151834367913e-08
1801,1.2382149350287364e-07,4.286128785224719e-08
1802,6.713520406265161e-08,4.4756802708434407e-08
1803,5.070882025393075e-08,3.90067853572873e-08
1804,1.038177401824214e-07,2.2246657849223084e-08
1805,1.194008660831969e-07,0.0
1806,6.916005901302924e-08,5.76333825108577e-09
1807,1.395007984683616e-07,4.27043254092041e-08
1808,1.450287356874469e-07,2.039466551195801e-08
1809,1.5135503872443223e-07,1.129515236897305e-08
1810,6.552355102940055e-08,2.3401266702194334e-08
1811,1.2535383575595915e-07,3.008491944456182e-08
1812,1.973734100602087e-07,2.1337665856435706e-08
1813,1.4953856464217097e-07,6.901780125190271e-08
1814,1.4160046646338742e-07,8.810695817373926e-08
1815,1.0249449644561537e-07,4.045835311217161e-08
1816,1.0660977523002657e-07,1.3905623319487859e-08
1817,2.1173478614855412e-07,1.2454987263765815e-08
1818,1.7166495069886878e-07,4.768470951432846e-09
1819,1.3456364911235141e-07,1.0351049795076506e-08
1820,2.385162645168748e-07,1.3053129244156025e-08
1821,1.2524090209353744e-07,1.4792232327920374e-08
1822,1.6141241587774857e-07,2.606660132187244e-08
1823,1.4527549296872166e-07,3.4589405117912975e-08
1824,2.0631726727060595e-07,2.6947560627377243e-08
1825,1.664228790332345e-07,4.842993561737785e-08
1826,1.1978858083239174e-07,3.082794464148719e-08
1827,1.8895410391905898e-07,3.502563927781921e-08
1828,1.6051527040872315e-07,2.2930752408001354e-08
1829,2.486221148956247e-07,6.344150449422159e-08
1830,1.8160093873120786e-07,7.201416707403041e-08
1831,1.9177183219198923e-07,6.392394169552063e-08
1832,2.3406846594298258e-07,6.629684889958298e-08
1833,2.085053125711056e-07,6.834341093053808e-08
1834,1.6148737813637126e-07,5.974099792638299e-08
1835,2.2235478525090002e-07,4.689114518896531e-08
1836,1.6600252195075882e-07,5.5782226837663984e-08
1837,1.6907675615129847e-07,5.6358917532861597e-08
1838,1.6474741926231218e-07,6.312161815458239e-08
1839,2.4819738086989673e-07,4.61437359433603e-08
1840,2.6752692861009564e-07,6.560779297615227e-08
1841,1.7656508077834587e-07,5.3290552415319326e-08
1842,2.3076431432400568e-07,1.0599058697380315e-07
1843,2.23871936100295e-07,7.678984559333912e-08
1844,2.530226765884436e-07,5.653217982626302e-08
1845,2.539003673973639e-07,5.1896119401817487e-08
1846,2.054929950645601e-07,6.439951505399222e-08
1847,2.0602114148005057e-07,7.011190916728083e-08
1848,2.389430733273912e-07,5.873011943435813e-08
1849,2.430030292543961e-07,5.279031256577582e-08
1850,1.8533958723310207e-07,8.825694663983086e-08
1851,2.579775468802836e-07,3.998652076120379e-08
1852,1.666699631641677e-07,1.4323200403509873e-08
1853,2.1678113171219593e-07,4.299791100947914e-08
1854,1.8496565701298096e-07,3.4810952342922974e-08
1855,2.1333886479624198e-07,2.812676669350367e-08
1856,2.4229245809692657e-07,2.7956822634678247e-08
1857,1.703646717032825e-07,5.027954230740761e-08
1858,1.7372549621086364e-07,7.438387683578185e-08
1859,1.8942884594252973e-07,8.962224740116653e-08
1860,2.0002293865672982e-07,1.0619066870276583e-07
1861,2.0797399713501363e-07,5.7063161307269183e-08
1862,1.807194536240786e-07,5.3312238179614724e-08
1863,1.823036654968746e-07,6.293222298836554e-08
1864,1.7644599381583248e-07,4.698833322436258e-08
1865,2.0004088696623512e-07,4.989254875908955e-08
1866,1.9949013108089275e-07,4.330395597662573e-08
1867,2.0867089745024714e-07,4.804283548764943e-08
1868,2.1093262603244511e-07,2.9145256874585357e-08
1869,1.797135098513536e-07,6.83692675806924e-08
1870,2.0413213519532292e-07,5.9060702994884196e-08
1871,2.2092048368449468e-07,7.647247457498452e-08
1872,2.122616109545561e-07,6.833493415570047e-08
1873,1.556361155508057e-07,4.549363552541763e-08
1874,1.6071697928055073e-07,5.496640298474631e-08
1875,1.5963060207013768e-07,7.323554740423788e-08
1876,1.547779788779735e-07,4.17175023414984e-08
1877,1.707009147366989e-07,6.926993734168718e-08
1878,1.7513356453946471e-07,7.005343150012777e-08
1879,1.9244374982463341e-07,3.665595116331133e-08
1880,1.6943114644618618e-07,5.0059199452334724e-08
1881,1.5967042088504968e-07,5.5780059682319916e-08
1882,1.737055583816982e-07,6.122954232523625e-08
1883,1.4976833995206107e-07,4.802697617378726e-08
1884,1.663627671177892e-07,6.733731083841121e-08
1885,1.3922573316449416e-07,6.058897383809381e-08
1886,1.890864922415858e-07,5.227305877042454e-08
1887,1.5016526333511138e-07,5.810742820244741e-08
1888,1.3822540267938166e-07,4.375024076352929e-08
1889,1.3971255441447283e-07,4.009687515349469e-08
1890,1.7303580079897074e-07,4.784702056781498e-08
1891,1.6063034991020686e-07,4.398211927991724e-08
1892,1.341461626225282e-07,4.5133290882404253e-08
1893,1.447227901962833e-07,6.589505829879272e-08
1894,1.4430524686304125e-07,4.4110773700367645e-08
1895,1.4805792147853936e-07,5.717683748684976e-08
1896,1.480154310229409e-07,5.6021775662884465e-08
1897,1.3168371992833272e-07,5.535378022614168e-08
1898,1.4428805172883585e-07,5.714938566825367e-08
1899,1.4537531001224124e-07,4.9748205555033564e-08
1900,1.5261696262314217e-07,5.191053276121238e-08
1901,1.1121590404172821e-07,3.409130755471779e-08
1902,6.874397229239548e-08,2.7988617645746672e-08
1903,1.0962447305473688e-07,4.968202560462487e-08
1904,1.1931668097986403e-07,3.278521276683932e-08
1905,1.3521189146104007e-07,4.69629064525634e-08
1906,1.3580647362232412e-07,4.2696733260072506e-08
1907,8.588548183752209e-08,3.857132568896304e-08
1908,1.2278472638627136e-07,4.7640472899956876e-08
1909,1.3587428782102506e-07,3.300590023513905e-08
1910,1.2986285469196446e-07,5.237267686197811e-08
1911,1.1438804392582824e-07,3.032613093978398e-08
1912,1.265889295609668e-07,4.219631222213138e-08
1913,1.0499919511630651e-07,2.6514948459066545e-08
1914,9.442408810400593e-08,4.018046340092951e-08
1915,8.717763932963862e-08,3.534228554258334e-08
1916,8.899844061716067e-08,3.625862632361532e-08
1917,1.1514745779095392e-07,4.0575770299255964e-08
1918,1.1945832056881045e-07,4.9391417178412667e-08
1919,9.852397653276057e-08,3.775218004875569e-08
1920,9.692456615084666e-08,3.407504323149624e-08
1921,1.0980483722278223e-07,2.6504615391331754e-08
1922,1.2616270339549374e-07,5.82856891639949e-08
1923,1.3694572942313243e-07,3.503262746562541e-08
1924,1.1344629768927916e-07,3.609654797287476e-08
1925,1.4517594593144167e-07,3.959344141435395e-08
1926,1.0142986184291658e-07,2.6750733184144337e-08
1927,1.2598624721249507e-07,6.801027296887696e-08
1928,9.826395341860916e-08,3.085031252680892e-08
1929,1.1474618588636076e-07,5.124586976990031e-08
1930,9.453243166035463e-08,3.466189113510154e-08
1931,1.1063195870519849e-07,3.193499864551086e-08
1932,1.0521155502374313e-07,5.4797684612140074e-08
1933,9.75006315684368e-08,3.9000251916831985e-08
1934,9.465448158607614e-08,2.7557634396657704e-08
1935,1.1369869667987587e-07,4.0692164304800826e-08
1936,7.63857030960935e-08,2.182448710641438e-08
1937,7.176937089070634e-08,2.7700460591972842e-08
1938,8.557041297763135e-08,3.241303758727554e-08
1939,8.564668263488784e-08,3.8235125288110794e-08
1940,7.100192078723921e-08,3.803674530900025e-08
1941,8.264207451702532e-08,3.836953510472085e-08
1942,7.282108072104165e-08,4.247896612241675e-08
1943,9.580676163523094e-08,3.193558839598154e-08
1944,5.7837350908584995e-08,5.462416652335378e-08
1945,1.2635322832466045e-07,4.1391576388605245e-08
1946,9.32713959400644e-08,5.4292307538617024e-08
1947,1.2397705972944095e-07,3.5762614203349585e-08
1948,7.719040695519652e-08,3.044128504825494e-08
1949,8.049946842447753e-08,5.3993545634511975e-08
1950,9.146410917537651e-08,4.4668517773516214e-08
1951,5.970385075215745e-08,3.838104589704017e-08
1952,8.119499028680366e-08,4.2179216563908994e-08
1953,8.295847209183194e-08,4.3095308654983455e-08
1954,8.111204863325838e-08,2.34540866728139e-08
1955,8.07162265914485e-08,3.2849627018549654e-08
1956,6.628067694691708e-08,4.273359266449006e-08
1957,7.774833221674271e-08,2.2087593976038988e-08
1958,6.204182767532984e-08,2.8952852559882558e-08
1959,5.03798602835559e-08,3.642851353902188e-08
1960,1.0381250348245885e-07,4.290916777449638e-08
1961,7.156604198144123e-08,3.196153386397782e-08
1962,7.9908652139693e-08,5.200404373795209e-08
1963,1.0087043023077058e-07,2.5864213881732212e-08
1964,9.369311015916537e-08,3.9545792418493875e-08
1965,6.894774884358412e-08,4.54179591713455e-08
1966,8.364003178940038e-08,4.985167123550127e-08
1967,9.614154095061167e-08,4.3879985867079085e-08
1968,9.476887186110616e-08,4.2668450106475575e-08
1969,7.993493511548877e-08,3.951329219376021e-08
1970,9.013501056642781e-08,3.449043717296263e-08
1971,8.529740114227025e-08,2.363662865434435e-08
1972,6.566587984480066e-08,3.283293992240033e-08
1973,5.788864143596584e-08,3.3079221140042137e-08
1974,5.62557183059198e-08,2.5877628928583363e-08
1975,8.624335379181503e-08,2.6843956391076063e-08
1976,6.170608912725584e-08,2.7996280849151844e-08
1977,5.406639402849578e-08,2.7620874476497193e-08
1978,6.59405614555908e-08,2.9108898402796513e-08
1979,8.017203612098456e-08,3.5697038214266286e-08
1980,5.571447658780926e-08,2.0466542238750662e-08
1981,6.199038438126081e-08,4.1748627666038374e-08
1982,5.524676893742253e-08,3.7245012407538525e-08
1983,5.241712486281358e-08,2.5261265079734585e-08
1984,6.378909489512807e-08,3.7113654371978555e-08
1985,5.2936911743017845e-08,3.368712597762169e-08
1986,8.152500186042744e-08,4.076250093021372e-08
1987,5.377518874638554e-08,3.422057304192094e-08
1988,8.155313224733618e-08,4.8572086797094016e-08
1989,7.189439799049069e-08,4.884428861373635e-08
1990,6.429408472286013e-08,3.705082818328265e-08
1991,6.388997064732393e-08,3.8099525312418336e-08
1992,6.942529751086113e-08,3.856960972825618e-08
1993,6.591656642740418e-08,5.317639306667843e-08
1994,5.485923537662529e-08,3.850696472795789e-08
1995,7.537206414554021e-08,4.2837360325620466e-08
1996,6.085424786306248e-08,4.003569031851839e-08
1997,6.856699030777236e-08,3.7400177177460137e-08
1998,5.864798779953162e-08,5.101898281623107e-08
1999,6.078367675854679e-08,4.935817088380645e-08
2000,6.096883709005851e-08,5.169096795043515e-08
2001,6.177508282689814e-08,5.301266270407723e-08
2002,7.272827673432403e-08,5.3889024798081664e-08
2003,6.083707404513916e-08,5.5003383181428944e-08
2004,7.135761848076072e-08,5.373845368694674e-08
2005,6.935774621297242e-08,5.4495369994356224e-08
2006,8.318137645346724e-08,4.982646828466386e-08
2007,7.19006294502833e-08,1.0545425510599671e-07
2008,6.897052173826523e-08,8.685177022016433e-08
2009,1.0060886523888257e-07,8.964202180550274e-08
2010,9.400348233157274e-08,1.3132144260907808e-07
2011,1.0668881600395252e-07,1.8699222437135177e-07
2012,1.419573436578503e-07,2.1821260531851294e-07
2013,1.7208901681442512e-07,2.0165373371128226e-07
2014,1.7063707957731822e-07,2.2672210775454005e-07
2015,1.7001133301164373e-07,2.1301289621078467e-07
2016,1.702641583278819e-07,2.1914777903475624e-07
2017,1.315664661660776e-07,2.286690659047963e-07
2018,1.623742491574376e-07,2.3801122495115123e-07
2019,1.6096733190806845e-07,2.377520615937101e-07
