year,dut_VERB ouvrir_VERB,dut_VERB rouvrir_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509905596875e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,4.758755522971114e-08,0.0
1809,9.036122072814123e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,1.4305412854298538e-08,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,1.577838126820552e-08,0.0
1822,0.0,0.0
1823,9.882686669016039e-09,0.0
1824,2.0210670470532932e-08,0.0
1825,3.522177216552791e-09,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,3.118582370120748e-08,0.0
1829,8.57317605795771e-10,0.0
1830,7.305785310052215e-09,0.0
1831,4.677361609140007e-09,1.5591206103948707e-09
1832,4.058990921151917e-09,0.0
1833,6.950177322551099e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,1.663879345414898e-08,0.0
1836,4.704525213838906e-09,0.0
1837,1.1132625488130543e-08,1.3915781860163179e-09
1838,1.7042836475411605e-08,0.0
1839,1.3283802502428443e-08,0.0
1840,1.0828470564661075e-08,0.0
1841,1.0272877659645019e-08,0.0
1842,1.0062397137744483e-08,0.0
1843,5.906910960362666e-09,0.0
1844,1.3172547497219966e-08,4.390849017710252e-09
1845,1.4508592549589139e-08,0.0
1846,1.8734404250153602e-08,5.854501328173001e-10
1847,1.6718992412734224e-08,0.0
1848,1.206783295515379e-08,0.0
1849,3.5193544078993e-08,0.0
1850,4.752297222410107e-09,0.0
1851,1.3543821175687754e-08,1.2898877521649865e-09
1852,3.190167419120371e-08,6.510545436100301e-10
1853,2.8068079416243563e-08,0.0
1854,7.79349651480743e-09,0.0
1855,1.9104973603134567e-08,1.0613874223963649e-09
1856,1.5531567143511893e-08,1.0354378465748937e-09
1857,2.3431244500216053e-08,4.881509085841174e-10
1858,4.0128142586581816e-08,0.0
1859,1.9350258284589472e-08,0.0
1860,1.9681891672007623e-08,1.8308735638683515e-09
1861,1.6977470096435354e-08,4.715963730639317e-10
1862,1.355395884417021e-08,2.710791813242963e-09
1863,2.4973104473247076e-08,2.9967726078439227e-09
1864,1.6781548595190543e-08,0.0
1865,2.2122168985561075e-08,1.4120533631256649e-09
1866,2.77339928800302e-08,0.0
1867,1.164674756637396e-08,1.455843445796745e-09
1868,2.2723421366777075e-08,0.0
1869,2.7347706321734222e-08,3.906815315701806e-09
1870,2.3509599600401998e-08,0.0
1871,4.991953161948004e-08,0.0
1872,3.0236694925633856e-08,0.0
1873,2.993002112816612e-08,2.3944017879529156e-09
1874,1.5533982988813477e-08,0.0
1875,2.7463329388410784e-08,5.721527140956084e-10
1876,3.083467703390852e-08,9.673623679873344e-09
1877,1.7317484335421796e-08,0.0
1878,1.9928991790152395e-08,0.0
1879,3.848874996492668e-08,6.10932526790009e-10
1880,1.7969970400599777e-08,0.0
1881,2.5101027034679646e-08,3.4862537301449947e-09
1882,1.7969540522244642e-08,1.3310770263785798e-09
1883,3.2860562271253e-08,1.8958017378167824e-09
1884,4.093052297093891e-08,1.3203393933736152e-09
1885,2.513797880965285e-08,1.2891271383708158e-09
1886,4.7755634113855194e-08,0.0
1887,3.852065688647599e-08,0.0
1888,2.8532765483646472e-08,0.0
1889,4.2602930960811136e-08,1.2530273485467092e-09
1890,2.3595791986963377e-08,1.9663159989136147e-09
1891,2.932141285327816e-08,6.374220040683554e-10
1892,4.4506439422775657e-08,0.0
1893,3.695049954899332e-08,4.310891643655168e-09
1894,3.7809236630437226e-08,1.2603078580752936e-09
1895,1.9259566386153892e-08,1.8055843487019274e-09
1896,5.366296207398591e-08,2.358811590497112e-09
1897,3.26295968022805e-08,5.826713556089658e-10
1898,4.583267454449924e-08,1.6975064687230201e-09
1899,3.15071986278781e-08,1.6582735185011188e-09
1900,3.322274011452464e-08,5.191053142894475e-10
1901,3.912117207960364e-08,3.912117296778206e-09
1902,2.5042448115186744e-08,4.910283846193408e-10
1903,4.428180488957878e-08,7.560307935250421e-09
1904,3.2247751136083025e-08,8.061937784020756e-09
1905,1.5998352864698973e-08,4.64468330463319e-09
1906,1.8519063615940468e-08,2.572092316910357e-09
1907,3.3428481316377656e-08,1.028568674676933e-09
1908,2.3083527977973972e-08,4.911389073214423e-09
1909,2.9155213354670195e-08,4.400786846048277e-09
1910,3.847788576649691e-08,3.740905363258662e-09
1911,3.724261787851901e-08,1.5961122423746588e-09
1912,3.021464323182954e-08,5.209421227725386e-10
1913,2.227255713194154e-08,1.060597942803554e-09
1914,2.6117300322425763e-08,8.036092680185902e-09
1915,1.6493066468115103e-08,9.424609537234119e-09
1916,1.648119329900055e-08,4.394984820521586e-09
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-08,3.44591288836682e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,2.0445025228355007e-08,2.2716695191604686e-09
1921,1.9689142760626055e-08,7.572747429129834e-10
1922,2.5084981203349344e-08,2.2133805899215986e-09
1923,1.9108707505210987e-08,1.0615948120573648e-09
1924,1.804827398643738e-08,3.867487219366694e-09
1925,1.6497267552040284e-08,4.399271169575059e-09
1926,3.1209186346359274e-08,4.458455382660986e-09
1927,2.8987985345452216e-08,5.574612327308159e-09
1928,1.4853853258500749e-08,2.2852082448565625e-09
1929,1.7824650200282122e-08,0.0
1930,2.7309368988426286e-08,0.0
1931,2.8513390759599133e-08,0.0
1932,2.301502632917618e-08,0.0
1933,2.1794258842078307e-08,2.2941324395731044e-09
1934,2.3963160344919743e-08,1.1981580172459871e-09
1935,1.6755597798123745e-08,0.0
1936,3.15242587589637e-08,1.2124714565686645e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,1.4261735792331365e-08,2.5930428915188486e-09
1939,1.5294050470515685e-08,0.0
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,2.1239483061208375e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.3921104269343232e-08,5.568441707737293e-09
1947,1.907339353124371e-08,1.1920870957027319e-09
1948,2.9354097819123126e-08,4.348755133776194e-09
1949,1.3743811422273211e-08,1.9634016634739737e-09
1950,1.914365022059883e-08,1.0635361480382244e-09
1951,2.3455083209000804e-08,1.0661401761424827e-09
1952,2.1089608281954497e-08,7.381362632230548e-09
1953,2.9089333608567358e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,1.6894095011821264e-08,9.385607846468247e-10
1956,4.360570571293465e-09,0.0
1957,1.1485549400447326e-08,8.835037701437898e-10
1958,2.1507833736222892e-08,2.4816730892496253e-09
1959,1.007597205671118e-08,0.0
1960,2.0070416439921246e-08,2.7683333403416555e-09
1961,1.528595028332802e-08,2.08444772553662e-09
1962,2.029426049432459e-08,0.0
1963,1.8104948651398445e-08,1.2932106496776896e-09
1964,1.6426714211092985e-08,1.8251904432275978e-09
1965,1.3132904541635071e-08,5.472043373977442e-10
1966,1.606331601067268e-08,4.985167390003653e-09
1967,1.3804939413830652e-08,9.860671168482327e-10
1968,1.9313088017725022e-08,8.982831700699023e-10
1969,8.175163657142548e-09,4.5417578031781147e-10
1970,1.1496812390987543e-08,9.197450023812337e-10
1971,9.762954888969944e-09,3.083038491169532e-09
1972,7.69522046084603e-09,2.0520587451500205e-09
1973,1.543697081274331e-08,5.513203782392395e-10
1974,1.6314157136321228e-08,1.6876715580593782e-09
1975,9.709516746170266e-09,1.7134440533084216e-09
1976,1.0284348483935446e-08,0.0
1977,1.23412418062685e-08,0.0
1978,1.2475242172627077e-08,0.0
1979,1.1118749476679568e-08,0.0
1980,1.8760998088396263e-08,1.7055452605774235e-09
1981,1.3283654176632353e-08,1.8976649140967083e-09
1982,1.3656505259973528e-08,1.2415004579935385e-09
1983,1.5788289786655696e-08,1.2630632095778083e-09
1984,5.799008384599347e-09,2.3196033982486597e-09
1985,9.02333674446254e-09,6.015558051686298e-10
1986,6.593933843390687e-09,5.994485463567401e-10
1987,1.4665960890170027e-08,0.0
1988,8.994830658082265e-09,0.0
1989,8.232182935330457e-09,5.488122178931576e-10
1990,1.198703181159999e-08,5.44865097484859e-10
1991,1.75843961613964e-08,2.344586080837985e-09
1992,1.652983172562017e-08,2.2039776670368383e-09
1993,1.3848018731721368e-08,1.1078414852150331e-09
1994,1.160483886764041e-08,2.637463358823311e-09
1995,5.4224509327127635e-09,0.0
1996,1.2811421257197253e-08,0.0
1997,1.4864173003559245e-08,9.58978896292706e-10
1998,1.382757464085671e-08,0.0
1999,8.226361813967742e-09,9.140402323914998e-10
2000,7.510653432518666e-09,1.3254094488601709e-09
2001,3.5049694258049158e-09,0.0
2002,1.0076809608960957e-08,1.3143663935011318e-09
2003,9.167230530238157e-09,4.1669229178253886e-10
2004,9.690540814233373e-09,4.404791253964646e-10
2005,1.6213498099659773e-08,2.251874686720612e-09
2006,7.000412693969338e-09,8.235779835885637e-10
2007,7.988958827809256e-09,1.5977917877663117e-09
2008,1.3623806971452268e-08,4.257439678578834e-10
2009,1.2874119548200724e-08,1.430457752249481e-09
2010,1.4171378737160012e-08,3.3066551718974324e-09
2011,2.4473420623394304e-08,3.059177577924288e-09
2012,1.838296448397614e-08,2.0425516833455504e-09
2013,2.4823213706781644e-08,4.183687618564136e-09
2014,3.074932308777534e-08,5.197068553286499e-09
2015,2.3717356967267733e-08,2.659890530054554e-09
2016,2.83773591291947e-08,3.1070099826280284e-09
2017,2.3395186232733067e-08,2.5156112748447867e-09
2018,2.2458760184917992e-08,3.614053500911041e-09
2019,2.0918099252753564e-08,2.5509878653906526e-09
