year,voulaient_VERB acheter_VERB,voulaient_VERB racheter_VERB
1848,4.022610866627474e-08,3.218088684420195e-09
1849,7.54147322368226e-09,1.6758829879393033e-09
1850,1.8330290174617403e-08,6.788996032014438e-09
1851,2.579775504329973e-09,1.3543821175687754e-08
1852,2.4740073101270355e-08,2.6042181744401205e-09
1853,1.3735443005202796e-08,1.7915795513800958e-09
1854,1.8704392701351935e-08,5.195664454227256e-10
1855,6.368324534378189e-09,5.306937111981824e-10
1856,2.5885945831305435e-08,1.0354378465748937e-09
1857,2.1966791052818735e-08,9.763018171682347e-10
1858,1.2234189661342043e-08,4.893676019968041e-10
1859,2.036869339860914e-08,4.073738679721828e-09
1860,2.0597328287408345e-08,9.612086238064421e-09
1861,9.431927239234028e-09,3.3011746669586728e-09
1862,3.6143890103090826e-09,0.0
1863,8.990317823531768e-09,1.4983863039219614e-09
1864,7.1920918109924514e-09,1.9178911792039344e-09
1865,1.553258677233771e-08,0.0
1866,1.6543083347642096e-08,0.0
1867,1.3102591012170706e-08,0.0
1868,7.903798504571569e-09,1.4819622196071691e-09
1869,2.0999133099053324e-08,1.4650557433881772e-09
1870,3.956493799250893e-08,0.0
1871,2.0180236148803488e-08,6.37270636261178e-09
1872,1.69325495846806e-08,0.0
1873,1.0176207432266438e-08,0.0
1874,9.559374625212058e-09,4.182226565063729e-09
1875,7.437985338754061e-09,1.1443054281912168e-09
1876,2.0556450763820067e-08,0.0
1877,1.36065949618569e-08,4.329371083855449e-09
1878,2.0532901601200138e-08,3.6234530931267273e-09
1879,3.0546626561545054e-08,8.55305515301552e-09
1880,1.2835692508872398e-08,3.8507077526617195e-09
1881,2.1614773970668466e-08,1.3945015142624584e-09
1882,6.655385131892899e-09,3.9932310791357395e-09
1883,9.479008689083912e-09,5.687405213450347e-09
1884,3.9610181801208455e-09,1.3203393933736152e-09
1885,1.2246707647989297e-08,6.445635691854079e-10
1886,1.4197620856748472e-08,1.097088819790315e-08
1887,1.5016526688782506e-08,6.528924623161458e-10
1888,1.1413106904001324e-08,6.340614699951175e-10
1889,2.4434033463194282e-08,2.5060546970934183e-09
1890,2.2284913470116408e-08,6.554386478008212e-10
1891,3.250852387282066e-08,3.1871101313640793e-09
1892,2.382034658410248e-08,2.5074049503359674e-09
1893,6.774258043407144e-09,1.847525021858587e-09
1894,1.2603078580752936e-08,7.561847148451761e-09
1895,1.023164486468886e-08,1.2037228991346183e-09
1896,1.0024948871034667e-08,0.0
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,1.0750873968845553e-08,1.13167097914868e-09
1899,9.39688327150634e-09,5.527578395003729e-10
1900,8.30568502863116e-09,1.038210628578895e-09
1901,1.5089595351014395e-08,5.588738916095792e-10
1902,1.3257766440233354e-08,3.437198747846537e-09
1903,1.7280704867062013e-08,2.1600881083827517e-09
1904,1.9348650681649815e-08,0.0
1905,2.115911179600971e-08,2.580379465655369e-09
1906,1.0802787109298606e-08,0.0
1907,1.2342823652033985e-08,0.0
1908,1.964555629285769e-08,1.964555629285769e-09
1909,9.901770070541716e-09,5.500983557560346e-10
1910,1.0153886620400954e-08,5.344150677544235e-10
1911,1.4365010514438836e-08,1.0640748282497725e-09
1912,8.335073964360618e-09,3.125652625612929e-09
1913,1.0075680734189518e-08,5.302989602995467e-09
1914,1.339348720819089e-08,0.0
1915,1.767114277129167e-08,0.0
1916,2.4172416956957932e-08,1.0987462051303964e-09
1917,4.386569774084137e-09,1.0966424213165737e-08
1918,3.44591288836682e-09,0.0
1919,5.524709134618888e-09,6.4454939163738345e-09
1920,1.4387239843927091e-08,1.514446346106979e-09
1921,2.2718241510233383e-08,2.2718242842501013e-09
1922,8.115729421831475e-09,1.4755870969551665e-09
1923,1.6985516992917837e-08,1.0615948120573648e-09
1924,5.156649773851996e-09,7.734974438733389e-09
1925,1.2097995494286806e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,8.919379901328739e-09,0.0
1928,7.998228745975666e-09,0.0
1929,8.912325100141061e-09,4.4561625500705304e-09
1930,1.2604324695075775e-08,1.0503603542488804e-09
1931,6.843213995466613e-09,5.7026783295555106e-09
1932,1.8631212128639163e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,8.377798899061872e-09,0.0
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,0.0
1939,1.6823456405745674e-08,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032351633873077e-08,0.0
1944,1.2852744646352221e-08,1.927911696952833e-08
1945,1.742803235060819e-08,0.0
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,1.1920871401116528e-08,2.3841741914054637e-09
1948,5.435944139264848e-09,0.0
1949,1.47255123650325e-08,2.945102384188658e-09
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,1.4925962688039363e-08,1.0661401761424827e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,1.4005975934594517e-08,0.0
1954,7.818028890937967e-09,0.0
1955,9.385607846468247e-09,3.754243138587299e-09
1956,5.232684952005684e-09,3.488456634670456e-09
1957,1.767007518083119e-08,1.7670075402875796e-09
1958,7.445019267748876e-09,3.3088973783179654e-09
1959,1.4726420971555854e-08,7.750747821333448e-10
1960,1.1073333361366622e-08,2.7683333403416555e-09
1961,1.389631876236308e-08,0.0
1962,2.4099433559854333e-08,2.5367825617905737e-09
1963,9.69907976156037e-09,2.5864212993553792e-09
1964,1.1559539991878864e-08,0.0
1965,1.1491291473930687e-08,0.0
1966,1.4401594583546284e-08,2.769537488234164e-09
1967,1.5777073869571723e-08,2.9582012395223956e-09
1968,1.0779397818794223e-08,1.3474247273492779e-09
1969,1.0446043141598693e-08,3.1792304344691047e-09
1970,1.4256047897731605e-08,1.8394900047624674e-09
1971,1.1304474689666222e-08,2.0553589941130213e-09
1972,1.2825367434743384e-08,1.0260293725750103e-09
1973,1.268036875501366e-08,1.6539611902288698e-09
1974,9.00091468025721e-09,2.2502286700643026e-09
1975,1.028066431985053e-08,2.2845920710778955e-09
1976,1.7140580510499603e-08,0.0
1977,1.2928920156696222e-08,1.7630346071939584e-09
1978,1.7227714366185864e-08,1.1881182704343018e-09
1979,5.851973128301324e-09,5.851973350345929e-10
1980,1.4212877097463661e-08,5.685150683554241e-10
1981,1.138598904049104e-08,6.325549528618524e-10
1982,1.4898005495922462e-08,6.207502289967692e-10
1983,1.705135410645653e-08,6.315316047889041e-10
1984,1.6237223121606803e-08,4.059305780401701e-09
1985,1.4437339324047116e-08,1.8046674155058895e-09
1986,1.9182353483415682e-08,0.0
1987,1.3443797186596385e-08,4.888653482026939e-09
1988,1.4391728697660255e-08,5.996553809062277e-10
1989,8.780995486290522e-09,2.7440609784434855e-09
1990,1.198703181159999e-08,5.448650863826288e-09
1991,2.2859714121636898e-08,3.5168792322792797e-09
1992,1.5427843891302473e-08,2.2039776670368383e-09
1993,7.200969598386564e-09,2.2156829704300662e-09
1994,1.6879765141197822e-08,2.1099706426497278e-09
1995,1.4640617607142303e-08,5.422450821690461e-10
1996,1.3879040139386234e-08,0.0
1997,1.2466725429760572e-08,0.0
1998,1.2873949017944142e-08,1.43043876743576e-09
1999,2.0108885223635298e-08,2.285100553223174e-09
2000,1.6346715980830595e-08,2.6508188977203417e-09
2001,1.4896119893137438e-08,2.6287270138425356e-09
2002,1.6648641576466616e-08,2.1906108038649563e-09
2003,1.2500768420409258e-08,4.1669229178253886e-10
2004,1.6297727611913615e-08,4.404791253964646e-10
2005,1.0358624180639708e-08,9.007499190971657e-10
2006,1.317724773741702e-08,1.6471559671771274e-09
2007,1.4380126422963713e-08,1.997239706952314e-09
2008,1.5326783397995314e-08,8.514879357157668e-10
2009,1.2874119548200724e-08,3.337734755248789e-09
2010,2.0784689525044087e-08,4.723793023408973e-10
2011,2.2179037273417634e-08,1.529588788962144e-09
2012,1.974466634635519e-08,4.085103366691101e-09
2013,2.872798710029656e-08,3.0680376017500066e-09
2014,2.555225364631042e-08,2.165445156521173e-09
2015,2.1722438958704515e-08,3.989835573037226e-09
2016,2.237047169728612e-08,3.1070099826280284e-09
2017,2.087957362562065e-08,2.7671724911471074e-09
2018,1.884470712809616e-08,4.64663996169179e-09
2019,2.4744581494928752e-08,2.2958890344426663e-09
