year,tout_DET appel_NOUN,tout_DET rappel_NOUN
1891,1.2684698003084804e-07,8.286485941866317e-09
1892,1.5859336510715139e-07,3.761107425503951e-09
1893,1.2008912086969303e-07,5.542574954553459e-09
1894,1.663606434831877e-07,4.4110775032635274e-09
1895,9.449224824820135e-08,1.2639090440913492e-08
1896,1.5273305642438118e-07,2.94851448812139e-09
1897,1.4217180499542792e-07,2.9133566670225264e-09
1898,1.7654067097083725e-07,6.2241901632731356e-09
1899,1.3818945632237956e-07,3.3165470370022376e-09
1900,1.7493849213678914e-07,3.114631885736685e-09
1901,1.7269203489433949e-07,6.147612641171918e-09
1902,1.399430900050902e-07,6.8743973291596205e-09
1903,1.841475167907447e-07,1.5660638563730345e-08
1904,2.0316083126914464e-07,9.13686282189019e-09
1905,1.9920529314987334e-07,2.270733984177653e-08
1906,1.6461390517363839e-07,5.144184411776109e-09
1907,2.03142317189986e-07,9.257118349648152e-09
1908,1.7926570095028183e-07,4.911389073214423e-09
1909,2.4589397007446223e-07,1.1001967115120692e-09
1910,1.9506149406822715e-07,5.878565634276356e-09
1911,1.633354873575854e-07,6.384448969498635e-09
1912,1.3700778378478162e-07,4.688479049441696e-09
1913,1.6174118222522793e-07,7.42418571064718e-09
1914,1.968842706645546e-07,2.0759905794420774e-08
1915,2.0262910638280118e-07,2.238344798399794e-08
1916,2.4502040574247985e-07,4.614734194774428e-08
1917,2.0287885860170718e-07,5.3735480065597585e-08
1918,2.6074073566917377e-07,1.1486376294556067e-08
1919,2.3848326868858294e-07,3.6831393490643904e-08
1920,1.9460636124790653e-07,1.514446301698058e-08
1921,2.0446417359210045e-07,1.3630945039366793e-08
1922,1.6674133718197481e-07,5.90234855435412e-09
1923,1.507464633121458e-07,1.0615948564662858e-08
1924,1.3149457167571654e-07,3.867487219366694e-09
1925,1.8476938379308194e-07,1.0998177701893042e-08
1926,1.9394280670326225e-07,2.229227691330493e-08
1927,1.3825039335557676e-07,2.0068604111855848e-08
1928,1.8510187160813985e-07,2.170947821511504e-08
1929,1.715622524045557e-07,2.1166771890790415e-08
1930,1.9746773993745137e-07,2.2057568216382606e-08
1931,1.7222088732893326e-07,7.983749661377715e-09
1932,1.7206472335828948e-07,2.52069338735339e-08
1933,1.892659255986473e-07,1.1470662419910127e-08
1934,1.8451633643223886e-07,2.156684431042777e-08
1935,2.0944497336472523e-07,1.555876938397205e-08
1936,1.8914554189564114e-07,4.1224028191066964e-08
1937,2.0019877444710232e-07,1.888667711114067e-08
1938,1.9447822019458272e-07,2.5930428804166183e-08
1939,1.9423443831101395e-07,3.211750687626136e-08
1940,1.775047999696966e-07,1.2678914806940611e-08
1941,1.3576911417345627e-07,2.066051907334554e-08
1942,2.18463252821266e-07,3.034211704111556e-08
1943,2.2935557986158983e-07,2.032264689866281e-08
1944,2.5705489470340126e-07,1.2852744646352221e-08
1945,2.3745693855659056e-07,2.6142048525912287e-08
1946,2.2691399692575942e-07,3.7586982415405146e-08
1947,2.3722533804004797e-07,2.3841742802233057e-08
1948,2.0547868473386188e-07,2.5005341797168512e-08
1949,2.3266309501224214e-07,2.945102384188658e-08
1950,2.2227905205340903e-07,5.4240343549949444e-08
1951,1.801776861043436e-07,2.4521223385143287e-08
1952,1.929699129377127e-07,2.6362009464264702e-08
1953,1.917741254686689e-07,3.3398865451061965e-08
1954,2.1597304744602752e-07,3.02948610642062e-08
1955,2.5528853875300683e-07,3.378819002364253e-08
1956,2.267496839181149e-07,4.273359266449006e-08
1957,2.085068855350869e-07,3.180613505904262e-08
1958,2.0597885885820233e-07,3.308897317255699e-08
1959,1.867930183863109e-07,4.030388878195623e-08
1960,2.1523792170796696e-07,3.460416714284875e-08
1961,1.980225334818897e-07,3.474079601772928e-08
1962,1.8708770888054005e-07,3.741754373010053e-08
1963,1.5001243447443358e-07,2.1337976496837996e-08
1964,1.8130226120405268e-07,3.285342831116367e-08
1965,2.3639227109129024e-07,2.9001830270658502e-08
1966,1.7392694573459266e-07,3.434226480969471e-08
1967,1.7404084307059975e-07,1.2818872574538176e-08
1968,1.8369890497638153e-07,3.3685618072709644e-08
1969,1.6895339527422948e-07,1.9983734000916797e-08
1970,2.57068723641396e-07,2.851209579546321e-08
1971,1.7573318800145898e-07,2.826118605803174e-08
1972,1.8212021402064238e-07,3.591102704092464e-08
1973,1.7201195312566142e-07,2.8117339123667762e-08
1974,1.7495527693256463e-07,3.1503201824989446e-08
1975,1.8162507142704953e-07,3.655347402542475e-08
1976,1.7940474794642114e-07,2.9710339022326337e-08
1977,1.7571577171082708e-07,3.878676119173363e-08
1978,1.6930685475813334e-07,2.257424691620713e-08
1979,1.7029243082333778e-07,2.57486831856113e-08
1980,1.7453413114765226e-07,2.899426854163778e-08
1981,1.8407349244853322e-07,3.0995193578409186e-08
1982,1.837420722239358e-07,3.352051236582554e-08
1983,1.749342519730135e-07,2.6524327068067066e-08
1984,1.478747213567999e-07,1.6817124803836236e-08
1985,1.810682981329137e-07,1.684356232267703e-08
1986,1.9302243359220483e-07,2.757463257729853e-08
1987,1.6499205024445018e-07,1.4665960890170027e-08
1988,1.7509937233484152e-07,2.158759387915765e-08
1989,1.6519247481028287e-07,3.0733485090195245e-08
1990,1.754465657199944e-07,2.6153524790295535e-08
1991,1.6998249474653448e-07,2.7548886116779414e-08
1992,1.9229704673051629e-07,2.6998727031823933e-08
1993,1.6839190042361452e-07,2.4372513451886846e-08
1994,1.4717045182521815e-07,2.320967767976967e-08
1995,1.805676124178035e-07,2.2774293895189146e-08
1996,1.3825658662369733e-07,2.829188927577775e-08
1997,1.6062896168733687e-07,2.7330898877409027e-08
1998,1.6783815404153302e-07,3.099284073826425e-08
1999,1.4304729223368895e-07,2.1022925456026798e-08
2000,1.431442271382366e-07,2.076474858725419e-08
2001,1.4501810330358467e-07,1.9715453047908227e-08
2002,1.629814443404598e-07,3.373540558015975e-08
2003,1.5209268688920474e-07,2.0001230005561865e-08
2004,1.5637009020963433e-07,2.8631143678126136e-08
2005,1.4502072964717172e-07,2.026687284661932e-08
2006,1.1777164843351784e-07,1.4824403926638752e-08
2007,1.4340181664351803e-07,2.7561908672035784e-08
2008,1.5199059788528757e-07,2.3415918537494917e-08
2009,1.5353580096189035e-07,2.7178696626606325e-08
2010,1.2659765502576192e-07,2.267420651236307e-08
2011,1.4913491419576985e-07,1.529588788962144e-08
2012,1.1404246258450712e-07,1.46382865828798e-08
2013,1.2857866593662948e-07,1.478236261176491e-08
2014,1.1780021580420907e-07,1.8839372728507442e-08
2015,1.0218412249685116e-07,1.3964424644408169e-08
2016,1.058454746072357e-07,1.4499380029953102e-08
2017,1.0590723942272007e-07,1.2829617923593162e-08
2018,9.86120287649328e-08,1.058401322140412e-08
2019,8.953967256530859e-08,1.3775334206655998e-08
