year,peuvent_VERB appliquer_VERB,peuvent_VERB rappliquer_VERB
1856,7.972871429728912e-08,0.0
1857,9.909463472013158e-08,0.0
1858,4.306435030798639e-08,0.0
1859,2.953460587207246e-08,0.0
1860,5.767251565202969e-08,0.0
1861,5.423358118150645e-08,0.0
1862,3.885468302655681e-08,0.0
1863,1.0988166110337261e-07,0.0
1864,4.746780746245349e-08,0.0
1865,5.271665770578693e-08,0.0
1866,3.941146431429843e-08,0.0
1867,4.804283548764943e-08,4.85281148598915e-10
1868,4.544684273355415e-08,0.0
1869,5.860222884734867e-08,0.0
1870,6.479475445075877e-08,0.0
1871,7.116188527334089e-08,0.0
1872,6.893966997267853e-08,0.0
1873,3.5317427204972773e-08,0.0
1874,7.766991672042423e-08,0.0
1875,4.176714796244596e-08,0.0
1876,5.139112602137175e-08,0.0
1877,4.4530676035492434e-08,0.0
1878,4.5293166550663955e-08,0.0
1879,5.254019797007459e-08,0.0
1880,5.390990764908565e-08,0.0
1881,3.974329487732575e-08,0.0
1882,4.1263387373646765e-08,0.0
1883,3.033282780506852e-08,0.0
1884,6.205595326491675e-08,0.0
1885,4.640857653726016e-08,0.0
1886,5.420909587883216e-08,0.0
1887,5.876032105334161e-08,0.0
1888,4.882273429984707e-08,0.0
1889,4.009687515349469e-08,0.0
1890,4.915789730830511e-08,0.0
1891,6.119250883784844e-08,0.0
1892,6.331197255349252e-08,0.0
1893,6.035248389935077e-08,0.0
1894,7.750893615821042e-08,0.0
1895,7.342709551494409e-08,0.0
1896,5.955999426987546e-08,0.0
1897,6.118049356018673e-08,0.0
1898,4.639851169940812e-08,0.0
1899,5.417026827103655e-08,0.0
1900,3.7894686499839736e-08,5.191053142894475e-10
1901,4.191554126009578e-08,0.0
1902,5.794134949610452e-08,0.0
1903,5.778235845355084e-08,0.0
1904,4.5146851590516235e-08,0.0
1905,7.018632430799698e-08,0.0
1906,7.150416792001124e-08,0.0
1907,5.6056993713582415e-08,0.0
1908,5.942780845202833e-08,0.0
1909,5.611003217609323e-08,0.0
1910,6.680188135987919e-08,0.0
1911,7.7677462684278e-08,0.0
1912,5.261515312326992e-08,0.0
1913,1.1030218871610487e-07,0.0
1914,6.562808607668558e-08,0.0
1915,5.5369582696584985e-08,0.0
1916,5.6036057571873243e-08,0.0
1917,7.457168749169796e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,6.997964874244644e-08,0.0
1920,6.890731185649202e-08,0.0
1921,7.724202077952214e-08,7.572747429129834e-10
1922,6.049906886573808e-08,0.0
1923,5.520293200333981e-08,0.0
1924,4.383152329978657e-08,0.0
1925,4.5092530598367375e-08,0.0
1926,6.910605776511147e-08,0.0
1927,6.13207333799437e-08,0.0
1928,7.198406137831626e-08,0.0
1929,7.129860080112849e-08,0.0
1930,7.772666776872938e-08,0.0
1931,5.47457119637329e-08,0.0
1932,6.24693612394367e-08,0.0
1933,7.341223806633934e-08,0.0
1934,4.912448048344231e-08,0.0
1935,4.906996409204112e-08,0.0
1936,4.849885826274658e-08,0.0
1937,3.903246792447135e-08,0.0
1938,5.186085871855539e-08,0.0
1939,4.7411557346777045e-08,0.0
1940,6.593035806190528e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,9.102635090130207e-08,0.0
1943,5.516146828199453e-08,0.0
1944,3.534504600111177e-08,0.0
1945,6.099811145077183e-08,4.357008087652048e-09
1946,4.5939643200654245e-08,0.0
1947,2.7418003867296648e-08,0.0
1948,4.240036233227329e-08,0.0
1949,5.792034940554913e-08,0.0
1950,4.4668517773516214e-08,2.1270722960764488e-09
1951,5.224086763178093e-08,0.0
1952,5.9050901057844385e-08,0.0
1953,4.955960619668076e-08,0.0
1954,4.9839933069506515e-08,0.0
1955,5.162084448784299e-08,0.0
1956,6.366433069615596e-08,0.0
1957,6.537928243233182e-08,0.0
1958,7.941353885598801e-08,8.272243445794913e-10
1959,5.115493451057773e-08,0.0
1960,6.22874978262189e-08,0.0
1961,7.156604198144123e-08,0.0
1962,5.7077606641087186e-08,6.341956404476434e-10
1963,6.272071573221183e-08,0.0
1964,6.144807684904663e-08,0.0
1965,5.4720434405908236e-08,0.0
1966,5.649856404943421e-08,1.1078149508847446e-09
1967,7.29689659806354e-08,9.860671168482327e-10
1968,4.042274426296899e-08,4.4914158503495116e-10
1969,5.813449988067987e-08,0.0
1970,4.6447123480675145e-08,4.5987250119061684e-10
1971,6.166077071156906e-08,0.0
1972,5.591860130493842e-08,5.130146862875051e-10
1973,4.410562937096074e-08,5.513203782392395e-10
1974,7.313243344242437e-08,0.0
1975,5.6543655091445544e-08,0.0
1976,5.942067815567498e-08,1.7140580066410394e-09
1977,5.230335986539103e-08,1.7630346071939584e-09
1978,6.237620908677854e-08,5.940591352171509e-10
1979,6.963848164787123e-08,0.0
1980,6.765329629843109e-08,0.0
1981,4.2381181231121445e-08,1.8976649140967083e-09
1982,5.7729771185677237e-08,3.7245013739806154e-09
1983,5.1785590926556324e-08,1.2630632095778083e-09
1984,6.088959025873919e-08,0.0
1985,5.474157660501078e-08,0.0
1986,8.332334999749946e-08,5.994485463567401e-10
1987,5.010869941202145e-08,0.0
1988,5.81665702270584e-08,5.996553809062277e-10
1989,5.1588347815823e-08,0.0
1990,7.355679088050238e-08,5.44865097484859e-10
1991,5.2753186707832356e-08,5.861465202094962e-10
1992,8.871010237498922e-08,0.0
1993,7.034793725324562e-08,5.539207426075166e-10
1994,6.804655328096487e-08,1.5824779264761446e-09
1995,6.290042620094027e-08,4.337960657352369e-09
1996,4.911044726441105e-08,5.338092190498855e-10
1997,5.178485906753849e-08,0.0
1998,7.629006404386018e-08,0.0
1999,6.581089451174194e-08,4.570201161957499e-10
2000,6.936309659977269e-08,2.2090156370779823e-09
2001,7.228999265862512e-08,1.3143635069212678e-09
2002,6.571832500412711e-08,4.38122149670761e-10
2003,6.87542254240725e-08,0.0
2004,7.972672477762899e-08,0.0
2005,7.881561714384588e-08,0.0
2006,7.28866496046976e-08,0.0
2007,6.031663701833168e-08,3.994479469415779e-10
2008,6.556457066153598e-08,4.257439678578834e-10
2009,7.915199518038207e-08,4.76819250749827e-10
2010,6.943975705553385e-08,9.447586046817946e-10
2011,5.621238940989315e-08,3.82397197240536e-10
2012,4.868081404652003e-08,3.063827413996023e-09
2013,4.267361219945087e-08,1.1156500168141292e-09
2014,4.460817137896811e-08,1.2992671383216248e-09
2015,1.092771668709247e-07,4.433150790905671e-10
2016,6.918276085343678e-08,1.0356699942093428e-09
2017,6.490277115744902e-08,1.0062445321423752e-09
2018,6.040632172243932e-08,5.162933414126769e-10
2019,6.147880782236825e-08,2.04079020349468e-09
