year,avait_VERB accroché_VERB,avait_VERB raccroché_VERB
1931,6.386999729102172e-08,7.983749661377715e-09
1932,4.274219378430644e-08,5.4797681947604815e-09
1933,5.735331143341682e-08,1.0323596200123575e-08
1934,5.870974462141021e-08,1.1981580172459871e-08
1935,6.702239119249498e-08,1.0771455727365264e-08
1936,4.122403041151301e-08,1.576212937948185e-08
1937,5.0364473480613015e-08,1.888667711114067e-08
1938,8.68669403075728e-08,3.1116513810047763e-08
1939,5.352917753498332e-08,2.141167065872196e-08
1940,4.564409294971483e-08,1.5214697057785997e-08
1941,7.37875680556499e-08,1.7709016475464523e-08
1942,8.799214157306778e-08,6.068423541449874e-09
1943,8.129058670647282e-08,1.4516175816936538e-08
1944,9.318240046241044e-08,2.8918675454292497e-08
1945,1.241747327185294e-07,3.485606470121638e-08
1946,9.46635054788203e-08,2.0881657292193267e-08
1947,8.344609625510202e-08,9.536696765621855e-09
1948,1.0328293598149685e-07,3.587722829934137e-08
1949,6.577395339490977e-08,2.6505922789965553e-08
1950,6.912984673590472e-08,2.9779013033248702e-08
1951,9.382033283600322e-08,2.7719645245838365e-08
1952,6.010538555756284e-08,3.585233443459401e-08
1953,7.433941107137798e-08,3.124409886368085e-08
1954,9.967986613901303e-08,2.14995790059902e-08
1955,7.696198167650437e-08,3.378819002364253e-08
1956,8.982775767663043e-08,3.401245152190313e-08
1957,1.1485548867540274e-07,4.1524678806581505e-08
1958,6.4523497655955e-08,7.445019178931034e-08
1959,7.363210130506559e-08,3.8753739772801055e-08
1960,8.443416987802266e-08,4.775375117560543e-08
1961,9.032606840264634e-08,4.307858603169734e-08
1962,8.688480335194981e-08,4.1856910826254534e-08
1963,8.405869067473759e-08,3.556329275511416e-08
1964,7.969998705448234e-08,4.806334885643082e-08
1965,7.496699083731073e-08,3.720989383282358e-08
1966,7.311578542612551e-08,3.489617128593636e-08
1967,7.987143391119389e-08,4.289391952738697e-08
1968,8.848089549928773e-08,2.919420261093819e-08
1969,8.901844950059967e-08,3.76965907378235e-08
1970,6.024329479714652e-08,1.839489982558007e-08
1971,6.577148781161668e-08,2.6205826841874114e-08
1972,5.950970205503836e-08,2.1033601527165047e-08
1973,7.387693301552645e-08,1.9847533394568018e-08
1974,7.369499144260772e-08,2.5315072704756858e-08
1975,5.5401358167728176e-08,2.7415104852934746e-08
1976,6.627691107041755e-08,2.742492810625663e-08
1977,5.05403221495726e-08,2.4094806150287695e-08
1978,6.712868128033733e-08,3.386137237271214e-08
1979,8.134242790447388e-08,3.2771051650115623e-08
1980,8.300320075704803e-08,4.036456857647863e-08
1981,7.211126273887203e-08,4.99718417756867e-08
1982,8.255977945736959e-08,3.41412622617554e-08
1983,8.58882955867557e-08,4.2312617409834274e-08
1984,8.872483192590153e-08,4.1752862500743504e-08
1985,9.805359724168738e-08,4.030423994549892e-08
1986,9.051672833493285e-08,4.7955882820360785e-08
1987,7.944061763964783e-08,5.7441678080749625e-08
1988,1.3672142529230769e-07,5.097070854276353e-08
1989,8.835876741386528e-08,4.664903840989609e-08
1990,9.153733770972394e-08,4.140974851907231e-08
1991,8.850812349692205e-08,3.751337729340776e-08
1992,9.532203648632276e-08,3.7467621893938485e-08
1993,9.361260566720375e-08,4.874502579355067e-08
1994,9.23112182249497e-08,4.0616935592652226e-08
1995,8.675921492340422e-08,5.097103894513566e-08
1996,9.341661666439904e-08,3.096093337262573e-08
1997,9.206197404409977e-08,4.7469455921600456e-08
1998,9.58393968630844e-08,4.72044803245808e-08
1999,7.632235821120048e-08,2.8792268125243936e-08
2000,7.908276700163697e-08,4.064589020913445e-08
2001,7.185187200775545e-08,3.8992784112679146e-08
2002,9.813935974989363e-08,3.023042793870445e-08
2003,8.583861443867136e-08,5.125315283294185e-08
2004,1.0175067899353962e-07,6.430995114214966e-08
2005,8.692236974638945e-08,5.5396121467765624e-08
2006,1.0624155777350097e-07,5.1061835648624765e-08
2007,1.3581230007275735e-07,1.2063327403666335e-07
2008,1.528420909835404e-07,1.3623807149087952e-07
2009,1.7403903029844514e-07,1.8166812765230134e-07
2010,2.3855153585827793e-07,2.8815136943194375e-07
2011,2.554413356392615e-07,3.0477056611744047e-07
2012,3.4689335848270275e-07,3.6527632119032205e-07
2013,3.5449778579277336e-07,3.8043665995246556e-07
2014,4.008238931874075e-07,4.207460051475209e-07
2015,3.765961480439728e-07,3.393576832877443e-07
2016,3.5792754715657793e-07,3.270645834163588e-07
2017,3.4639967338989663e-07,4.417413492774358e-07
2018,3.7276379316608654e-07,4.272327487342409e-07
2019,3.6708712514155195e-07,3.821379550572601e-07
