year,fallait_VERB allumer_VERB,fallait_VERB rallumer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,2.5173417128598885e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,6.952811659743929e-09,0.0
1817,2.0239355080775567e-08,0.0
1818,4.768470951432846e-09,0.0
1819,1.1386155129855524e-08,4.140420006848444e-09
1820,5.933240565525466e-09,4.746592452420373e-09
1821,1.97229765852569e-09,0.0
1822,0.0,0.0
1823,7.906149512848515e-09,0.0
1824,1.6842225392110777e-09,1.6842225392110777e-09
1825,5.283265824829186e-09,0.0
1826,5.284790383086602e-09,2.642395191543301e-09
1827,7.373818444733615e-09,9.217273055917019e-10
1828,0.0,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,4.174734336004349e-09
1831,0.0,0.0
1832,0.0,0.0
1833,1.7375443306377747e-08,0.0
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,7.563087933704082e-10,0.0
1836,6.72075017860152e-09,3.36037508930076e-09
1837,0.0,0.0
1838,1.3886756633496589e-08,0.0
1839,6.292327547896548e-09,4.894032734625853e-09
1840,1.6561189752906103e-08,0.0
1841,1.6051371787284552e-08,1.926164561183441e-09
1842,1.542900918138912e-08,0.0
1843,9.451057714215949e-09,2.3627644285539873e-09
1844,5.488561272137815e-10,6.586273748609983e-09
1845,5.022205318283568e-09,2.2320911341466854e-08
1846,1.6978054517835517e-08,1.7563503984519002e-09
1847,3.235934187273415e-09,1.0786447290911383e-09
1848,3.218088684420195e-09,8.045221711050488e-10
1849,2.513824481908955e-09,1.6758829879393033e-09
1850,6.1100964288129944e-09,1.3577992064028876e-09
1851,5.8044946626978344e-09,1.2253933867611977e-08
1852,2.6042181744401205e-09,9.765818376195057e-09
1853,7.763511611358354e-09,2.9859659189668264e-09
1854,3.117398783558656e-09,0.0
1855,6.368324534378189e-09,2.653468555990912e-09
1856,1.0354378465748937e-09,3.6240324075009767e-09
1857,9.274867096564776e-09,4.881509085841174e-10
1858,4.893676019968041e-10,4.893676019968041e-10
1859,5.601390462572908e-09,9.165912473463322e-09
1860,4.57718396518203e-09,2.288591982591015e-09
1861,3.772770984511453e-09,1.4147891747029462e-09
1862,2.710791813242963e-09,4.517986262886353e-10
1863,3.995696662428827e-09,1.4983863039219614e-09
1864,7.671564716815737e-09,3.3563094525845827e-09
1865,1.0825742080555756e-08,3.294791106611683e-09
1866,8.271541673821048e-09,1.9462451650298362e-09
1867,4.85281148598915e-10,4.85281148598915e-10
1868,2.4699371437009177e-09,1.4819622196071691e-09
1869,0.0,9.767038289254515e-10
1870,2.0069171213776826e-08,1.1468097582678638e-09
1871,1.805600113868877e-08,0.0
1872,4.8378714367913744e-09,1.8142017887967654e-09
1873,1.1972009161809183e-08,5.986004469882289e-10
1874,4.182226565063729e-09,5.974609140757536e-10
1875,5.721527140956084e-10,0.0
1876,2.418405919968336e-09,6.04601479992084e-10
1877,3.710889595609501e-09,0.0
1878,6.039088784604019e-09,0.0
1879,8.55305515301552e-09,0.0
1880,9.626769603698904e-09,1.9253538763308597e-09
1881,4.183504653809678e-09,0.0
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,1.2638677882037541e-09,0.0
1884,1.3203393933736152e-09,4.621187876807653e-09
1885,7.7347630522695e-09,0.0
1886,1.0325542199041138e-08,1.2906927748801422e-09
1887,1.3057849246322917e-09,0.0
1888,1.9021844099853524e-09,6.340614699951175e-10
1889,1.1277245803853475e-08,0.0
1890,1.0487018364813139e-08,0.0
1891,8.286486163910922e-09,0.0
1892,2.5074049503359674e-09,0.0
1893,1.7243566574620672e-08,0.0
1894,5.041231432301174e-09,1.2603078580752936e-09
1895,7.824199066419624e-09,0.0
1896,2.948514543632541e-09,5.89702897624278e-10
1897,0.0,0.0
1898,4.52668391659472e-09,0.0
1899,9.39688327150634e-09,1.6582735185011188e-09
1900,5.19105292084987e-09,2.07642125715779e-09
1901,1.2854099118442264e-08,0.0
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,4.320176216765503e-09,1.0800440541913758e-09
1904,3.2247751136083025e-09,3.2247751136083025e-09
1905,3.6125313851442797e-09,1.0321518084666081e-09
1906,6.173021205313489e-09,0.0
1907,4.114274698707732e-09,0.0
1908,3.929111258571538e-09,0.0
1909,8.801573692096554e-09,5.500983557560346e-10
1910,6.412980813053082e-09,0.0
1911,3.1922244847493175e-09,0.0
1912,6.251305251225858e-09,5.209421227725386e-10
1913,4.242391771214216e-09,5.30298971401777e-10
1914,6.696743604095445e-09,0.0
1915,1.6493066468115103e-08,0.0
1916,5.493730803607377e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,5.743188147278033e-09,0.0
1919,1.3811772170413406e-08,9.207848372660976e-10
1920,2.2716695191604686e-09,0.0
1921,7.572747762196741e-09,1.5145494858259667e-09
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,3.1847844361720945e-09,0.0
1924,1.4180787211159895e-08,0.0
1925,7.698724324711748e-09,0.0
1926,5.57306911730393e-09,0.0
1927,1.3379070296082318e-08,1.1149224876660924e-09
1928,1.0283437212876834e-08,0.0
1929,3.342121912552898e-09,3.342121912552898e-09
1930,5.2518016602221e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,0.0
1934,8.38710612072191e-09,0.0
1935,1.0771455727365264e-08,0.0
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,5.0364472592434595e-09,0.0
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,7.647025235257843e-09,7.647025235257843e-09
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,0.0
1948,7.610321262063735e-09,0.0
1949,9.817008539414473e-09,0.0
1950,8.508289184305795e-09,0.0
1951,1.7058242818279723e-08,0.0
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,1.1851209791302608e-08,0.0
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,9.593255967388359e-09,0.0
1957,5.301022731885041e-09,8.835037701437898e-10
1958,8.272243334772611e-09,8.272243445794913e-10
1959,4.650448914844674e-09,0.0
1960,9.689166802218097e-09,0.0
1961,9.03260666262895e-09,1.3896318540318475e-09
1962,1.2683912586908264e-08,1.2683912808952869e-09
1963,7.759263453976928e-09,0.0
1964,7.300761772910391e-09,1.2167936658258327e-09
1965,1.1491291473930687e-08,0.0
1966,1.163205709531212e-08,5.539074754423723e-10
1967,9.367637332502454e-09,1.4791006197611978e-09
1968,8.084548142051062e-09,4.4914158503495116e-10
1969,9.991866889436096e-09,1.8167031212712459e-09
1970,5.518470125309705e-09,9.197450023812337e-10
1971,1.0790635052160269e-08,0.0
1972,6.156176013405457e-09,5.130146862875051e-10
1973,4.9618833486420044e-09,0.0
1974,6.1881286761433785e-09,1.6876715580593782e-09
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,1.7140580066410394e-09
1977,9.402850942308305e-09,5.876781838942691e-10
1978,5.346532105932056e-09,0.0
1979,6.437170796402825e-09,5.851973350345929e-10
1980,1.8760998088396263e-08,3.411090521154847e-09
1981,1.2651098835192442e-08,1.8976649140967083e-09
1982,7.449002747961231e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,1.2630632095778083e-09
1984,7.538710988796993e-09,0.0
1985,1.142956040922627e-08,1.2031116103372597e-09
1986,8.392279760016663e-09,1.1988970927134801e-09
1987,9.166225112267057e-09,1.2221633705067347e-09
1988,8.395175221664886e-09,2.398621523624911e-09
1989,3.841685636274406e-09,5.488122178931576e-10
1990,4.90378582185258e-09,1.089730194969718e-09
1991,1.0550637696837839e-08,5.861465202094962e-10
1992,9.366905473484621e-09,5.509944167592096e-10
1993,8.308811416668505e-09,0.0
1994,9.494868002946077e-09,5.274926606624319e-10
1995,1.138714633697191e-08,5.422450821690461e-10
1996,7.473328622609188e-09,5.338092190498855e-10
1997,9.58978851883785e-09,0.0
1998,9.059445638115449e-09,1.43043876743576e-09
1999,6.398281460207045e-09,1.3710603763428253e-09
2000,1.0603275590881367e-08,4.4180314962005696e-10
2001,4.8193329327261836e-09,4.3812117822561447e-10
2002,1.4019908789464353e-08,1.3143663935011318e-09
2003,1.0000615446870142e-08,4.1669229178253886e-10
2004,7.488145215006625e-09,4.404791253964646e-10
2005,1.4411998705554652e-08,9.007499190971657e-10
2006,4.941467679486777e-09,1.2353669198716943e-09
2007,1.0385647009059085e-08,1.5977917877663117e-09
2008,1.2772319202269955e-08,8.514879357157668e-10
2009,8.105927484791664e-09,1.430457752249481e-09
2010,1.4643758206034363e-08,1.4171379625338432e-09
2011,1.4531093661673822e-08,1.1471915639660324e-09
2012,2.382976838077866e-08,1.3617010852229328e-09
2013,1.589801357226861e-08,1.3945624655065103e-09
2014,2.2087540685333806e-08,4.114345752981308e-09
2015,2.1500781599570473e-08,2.21657536769726e-09
2016,2.0713400772365276e-08,2.278474076078396e-09
2017,1.5345229087415646e-08,2.7671724911471074e-09
2018,2.5298373174109656e-08,1.290733298020541e-09
2019,2.015280387013263e-08,2.04079020349468e-09
