year,devaient_VERB éveiller_VERB,devaient_VERB réveiller_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,1.7057265822018053e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,2.0056614147279106e-08,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,1.8880564667256294e-08,0.0
1816,0.0,4.6352077731626196e-09
1817,4.670620334934483e-09,9.341240669868967e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,6.210630232317271e-09
1820,3.5599443393152796e-09,5.933240565525466e-09
1821,1.97229765852569e-09,2.9584463767662328e-09
1822,1.4035862250239006e-08,6.015369535816717e-09
1823,0.0,9.882686669016039e-09
1824,0.0,1.51580028528997e-08
1825,8.805443041381977e-10,1.3208164340028361e-08
1826,0.0,8.807984341885344e-10
1827,0.0,3.6869092223668076e-09
1828,7.337841001486822e-09,5.503380862137419e-09
1829,3.429270423183084e-09,1.714635211591542e-09
1830,0.0,2.0873671680021744e-09
1831,1.5591206548037917e-08,3.1182412207897414e-09
1832,0.0,1.0823975493678972e-08
1833,2.7800709290204395e-08,2.3167257001688313e-09
1834,1.120143711119681e-08,2.240287422239362e-08
1835,1.8151411040889798e-08,5.294161553592858e-09
1836,1.3441500135158435e-09,3.36037508930076e-09
1837,1.530736071231331e-08,2.0873671680021744e-09
1838,8.2058102535143e-09,8.837027110075724e-09
1839,1.7478688718597368e-08,3.4957374772659477e-09
1840,1.8472096741106725e-08,9.554533164646273e-09
1841,1.0272877659645019e-08,8.346713542550788e-09
1842,1.0733224087289273e-08,7.379091560011375e-09
1843,1.4176587015413133e-08,1.1223130869097986e-08
1844,1.866110821424627e-08,1.0977122322231025e-08
1845,1.0602432709561072e-08,1.3392547515422848e-08
1846,7.610851504580296e-09,7.610851504580296e-09
1847,1.294373674909366e-08,6.47186837454683e-09
1848,8.84974404868899e-09,2.413566457803995e-09
1849,2.1786478399121734e-08,9.217356655710773e-09
1850,2.7155984128057753e-08,9.504594444820214e-09
1851,2.257303499675345e-08,1.0319102017319892e-08
1852,5.859490670445666e-09,1.2370036550635177e-08
1853,2.388772735173461e-08,2.388772735173461e-09
1854,9.352196350675968e-09,2.5978321716024766e-09
1855,2.600399184871094e-08,1.0613874223963649e-08
1856,2.1226476576430287e-08,1.0354378465748937e-09
1857,2.4895696171256532e-08,4.393358121745905e-09
1858,1.468102794888182e-08,3.4255731584664773e-09
1859,9.165912473463322e-09,0.0
1860,2.0139609091529564e-08,2.746310379109218e-08
1861,1.6034276129062164e-08,9.431927239234028e-09
1862,1.490935552794781e-08,1.0843167252971853e-08
1863,1.9479021062807078e-08,5.9935452156878455e-09
1864,7.671564716815737e-09,1.1507347075223606e-08
1865,1.0355057256106193e-08,5.177528628053096e-09
1866,2.0435575009969398e-08,5.838735717134114e-09
1867,1.844068364675877e-08,1.0190904120577216e-08
1868,1.6301584082611953e-08,9.385760613156435e-09
1869,1.5138908793232986e-08,1.3185501579471293e-08
1870,9.747882501187632e-09,3.4404292748035914e-09
1871,6.37270636261178e-09,6.37270636261178e-09
1872,1.2094679036067646e-08,1.2094678591978436e-09
1873,6.584604861359367e-09,5.387403856360606e-09
1874,9.559374625212058e-09,4.182226565063729e-09
1875,8.58229043387837e-09,5.721527140956084e-10
1876,8.464420275799966e-09,4.232210137899983e-09
1877,1.0514186854493346e-08,7.421779191219002e-09
1878,1.268208649207736e-08,1.509772218355465e-08
1879,1.5273313280772527e-08,0.0
1880,1.4761046607247863e-08,0.0
1881,2.022027167924989e-08,4.8807553554297556e-09
1882,2.5290463057103807e-08,8.652000893505374e-09
1883,2.5909288936531993e-08,4.423537092179686e-09
1884,2.1125430293977843e-08,9.902545450302114e-09
1885,1.9981470700258797e-08,2.5782542767416317e-09
1886,1.936039240035825e-08,4.5174246565693466e-09
1887,1.7628096316002484e-08,3.9173548849191775e-09
1888,1.014498351992188e-08,6.340614699951175e-10
1889,1.50363277384713e-08,6.265136853755848e-09
1890,2.0974036729626278e-08,1.3108772956016423e-09
1891,1.2748440525456317e-08,1.2748440525456317e-08
1892,1.817868522380195e-08,0.0
1893,1.847524977449666e-08,6.158416554491453e-10
1894,1.827446460822557e-08,1.2603078580752936e-09
1895,1.625025980445116e-08,4.213029924926559e-09
1896,1.7101383420481397e-08,7.076434549446731e-09
1897,6.409385022720926e-09,1.1653427112179315e-09
1898,1.3580051749784161e-08,1.6975064687230201e-09
1899,8.291367592505594e-09,5.527578395003729e-10
1900,1.245852754294674e-08,5.191053142894475e-10
1901,2.5708198236884527e-08,0.0
1902,1.2275709337927765e-08,4.910283846193408e-10
1903,1.0260418292773466e-08,4.320176216765503e-09
1904,1.7198800605910947e-08,6.987012746151322e-09
1905,1.5482276793932215e-08,3.096455536422127e-09
1906,1.594697174311932e-08,3.0865106026567446e-09
1907,1.6457098794830927e-08,4.6285588695127444e-09
1908,1.817213934884876e-08,2.4556945366072114e-09
1909,2.7504917454734823e-08,3.300590023513905e-09
1910,1.977335806202518e-08,1.068830135508847e-09
1911,9.576673676292558e-09,5.320374141248863e-10
1912,2.135862686714063e-08,8.335073964360618e-09
1913,1.6439267724877027e-08,5.30298971401777e-10
1914,2.8126324380650658e-08,2.0090231700464756e-09
1915,1.5314990164938536e-08,4.712304768617059e-09
1916,7.69122365795738e-09,6.592477230782379e-09
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,1.3811772170413406e-08,0.0
1920,1.3630017114962811e-08,4.543339038320937e-09
1921,1.060184651180407e-08,0.0
1922,8.115729421831475e-09,0.0
1923,1.3800733000834953e-08,3.1847844361720945e-09
1924,3.867487219366694e-09,0.0
1925,1.7597084678300234e-08,0.0
1926,7.802296586589819e-09,2.229227691330493e-09
1927,7.804457524684949e-09,0.0
1928,1.3711249025050165e-08,1.1426041224282812e-09
1929,7.798284684668033e-09,0.0
1930,1.1553964007759987e-08,3.1510811737689437e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,9.863582839386709e-09,3.287861094491973e-09
1933,1.9500125958415992e-08,2.2941324395731044e-09
1934,2.2765002327673756e-08,0.0
1935,8.377798899061872e-09,1.196828414151696e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,1.510934133364117e-08,1.2591118148108649e-09
1938,1.0372171566075394e-08,3.8895642262559704e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,3.193558839598154e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.178504132643866e-08,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,0.0
1949,1.570721330779179e-08,9.817008317369869e-10
1950,3.190608444114673e-09,3.190608444114673e-09
1951,1.0661401539380222e-08,4.264560704569931e-09
1952,1.1599284199803606e-08,0.0
1953,3.232148326759443e-09,0.0
1954,1.3681550115052232e-08,9.772536113672459e-10
1955,8.447047505910632e-09,0.0
1956,1.3953826538681824e-08,3.488456634670456e-09
1957,9.718541527092839e-09,2.6505113659425206e-09
1958,8.272243334772611e-09,0.0
1959,7.750747599288843e-09,0.0
1960,5.536666680683311e-09,4.152500121534786e-09
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,6.341956293454132e-09,6.341956404476434e-10
1963,6.466053470433053e-09,0.0
1964,4.258777774879263e-09,4.258777774879263e-09
1965,6.0192477668863376e-09,2.188817349590977e-09
1966,9.416426749453422e-09,3.3234448526542337e-09
1967,6.902469706915326e-09,2.9582012395223956e-09
1968,1.0330256650092906e-08,1.3474247273492779e-09
1969,4.995933444718048e-09,2.7250546263957176e-09
1970,6.898087434592526e-09,3.6789800095249348e-09
1971,2.0553589941130213e-09,1.541519245584766e-09
1972,6.156176013405457e-09,2.565073486948677e-09
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,6.750686232237513e-09,5.625571675160757e-10
1975,3.998036124386317e-09,0.0
1976,1.7140580066410394e-09,5.713526873840635e-10
1977,6.464460078348111e-09,4.7014254711541525e-09
1978,4.752473081737207e-09,5.940591352171509e-10
1979,9.363157360553487e-09,1.7555920051037788e-09
1980,6.822181042309694e-09,2.2740602734216964e-09
1981,4.427884725544118e-09,2.5302198114474095e-09
1982,3.1037510339615437e-09,0.0
1983,3.157658134966823e-09,3.157658134966823e-09
1984,4.059305780401701e-09,2.3196033982486597e-09
1985,5.414002135495366e-09,6.015558051686298e-10
1986,4.196139880008332e-09,5.994485463567401e-10
1987,3.0554083707556856e-09,1.2221633705067347e-09
1988,4.797243047249822e-09,2.398621523624911e-09
1989,7.683371272548811e-09,1.0976244357863152e-09
1990,3.2691906959314565e-09,2.724325431913144e-09
1991,3.5168792322792797e-09,0.0
1992,4.4079553340736766e-09,0.0
1993,5.539207315052863e-09,1.661762283333701e-09
1994,3.164955852952289e-09,2.637463358823311e-09
1995,1.626735190995987e-09,5.422450821690461e-10
1996,3.736664311304594e-09,1.6014276571496566e-09
1997,9.58978896292706e-10,0.0
1998,2.3840645013706308e-09,4.768129224785866e-10
1999,4.113180906983871e-09,4.570201161957499e-10
2000,1.7672125984802278e-09,1.3254094488601709e-09
2001,4.381211837767296e-09,8.762423564512289e-10
2002,7.009954394732176e-09,8.76244299341522e-10
2003,5.000307723435071e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,3.523833003171717e-09
2005,5.854874363109275e-09,1.3511248786457486e-09
2006,4.529678854225949e-09,8.235779835885637e-10
2007,2.3966877371606188e-09,2.3966877371606188e-09
2008,1.2772318758180745e-09,1.7029758714315335e-09
2009,3.337734755248789e-09,4.76819250749827e-10
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,1.1471915639660324e-09,7.64794394481072e-10
2012,4.425528388196653e-09,2.382976926895708e-09
2013,3.3469500504423877e-09,2.5102124823206395e-09
2014,5.630157673408576e-09,2.3819897165822113e-09
2015,4.654808538617772e-09,3.103205470367243e-09
2016,6.214019965256057e-09,1.4499380585064614e-09
2017,3.018733707449428e-09,2.0124890642847504e-09
2018,2.323319980845895e-09,1.0325866828253538e-09
2019,2.2958890344426663e-09,3.06118530524202e-09
