year,faut_VERB établir_VERB,faut_VERB etablir_VERB,faut_VERB rétablir_VERB
1925,4.509252846673917e-07,0.0,1.5177485579442873e-07
1926,4.346993875969929e-07,0.0,1.4489980060261587e-07
1927,4.660375907405978e-07,0.0,1.2821608663671213e-07
1928,5.107440301799215e-07,1.1426041224282812e-09,1.0626218482912009e-07
1929,4.5898474354544305e-07,0.0,1.04719816818033e-07
1930,5.535399054679147e-07,0.0,1.2289216044791829e-07
1931,5.212248197494773e-07,0.0,1.6309660111346602e-07
1932,3.7262424257278326e-07,1.0959536611565568e-09,1.5672137010369624e-07
1933,4.312969110742415e-07,0.0,1.3650088703798247e-07
1934,4.4451661551647703e-07,1.1981580172459871e-09,1.4018448268870998e-07
1935,4.117089815736108e-07,0.0,1.2207650001982984e-07
1936,4.534643380793568e-07,2.424942913137329e-09,1.394342206140209e-07
1937,4.646122704343725e-07,0.0,1.309476260757947e-07
1938,4.1359032820764696e-07,0.0,1.257625825701325e-07
1939,4.603509182743437e-07,0.0,1.4070526788145798e-07
1940,4.716556247785775e-07,0.0,1.6736167651743017e-07
1941,5.224159735917056e-07,5.9030051957620344e-09,1.9479917057196872e-07
1942,4.2782386344697443e-07,0.0,1.1226583751522412e-07
1943,4.209691155665496e-07,0.0,1.4806499848418753e-07
1944,4.5948561933073506e-07,3.2131861615880553e-09,1.6708568750800623e-07
1945,4.1609428080846556e-07,0.0,1.1328221205531008e-07
1946,4.454753366189834e-07,2.7842208538686464e-09,1.4756371058410878e-07
1947,4.982924224350427e-07,1.1920870957027319e-09,1.7046845357526763e-07
1948,4.5227054101815156e-07,0.0,1.5003205078301107e-07
1949,5.399354563451197e-07,0.0,1.5903553673979332e-07
1950,4.445581112122454e-07,1.0635361480382244e-09,1.1273483124796257e-07
1951,3.7314904943741567e-07,3.1984206394497505e-09,1.247384062708079e-07
1952,4.565900155739655e-07,2.1089607837865287e-09,1.4973620920955e-07
1953,4.751258018131921e-07,1.0773827385790469e-09,1.3144070010184805e-07
1954,3.87969691928447e-07,2.9317608341017376e-09,1.1336141625406526e-07
1955,4.232909134316287e-07,0.0,9.948744406074184e-08
1956,4.0814941826283757e-07,1.0465369904011368e-08,1.5349209547821374e-07
1957,3.7990662349329796e-07,0.0,1.1043797343290862e-07
1958,4.4008334043610375e-07,8.272243445794913e-10,1.2160198537003453e-07
1959,4.851968355978897e-07,0.0,9.84344978860463e-08
1960,4.194025109427457e-07,6.920833350854139e-10,1.0381250348245885e-07
1961,4.2731178950816684e-07,2.779263708063695e-09,1.2228760226662416e-07
1962,4.274478726529196e-07,6.341956404476434e-10,1.0844745190752292e-07
1963,4.319323636536865e-07,2.5864212993553792e-09,1.041034565218979e-07
1964,4.806335027751629e-07,4.258777719368112e-09,1.1742059058406085e-07
1965,4.569156146772002e-07,2.73602163147757e-09,1.0287441654099894e-07
1966,4.530963053639425e-07,1.1078149508847446e-09,1.30722170865738e-07
1967,4.757773979235935e-07,0.0,1.4692399474824924e-07
1968,4.832763238482585e-07,2.6948494546985557e-09,1.3474247850808752e-07
1969,5.232104740571231e-07,4.087581828571274e-09,1.439737218333903e-07
1970,4.819463583771721e-07,9.197450023812337e-10,1.4118086255621165e-07
1971,4.5423433903124533e-07,1.541519245584766e-09,1.0996170374255598e-07
1972,4.191329878722172e-07,3.5911027485013847e-09,1.1594131876790925e-07
1973,4.179008499249903e-07,3.3079223804577396e-09,1.141233170187661e-07
1974,4.646722118195612e-07,1.1251143350321513e-09,1.248876912995911e-07
1975,4.089419860520138e-07,1.1422960355389478e-09,1.4050240793039848e-07
1976,4.467977987587801e-07,0.0,1.0112942305795514e-07
1977,4.243036357820529e-07,4.113747342771035e-09,1.2341241983904183e-07
1978,4.4376216123964696e-07,2.9702956760857546e-09,1.0930688176813419e-07
1979,4.1080852497543674e-07,3.511183899185255e-09,1.310842066004625e-07
1980,4.212696751437761e-07,6.253665807420816e-09,1.0688083307286433e-07
1981,3.7067721336825343e-07,1.391620929602766e-08,1.2145055450218933e-07
1982,4.3328367382855504e-07,8.069752754913395e-09,1.2601229570918804e-07
1983,4.1049554511118913e-07,5.052252616266628e-09,1.1304415892254838e-07
1984,4.436241454186529e-07,4.059305891424003e-09,1.1598017124470061e-07
1985,3.6815214343732805e-07,1.8046674155058895e-09,1.425687230494077e-07
1986,3.8424650483648293e-07,5.994485408056249e-09,1.228869450642378e-07
1987,3.5870493775291834e-07,5.499735111769155e-09,1.2221633483022742e-07
1988,4.4494430539998575e-07,1.1993107618124554e-09,9.954279533985755e-08
1989,4.55514140185187e-07,1.6464366536794728e-09,1.3445900037822867e-07
1990,3.9611691704521945e-07,2.1794604454505873e-09,1.0842815356681967e-07
1991,4.108887026177399e-07,2.344586136349136e-09,1.3188297032229457e-07
1992,3.7522718798754795e-07,1.6529832502776287e-09,1.2232075619067473e-07
1993,3.855288355225639e-07,1.1078414852150331e-09,1.0746062173438986e-07
1994,4.3570892671596084e-07,5.274926606624319e-10,1.1763086149585433e-07
1995,3.768603278331284e-07,1.0844901643380922e-09,1.3230780382400553e-07
1996,4.0142452917280025e-07,5.338092190498855e-10,1.302494467836368e-07
1997,4.0085316754812084e-07,4.79489448146353e-10,1.1891338402847396e-07
1998,4.033837228689663e-07,9.536258449571733e-10,1.0632928137965791e-07
1999,3.674441870771261e-07,9.140402323914998e-10,1.037435666262354e-07
2000,3.724400414739648e-07,4.4180314962005696e-10,1.263557010133809e-07
2001,3.667074395252712e-07,4.3812117822561447e-10,9.857726723794258e-08
2002,3.8773811184000806e-07,1.7524885431718928e-09,1.2617917377610866e-07
2003,4.033581433304789e-07,8.333845835650777e-10,1.158404572265681e-07
2004,3.691214942591614e-07,1.3214374039449694e-09,9.910780107702521e-08
2005,3.449872281180433e-07,9.007499190971657e-10,1.0178474241229196e-07
2006,3.734926110610104e-07,2.4707338397433887e-09,1.0130009542308471e-07
2007,3.2994401522046246e-07,3.994479469415779e-10,9.746529627818745e-08
2008,3.035554527741624e-07,8.514879357157668e-10,9.664388045393935e-08
2009,3.3520393571961904e-07,4.76819250749827e-10,9.154929614396679e-08
2010,2.8626186576730106e-07,0.0,9.872727702031625e-08
2011,3.5257022545920336e-07,7.64794394481072e-10,8.221540070962874e-08
2012,2.747231917510362e-07,0.0,7.217015962623918e-08
2013,2.6050426527035597e-07,0.0,7.642202604074555e-08
2014,2.6981447831531113e-07,0.0,7.860565887085613e-08
2015,2.2187919057614636e-07,2.2165753954528356e-10,6.649726458363148e-08
2016,2.3758269662721432e-07,0.0,6.586861189816773e-08
2017,2.2766282370412227e-07,0.0,5.861374319238166e-08
2018,2.2355501982929127e-07,0.0,6.81507188460273e-08
2019,2.0560960933835304e-07,0.0,5.229524902006233e-08
